auc-roc,auc-pr,accuracy,precision,recall,f1-score,sensitivity,specificity,tn,fp,fn,tp
0.9100,0.1455,0.8524,0.0676,0.8444,0.1252,0.8444,0.8525,9083,1572,21,114
