back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge,total-events,unique-locations,active-location-ratio,private-to-public-ratio,location-entropy,location-dominance-ratio,back-and-forth-count,num-transitions,back-door-count-max,back-door-count-mean,back-door-count-std,back-door-count-sum,bathroom-count-max,bathroom-count-mean,bathroom-count-std,bathroom-count-sum,bedroom-count-max,bedroom-count-mean,bedroom-count-std,bedroom-count-sum,fridge-door-count-max,fridge-door-count-mean,fridge-door-count-std,fridge-door-count-sum,front-door-count-max,front-door-count-mean,front-door-count-std,front-door-count-sum,hallway-count-max,hallway-count-mean,hallway-count-std,hallway-count-sum,kitchen-count-max,kitchen-count-mean,kitchen-count-std,kitchen-count-sum,lounge-count-max,lounge-count-mean,lounge-count-std,lounge-count-sum
9.0,0.0,0.0,16.0,0.0,46.0,26.0,83.0,180.0,5.0,0.625,0.0,1.9477,0.4611,23.0,114.0,3.0,0.375,0.9237,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.6667,1.4039,16.0,2.7317,0.2147,0.6584,5.1524,11.0,1.9167,3.7523,46.0,7.0,1.0833,2.1247,26.0,23.0,3.4583,7.2591,83.0
5.0,2.0,5.0,12.0,0.0,16.0,10.0,23.0,73.0,7.0,0.875,0.1429,2.498,0.3151,14.0,49.0,4.0,0.2083,0.833,5.0,2.0,0.0833,0.4082,2.0,5.0,0.2083,1.0206,5.0,6.0,0.5,1.4744,12.0,2.7317,0.2147,0.6584,5.1524,6.0,0.6667,1.7362,16.0,4.0,0.4167,1.1389,10.0,10.0,0.9583,2.5277,23.0
0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.25,1.0,0.9183,0.6667,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0417,0.2041,1.0,1.0,0.0833,0.2823,2.0,0.0,0.0,0.0,0.0,3.2086,0.2572,0.7747,6.1718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,3.0,8.0,8.0,0.0,57.0,24.0,64.0,176.0,7.0,0.875,0.0759,2.2192,0.3636,30.0,99.0,8.0,0.5,1.694,12.0,3.0,0.125,0.6124,3.0,8.0,0.3333,1.633,8.0,4.0,0.3333,0.9631,8.0,3.2086,0.2572,0.7747,6.1718,17.0,2.375,4.9503,57.0,8.0,1.0,2.4137,24.0,20.0,2.6667,5.7685,64.0
6.0,0.0,0.0,12.0,0.0,58.0,19.0,75.0,170.0,5.0,0.625,0.0,1.8437,0.4412,43.0,115.0,2.0,0.25,0.6757,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5,1.2158,12.0,3.2086,0.2572,0.7747,6.1718,16.0,2.4167,4.9248,58.0,9.0,0.7917,2.0426,19.0,19.0,3.125,5.9878,75.0
4.0,2.0,6.0,8.0,0.0,14.0,11.0,22.0,67.0,7.0,0.875,0.1702,2.4993,0.3284,12.0,43.0,2.0,0.1667,0.5647,4.0,2.0,0.0833,0.4082,2.0,6.0,0.25,1.2247,6.0,4.0,0.3333,1.1293,8.0,3.2086,0.2572,0.7747,6.1718,4.0,0.5833,1.3805,14.0,4.0,0.4583,1.2504,11.0,11.0,0.9167,2.6361,22.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.25,2.0,0.9183,0.6667,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0833,0.4082,2.0,0.0,0.0,0.0,0.0,2.872,0.219,0.6813,5.2561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0417,0.2041,1.0
10.0,7.0,6.0,12.0,0.0,46.0,25.0,80.0,186.0,7.0,0.875,0.0861,2.2309,0.4301,38.0,125.0,3.0,0.4167,0.9743,10.0,5.0,0.2917,1.0826,7.0,3.0,0.25,0.7372,6.0,6.0,0.5,1.4744,12.0,2.872,0.219,0.6813,5.2561,15.0,1.9167,4.0851,46.0,11.0,1.0417,2.5449,25.0,17.0,3.3333,6.1054,80.0
14.0,0.0,0.0,10.0,0.0,70.0,9.0,69.0,172.0,5.0,0.625,0.0,1.8124,0.407,43.0,98.0,10.0,0.5833,2.0624,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.4167,1.4421,10.0,2.872,0.219,0.6813,5.2561,20.0,2.9167,5.9921,70.0,4.0,0.375,0.9696,9.0,15.0,2.875,5.3268,69.0
5.0,1.0,5.0,12.0,0.0,9.0,14.0,17.0,63.0,7.0,0.875,0.15,2.524,0.2698,9.0,38.0,3.0,0.2083,0.7211,5.0,1.0,0.0417,0.2041,1.0,5.0,0.2083,1.0206,5.0,8.0,0.5,1.7937,12.0,2.872,0.219,0.6813,5.2561,4.0,0.375,0.9696,9.0,6.0,0.5833,1.5299,14.0,7.0,0.7083,1.781,17.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9524,0.245,0.7323,5.881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,3.0,9.0,6.0,0.0,37.0,16.0,68.0,143.0,7.0,0.875,0.0992,2.0725,0.4755,22.0,86.0,1.0,0.1667,0.3807,4.0,2.0,0.125,0.4484,3.0,5.0,0.375,1.279,9.0,4.0,0.25,0.8969,6.0,2.9524,0.245,0.7323,5.881,10.0,1.5417,2.9632,37.0,5.0,0.6667,1.4939,16.0,21.0,2.8333,5.776,68.0
8.0,0.0,0.0,12.0,0.0,42.0,29.0,67.0,158.0,5.0,0.625,0.0,1.9822,0.4241,31.0,103.0,3.0,0.3333,0.7614,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5,1.3513,12.0,2.9524,0.245,0.7323,5.881,13.0,1.75,3.5783,42.0,9.0,1.2083,2.604,29.0,17.0,2.7917,5.5166,67.0
12.0,0.0,4.0,4.0,0.0,21.0,11.0,42.0,94.0,6.0,0.75,0.0541,2.1313,0.4468,15.0,61.0,6.0,0.5,1.3513,12.0,0.0,0.0,0.0,0.0,4.0,0.1667,0.8165,4.0,4.0,0.1667,0.8165,4.0,2.9524,0.245,0.7323,5.881,7.0,0.875,2.0708,21.0,4.0,0.4583,1.1413,11.0,20.0,1.75,4.7388,42.0
0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.25,1.0,0.8113,0.75,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0417,0.2041,1.0,3.0,0.125,0.6124,3.0,0.0,0.0,0.0,0.0,3.2874,0.2483,0.7693,5.9581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,6.0,13.0,16.0,0.0,37.0,33.0,53.0,163.0,7.0,0.875,0.1545,2.4284,0.3252,36.0,119.0,3.0,0.2083,0.658,5.0,3.0,0.25,0.7372,6.0,7.0,0.5417,1.6146,13.0,8.0,0.6667,1.9262,16.0,3.2874,0.2483,0.7693,5.9581,16.0,1.5417,3.6829,37.0,12.0,1.375,3.0901,33.0,21.0,2.2083,5.2913,53.0
6.0,0.0,0.0,18.0,0.0,43.0,18.0,62.0,147.0,5.0,0.625,0.0,1.9744,0.4218,31.0,95.0,3.0,0.25,0.7372,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.75,1.9616,18.0,3.2874,0.2483,0.7693,5.9581,9.0,1.7917,3.575,43.0,8.0,0.75,1.9393,18.0,17.0,2.5833,5.5788,62.0
5.0,2.0,5.0,0.0,0.0,12.0,7.0,29.0,60.0,6.0,0.75,0.1458,2.094,0.4833,7.0,33.0,4.0,0.2083,0.833,5.0,2.0,0.0833,0.4082,2.0,5.0,0.2083,1.0206,5.0,0.0,0.0,0.0,0.0,3.2874,0.2483,0.7693,5.9581,5.0,0.5,1.3188,12.0,3.0,0.2917,0.8065,7.0,10.0,1.2083,2.7659,29.0
0.0,3.0,6.0,0.0,0.0,1.0,0.0,25.0,35.0,4.0,0.5,0.3462,1.2333,0.7143,2.0,12.0,0.0,0.0,0.0,0.0,2.0,0.125,0.4484,3.0,3.0,0.25,0.847,6.0,0.0,0.0,0.0,0.0,2.9583,0.2225,0.7036,5.3393,1.0,0.0417,0.2041,1.0,0.0,0.0,0.0,0.0,13.0,1.0417,3.0713,25.0
8.0,2.0,6.0,12.0,0.0,43.0,29.0,72.0,172.0,7.0,0.875,0.0556,2.1764,0.4186,24.0,114.0,5.0,0.3333,1.0901,8.0,2.0,0.0833,0.4082,2.0,4.0,0.25,0.847,6.0,4.0,0.5,1.3513,12.0,2.9583,0.2225,0.7036,5.3393,11.0,1.7917,3.5137,43.0,8.0,1.2083,2.5534,29.0,14.0,3.0,5.3406,72.0
1.0,0.0,0.0,12.0,0.0,20.0,16.0,17.0,66.0,5.0,0.625,0.0,2.0604,0.303,8.0,46.0,1.0,0.0417,0.2041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5,1.4744,12.0,2.9583,0.2225,0.7036,5.3393,6.0,0.8333,1.8572,20.0,4.0,0.6667,1.4346,16.0,5.0,0.7083,1.5174,17.0
5.0,1.0,3.0,0.0,0.0,4.0,5.0,6.0,24.0,6.0,0.75,0.2667,2.4398,0.25,4.0,16.0,3.0,0.2083,0.7211,5.0,1.0,0.0417,0.2041,1.0,3.0,0.125,0.6124,3.0,0.0,0.0,0.0,0.0,2.9583,0.2225,0.7036,5.3393,2.0,0.1667,0.4815,4.0,4.0,0.2083,0.833,5.0,3.0,0.25,0.7372,6.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.125,1.0,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0833,0.4082,2.0,0.0,0.0,0.0,0.0,2.6369,0.1937,0.6179,4.6488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,3.0,10.0,0.0,21.0,9.0,33.0,80.0,7.0,0.875,0.0952,2.1974,0.4125,9.0,44.0,1.0,0.0417,0.2041,1.0,3.0,0.125,0.6124,3.0,2.0,0.125,0.4484,3.0,6.0,0.4167,1.4421,10.0,2.6369,0.1937,0.6179,4.6488,7.0,0.875,1.9182,21.0,4.0,0.375,0.9696,9.0,11.0,1.375,3.0476,33.0
1.0,0.0,0.0,8.0,0.0,15.0,17.0,19.0,60.0,5.0,0.625,0.0,2.0269,0.3167,4.0,39.0,1.0,0.0417,0.2041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3333,1.1293,8.0,2.6369,0.1937,0.6179,4.6488,4.0,0.625,1.3126,15.0,7.0,0.7083,1.8053,17.0,5.0,0.7917,1.503,19.0
0.0,2.0,4.0,0.0,0.0,8.0,8.0,9.0,31.0,5.0,0.625,0.24,2.1629,0.2903,1.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0833,0.4082,2.0,4.0,0.1667,0.8165,4.0,0.0,0.0,0.0,0.0,2.6369,0.1937,0.6179,4.6488,3.0,0.3333,0.9168,8.0,3.0,0.3333,0.9168,8.0,4.0,0.375,1.0555,9.0
0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.25,1.0,1.0,0.5,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0833,0.4082,2.0,2.0,0.0833,0.4082,2.0,0.0,0.0,0.0,0.0,3.1012,0.2512,0.7624,6.0298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1012,0.2512,0.7624,6.0298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,15.0,4.0,0.5,0.0,1.7968,0.4667,1.0,10.0,4.0,0.1667,0.8165,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1012,0.2512,0.7624,6.0298,2.0,0.0833,0.4082,2.0,2.0,0.0833,0.4082,2.0,7.0,0.2917,1.4289,7.0
17.0,2.0,7.0,4.0,0.0,13.0,18.0,26.0,87.0,7.0,0.875,0.1579,2.483,0.2989,7.0,50.0,15.0,0.7083,3.0713,17.0,2.0,0.0833,0.4082,2.0,7.0,0.2917,1.4289,7.0,4.0,0.1667,0.8165,4.0,3.1012,0.2512,0.7624,6.0298,6.0,0.5417,1.5874,13.0,9.0,0.75,2.2116,18.0,13.0,1.0833,3.2157,26.0
3.0,3.0,4.0,0.0,0.0,8.0,4.0,20.0,42.0,6.0,0.75,0.2188,2.1555,0.4762,5.0,25.0,3.0,0.125,0.6124,3.0,2.0,0.125,0.4484,3.0,2.0,0.1667,0.5647,4.0,0.0,0.0,0.0,0.0,3.1488,0.2703,0.7778,6.4881,8.0,0.3333,1.633,8.0,4.0,0.1667,0.8165,4.0,20.0,0.8333,4.0825,20.0
7.0,1.0,1.0,10.0,0.0,50.0,39.0,68.0,176.0,7.0,0.875,0.0127,2.0325,0.3864,36.0,120.0,4.0,0.2917,0.9079,7.0,1.0,0.0417,0.2041,1.0,1.0,0.0417,0.2041,1.0,4.0,0.4167,1.018,10.0,3.1488,0.2703,0.7778,6.4881,15.0,2.0833,4.2315,50.0,13.0,1.625,3.7742,39.0,18.0,2.8333,5.821,68.0
6.0,0.0,0.0,12.0,0.0,18.0,13.0,47.0,96.0,5.0,0.625,0.0,1.9729,0.4896,18.0,55.0,2.0,0.25,0.6757,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.5,1.7937,12.0,3.1488,0.2703,0.7778,6.4881,7.0,0.75,2.0483,18.0,6.0,0.5417,1.5317,13.0,14.0,1.9583,4.0484,47.0
1.0,2.0,4.0,12.0,0.0,13.0,13.0,22.0,67.0,7.0,0.875,0.125,2.3745,0.3284,6.0,42.0,1.0,0.0417,0.2041,1.0,2.0,0.0833,0.4082,2.0,4.0,0.1667,0.8165,4.0,8.0,0.5,1.694,12.0,3.1488,0.2703,0.7778,6.4881,10.0,0.5417,2.0637,13.0,10.0,0.5417,2.0637,13.0,16.0,0.9167,3.2958,22.0
0.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,13.0,3.0,0.375,0.3,0.9913,0.7692,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0417,0.2041,1.0,2.0,0.0833,0.4082,2.0,0.0,0.0,0.0,0.0,3.5655,0.2832,0.8658,6.7976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.4167,2.0412,10.0
7.0,4.0,6.0,20.0,0.0,38.0,34.0,68.0,177.0,7.0,0.875,0.0714,2.2928,0.3842,17.0,115.0,3.0,0.2917,0.8065,7.0,2.0,0.1667,0.5647,4.0,4.0,0.25,0.8969,6.0,6.0,0.8333,1.7362,20.0,3.5655,0.2832,0.8658,6.7976,8.0,1.5833,2.9328,38.0,12.0,1.4167,3.0775,34.0,18.0,2.8333,5.4026,68.0
2.0,0.0,0.0,4.0,0.0,8.0,8.0,95.0,117.0,5.0,0.625,0.0,1.0401,0.812,6.0,27.0,2.0,0.0833,0.4082,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1667,0.8165,4.0,3.5655,0.2832,0.8658,6.7976,6.0,0.3333,1.274,8.0,7.0,0.3333,1.4346,8.0,29.0,3.9583,8.6852,95.0
6.0,1.0,5.0,12.0,0.0,12.0,18.0,26.0,80.0,7.0,0.875,0.1071,2.4416,0.325,13.0,48.0,3.0,0.25,0.7372,6.0,1.0,0.0417,0.2041,1.0,5.0,0.2083,1.0206,5.0,6.0,0.5,1.694,12.0,3.5655,0.2832,0.8658,6.7976,6.0,0.5,1.3831,12.0,9.0,0.75,2.172,18.0,11.0,1.0833,2.903,26.0
0.0,2.0,6.0,0.0,0.0,0.0,0.0,9.0,17.0,3.0,0.375,0.8889,1.3793,0.5294,3.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0833,0.4082,2.0,4.0,0.25,0.8969,6.0,0.0,0.0,0.0,0.0,3.0359,0.229,0.7249,5.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.375,1.8371,9.0
8.0,5.0,8.0,20.0,0.0,40.0,40.0,66.0,187.0,7.0,0.875,0.089,2.3558,0.3529,27.0,114.0,6.0,0.3333,1.274,8.0,3.0,0.2083,0.7211,5.0,5.0,0.3333,1.1672,8.0,14.0,0.8333,3.0598,20.0,3.0359,0.229,0.7249,5.497,13.0,1.6667,3.5712,40.0,14.0,1.6667,3.7494,40.0,14.0,2.75,5.0584,66.0
2.0,0.0,0.0,14.0,0.0,25.0,19.0,61.0,121.0,5.0,0.625,0.0,1.8454,0.5041,9.0,61.0,1.0,0.0833,0.2823,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5833,1.6129,14.0,3.0359,0.229,0.7249,5.497,11.0,1.0417,2.6454,25.0,6.0,0.7917,1.8411,19.0,14.0,2.5417,4.7547,61.0
2.0,3.0,5.0,0.0,0.0,8.0,6.0,8.0,32.0,6.0,0.75,0.3636,2.4414,0.25,2.0,21.0,2.0,0.0833,0.4082,2.0,3.0,0.125,0.6124,3.0,5.0,0.2083,1.0206,5.0,0.0,0.0,0.0,0.0,3.0359,0.229,0.7249,5.497,5.0,0.3333,1.0901,8.0,3.0,0.25,0.7372,6.0,5.0,0.3333,1.0901,8.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0659,0.2395,0.7387,5.7485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,4.0,6.0,12.0,0.0,23.0,33.0,97.0,183.0,7.0,0.875,0.0654,2.0445,0.5301,17.0,80.0,4.0,0.3333,0.9168,8.0,2.0,0.1667,0.4815,4.0,3.0,0.25,0.847,6.0,6.0,0.5,1.3513,12.0,3.0659,0.2395,0.7387,5.7485,9.0,0.9583,2.255,23.0,11.0,1.375,3.1321,33.0,29.0,4.0417,7.9317,97.0
11.0,1.0,0.0,8.0,0.0,27.0,29.0,42.0,118.0,6.0,0.75,0.0102,2.1556,0.3559,20.0,75.0,4.0,0.4583,1.1413,11.0,1.0,0.0417,0.2041,1.0,0.0,0.0,0.0,0.0,6.0,0.3333,1.274,8.0,3.0659,0.2395,0.7387,5.7485,14.0,1.125,3.2479,27.0,14.0,1.2083,3.3619,29.0,14.0,1.75,3.5904,42.0
1.0,1.0,4.0,10.0,0.0,9.0,9.0,12.0,46.0,7.0,0.875,0.1667,2.4519,0.2609,2.0,26.0,1.0,0.0417,0.2041,1.0,1.0,0.0417,0.2041,1.0,4.0,0.1667,0.8165,4.0,8.0,0.4167,1.6659,10.0,3.0659,0.2395,0.7387,5.7485,3.0,0.375,0.8754,9.0,5.0,0.375,1.0959,9.0,7.0,0.5,1.5036,12.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.784,0.2225,0.6799,5.3395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,7.0,7.0,16.0,0.0,26.0,26.0,50.0,147.0,7.0,0.875,0.1373,2.5158,0.3401,14.0,94.0,8.0,0.625,1.7892,15.0,3.0,0.2917,0.8065,7.0,3.0,0.2917,0.8587,7.0,6.0,0.6667,1.5228,16.0,2.784,0.2225,0.6799,5.3395,8.0,1.0833,2.3575,26.0,13.0,1.0833,2.918,26.0,13.0,2.0833,4.4224,50.0
14.0,0.0,0.0,12.0,0.0,16.0,16.0,44.0,102.0,5.0,0.625,0.0,2.1181,0.4314,12.0,60.0,7.0,0.5833,1.5857,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.5,2.0642,12.0,2.784,0.2225,0.6799,5.3395,7.0,0.6667,1.7362,16.0,8.0,0.6667,2.0144,16.0,13.0,1.8333,3.6196,44.0
2.0,1.0,7.0,10.0,0.0,11.0,12.0,14.0,57.0,7.0,0.875,0.2162,2.5128,0.2456,4.0,35.0,2.0,0.0833,0.4082,2.0,1.0,0.0417,0.2041,1.0,5.0,0.2917,1.0826,7.0,8.0,0.4167,1.6659,10.0,2.784,0.2225,0.6799,5.3395,5.0,0.4583,1.4136,11.0,6.0,0.5,1.4744,12.0,10.0,0.5833,2.1042,14.0
2.0,2.0,1.0,4.0,0.0,4.0,9.0,7.0,29.0,7.0,0.875,0.15,2.5069,0.3103,6.0,22.0,2.0,0.0833,0.4082,2.0,2.0,0.0833,0.4082,2.0,1.0,0.0417,0.2041,1.0,4.0,0.1667,0.8165,4.0,2.5375,0.1958,0.6087,4.7,4.0,0.1667,0.8165,4.0,9.0,0.375,1.8371,9.0,7.0,0.2917,1.4289,7.0
18.0,2.0,5.0,6.0,0.0,29.0,20.0,45.0,125.0,7.0,0.875,0.0745,2.3367,0.36,27.0,80.0,16.0,0.75,3.2737,18.0,2.0,0.0833,0.4082,2.0,4.0,0.2083,0.833,5.0,6.0,0.25,1.2247,6.0,2.5375,0.1958,0.6087,4.7,11.0,1.2083,3.0925,29.0,9.0,0.8333,2.14,20.0,16.0,1.875,4.5713,45.0
4.0,0.0,1.0,14.0,0.0,25.0,19.0,76.0,139.0,6.0,0.75,0.0083,1.8459,0.5468,10.0,73.0,2.0,0.1667,0.4815,4.0,0.0,0.0,0.0,0.0,1.0,0.0417,0.2041,1.0,6.0,0.5833,1.7173,14.0,2.5375,0.1958,0.6087,4.7,11.0,1.0417,2.5788,25.0,10.0,0.7917,2.2063,19.0,23.0,3.1667,6.9761,76.0
12.0,1.0,7.0,10.0,0.0,17.0,16.0,22.0,85.0,7.0,0.875,0.1455,2.5566,0.2588,13.0,55.0,12.0,0.5,2.4495,12.0,1.0,0.0417,0.2041,1.0,5.0,0.2917,1.0826,7.0,8.0,0.4167,1.6659,10.0,2.5375,0.1958,0.6087,4.7,7.0,0.7083,1.7062,17.0,8.0,0.6667,1.9262,16.0,13.0,0.9167,2.7806,22.0
0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.25,1.0,0.5917,0.8571,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0417,0.2041,1.0,4.0,0.25,0.8969,6.0,0.0,0.0,0.0,0.0,2.982,0.2486,0.7333,5.9581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,7.0,9.0,16.0,0.0,49.0,31.0,77.0,208.0,7.0,0.875,0.1019,2.3921,0.3702,40.0,143.0,8.0,0.7917,1.7932,19.0,4.0,0.2917,0.9079,7.0,5.0,0.375,1.1349,9.0,8.0,0.6667,1.9262,16.0,2.982,0.2486,0.7333,5.9581,13.0,2.0417,4.016,49.0,9.0,1.2917,2.5956,31.0,17.0,3.2083,5.9343,77.0
0.0,6.0,0.0,12.0,0.0,31.0,29.0,26.0,104.0,5.0,0.625,0.0698,2.1312,0.2981,13.0,77.0,0.0,0.0,0.0,0.0,4.0,0.25,0.8969,6.0,0.0,0.0,0.0,0.0,8.0,0.5,1.694,12.0,2.982,0.2486,0.7333,5.9581,16.0,1.2917,3.5199,31.0,11.0,1.2083,2.904,29.0,15.0,1.0833,3.2021,26.0
4.0,3.0,10.0,4.0,0.0,20.0,17.0,16.0,74.0,7.0,0.875,0.2453,2.5081,0.2703,10.0,46.0,4.0,0.1667,0.8165,4.0,2.0,0.125,0.4484,3.0,6.0,0.4167,1.316,10.0,4.0,0.1667,0.8165,4.0,2.982,0.2486,0.7333,5.9581,14.0,0.8333,2.9439,20.0,9.0,0.7083,2.0951,17.0,11.0,0.6667,2.2778,16.0
0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.25,1.0,0.8113,0.75,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0417,0.2041,1.0,3.0,0.125,0.6124,3.0,0.0,0.0,0.0,0.0,3.1104,0.2348,0.7377,5.6319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3.0,10.0,8.0,0.0,23.0,25.0,24.0,95.0,7.0,0.875,0.1806,2.4209,0.2632,10.0,57.0,2.0,0.0833,0.4082,2.0,2.0,0.125,0.4484,3.0,10.0,0.4167,2.0412,10.0,4.0,0.3333,1.1293,8.0,3.1104,0.2348,0.7377,5.6319,8.0,0.9583,2.4223,23.0,9.0,1.0417,2.7104,25.0,11.0,1.0,2.6043,24.0
2.0,0.0,0.0,12.0,0.0,15.0,20.0,12.0,61.0,5.0,0.625,0.0,2.1097,0.3279,6.0,41.0,1.0,0.0833,0.2823,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5,1.4744,12.0,3.1104,0.2348,0.7377,5.6319,4.0,0.625,1.279,15.0,8.0,0.8333,2.0572,20.0,5.0,0.5,1.2158,12.0
2.0,2.0,8.0,2.0,0.0,13.0,16.0,13.0,56.0,7.0,0.875,0.2381,2.4107,0.2857,12.0,36.0,2.0,0.0833,0.4082,2.0,2.0,0.0833,0.4082,2.0,8.0,0.3333,1.633,8.0,2.0,0.0833,0.4082,2.0,3.1104,0.2348,0.7377,5.6319,6.0,0.5417,1.4136,13.0,5.0,0.6667,1.5788,16.0,9.0,0.5417,1.8877,13.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1104,0.2255,0.726,5.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,4.0,9.0,14.0,0.0,38.0,21.0,34.0,128.0,7.0,0.875,0.1398,2.4807,0.2969,21.0,94.0,3.0,0.3333,0.7614,8.0,3.0,0.1667,0.637,4.0,5.0,0.375,1.279,9.0,8.0,0.5833,1.8158,14.0,3.1104,0.2255,0.726,5.411,9.0,1.5833,3.1196,38.0,6.0,0.875,1.8252,21.0,9.0,1.4167,3.0633,34.0
6.0,0.0,0.0,8.0,0.0,7.0,7.0,14.0,42.0,5.0,0.625,0.0,2.2467,0.3333,4.0,27.0,4.0,0.25,0.8969,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.3333,1.633,8.0,3.1104,0.2255,0.726,5.411,4.0,0.2917,0.9991,7.0,6.0,0.2917,1.2329,7.0,7.0,0.5833,1.9763,14.0
2.0,2.0,4.0,4.0,0.0,14.0,11.0,12.0,49.0,7.0,0.875,0.1622,2.4642,0.2857,2.0,33.0,2.0,0.0833,0.4082,2.0,2.0,0.0833,0.4082,2.0,4.0,0.1667,0.8165,4.0,4.0,0.1667,0.8165,4.0,3.1104,0.2255,0.726,5.411,6.0,0.5833,1.7173,14.0,5.0,0.4583,1.3181,11.0,5.0,0.5,1.3188,12.0
