back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge,back-door-count-max,back-door-count-mean,back-door-count-std,back-door-count-sum,bathroom-count-max,bathroom-count-mean,bathroom-count-std,bathroom-count-sum,bedroom-count-max,bedroom-count-mean,bedroom-count-std,bedroom-count-sum,fridge-door-count-max,fridge-door-count-mean,fridge-door-count-std,fridge-door-count-sum,front-door-count-max,front-door-count-mean,front-door-count-std,front-door-count-sum,hallway-count-max,hallway-count-mean,hallway-count-std,hallway-count-sum,kitchen-count-max,kitchen-count-mean,kitchen-count-std,kitchen-count-sum,lounge-count-max,lounge-count-mean,lounge-count-std,lounge-count-sum
50.0,40.0,54.0,70.0,6.0,96.0,162.0,67.0,8.0,3.8462,2.6092,50.0,7.0,3.3333,1.6143,40.0,8.0,3.8571,2.5975,54.0,18.0,6.3636,4.8015,70.0,2.0,2.0,0.0,6.0,10.0,5.6471,2.4985,96.0,22.0,10.125,7.051,162.0,8.0,4.4667,2.2636,67.0
105.0,55.0,54.0,98.0,2.0,99.0,193.0,46.0,20.0,8.0769,5.8944,105.0,12.0,5.0,3.7148,55.0,10.0,3.6,2.3845,54.0,20.0,9.8,6.2858,98.0,2.0,2.0,2.2847,2.0,13.0,6.6,3.8322,99.0,26.0,12.8667,7.3763,193.0,9.0,3.2857,2.1989,46.0
44.0,55.0,47.0,76.0,4.0,104.0,162.0,39.0,14.0,5.5,3.9641,44.0,13.0,4.2308,3.2185,55.0,14.0,4.7,4.1913,47.0,16.0,7.6,4.971,76.0,4.0,4.0,2.1682,4.0,18.0,6.9333,4.2337,104.0,21.0,11.5714,5.8535,162.0,6.0,3.5455,2.1149,39.0
30.0,31.0,59.0,72.0,12.0,72.0,174.0,22.0,6.0,4.2857,1.7995,30.0,6.0,2.3846,1.5566,31.0,9.0,4.2143,2.3592,59.0,16.0,8.0,4.2426,72.0,8.0,6.0,2.8284,12.0,10.0,5.1429,2.7695,72.0,27.0,13.3846,7.042,174.0,7.0,2.4444,2.1279,22.0
46.0,44.0,66.0,68.0,6.0,89.0,180.0,30.0,8.0,4.6,2.7968,46.0,7.0,2.5882,1.6225,44.0,12.0,4.7143,2.9724,66.0,16.0,6.8,5.1812,68.0,3.0,2.0,1.0,6.0,12.0,4.9444,3.2625,89.0,20.0,12.0,5.7321,180.0,7.0,3.0,1.9437,30.0
49.0,36.0,50.0,62.0,2.0,92.0,144.0,44.0,13.0,6.125,3.3139,49.0,10.0,3.6,2.7968,36.0,7.0,3.5714,1.6968,50.0,12.0,6.2,3.3267,62.0,2.0,2.0,1.8557,2.0,15.0,6.1333,3.9617,92.0,20.0,9.6,6.0687,144.0,15.0,3.6667,4.1194,44.0
51.0,37.0,67.0,72.0,2.0,111.0,194.0,44.0,13.0,5.1,3.8427,51.0,8.0,4.1111,2.421,37.0,16.0,3.9412,3.7495,67.0,12.0,8.0,3.0,72.0,2.0,2.0,2.074,2.0,12.0,6.5294,3.9389,111.0,21.0,11.4118,7.0804,194.0,8.0,3.6667,2.5346,44.0
18.0,46.0,59.0,42.0,2.0,57.0,84.0,18.0,4.0,3.6,0.8944,18.0,11.0,5.1111,3.8873,46.0,13.0,4.5385,3.6427,59.0,10.0,6.0,3.0551,42.0,2.0,2.0,2.2045,2.0,11.0,6.3333,3.0,57.0,22.0,9.3333,7.3824,84.0,10.0,3.6,3.9749,18.0
27.0,25.0,21.0,14.0,20.0,56.0,82.0,11.0,11.0,4.5,4.0373,27.0,10.0,4.1667,3.8687,25.0,7.0,5.25,1.2583,21.0,6.0,4.6667,2.3094,14.0,9.0,4.0,3.3166,20.0,11.0,5.6,3.3731,56.0,22.0,9.1111,7.96,82.0,3.0,1.8333,0.9832,11.0
55.0,49.0,53.0,54.0,8.0,76.0,137.0,30.0,10.0,4.2308,2.2787,55.0,9.0,3.7692,2.3507,49.0,12.0,4.8182,3.4876,53.0,12.0,9.0,2.0976,54.0,2.0,1.6,0.5477,8.0,9.0,4.75,2.1756,76.0,20.0,8.5625,6.4907,137.0,7.0,3.0,1.9437,30.0
34.0,49.0,58.0,56.0,6.0,90.0,177.0,36.0,9.0,3.0909,2.468,34.0,11.0,4.4545,3.2974,49.0,15.0,3.8667,3.5429,58.0,10.0,7.0,2.8284,56.0,2.0,2.0,0.0,6.0,12.0,5.625,2.9861,90.0,21.0,11.0625,5.9382,177.0,7.0,3.0,2.0,36.0
20.0,41.0,49.0,44.0,8.0,88.0,178.0,32.0,6.0,3.3333,2.3381,20.0,9.0,3.7273,2.9357,41.0,11.0,3.7692,2.6818,49.0,8.0,4.8889,2.2608,44.0,2.0,2.0,0.0,8.0,11.0,5.5,3.2249,88.0,21.0,11.8667,4.2404,178.0,7.0,2.9091,1.8684,32.0
73.0,57.0,48.0,48.0,0.0,100.0,167.0,30.0,14.0,6.0833,3.6794,73.0,12.0,4.3846,3.9059,57.0,8.0,4.0,2.2563,48.0,10.0,6.0,2.1381,48.0,6.9286,3.4592,2.0795,22.0952,18.0,6.25,4.7258,100.0,18.0,10.4375,4.9929,167.0,8.0,3.75,2.4349,30.0
12.0,47.0,58.0,70.0,4.0,93.0,132.0,17.0,6.0,4.0,2.6458,12.0,15.0,5.875,5.2491,47.0,13.0,3.8667,3.6227,58.0,14.0,7.0,4.9216,70.0,2.0,2.0,0.0,4.0,19.0,8.4545,5.6985,93.0,19.0,8.25,6.8166,132.0,4.0,2.125,1.126,17.0
52.0,56.0,79.0,74.0,10.0,103.0,143.0,26.0,14.0,4.7273,4.2683,52.0,11.0,4.0,3.1132,56.0,21.0,5.2667,5.5737,79.0,12.0,7.4,2.9889,74.0,10.0,10.0,2.5157,10.0,13.0,6.0588,3.6652,103.0,18.0,8.9375,5.5072,143.0,4.0,2.0,1.2247,26.0
18.0,45.0,56.0,70.0,0.0,76.0,131.0,30.0,4.0,3.0,1.0954,18.0,9.0,3.4615,2.2589,45.0,8.0,3.7333,1.9809,56.0,14.0,6.3636,3.443,70.0,6.0238,3.2391,1.6529,23.5238,13.0,5.0667,3.1502,76.0,13.0,8.7333,4.0083,131.0,6.0,2.5,1.6237,30.0
14.0,42.0,56.0,68.0,4.0,80.0,134.0,37.0,4.0,2.0,1.291,14.0,6.0,3.8182,1.4709,42.0,9.0,3.2941,2.0544,56.0,12.0,7.5556,3.9721,68.0,4.0,4.0,2.0667,4.0,13.0,6.1538,2.9678,80.0,19.0,10.3077,5.5585,134.0,6.0,3.3636,1.2863,37.0
38.0,38.0,49.0,74.0,2.0,60.0,125.0,21.0,9.0,5.4286,2.82,38.0,11.0,3.8,3.084,38.0,8.0,3.5,1.9904,49.0,20.0,7.4,6.1137,74.0,1.0,1.0,0.0,2.0,7.0,4.2857,1.7728,60.0,21.0,8.9286,5.5811,125.0,5.0,2.3333,1.5,21.0
36.0,54.0,49.0,80.0,4.0,89.0,187.0,33.0,10.0,3.6,2.9515,36.0,11.0,3.8571,2.9576,54.0,6.0,3.2667,1.7915,49.0,14.0,6.1538,4.7054,80.0,2.0,2.0,0.0,4.0,11.0,4.9444,2.6673,89.0,25.0,11.6875,5.6299,187.0,4.0,2.3571,1.2157,33.0
14.0,44.0,52.0,42.0,0.0,59.0,111.0,15.0,4.0,2.3333,1.0328,14.0,11.0,4.4,3.2728,44.0,11.0,3.4667,2.669,52.0,12.0,4.6667,3.4641,42.0,8.6222,3.9387,2.6757,27.7556,9.0,3.9333,2.4044,59.0,15.0,6.9375,4.946,111.0,6.0,1.875,1.8077,15.0
20.0,41.0,61.0,74.0,6.0,75.0,113.0,20.0,13.0,6.6667,6.0277,20.0,9.0,3.1538,2.5445,41.0,9.0,3.5882,2.6939,61.0,20.0,10.5714,6.2944,74.0,2.0,2.0,0.0,6.0,11.0,5.0,3.0472,75.0,15.0,7.5333,4.3894,113.0,3.0,2.0,0.9428,20.0
11.0,25.0,22.0,43.0,10.0,36.0,65.0,27.0,9.0,5.5,4.9497,11.0,6.0,3.125,1.6421,25.0,5.0,2.75,1.2817,22.0,12.0,6.1429,3.671,43.0,6.0,2.5,2.3805,10.0,10.0,3.6,3.34,36.0,18.0,6.5,6.485,65.0,5.0,3.0,1.5,27.0
0.0,54.0,51.0,58.0,4.0,29.0,74.0,33.0,6.2222,3.2501,1.6777,20.8889,10.0,4.1538,2.577,54.0,10.0,3.9231,2.2532,51.0,14.0,8.2857,4.0708,58.0,2.0,2.0,0.0,4.0,9.0,2.6364,2.3355,29.0,15.0,5.2857,4.3576,74.0,7.0,3.0,1.7321,33.0
0.0,46.0,47.0,52.0,6.0,35.0,61.0,19.0,8.375,3.309,2.3014,27.875,5.0,2.7059,1.2632,46.0,7.0,2.6111,1.8195,47.0,16.0,5.7778,5.2387,52.0,2.0,2.0,0.0,6.0,9.0,2.1875,1.9738,35.0,14.0,4.0667,3.826,61.0,5.0,1.7273,1.2721,19.0
0.0,49.0,43.0,46.0,2.0,26.0,86.0,30.0,5.2222,2.6861,1.411,16.0,7.0,3.7692,2.2043,49.0,6.0,3.3077,1.4936,43.0,10.0,5.1111,3.1798,46.0,2.0,2.0,2.3281,2.0,5.0,2.1667,1.1934,26.0,15.0,7.1667,5.6862,86.0,7.0,3.0,1.8257,30.0
0.0,54.0,47.0,46.0,0.0,30.0,78.0,28.0,6.2,2.8075,1.8024,20.0,7.0,3.1765,1.8787,54.0,7.0,2.7647,1.715,47.0,14.0,6.5714,4.2762,46.0,7.8182,4.0278,2.3598,20.8182,8.0,3.3333,1.9365,30.0,16.0,6.5,5.962,78.0,5.0,2.5455,1.5725,28.0
0.0,50.0,41.0,74.0,8.0,30.0,59.0,29.0,11.0,4.7376,3.9941,33.4167,9.0,3.5714,2.4718,50.0,7.0,2.7333,2.1536,41.0,20.0,12.3333,7.7374,74.0,3.0,2.0,0.8165,8.0,6.0,2.7273,1.8488,30.0,12.0,4.9167,4.5619,59.0,6.0,2.6364,1.6895,29.0
0.0,48.0,41.0,70.0,14.0,28.0,63.0,23.0,12.2667,4.7389,4.1944,46.4667,9.0,3.4286,2.5933,48.0,8.0,2.9286,1.9,41.0,20.0,7.7778,6.2805,70.0,6.0,3.5,1.9149,14.0,6.0,2.5455,1.5725,28.0,17.0,5.7273,5.0416,63.0,4.0,2.3,1.1595,23.0
0.0,48.0,43.0,62.0,14.0,25.0,130.0,31.0,10.0667,5.6609,3.9161,26.3333,11.0,3.6923,2.8689,48.0,8.0,3.3077,2.4285,43.0,12.0,6.2,3.3267,62.0,8.0,4.6667,3.0551,14.0,6.0,1.9231,1.4412,25.0,28.0,8.6667,8.4403,130.0,8.0,2.2143,1.8472,31.0
4.0,66.0,60.0,54.0,6.0,38.0,93.0,24.0,2.0,2.0,0.0,4.0,11.0,3.8824,3.0183,66.0,13.0,3.5294,3.1843,60.0,10.0,6.75,3.5355,54.0,4.0,3.0,1.4142,6.0,8.0,3.1667,1.9462,38.0,19.0,7.1538,6.453,93.0,4.0,2.4,1.075,24.0
0.0,53.0,45.0,56.0,19.0,47.0,80.0,57.0,9.8667,4.2597,2.9582,27.9333,12.0,3.5333,2.8999,53.0,8.0,2.8125,1.8337,45.0,24.0,8.0,7.3937,56.0,6.0,3.8,1.7889,19.0,9.0,3.1333,2.0307,47.0,13.0,6.1538,3.4119,80.0,14.0,4.75,4.6734,57.0
0.0,46.0,37.0,94.0,0.0,20.0,116.0,32.0,8.6875,3.9484,2.829,21.625,10.0,3.8333,2.8551,46.0,7.0,3.0833,1.9752,37.0,32.0,9.4,8.8969,94.0,6.8235,3.5524,2.1705,17.1176,4.0,1.8182,1.2505,20.0,24.0,9.6667,7.9239,116.0,5.0,2.9091,1.446,32.0
0.0,71.0,62.0,54.0,7.0,50.0,72.0,45.0,7.4444,3.5352,2.2668,28.3889,16.0,4.1765,3.4139,71.0,12.0,3.6471,2.7826,62.0,12.0,6.75,3.8452,54.0,3.0,2.3333,0.5774,7.0,12.0,3.8462,3.3627,50.0,15.0,5.5385,4.9094,72.0,9.0,3.4615,2.367,45.0
0.0,45.0,39.0,66.0,10.0,29.0,93.0,33.0,6.7222,3.47,2.0219,23.5,7.0,2.8125,1.6008,45.0,4.0,2.4375,1.0308,39.0,22.0,7.3333,6.6332,66.0,4.0,3.3333,1.1547,10.0,6.0,1.9333,1.387,29.0,19.0,7.75,6.2395,93.0,7.0,2.75,1.6583,33.0
4.0,43.0,47.0,70.0,10.0,33.0,79.0,29.0,2.0,2.0,0.0,4.0,7.0,2.8667,1.8074,43.0,7.0,3.1333,1.5055,47.0,16.0,8.75,5.4445,70.0,4.0,2.5,1.0,10.0,7.0,2.3571,1.7805,33.0,14.0,5.6429,5.1382,79.0,6.0,2.4167,1.4434,29.0
0.0,47.0,49.0,78.0,8.0,36.0,73.0,27.0,7.8947,4.2354,2.5041,27.5263,11.0,3.6154,2.6627,47.0,9.0,3.7692,2.1274,49.0,22.0,9.75,5.5997,78.0,2.0,2.0,0.0,8.0,9.0,2.7692,2.1274,36.0,17.0,6.0833,5.2994,73.0,5.0,2.7,1.3375,27.0
0.0,55.0,56.0,48.0,8.0,33.0,68.0,30.0,7.1429,3.7776,2.3693,24.9524,14.0,4.5833,3.2322,55.0,13.0,4.6667,3.1718,56.0,18.0,8.0,5.6569,48.0,4.0,2.6667,1.1547,8.0,10.0,3.3,2.9458,33.0,13.0,7.5556,3.8442,68.0,10.0,3.0,2.6247,30.0
0.0,47.0,51.0,58.0,8.0,31.0,68.0,24.0,10.05,4.4916,2.9754,35.35,8.0,3.9167,2.0652,47.0,7.0,3.9231,2.06,51.0,22.0,7.25,6.7559,58.0,2.0,2.0,0.0,8.0,8.0,3.1,2.4698,31.0,12.0,5.6667,4.4586,68.0,4.0,2.4,1.075,24.0
0.0,60.0,64.0,62.0,2.0,28.0,105.0,27.0,7.2632,3.8034,2.234,23.3158,11.0,3.5294,2.831,60.0,10.0,3.7647,2.9054,64.0,18.0,6.8889,5.5777,62.0,2.0,2.0,1.5313,2.0,6.0,2.8,1.8738,28.0,21.0,8.0769,6.9577,105.0,5.0,2.25,1.4222,27.0
0.0,51.0,56.0,92.0,7.0,30.0,97.0,36.0,8.9474,4.7684,2.4827,30.5263,8.0,3.6429,1.9057,51.0,9.0,3.7333,2.3745,56.0,22.0,13.1429,7.1979,92.0,3.0,2.3333,0.5774,7.0,6.0,2.3077,1.4367,30.0,20.0,7.4615,6.4111,97.0,11.0,3.2727,3.0361,36.0
0.0,53.0,52.0,52.0,6.0,37.0,97.0,34.0,8.2917,4.0678,2.7095,23.5417,8.0,4.0769,2.1394,53.0,10.0,3.7143,2.7012,52.0,12.0,5.7778,3.0732,52.0,4.0,3.0,1.4142,6.0,9.0,2.8462,2.7339,37.0,22.0,8.0833,7.501,97.0,9.0,2.8333,2.2496,34.0
6.0,52.0,50.0,60.0,2.0,36.0,97.0,37.0,4.0,3.0,1.4142,6.0,8.0,2.4762,1.8335,52.0,8.0,2.381,1.8568,50.0,18.0,6.6667,6.245,60.0,2.0,2.0,1.8255,2.0,5.0,2.4,1.2984,36.0,22.0,7.4615,8.0168,97.0,7.0,2.8462,1.573,37.0
0.0,56.0,48.0,74.0,6.0,37.0,69.0,28.0,8.375,4.0344,2.7039,26.1667,10.0,3.5,2.4495,56.0,7.0,3.0,1.8257,48.0,22.0,8.2222,6.5912,74.0,2.0,2.0,0.0,6.0,9.0,3.0833,2.6097,37.0,14.0,6.2727,4.5186,69.0,4.0,2.3333,1.0731,28.0
0.0,62.0,58.0,46.0,8.0,42.0,78.0,22.0,8.36,3.9091,2.8627,27.64,13.0,4.4286,3.3904,62.0,9.0,4.1429,2.5376,58.0,16.0,6.5714,4.4293,46.0,6.0,4.0,2.8284,8.0,9.0,3.8182,2.4827,42.0,17.0,8.6667,4.5826,78.0,4.0,2.4444,0.8819,22.0
0.0,48.0,46.0,56.0,8.0,30.0,62.0,24.0,6.08,3.5089,2.0082,21.56,11.0,3.4286,2.7094,48.0,10.0,3.2857,2.4315,46.0,22.0,6.2222,6.2805,56.0,2.0,1.6,0.5477,8.0,5.0,2.5,1.5076,30.0,11.0,5.1667,2.8868,62.0,3.0,1.8462,0.6887,24.0
0.0,64.0,54.0,70.0,0.0,36.0,110.0,38.0,5.1071,2.9047,1.6314,17.3929,13.0,4.9231,3.818,64.0,14.0,4.1538,3.5082,54.0,18.0,8.75,6.1354,70.0,6.2963,3.4076,1.8307,21.7037,8.0,2.7692,2.1662,36.0,23.0,8.4615,7.7848,110.0,6.0,2.9231,1.8467,38.0
0.0,74.0,69.0,54.0,8.0,45.0,88.0,56.0,6.6333,3.3333,2.1229,22.2333,15.0,4.1111,3.6765,74.0,11.0,3.6316,2.8715,69.0,10.0,6.75,3.5355,54.0,4.0,2.6667,1.1547,8.0,13.0,3.75,3.4674,45.0,18.0,7.3333,5.6942,88.0,15.0,5.0909,3.9863,56.0
10.0,55.0,55.0,67.0,10.0,36.0,72.0,30.0,4.0,3.3333,1.1547,10.0,11.0,2.8947,2.4697,55.0,10.0,2.75,2.1975,55.0,23.0,9.5714,7.3905,67.0,3.0,2.5,0.5774,10.0,7.0,2.5714,1.8694,36.0,18.0,5.5385,6.1862,72.0,8.0,2.5,1.9771,30.0
0.0,53.0,46.0,90.0,8.0,26.0,145.0,58.0,6.9375,3.3612,2.3778,19.6562,10.0,3.5333,2.9488,53.0,8.0,3.0667,2.2509,46.0,20.0,10.0,6.7823,90.0,4.0,4.0,0.0,8.0,4.0,2.3636,1.206,26.0,25.0,10.3571,8.0633,145.0,10.0,4.1429,2.2138,58.0
4.0,44.0,37.0,62.0,5.0,33.0,106.0,30.0,2.0,2.0,0.0,4.0,11.0,4.0,3.6606,44.0,10.0,3.0833,2.7455,37.0,12.0,6.8889,4.1366,62.0,5.0,5.0,3.2881,5.0,7.0,3.0,1.7321,33.0,21.0,9.6364,6.6824,106.0,5.0,2.3077,1.2506,30.0
0.0,60.0,62.0,62.0,6.0,63.0,92.0,29.0,7.7812,3.9375,2.6596,26.9688,14.0,4.0,3.6253,60.0,17.0,4.1333,4.2906,62.0,20.0,6.8889,5.302,62.0,2.0,2.0,0.0,6.0,9.0,4.2,2.9326,63.0,15.0,7.0769,4.8212,92.0,4.0,2.6364,0.6742,29.0
4.0,50.0,45.0,86.0,15.0,82.0,125.0,73.0,4.0,4.0,2.1366,4.0,9.0,3.5714,2.7932,50.0,9.0,3.2143,2.6941,45.0,20.0,8.6,5.7388,86.0,4.0,3.0,1.0,15.0,14.0,5.125,3.0304,82.0,20.0,8.3333,6.8626,125.0,14.0,5.2143,3.4902,73.0
0.0,58.0,52.0,76.0,20.0,65.0,116.0,33.0,6.0968,3.072,1.9715,17.9677,10.0,3.2222,2.8192,58.0,11.0,2.8889,2.4944,52.0,18.0,8.4444,5.3645,76.0,8.0,4.0,2.4495,20.0,11.0,4.3333,3.3736,65.0,25.0,9.6667,8.0941,116.0,5.0,2.5385,1.3914,33.0
2.0,87.0,74.0,86.0,16.0,92.0,133.0,76.0,2.0,2.0,2.22,2.0,16.0,4.8333,4.6684,87.0,17.0,4.1111,4.6131,74.0,16.0,8.6,5.1683,86.0,4.0,3.2,1.0954,16.0,16.0,6.1333,4.6116,92.0,21.0,8.8667,7.3082,133.0,12.0,5.0667,3.3693,76.0
0.0,69.0,57.0,60.0,12.0,77.0,99.0,54.0,7.1765,3.178,2.2315,24.0294,10.0,4.3125,3.2806,69.0,10.0,3.5625,2.3656,57.0,12.0,6.6667,3.1623,60.0,4.0,3.0,1.1547,12.0,15.0,5.5,4.2743,77.0,25.0,6.6,6.7697,99.0,10.0,4.1538,2.8239,54.0
0.0,54.0,52.0,82.0,4.0,79.0,93.0,50.0,5.6857,3.1093,1.629,19.4857,9.0,3.375,2.4461,54.0,9.0,3.25,2.5949,52.0,30.0,9.1111,9.2256,82.0,2.0,1.3333,0.5774,4.0,9.0,4.3889,2.5927,79.0,18.0,6.6429,5.2858,93.0,9.0,3.5714,2.4718,50.0
4.0,72.0,71.0,54.0,17.0,83.0,99.0,53.0,4.0,4.0,1.9254,4.0,12.0,4.5,2.6077,72.0,13.0,4.4375,3.326,71.0,14.0,6.75,4.1318,54.0,4.0,2.8333,0.9832,17.0,12.0,5.1875,3.5631,83.0,14.0,7.0714,4.8906,99.0,7.0,4.0769,2.06,53.0
2.0,63.0,65.0,50.0,6.0,69.0,89.0,40.0,2.0,2.0,1.888,2.0,17.0,5.25,4.1148,63.0,19.0,5.0,4.5644,65.0,12.0,5.5556,3.4319,50.0,2.0,2.0,0.0,6.0,13.0,4.6,4.2393,69.0,20.0,7.4167,5.9461,89.0,6.0,3.0769,1.8467,40.0
0.0,50.0,42.0,70.0,20.0,89.0,91.0,39.0,6.5143,3.0115,2.0211,19.3714,10.0,3.5714,2.5635,50.0,9.0,2.8,1.9712,42.0,18.0,8.75,6.0415,70.0,4.0,2.8571,1.069,20.0,11.0,5.2353,2.6816,89.0,15.0,7.0,5.0498,91.0,6.0,3.0,1.472,39.0
0.0,75.0,68.0,62.0,12.0,95.0,90.0,45.0,7.1389,3.1409,2.2194,22.9167,11.0,4.1667,3.0917,75.0,11.0,3.7778,3.0011,68.0,14.0,6.8889,4.1062,62.0,6.0,3.0,2.0,12.0,15.0,5.0,4.3843,95.0,17.0,7.5,6.0977,90.0,7.0,3.4615,2.4364,45.0
0.0,57.0,49.0,82.0,16.0,69.0,135.0,44.0,6.7714,3.5439,2.1034,25.4857,13.0,4.3846,3.2026,57.0,10.0,3.5,2.4729,49.0,20.0,8.2,6.07,82.0,4.0,3.2,1.0954,16.0,12.0,4.9286,3.4965,69.0,26.0,9.6429,8.1392,135.0,8.0,3.1429,2.1432,44.0
0.0,55.0,51.0,60.0,16.0,80.0,110.0,53.0,7.0645,3.3584,2.0939,24.871,11.0,3.6667,2.9921,55.0,10.0,3.4,2.9952,51.0,14.0,5.4545,3.6977,60.0,6.0,3.2,1.7889,16.0,11.0,5.0,3.4448,80.0,16.0,7.8571,5.5311,110.0,7.0,3.5333,2.0999,53.0
0.0,53.0,51.0,56.0,14.0,70.0,100.0,24.0,6.2286,3.0692,1.9458,19.2286,9.0,3.7857,2.6364,53.0,9.0,3.6429,2.4054,51.0,16.0,8.0,4.761,56.0,4.0,2.3333,0.8165,14.0,14.0,4.6667,3.8668,70.0,21.0,7.6923,7.5541,100.0,4.0,2.6667,0.866,24.0
0.0,55.0,54.0,69.0,16.0,90.0,107.0,55.0,5.6571,2.8172,1.908,18.2857,14.0,3.6667,3.2219,55.0,13.0,3.6,2.8735,54.0,22.0,8.625,6.567,69.0,2.0,1.7778,0.441,16.0,11.0,4.7368,3.177,90.0,22.0,6.6875,6.6805,107.0,8.0,3.6667,2.3805,55.0
4.0,61.0,59.0,96.0,24.0,113.0,109.0,63.0,3.0,2.0,1.4142,4.0,14.0,4.3571,3.5215,61.0,15.0,4.2143,3.7658,59.0,28.0,13.7143,8.4403,96.0,10.0,3.4286,2.9921,24.0,16.0,8.0714,4.3759,113.0,21.0,9.0833,6.7482,109.0,11.0,4.5,3.6109,63.0
0.0,53.0,54.0,102.0,12.0,105.0,114.0,47.0,6.5676,3.1678,2.4066,19.8378,8.0,3.5333,1.9591,53.0,8.0,3.6,1.9567,54.0,24.0,10.2,8.5609,102.0,6.0,3.0,2.0,12.0,20.0,6.1765,5.1019,105.0,17.0,8.1429,5.8422,114.0,11.0,3.6154,2.6627,47.0
4.0,54.0,42.0,70.0,10.0,76.0,108.0,57.0,2.0,2.0,0.0,4.0,8.0,3.375,2.6045,54.0,7.0,2.625,1.7464,42.0,18.0,7.0,5.2705,70.0,4.0,3.3333,0.5774,10.0,11.0,4.75,3.1305,76.0,18.0,8.3077,5.9636,108.0,8.0,4.0714,2.1291,57.0
0.0,70.0,62.0,76.0,16.0,84.0,100.0,51.0,7.5,3.6634,2.3303,26.6471,13.0,4.1176,3.3705,70.0,13.0,3.6471,3.1808,62.0,24.0,8.4444,7.2476,76.0,6.0,2.6667,1.7512,16.0,18.0,4.6667,4.6273,84.0,20.0,10.0,7.1957,100.0,13.0,4.25,3.3337,51.0
0.0,54.0,48.0,54.0,6.0,43.0,75.0,29.0,5.7576,3.4757,1.5895,20.2121,8.0,3.1765,1.9117,54.0,6.0,2.6667,1.5339,48.0,14.0,6.75,4.6522,54.0,2.0,2.0,0.0,6.0,6.0,3.3077,1.7974,43.0,16.0,6.25,5.4627,75.0,6.0,2.4167,1.4434,29.0
0.0,51.0,50.0,62.0,10.0,56.0,82.0,32.0,7.0294,3.2877,2.2955,22.8235,10.0,3.6429,2.2738,51.0,8.0,2.9412,1.819,50.0,16.0,6.8889,4.7022,62.0,2.0,2.0,0.0,10.0,12.0,4.6667,2.9644,56.0,17.0,5.8571,5.1419,82.0,8.0,2.6667,2.0151,32.0
0.0,47.0,42.0,62.0,6.0,46.0,92.0,30.0,7.7576,3.5637,2.3889,24.6667,7.0,3.3571,2.0609,47.0,7.0,3.0,1.9612,42.0,18.0,8.8571,5.3984,62.0,2.0,2.0,0.0,6.0,11.0,4.1818,3.06,46.0,20.0,7.6667,6.8402,92.0,6.0,2.7273,1.4894,30.0
0.0,60.0,56.0,60.0,4.0,44.0,88.0,41.0,6.5,3.2839,2.1179,22.9375,12.0,4.0,3.0472,60.0,9.0,3.7333,2.604,56.0,14.0,8.5714,4.8599,60.0,2.0,2.0,0.0,4.0,7.0,3.1429,1.8337,44.0,23.0,6.7692,6.8818,88.0,7.0,3.7273,1.5551,41.0
0.0,52.0,50.0,62.0,11.0,52.0,71.0,51.0,7.5172,4.0153,2.4346,27.8276,10.0,3.4667,2.6957,52.0,6.0,3.125,1.5864,50.0,14.0,6.8889,4.8074,62.0,3.0,2.2,0.4472,11.0,10.0,4.0,3.2146,52.0,14.0,5.9167,4.1661,71.0,18.0,4.6364,5.3155,51.0
0.0,56.0,53.0,50.0,0.0,46.0,96.0,35.0,5.6471,2.8708,1.7583,19.5588,9.0,3.2941,2.3918,56.0,8.0,3.3125,1.9568,53.0,10.0,5.5556,3.1269,50.0,6.0811,3.3893,1.8716,20.3243,9.0,3.0667,2.1536,46.0,21.0,7.3846,6.4748,96.0,5.0,2.9167,1.1645,35.0
0.0,73.0,71.0,54.0,14.0,72.0,114.0,68.0,5.8125,3.3201,1.9137,17.4062,14.0,4.2941,3.7041,73.0,13.0,4.7333,3.3051,71.0,12.0,6.0,3.4641,54.0,4.0,2.3333,0.8165,14.0,14.0,4.8,3.5092,72.0,24.0,8.7692,6.8575,114.0,16.0,4.8571,4.0546,68.0
0.0,47.0,41.0,60.0,10.0,38.0,54.0,31.0,5.1176,2.9881,1.5408,16.8824,10.0,3.9167,2.8431,47.0,8.0,3.4167,2.3916,41.0,14.0,8.5714,4.4293,60.0,4.0,2.5,1.0,10.0,7.0,4.2222,1.9861,38.0,10.0,6.0,3.0,54.0,6.0,2.8182,1.6624,31.0
0.0,53.0,44.0,54.0,2.0,29.0,94.0,37.0,5.6429,3.2946,1.6062,20.4643,8.0,3.3125,2.0887,53.0,5.0,2.75,1.0646,44.0,14.0,6.0,4.1231,54.0,2.0,2.0,2.2045,2.0,4.0,2.4167,0.9003,29.0,18.0,7.8333,6.9522,94.0,7.0,3.0833,1.8809,37.0
0.0,49.0,50.0,48.0,6.0,49.0,75.0,27.0,5.8333,3.3388,1.9244,20.0333,11.0,3.5,2.5344,49.0,9.0,3.5714,2.1738,50.0,16.0,8.0,5.6569,48.0,2.0,2.0,0.0,6.0,10.0,4.4545,2.9787,49.0,18.0,6.8182,6.0798,75.0,6.0,2.4545,1.5076,27.0
