back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
0.0,60.0,64.0,64.0,2.0,50.0,67.0,33.0
0.0,67.0,61.0,60.0,2.0,57.0,87.0,27.0
0.0,40.0,43.0,58.0,6.0,35.0,80.0,23.0
0.0,48.0,49.0,78.0,12.0,67.0,137.0,64.0
0.0,65.0,60.0,74.0,10.0,101.0,123.0,64.0
0.0,75.0,63.0,78.0,24.0,109.0,110.0,91.0
0.0,47.0,41.0,68.0,14.0,95.0,108.0,71.0
0.0,61.0,56.0,84.0,12.0,88.0,104.0,69.0
0.0,44.0,68.0,46.0,11.0,118.0,84.0,80.0
0.0,0.0,73.0,22.0,10.0,98.0,53.0,27.0
60.0,25.0,38.0,42.0,30.0,113.0,114.0,107.0
71.0,19.0,31.0,90.0,52.0,157.0,155.0,143.0
31.0,13.0,12.0,40.0,12.0,65.0,74.0,62.0
45.0,30.0,42.0,24.0,32.0,83.0,83.0,75.0
10.0,34.0,27.0,12.0,4.0,27.0,21.0,30.0
71.0,40.0,48.0,76.0,28.0,119.0,130.0,118.0
55.0,40.0,54.0,72.0,20.0,122.0,132.0,104.0
61.0,41.0,57.0,100.0,54.0,137.0,159.0,132.0
63.0,33.0,55.0,48.0,20.0,109.0,104.0,121.0
61.0,26.0,35.0,56.0,6.0,87.0,94.0,74.0
21.0,35.0,37.0,56.0,0.0,70.0,73.0,64.0
51.0,20.0,37.0,70.0,1.0,111.0,123.0,91.0
72.0,45.0,53.0,74.0,30.0,129.0,143.0,126.0
31.0,40.0,42.0,106.0,30.0,110.0,127.0,133.0
59.0,32.0,46.0,62.0,32.0,121.0,134.0,112.0
75.0,37.0,46.0,96.0,34.0,118.0,140.0,117.0
72.0,24.0,40.0,58.0,24.0,129.0,116.0,112.0
46.0,22.0,24.0,56.0,21.0,73.0,93.0,81.0
68.0,35.0,39.0,76.0,38.0,130.0,125.0,140.0
51.0,35.0,44.0,74.0,48.0,136.0,139.0,129.0
48.0,37.0,42.0,74.0,18.0,91.0,108.0,98.0
45.0,34.0,42.0,46.0,16.0,106.0,112.0,90.0
41.0,48.0,82.0,90.0,30.0,115.0,105.0,105.0
54.0,26.0,50.0,72.0,14.0,92.0,112.0,101.0
39.0,28.0,40.0,96.0,19.0,105.0,128.0,86.0
26.0,55.0,58.0,92.0,65.0,151.0,115.0,154.0
20.0,37.0,63.0,38.0,22.0,51.0,62.0,47.0
36.0,27.0,61.0,84.0,10.0,90.0,124.0,87.0
48.0,41.0,82.0,60.0,20.0,86.0,105.0,93.0
37.0,18.0,27.0,48.0,17.0,81.0,82.0,74.0
0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
34.0,3.0,16.0,24.0,25.0,55.0,62.0,45.0
35.0,28.0,40.0,54.0,6.0,81.0,96.0,85.0
58.0,24.0,31.0,64.0,43.0,96.0,109.0,86.0
38.0,29.0,49.0,50.0,31.0,114.0,103.0,95.0
43.0,30.0,48.0,76.0,16.0,92.0,121.0,88.0
6.0,28.0,28.0,44.0,6.0,30.0,40.0,23.0
13.0,15.0,40.0,18.0,13.0,45.0,48.0,58.0
44.0,44.0,77.0,76.0,14.0,103.0,106.0,103.0
90.0,36.0,66.0,82.0,23.0,150.0,136.0,148.0
56.0,30.0,42.0,82.0,27.0,106.0,142.0,114.0
55.0,30.0,58.0,106.0,25.0,150.0,148.0,141.0
62.0,25.0,42.0,82.0,10.0,86.0,106.0,76.0
83.0,30.0,64.0,88.0,13.0,110.0,114.0,130.0
56.0,15.0,42.0,42.0,10.0,63.0,117.0,128.0
51.0,21.0,88.0,42.0,14.0,54.0,126.0,163.0
68.0,35.0,39.0,46.0,4.0,39.0,137.0,166.0
34.0,47.0,99.0,44.0,4.0,84.0,147.0,196.0
11.0,14.0,30.0,2.0,65.0,30.0,102.0,35.0
14.0,13.0,32.0,0.0,27.0,51.0,176.0,27.0
2.0,8.0,38.0,0.0,51.0,43.0,182.0,35.0
0.0,26.0,31.0,0.0,18.0,51.0,150.0,29.0
4.0,36.0,37.0,0.0,45.0,58.0,135.0,38.0
10.0,13.0,20.0,0.0,73.0,46.0,112.0,36.0
0.0,9.0,18.0,0.0,46.0,57.0,145.0,36.0
2.0,8.0,28.0,0.0,22.0,53.0,134.0,38.0
4.0,16.0,31.0,0.0,31.0,49.0,144.0,42.0
0.0,13.0,34.0,0.0,24.0,55.0,124.0,41.0
4.0,11.0,45.0,0.0,63.0,45.0,140.0,30.0
12.0,8.0,30.0,0.0,238.0,55.0,116.0,44.0
4.0,8.0,23.0,0.0,138.0,50.0,146.0,31.0
6.0,17.0,35.0,0.0,48.0,78.0,161.0,71.0
2.0,17.0,23.0,0.0,48.0,64.0,151.0,43.0
6.0,13.0,30.0,0.0,46.0,65.0,168.0,28.0
2.0,10.0,38.0,0.0,26.0,39.0,108.0,46.0
2.0,13.0,29.0,0.0,26.0,59.0,114.0,59.0
10.0,18.0,39.0,0.0,19.0,57.0,165.0,31.0
2.0,16.0,39.0,0.0,12.0,79.0,177.0,37.0
6.0,16.0,34.0,0.0,50.0,60.0,205.0,25.0
4.0,12.0,27.0,0.0,60.0,54.0,127.0,31.0
4.0,14.0,28.0,0.0,130.0,53.0,124.0,30.0
4.0,17.0,44.0,0.0,20.0,53.0,128.0,27.0
4.0,14.0,32.0,0.0,244.0,49.0,145.0,25.0
2.0,12.0,38.0,0.0,43.0,47.0,141.0,20.0
0.0,11.0,31.0,0.0,30.0,52.0,154.0,17.0
4.0,14.0,21.0,0.0,45.0,50.0,129.0,34.0
8.0,26.0,48.0,0.0,49.0,72.0,199.0,42.0
4.0,40.0,29.0,0.0,61.0,78.0,202.0,28.0
2.0,47.0,39.0,0.0,77.0,73.0,152.0,36.0
2.0,42.0,22.0,0.0,23.0,49.0,174.0,28.0
22.0,31.0,53.0,0.0,58.0,51.0,141.0,32.0
0.0,10.0,46.0,0.0,44.0,68.0,168.0,36.0
0.0,28.0,38.0,0.0,102.0,53.0,168.0,27.0
6.0,11.0,39.0,0.0,85.0,74.0,158.0,52.0
0.0,18.0,51.0,0.0,59.0,67.0,166.0,51.0
0.0,15.0,50.0,0.0,22.0,53.0,175.0,37.0
2.0,12.0,62.0,0.0,43.0,44.0,155.0,17.0
0.0,14.0,67.0,0.0,9.0,53.0,146.0,43.0
0.0,13.0,46.0,0.0,50.0,36.0,146.0,15.0
0.0,20.0,49.0,0.0,37.0,35.0,125.0,12.0
0.0,21.0,30.0,0.0,50.0,47.0,151.0,25.0
2.0,16.0,47.0,0.0,145.0,53.0,167.0,30.0
0.1481,2.2222,6.2593,0.1481,1.037,1.9259,1.8889,1.2222
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
3.0,7.0,9.0,0.0,13.0,45.0,79.0,38.0
2.0,9.0,33.0,0.0,35.0,60.0,151.0,43.0
0.0,16.0,36.0,0.0,18.0,67.0,157.0,36.0
0.0,21.0,48.0,0.0,50.0,71.0,146.0,63.0
0.0,21.0,30.0,0.0,51.0,55.0,155.0,25.0
2.0,17.0,38.0,0.0,20.0,41.0,143.0,27.0
8.0,13.0,37.0,0.0,114.0,65.0,150.0,45.0
2.0,13.0,64.0,0.0,16.0,46.0,126.0,35.0
2.0,17.0,45.0,0.0,62.0,61.0,152.0,32.0
4.0,24.0,56.0,0.0,46.0,59.0,142.0,32.0
2.0,16.0,56.0,0.0,35.0,53.0,150.0,26.0
2.0,20.0,34.0,0.0,16.0,38.0,142.0,23.0
4.0,18.0,54.0,0.0,61.0,61.0,182.0,39.0
8.0,5.0,6.0,22.0,0.0,0.0,0.0,79.0
47.0,15.0,18.0,34.0,0.0,0.0,0.0,102.0
4.0,19.0,38.0,6.0,0.0,0.0,0.0,118.0
4.0,21.0,34.0,85.0,18.0,68.0,17.0,117.0
3.0,17.0,27.0,80.0,20.0,40.0,10.0,120.0
1.0,14.0,31.0,68.0,4.0,67.0,6.0,131.0
12.0,22.0,34.0,74.0,20.0,42.0,64.0,107.0
4.0,13.0,30.0,51.0,16.0,17.0,20.0,111.0
8.0,23.0,33.0,11.0,10.0,12.0,40.0,86.0
10.0,23.0,42.0,26.0,4.0,27.0,42.0,106.0
2.0,12.0,25.0,54.0,12.0,46.0,45.0,138.0
6.0,17.0,18.0,38.0,16.0,63.0,26.0,84.0
12.0,14.0,31.0,68.0,12.0,95.0,108.0,132.0
22.0,15.0,30.0,42.0,38.0,48.0,66.0,125.0
10.0,15.0,28.0,26.0,16.0,68.0,32.0,84.0
12.0,22.0,23.0,38.0,12.0,25.0,40.0,51.0
4.0,11.0,25.0,110.0,10.0,66.0,88.0,86.0
2.0,20.0,31.0,56.0,4.0,72.0,63.0,79.0
6.0,21.0,46.0,22.0,12.0,23.0,36.0,56.0
4.0,20.0,39.0,76.0,24.0,57.0,22.0,103.0
4.0,22.0,25.0,44.0,22.0,78.0,110.0,75.0
6.0,25.0,39.0,52.0,12.0,56.0,37.0,138.0
4.0,27.0,33.0,44.0,14.0,58.0,55.0,82.0
4.0,20.0,36.0,29.0,8.0,47.0,51.0,94.0
2.0,17.0,37.0,59.0,22.0,60.0,47.0,122.0
4.0,18.0,31.0,46.0,20.0,47.0,71.0,88.0
3.0,26.0,31.0,36.0,28.0,6.0,59.0,111.0
5.0,15.0,32.0,62.0,34.0,0.0,49.0,99.0
4.0,19.0,43.0,48.0,14.0,0.0,30.0,75.0
4.0,22.0,29.0,53.0,20.0,0.0,44.0,113.0
6.0,26.0,53.0,56.0,16.0,0.0,56.0,54.0
4.0,20.0,34.0,58.0,12.0,4.0,71.0,96.0
8.0,17.0,23.0,59.0,26.0,54.0,77.0,101.0
14.0,29.0,29.0,68.0,24.0,65.0,69.0,100.0
4.0,13.0,24.0,92.0,26.0,68.0,65.0,78.0
16.0,18.0,37.0,57.0,24.0,74.0,73.0,92.0
4.0,28.0,37.0,80.0,22.0,84.0,106.0,120.0
6.0,47.0,96.0,51.0,8.0,69.0,84.0,115.0
4.0,20.0,52.0,50.0,28.0,70.0,59.0,120.0
18.0,24.0,33.0,62.0,18.0,54.0,59.0,116.0
14.0,12.0,19.0,49.0,28.0,48.0,57.0,72.0
5.0,15.0,27.0,53.0,36.0,42.0,44.0,56.0
25.0,17.0,23.0,65.0,20.0,69.0,55.0,88.0
18.0,21.0,26.0,61.0,25.0,56.0,60.0,85.0
6.0,13.0,36.0,17.0,10.0,25.0,26.0,65.0
6.0,18.0,29.0,38.0,10.0,27.0,23.0,103.0
6.0,21.0,26.0,37.0,13.0,35.0,48.0,47.0
28.0,17.0,29.0,62.0,22.0,89.0,85.0,103.0
26.0,20.0,40.0,48.0,36.0,89.0,68.0,119.0
17.0,17.0,30.0,49.0,14.0,40.0,41.0,103.0
0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
1.0,5.0,11.0,19.0,10.0,38.0,50.0,51.0
10.0,15.0,37.0,39.0,12.0,53.0,32.0,79.0
12.0,17.0,24.0,27.0,10.0,30.0,81.0,94.0
10.0,19.0,23.0,31.0,16.0,31.0,19.0,90.0
2.0,19.0,29.0,32.0,13.0,37.0,33.0,86.0
4.0,20.0,28.0,43.0,12.0,58.0,40.0,72.0
2.0,15.0,35.0,29.0,13.0,36.0,29.0,69.0
14.0,30.0,41.0,42.0,10.0,76.0,68.0,128.0
7.0,30.0,35.0,49.0,26.0,51.0,98.0,121.0
7.0,27.0,24.0,79.0,18.0,61.0,41.0,70.0
6.0,15.0,22.0,41.0,20.0,24.0,43.0,61.0
6.0,25.0,31.0,59.0,21.0,67.0,50.0,75.0
2.0,41.0,37.0,76.0,20.0,80.0,48.0,70.0
14.0,9.0,33.0,35.0,35.0,61.0,62.0,42.0
12.0,2.0,51.0,40.0,10.0,46.0,89.0,22.0
8.0,3.0,25.0,48.0,8.0,75.0,115.0,30.0
12.0,1.0,36.0,40.0,16.0,108.0,132.0,39.0
5.0,12.0,5.0,60.0,4.0,43.0,80.0,22.0
2.0,33.0,39.0,76.0,6.0,93.0,132.0,72.0
12.0,21.0,41.0,66.0,18.0,90.0,127.0,31.0
6.0,3.0,28.0,58.0,6.0,78.0,118.0,56.0
6.0,6.0,40.0,58.0,5.0,69.0,106.0,40.0
6.0,9.0,60.0,81.0,11.0,104.0,159.0,61.0
2.0,2.0,40.0,80.0,23.0,71.0,142.0,49.0
12.0,0.0,36.0,44.0,6.0,87.0,114.0,20.0
6.0,3.0,46.0,24.0,11.0,60.0,62.0,26.0
10.0,1.0,49.0,56.0,10.0,83.0,126.0,23.0
4.0,2.0,40.0,30.0,14.0,45.0,72.0,23.0
2.0,3.0,25.0,82.0,10.0,67.0,163.0,57.0
2.0,2.0,40.0,46.0,11.0,109.0,132.0,32.0
36.0,2.0,22.0,28.0,26.0,50.0,73.0,86.0
36.0,17.0,38.0,33.0,18.0,96.0,147.0,100.0
17.0,6.0,24.0,39.0,12.0,90.0,125.0,68.0
19.0,7.0,33.0,38.0,12.0,80.0,117.0,81.0
12.0,5.0,28.0,40.0,20.0,71.0,109.0,82.0
16.0,7.0,32.0,42.0,18.0,85.0,132.0,106.0
1.0,11.0,31.0,28.0,6.0,69.0,88.0,65.0
7.0,11.0,32.0,34.0,8.0,82.0,126.0,97.0
4.0,12.0,33.0,56.0,24.0,103.0,99.0,84.0
0.0,1.0,4.0,1.0,0.0,5.0,6.0,3.0
0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0
0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0
28.0,0.0,10.0,26.0,4.0,32.0,76.0,48.0
16.0,10.0,27.0,68.0,14.0,78.0,109.0,81.0
14.0,8.0,32.0,42.0,16.0,73.0,86.0,92.0
8.0,10.0,25.0,48.0,6.0,54.0,96.0,73.0
16.0,7.0,20.0,30.0,8.0,57.0,53.0,51.0
8.0,12.0,36.0,42.0,8.0,77.0,110.0,68.0
19.0,8.0,43.0,38.0,18.0,101.0,128.0,73.0
4.0,15.0,16.0,12.0,10.0,39.0,59.0,31.0
28.0,8.0,35.0,43.0,16.0,78.0,108.0,98.0
10.0,8.0,31.0,36.0,12.0,63.0,89.0,77.0
20.0,3.0,34.0,41.0,8.0,47.0,101.0,57.0
11.0,7.0,29.0,37.0,14.0,52.0,109.0,72.0
10.0,6.0,29.0,52.0,14.0,75.0,99.0,74.0
16.0,6.0,28.0,30.0,10.0,69.0,81.0,55.0
13.0,18.0,37.0,40.0,20.0,87.0,152.0,57.0
16.0,8.0,35.0,78.0,18.0,82.0,117.0,81.0
38.0,9.0,26.0,30.0,8.0,67.0,94.0,63.0
54.0,8.0,26.0,40.0,6.0,63.0,85.0,72.0
56.0,8.0,29.0,56.0,2.0,73.0,137.0,92.0
36.0,5.0,27.0,50.0,12.0,69.0,126.0,89.0
14.0,11.0,28.0,50.0,16.0,80.0,97.0,83.0
42.0,20.0,39.0,52.0,14.0,98.0,150.0,0.0
12.0,4.0,12.0,22.0,8.0,39.0,71.0,0.0
8.0,7.0,23.0,46.0,10.0,49.0,91.0,0.0
63.0,2.0,35.0,44.0,4.0,63.0,108.0,0.0
64.0,7.0,27.0,42.0,24.0,60.0,84.0,0.0
10.0,4.0,21.0,28.0,6.0,48.0,59.0,0.0
32.0,9.0,31.0,39.0,24.0,71.0,103.0,0.0
28.0,14.0,21.0,54.0,10.0,73.0,141.0,0.0
18.0,9.0,22.0,86.0,16.0,89.0,138.0,0.0
22.0,10.0,25.0,42.0,10.0,55.0,101.0,0.0
36.0,7.0,37.0,50.0,2.0,65.0,103.0,0.0
14.0,7.0,54.0,48.0,12.0,66.0,78.0,0.0
23.0,13.0,31.0,46.0,4.0,80.0,101.0,76.0
20.0,6.0,39.0,46.0,10.0,79.0,103.0,60.0
36.0,8.0,35.0,45.0,20.0,103.0,129.0,92.0
96.0,10.0,27.0,60.0,28.0,93.0,126.0,86.0
0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
16.0,1.0,10.0,18.0,4.0,35.0,40.0,34.0
50.0,5.0,29.0,48.0,10.0,100.0,106.0,62.0
18.0,9.0,26.0,42.0,22.0,85.0,101.0,79.0
28.0,16.0,32.0,52.0,26.0,87.0,130.0,84.0
8.0,7.0,17.0,56.0,18.0,60.0,91.0,64.0
10.0,9.0,29.0,53.0,10.0,84.0,103.0,54.0
8.0,3.0,28.0,36.0,8.0,57.0,92.0,72.0
24.0,10.0,27.0,75.0,16.0,67.0,113.0,88.0
10.0,7.0,40.0,40.0,10.0,79.0,86.0,69.0
14.0,5.0,25.0,38.0,10.0,92.0,107.0,84.0
31.0,29.0,23.0,46.0,12.0,116.0,159.0,102.0
22.0,4.0,25.0,72.0,12.0,63.0,118.0,64.0
10.0,16.0,24.0,34.0,4.0,70.0,99.0,62.0
33.0,24.0,18.0,79.0,27.0,51.0,144.0,30.0
24.0,32.0,34.0,56.0,4.0,57.0,114.0,40.0
22.0,25.0,23.0,32.0,6.0,48.0,106.0,34.0
14.0,27.0,15.0,82.0,6.0,99.0,205.0,92.0
12.0,34.0,32.0,40.0,2.0,56.0,112.0,53.0
40.0,38.0,33.0,42.0,8.0,70.0,127.0,38.0
16.0,24.0,24.0,38.0,8.0,59.0,99.0,46.0
19.0,23.0,15.0,40.0,6.0,39.0,58.0,27.0
18.0,21.0,24.0,42.0,10.0,48.0,101.0,29.0
10.0,32.0,20.0,46.0,0.0,56.0,108.0,44.0
12.0,37.0,23.0,52.0,10.0,73.0,132.0,81.0
14.0,30.0,15.0,26.0,10.0,49.0,118.0,34.0
28.0,23.0,29.0,28.0,6.0,39.0,71.0,20.0
12.0,31.0,24.0,30.0,2.0,66.0,130.0,57.0
14.0,20.0,26.0,38.0,8.0,59.0,104.0,40.0
28.0,29.0,19.0,20.0,0.0,42.0,74.0,17.0
16.0,37.0,26.0,32.0,4.0,74.0,127.0,48.0
32.0,14.0,26.0,26.0,0.0,50.0,93.0,32.0
10.0,25.0,27.0,26.0,8.0,63.0,95.0,69.0
26.0,24.0,32.0,48.0,6.0,48.0,76.0,28.0
36.0,16.0,25.0,30.0,2.0,54.0,150.0,35.0
8.0,4.0,0.0,14.0,0.0,13.0,47.0,2.0
8.0,8.0,9.0,16.0,0.0,21.0,37.0,12.0
26.0,24.0,27.0,48.0,12.0,66.0,132.0,52.0
37.0,29.0,38.0,22.0,4.0,62.0,87.0,45.0
19.0,26.0,31.0,54.0,6.0,52.0,95.0,41.0
28.0,23.0,31.0,40.0,8.0,68.0,124.0,70.0
16.0,24.0,49.0,34.0,6.0,45.0,107.0,25.0
16.0,26.0,46.0,50.0,10.0,62.0,118.0,67.0
36.0,29.0,44.0,48.0,12.0,89.0,103.0,103.0
38.0,24.0,22.0,16.0,10.0,46.0,87.0,28.0
40.0,33.0,48.0,44.0,6.0,73.0,122.0,53.0
18.0,32.0,44.0,22.0,6.0,49.0,81.0,29.0
18.0,15.0,45.0,26.0,8.0,75.0,113.0,72.0
32.0,30.0,38.0,28.0,8.0,61.0,79.0,51.0
24.0,16.0,44.0,24.0,4.0,57.0,71.0,61.0
12.0,16.0,29.0,16.0,15.0,28.0,60.0,20.0
48.0,33.0,30.0,46.0,24.0,82.0,113.0,100.0
36.0,29.0,31.0,40.0,12.0,73.0,105.0,54.0
24.0,36.0,43.0,34.0,6.0,47.0,85.0,42.0
16.0,13.0,22.0,20.0,6.0,37.0,65.0,17.0
10.0,3.0,0.0,12.0,2.0,15.0,43.0,2.0
12.0,14.0,14.0,38.0,2.0,60.0,90.0,67.0
20.0,27.0,41.0,32.0,2.0,64.0,91.0,69.0
57.0,36.0,40.0,66.0,14.0,131.0,217.0,93.0
52.0,31.0,35.0,58.0,4.0,88.0,145.0,43.0
6.0,26.0,27.0,42.0,15.0,49.0,104.0,54.0
33.0,30.0,28.0,36.0,17.0,107.0,103.0,94.0
48.0,22.0,28.0,46.0,14.0,106.0,142.0,47.0
37.0,32.0,20.0,50.0,16.0,107.0,122.0,74.0
43.0,25.0,54.0,56.0,6.0,104.0,149.0,77.0
16.0,26.0,49.0,8.0,0.0,62.0,79.0,32.0
14.0,8.0,3.0,2.0,0.0,14.0,27.0,9.0
58.0,3.0,0.0,2.0,2.0,0.0,4.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15.0,4.0,19.0,24.0,7.0,56.0,86.0,39.0
4.0,24.0,67.0,20.0,6.0,53.0,105.0,27.0
18.0,19.0,57.0,28.0,10.0,90.0,145.0,50.0
18.0,25.0,42.0,22.0,4.0,94.0,117.0,48.0
14.0,32.0,56.0,38.0,0.0,73.0,133.0,58.0
38.0,31.0,43.0,32.0,0.0,87.0,148.0,50.0
36.0,30.0,51.0,42.0,12.0,101.0,147.0,41.0
30.0,30.0,53.0,30.0,6.0,87.0,119.0,44.0
14.0,40.0,79.0,20.0,4.0,91.0,119.0,49.0
18.0,26.0,63.0,38.0,6.0,75.0,119.0,49.0
12.0,20.0,53.0,24.0,4.0,123.0,154.0,42.0
16.0,34.0,37.0,44.0,0.0,74.0,132.0,43.0
36.0,27.0,48.0,30.0,8.0,101.0,148.0,32.0
16.0,18.0,42.0,22.0,8.0,68.0,80.0,35.0
32.0,33.0,75.0,51.0,10.0,119.0,124.0,41.0
14.0,23.0,49.0,22.0,4.0,73.0,123.0,24.0
22.0,26.0,47.0,38.0,17.0,86.0,131.0,27.0
24.0,30.0,50.0,22.0,6.0,74.0,154.0,56.0
40.0,21.0,60.0,26.0,0.0,67.0,118.0,60.0
14.0,17.0,69.0,40.0,10.0,95.0,124.0,70.0
10.0,19.0,54.0,10.0,6.0,48.0,70.0,25.0
7.0,25.0,58.0,20.0,14.0,66.0,90.0,20.0
26.0,27.0,51.0,44.0,6.0,95.0,141.0,48.0
38.0,27.0,67.0,28.0,14.0,89.0,140.0,34.0
0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
4.0,4.0,15.0,8.0,2.0,35.0,61.0,21.0
14.0,20.0,54.0,24.0,14.0,59.0,79.0,29.0
18.0,33.0,91.0,34.0,10.0,82.0,129.0,48.0
8.0,28.0,64.0,24.0,17.0,74.0,114.0,54.0
14.0,34.0,130.0,34.0,8.0,96.0,129.0,41.0
19.0,11.0,17.0,32.0,24.0,55.0,83.0,48.0
20.0,7.0,23.0,28.0,17.0,70.0,109.0,52.0
16.0,10.0,29.0,28.0,24.0,104.0,133.0,85.0
10.0,4.0,16.0,30.0,14.0,64.0,93.0,59.0
18.0,3.0,23.0,20.0,18.0,73.0,113.0,61.0
10.0,8.0,15.0,22.0,14.0,68.0,109.0,26.0
14.0,6.0,18.0,16.0,10.0,56.0,80.0,36.0
8.0,9.0,20.0,24.0,17.0,74.0,105.0,46.0
18.0,5.0,16.0,20.0,18.0,63.0,130.0,57.0
18.0,2.0,15.0,24.0,20.0,68.0,118.0,46.0
8.0,5.0,22.0,18.0,12.0,67.0,87.0,48.0
22.0,6.0,40.0,24.0,28.0,112.0,132.0,70.0
8.0,7.0,23.0,22.0,14.0,65.0,78.0,78.0
12.0,5.0,21.0,12.0,16.0,60.0,71.0,53.0
14.0,7.0,37.0,24.0,46.0,107.0,124.0,67.0
4.0,5.0,19.0,18.0,14.0,54.0,76.0,64.0
10.0,6.0,19.0,20.0,32.0,80.0,112.0,56.0
6.0,3.0,28.0,18.0,22.0,77.0,91.0,39.0
18.0,4.0,19.0,24.0,24.0,76.0,124.0,76.0
6.0,4.0,24.0,16.0,12.0,56.0,90.0,60.0
18.0,7.0,23.0,10.0,10.0,60.0,79.0,51.0
18.0,7.0,35.0,36.0,32.0,95.0,161.0,45.0
18.0,9.0,19.0,14.0,26.0,73.0,88.0,36.0
20.0,5.0,23.0,14.0,18.0,70.0,103.0,61.0
16.0,11.0,31.0,34.0,28.0,110.0,159.0,67.0
12.0,4.0,16.0,14.0,18.0,67.0,96.0,47.0
4.0,7.0,21.0,18.0,20.0,52.0,89.0,47.0
16.0,9.0,15.0,10.0,18.0,47.0,53.0,41.0
14.0,7.0,21.0,16.0,14.0,67.0,80.0,24.0
16.0,9.0,23.0,20.0,30.0,87.0,158.0,74.0
16.0,13.0,16.0,22.0,24.0,70.0,128.0,62.0
12.0,16.0,17.0,12.0,14.0,75.0,146.0,40.0
18.0,6.0,28.0,38.0,24.0,79.0,117.0,54.0
12.0,4.0,17.0,14.0,16.0,50.0,73.0,37.0
14.0,5.0,17.0,18.0,10.0,48.0,100.0,39.0
20.0,6.0,24.0,16.0,12.0,66.0,127.0,37.0
6.0,8.0,22.0,34.0,14.0,55.0,102.0,44.0
18.0,4.0,19.0,20.0,17.0,57.0,114.0,42.0
10.0,6.0,16.0,14.0,10.0,55.0,86.0,44.0
16.0,3.0,21.0,24.0,6.0,58.0,114.0,40.0
8.0,2.0,20.0,32.0,32.0,81.0,113.0,46.0
6.0,7.0,29.0,16.0,12.0,51.0,0.0,59.0
8.0,5.0,20.0,20.0,10.0,64.0,0.0,54.0
16.0,4.0,15.0,30.0,10.0,67.0,0.0,92.0
26.0,3.0,19.0,24.0,16.0,64.0,0.0,53.0
8.0,5.0,13.0,36.0,26.0,69.0,0.0,53.0
10.0,3.0,10.0,26.0,8.0,55.0,0.0,51.0
20.0,7.0,19.0,34.0,28.0,87.0,0.0,48.0
8.0,4.0,23.0,26.0,12.0,57.0,0.0,46.0
8.0,6.0,16.0,12.0,18.0,77.0,0.0,34.0
12.0,2.0,17.0,26.0,20.0,65.0,0.0,95.0
6.0,5.0,17.0,16.0,10.0,59.0,0.0,63.0
10.0,4.0,19.0,18.0,14.0,50.0,0.0,68.0
30.0,11.0,26.0,30.0,20.0,73.0,0.0,62.0
18.0,10.0,21.0,18.0,14.0,66.0,0.0,49.0
10.0,5.0,21.0,28.0,10.0,62.0,0.0,50.0
10.0,9.0,33.0,14.0,21.0,114.0,0.0,84.0
4.0,1.0,6.0,8.0,4.0,21.0,0.0,20.0
13.6429,29.5,46.8571,41.4286,20.9048,65.6905,85.8095,70.0714
13.9767,33.8837,54.093,40.6279,25.3488,73.9767,87.4651,77.2791
16.6829,34.3415,53.6829,42.3171,27.0244,73.7561,85.4634,77.0488
0.1481,2.2222,6.2593,0.1481,1.037,1.9259,1.8889,1.2222
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
8.3333,12.0667,21.1556,20.2667,12.9111,37.3778,47.5778,38.2222
6.0,2.0,8.0,10.0,16.0,37.0,0.0,37.0
12.0,5.0,19.0,30.0,16.0,70.0,0.0,37.0
8.0,7.0,18.0,14.0,12.0,65.0,0.0,46.0
12.0,5.0,17.0,20.0,10.0,55.0,0.0,38.0
12.0,10.0,21.0,26.0,23.0,67.0,0.0,64.0
8.0,10.0,14.0,14.0,8.0,39.0,0.0,65.0
6.0,4.0,16.0,14.0,14.0,46.0,0.0,34.0
10.0,4.0,19.0,40.0,22.0,63.0,0.0,37.0
12.0,7.0,18.0,40.0,24.0,66.0,0.0,81.0
8.0,8.0,16.0,12.0,10.0,45.0,0.0,65.0
10.0,17.0,26.0,34.0,32.0,83.0,0.0,50.0
4.0,9.0,12.0,8.0,14.0,41.0,0.0,34.0
16.0,11.0,27.0,22.0,19.0,33.0,47.0,36.0
6.0,12.0,35.0,24.0,8.0,23.0,62.0,51.0
8.0,11.0,20.0,22.0,6.0,27.0,34.0,25.0
