back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
2.0,10.0,20.0,15.0,4.0,52.0,49.0,91.0
7.0,33.0,55.0,21.0,15.0,85.0,51.0,136.0
4.0,30.0,74.0,6.0,20.0,69.0,52.0,133.0
15.0,42.0,84.0,7.0,27.0,77.0,53.0,142.0
8.0,40.0,70.0,4.0,22.0,70.0,43.0,106.0
10.0,52.0,62.0,27.0,10.0,84.0,58.0,111.0
11.0,26.0,48.0,43.0,14.0,74.0,67.0,123.0
10.0,36.0,52.0,37.0,6.0,63.0,57.0,104.0
10.0,32.0,53.0,39.0,24.0,74.0,61.0,149.0
20.0,45.0,50.0,34.0,23.0,88.0,55.0,132.0
11.0,26.0,38.0,22.0,12.0,87.0,58.0,130.0
9.0,49.0,86.0,39.0,20.0,78.0,58.0,119.0
12.0,47.0,61.0,50.0,18.0,68.0,45.0,107.0
42.0,42.0,98.0,38.0,40.0,0.0,81.0,65.0
2.0,23.0,79.0,16.0,16.0,0.0,41.0,84.0
0.0,5.0,34.0,12.0,8.0,0.0,82.0,147.0
0.0,13.0,59.0,24.0,18.0,17.0,76.0,157.0
0.0,26.0,145.0,22.0,14.0,25.0,33.0,47.0
0.0,34.0,139.0,14.0,26.0,75.0,63.0,129.0
4.0,32.0,153.0,10.0,12.0,33.0,48.0,74.0
30.0,35.0,109.0,22.0,42.0,89.0,181.0,190.0
0.0,31.0,101.0,8.0,16.0,15.0,18.0,28.0
0.0,21.0,143.0,14.0,14.0,36.0,46.0,58.0
6.0,63.0,202.0,22.0,18.0,73.0,57.0,101.0
2.0,35.0,113.0,22.0,22.0,39.0,42.0,74.0
4.0,28.0,230.0,14.0,14.0,51.0,33.0,67.0
30.0,44.0,166.0,20.0,28.0,32.0,42.0,41.0
16.0,22.0,127.0,48.0,28.0,46.0,74.0,55.0
2.0,24.0,189.0,18.0,21.0,62.0,99.0,117.0
0.0,24.0,149.0,10.0,4.0,26.0,23.0,28.0
4.0,36.0,149.0,24.0,19.0,50.0,81.0,89.0
4.0,34.0,160.0,26.0,18.0,40.0,54.0,65.0
2.0,46.0,161.0,18.0,22.0,59.0,50.0,69.0
2.0,23.0,141.0,12.0,16.0,37.0,44.0,53.0
12.0,35.0,124.0,22.0,18.0,26.0,45.0,26.0
2.0,28.0,111.0,16.0,18.0,35.0,33.0,49.0
2.0,53.0,146.0,12.0,12.0,23.0,23.0,41.0
10.0,37.0,165.0,20.0,30.0,46.0,46.0,55.0
4.0,38.0,174.0,16.0,14.0,47.0,48.0,61.0
0.0,38.0,168.0,20.0,10.0,33.0,29.0,43.0
2.0,52.0,196.0,22.0,14.0,27.0,46.0,62.0
4.0,30.0,148.0,22.0,14.0,47.0,37.0,48.0
2.0,29.0,145.0,10.0,10.0,13.0,32.0,38.0
4.0,33.0,252.0,14.0,42.0,66.0,51.0,85.0
2.0,29.0,80.0,30.0,45.0,52.0,72.0,63.0
2.0,29.0,187.0,18.0,16.0,70.0,55.0,87.0
4.0,40.0,215.0,28.0,20.0,54.0,56.0,74.0
2.0,42.0,157.0,22.0,20.0,32.0,36.0,41.0
0.0,36.0,208.0,10.0,16.0,26.0,23.0,28.0
2.0,68.0,230.0,22.0,18.0,57.0,50.0,72.0
0.0,44.0,177.0,18.0,24.0,30.0,26.0,27.0
2.0,32.0,171.0,12.0,12.0,35.0,22.0,27.0
2.0,49.0,198.0,20.0,12.0,42.0,28.0,33.0
4.0,27.0,99.0,18.0,18.0,30.0,37.0,53.0
2.0,21.0,122.0,22.0,16.0,42.0,52.0,61.0
14.0,57.0,153.0,14.0,20.0,83.0,68.0,112.0
4.0,30.0,116.0,16.0,18.0,24.0,35.0,46.0
12.0,30.0,162.0,16.0,28.0,36.0,49.0,67.0
0.0,19.0,112.0,30.0,42.0,86.0,66.0,113.0
0.0,21.0,120.0,26.0,18.0,35.0,48.0,58.0
4.0,29.0,165.0,30.0,38.0,46.0,44.0,74.0
4.0,26.0,144.0,14.0,14.0,51.0,59.0,85.0
0.0,56.0,162.0,22.0,16.0,58.0,66.0,79.0
2.0,36.0,144.0,12.0,14.0,17.0,27.0,37.0
0.0,21.0,150.0,14.0,16.0,30.0,34.0,38.0
2.0,11.0,136.0,12.0,12.0,28.0,40.0,45.0
5.0,26.0,78.0,8.0,13.0,22.0,19.0,29.0
2.0,30.0,141.0,21.0,14.0,46.0,55.0,64.0
0.0,18.0,102.0,6.0,28.0,43.0,39.0,70.0
0.0,23.0,123.0,0.0,10.0,30.0,46.0,49.0
0.0,24.0,165.0,0.0,28.0,86.0,57.0,87.0
2.0,14.0,111.0,0.0,14.0,25.0,35.0,51.0
4.0,40.0,176.0,0.0,14.0,39.0,41.0,54.0
4.0,37.0,139.0,0.0,38.0,70.0,71.0,76.0
4.0,23.0,94.0,0.0,16.0,32.0,35.0,56.0
14.0,26.0,100.0,25.0,20.0,42.0,48.0,67.0
2.0,35.0,187.0,18.0,20.0,44.0,35.0,48.0
8.0,20.0,120.0,14.0,14.0,36.0,51.0,49.0
2.0,25.0,111.0,14.0,12.0,32.0,33.0,45.0
14.0,16.0,47.0,53.0,30.0,86.0,74.0,86.0
10.0,24.0,73.0,64.0,34.0,135.0,120.0,160.0
9.0,25.0,39.0,62.0,28.0,103.0,94.0,87.0
6.0,24.0,84.0,48.0,26.0,129.0,93.0,114.0
8.0,22.0,64.0,52.0,28.0,106.0,78.0,98.0
6.0,26.0,57.0,46.0,20.0,89.0,70.0,87.0
11.0,25.0,38.0,52.0,42.0,130.0,92.0,124.0
18.0,34.0,52.0,66.0,30.0,102.0,121.0,142.0
14.0,44.0,71.0,68.0,16.0,109.0,101.0,113.0
12.0,26.0,57.0,62.0,22.0,116.0,110.0,100.0
2.0,21.0,55.0,56.0,42.0,107.0,90.0,89.0
0.0,20.0,55.0,54.0,18.0,116.0,96.0,94.0
0.0,35.0,59.0,90.0,16.0,106.0,112.0,94.0
0.0,24.0,52.0,31.0,12.0,82.0,57.0,79.0
0.0,15.0,30.0,24.0,8.0,50.0,49.0,49.0
0.0,16.0,39.0,60.0,26.0,95.0,94.0,91.0
0.0,21.0,57.0,42.0,26.0,111.0,99.0,100.0
0.0,24.0,62.0,32.0,26.0,99.0,78.0,54.0
0.0,0.0,12.0,0.0,4.0,2.0,1.0,0.0
0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0
0.0,9.0,28.0,20.0,12.0,35.0,35.0,42.0
0.0,23.0,33.0,72.0,30.0,84.0,77.0,76.0
0.0,22.0,79.0,68.0,28.0,109.0,100.0,115.0
0.0,18.0,92.0,40.0,32.0,115.0,92.0,89.0
0.0,19.0,50.0,48.0,22.0,82.0,79.0,92.0
0.0,31.0,64.0,32.0,24.0,74.0,94.0,91.0
0.0,13.0,26.0,58.0,20.0,54.0,64.0,66.0
0.0,12.0,29.0,40.0,12.0,74.0,65.0,71.0
0.0,19.0,71.0,78.0,18.0,131.0,88.0,129.0
0.0,19.0,53.0,68.0,20.0,98.0,114.0,121.0
0.0,23.0,69.0,56.0,32.0,96.0,98.0,124.0
0.0,14.0,81.0,78.0,34.0,108.0,104.0,126.0
0.0,27.0,51.0,84.0,36.0,129.0,121.0,132.0
0.0,3.0,33.0,38.0,10.0,57.0,61.0,68.0
0.0,25.0,72.0,96.0,33.0,118.0,116.0,134.0
0.0,18.0,56.0,72.0,24.0,85.0,89.0,90.0
0.0,44.0,90.0,62.0,16.0,158.0,132.0,104.0
0.0,8.0,23.0,20.0,6.0,27.0,24.0,29.0
0.0,15.0,36.0,22.0,10.0,61.0,54.0,45.0
0.0,30.0,54.0,64.0,24.0,90.0,87.0,98.0
0.0,38.0,71.0,62.0,26.0,118.0,112.0,90.0
0.0,30.0,78.0,60.0,26.0,113.0,106.0,108.0
0.0,15.0,89.0,116.0,32.0,134.0,137.0,131.0
0.0,31.0,97.0,89.0,10.0,132.0,116.0,133.0
19.0,16.0,20.0,44.0,48.0,15.0,40.0,73.0
8.0,56.0,54.0,69.0,16.0,7.0,85.0,131.0
8.0,52.0,43.0,52.0,14.0,9.0,73.0,104.0
6.0,51.0,46.0,40.0,32.0,30.0,91.0,134.0
4.0,51.0,46.0,46.0,18.0,16.0,65.0,129.0
2.0,38.0,40.0,40.0,12.0,18.0,46.0,70.0
8.0,51.0,50.0,58.0,22.0,13.0,107.0,153.0
14.0,39.0,38.0,58.0,20.0,10.0,102.0,113.0
4.0,61.0,36.0,38.0,18.0,9.0,67.0,117.0
14.0,48.0,45.0,56.0,16.0,11.0,104.0,179.0
4.0,42.0,39.0,24.0,26.0,15.0,82.0,103.0
14.0,42.0,55.0,64.0,18.0,13.0,127.0,165.0
2.0,46.0,38.0,52.0,22.0,11.0,92.0,125.0
16.0,62.0,53.0,54.0,18.0,12.0,83.0,115.0
6.0,56.0,40.0,52.0,28.0,21.0,85.0,156.0
10.0,53.0,65.0,50.0,16.0,11.0,70.0,121.0
14.0,56.0,44.0,80.0,12.0,9.0,108.0,147.0
8.0,59.0,30.0,62.0,20.0,12.0,138.0,149.0
4.0,44.0,42.0,54.0,20.0,17.0,92.0,132.0
28.0,56.0,55.0,67.0,30.0,23.0,107.0,157.0
12.0,44.0,62.0,69.0,14.0,9.0,83.0,140.0
2.0,58.0,41.0,41.0,16.0,9.0,75.0,133.0
8.0,43.0,44.0,40.0,12.0,9.0,88.0,166.0
12.0,51.0,46.0,60.0,8.0,4.0,88.0,148.0
0.0,65.0,37.0,43.0,22.0,13.0,87.0,146.0
4.0,41.0,42.0,46.0,22.0,16.0,60.0,102.0
4.0,43.0,28.0,54.0,18.0,13.0,98.0,143.0
6.0,52.0,31.0,54.0,18.0,10.0,108.0,180.0
2.0,51.0,40.0,58.0,26.0,11.0,78.0,126.0
4.0,26.0,19.0,30.0,10.0,8.0,46.0,68.0
2.0,43.0,37.0,70.0,18.0,11.0,93.0,123.0
2.0,46.0,29.0,58.0,14.0,8.0,62.0,99.0
14.0,52.0,43.0,50.0,20.0,13.0,90.0,112.0
20.0,54.0,50.0,54.0,28.0,21.0,111.0,129.0
10.0,45.0,50.0,56.0,12.0,8.0,88.0,131.0
8.0,50.0,54.0,56.0,8.0,6.0,74.0,114.0
10.0,52.0,37.0,56.0,24.0,17.0,95.0,149.0
4.0,67.0,52.0,54.0,22.0,13.0,76.0,112.0
4.0,48.0,36.0,48.0,18.0,15.0,94.0,133.0
4.0,60.0,48.0,58.0,16.0,17.0,77.0,122.0
16.0,55.0,43.0,65.0,44.0,29.0,87.0,176.0
4.0,81.0,48.0,164.0,22.0,25.0,153.0,219.0
19.0,26.0,27.0,61.0,34.0,37.0,57.0,99.0
12.0,30.0,65.0,56.0,18.0,42.0,23.0,96.0
18.0,26.0,63.0,48.0,34.0,40.0,0.0,88.0
26.0,23.0,57.0,74.0,28.0,69.0,46.0,140.0
32.0,25.0,50.0,57.0,12.0,30.0,58.0,110.0
40.0,24.0,69.0,114.0,32.0,91.0,135.0,195.0
16.0,22.0,70.0,58.0,20.0,48.0,31.0,134.0
18.0,24.0,62.0,60.0,20.0,51.0,31.0,108.0
12.0,36.0,57.0,40.0,26.0,49.0,26.0,90.0
12.0,36.0,60.0,69.0,38.0,49.0,15.0,111.0
14.0,30.0,54.0,56.0,32.0,39.0,40.0,100.0
43.0,23.0,58.0,56.0,32.0,55.0,77.0,145.0
37.0,16.0,72.0,62.0,20.0,60.0,89.0,147.0
12.0,27.0,46.0,72.0,28.0,58.0,51.0,145.0
26.0,21.0,61.0,48.0,36.0,48.0,25.0,95.0
14.0,29.0,49.0,32.0,14.0,31.0,17.0,92.0
27.0,23.0,57.0,50.0,26.0,39.0,4.0,95.0
18.0,24.0,47.0,56.0,20.0,38.0,45.0,100.0
15.0,26.0,70.0,40.0,16.0,37.0,14.0,73.0
36.0,58.0,58.0,65.0,12.0,41.0,93.0,148.0
11.0,19.0,60.0,76.0,26.0,48.0,50.0,115.0
19.0,25.0,58.0,37.0,10.0,35.0,30.0,95.0
10.0,25.0,57.0,56.0,22.0,38.0,41.0,111.0
22.0,27.0,56.0,66.0,31.0,48.0,58.0,115.0
22.0,17.0,37.0,70.0,44.0,64.0,57.0,128.0
12.0,29.0,65.0,36.0,30.0,53.0,45.0,105.0
14.0,23.0,56.0,156.0,32.0,90.0,79.0,143.0
20.0,27.0,59.0,70.0,30.0,73.0,41.0,143.0
14.0,29.0,61.0,44.0,34.0,57.0,39.0,126.0
12.0,16.0,53.0,80.0,38.0,56.0,42.0,113.0
22.0,31.0,76.0,48.0,24.0,56.0,34.0,118.0
10.0,21.0,47.0,64.0,18.0,29.0,1.0,83.0
22.0,29.0,43.0,46.0,16.0,29.0,20.0,81.0
24.0,28.0,53.0,116.0,30.0,85.0,85.0,180.0
14.0,25.0,50.0,76.0,24.0,49.0,61.0,141.0
21.0,21.0,40.0,66.0,24.0,44.0,0.0,119.0
14.0,31.0,53.0,92.0,40.0,87.0,80.0,170.0
26.0,25.0,52.0,70.0,26.0,37.0,0.0,103.0
20.0,32.0,48.0,78.0,32.0,55.0,10.0,132.0
0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
10.0,7.0,27.0,18.0,12.0,22.0,22.0,48.0
20.0,24.0,48.0,52.0,34.0,51.0,53.0,97.0
18.0,17.0,50.0,70.0,34.0,73.0,64.0,148.0
22.0,35.0,71.0,103.0,36.0,70.0,74.0,141.0
18.0,19.0,58.0,56.0,22.0,70.0,60.0,110.0
7.0,28.0,59.0,58.0,16.0,40.0,25.0,89.0
13.0,24.0,67.0,88.0,20.0,73.0,70.0,136.0
16.0,27.0,62.0,66.0,50.0,65.0,55.0,115.0
14.0,23.0,55.0,68.0,16.0,33.0,51.0,82.0
16.0,29.0,46.0,76.0,20.0,60.0,52.0,138.0
14.0,22.0,50.0,68.0,56.0,81.0,52.0,150.0
10.0,23.0,59.0,54.0,22.0,68.0,30.0,115.0
15.0,22.0,43.0,76.0,14.0,53.0,9.0,129.0
25.0,45.0,28.0,53.0,35.0,131.0,98.0,111.0
14.0,65.0,45.0,24.0,12.0,134.0,88.0,80.0
12.0,65.0,44.0,30.0,6.0,113.0,71.0,62.0
30.0,68.0,43.0,46.0,4.0,138.0,98.0,76.0
16.0,65.0,51.0,26.0,8.0,130.0,79.0,83.0
10.0,64.0,37.0,48.0,8.0,147.0,93.0,62.0
22.0,55.0,46.0,38.0,8.0,135.0,67.0,90.0
8.0,51.0,41.0,28.0,8.0,112.0,57.0,57.0
12.0,53.0,34.0,22.0,16.0,111.0,65.0,74.0
14.0,59.0,44.0,28.0,5.0,140.0,62.0,85.0
16.0,61.0,42.0,42.0,15.0,132.0,84.0,70.0
4.0,50.0,45.0,34.0,3.0,127.0,80.0,87.0
10.0,57.0,39.0,44.0,7.0,140.0,78.0,81.0
4.0,42.0,31.0,34.0,2.0,111.0,73.0,69.0
2.0,27.0,12.0,20.0,4.0,73.0,46.0,43.0
6.0,41.0,31.0,24.0,6.0,116.0,86.0,72.0
6.0,52.0,42.0,40.0,8.0,133.0,88.0,60.0
6.0,56.0,39.0,36.0,2.0,108.0,63.0,55.0
4.0,58.0,57.0,16.0,2.0,100.0,48.0,40.0
6.0,51.0,55.0,30.0,11.0,135.0,62.0,81.0
6.0,44.0,38.0,34.0,13.0,115.0,63.0,79.0
4.0,49.0,34.0,46.0,6.0,132.0,83.0,85.0
10.0,50.0,45.0,30.0,5.0,124.0,67.0,80.0
4.0,52.0,34.0,26.0,1.0,141.0,75.0,68.0
6.0,44.0,30.0,30.0,3.0,103.0,71.0,69.0
6.0,61.0,49.0,38.0,0.0,129.0,75.0,89.0
10.0,49.0,33.0,44.0,4.0,143.0,83.0,84.0
14.0,50.0,32.0,38.0,7.0,140.0,97.0,71.0
18.0,46.0,45.0,44.0,9.0,122.0,62.0,88.0
16.0,58.0,42.0,32.0,7.0,125.0,70.0,86.0
8.0,55.0,52.0,28.0,1.0,130.0,66.0,74.0
6.0,39.0,27.0,34.0,2.0,126.0,76.0,95.0
4.0,50.0,64.0,24.0,0.0,119.0,56.0,97.0
4.0,38.0,33.0,40.0,0.0,136.0,88.0,74.0
18.0,34.0,19.0,64.0,3.0,151.0,117.0,105.0
12.0,50.0,48.0,42.0,12.0,149.0,96.0,63.0
6.0,57.0,40.0,22.0,3.0,133.0,65.0,83.0
4.0,49.0,38.0,34.0,3.0,128.0,68.0,70.0
16.0,60.0,43.0,64.0,4.0,169.0,117.0,98.0
4.0,50.0,54.0,12.0,4.0,111.0,43.0,71.0
18.0,53.0,37.0,36.0,14.0,157.0,97.0,78.0
26.0,55.0,33.0,32.0,17.0,185.0,94.0,138.0
12.0,45.0,40.0,6.0,8.0,80.0,28.0,53.0
16.0,41.0,36.0,24.0,8.0,150.0,77.0,98.0
8.0,35.0,29.0,25.0,9.0,125.0,73.0,85.0
0.1481,2.2222,6.2593,0.1481,1.037,1.9259,1.8889,1.2222
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
1.0,15.0,10.0,21.0,1.0,68.0,39.0,47.0
9.0,41.0,40.0,23.0,5.0,108.0,54.0,67.0
5.0,43.0,36.0,28.0,3.0,125.0,87.0,50.0
10.0,51.0,41.0,33.0,2.0,128.0,65.0,90.0
14.0,44.0,38.0,26.0,7.0,133.0,62.0,70.0
2.0,50.0,45.0,18.0,2.0,122.0,54.0,74.0
2.0,42.0,34.0,22.0,3.0,112.0,70.0,55.0
5.0,54.0,45.0,30.0,5.0,111.0,52.0,47.0
6.0,57.0,33.0,31.0,1.0,120.0,65.0,76.0
6.0,48.0,47.0,28.0,9.0,132.0,55.0,65.0
2.0,50.0,38.0,38.0,2.0,131.0,58.0,59.0
7.0,55.0,50.0,28.0,10.0,137.0,62.0,72.0
2.0,31.0,32.0,14.0,1.0,49.0,23.0,21.0
4.0,0.0,25.0,27.0,6.0,25.0,97.0,117.0
8.0,0.0,60.0,34.0,0.0,36.0,87.0,83.0
8.0,0.0,61.0,55.0,0.0,24.0,125.0,90.0
16.0,0.0,82.0,66.0,0.0,39.0,183.0,130.0
20.0,0.0,49.0,36.0,0.0,18.0,136.0,93.0
8.0,0.0,77.0,48.0,0.0,40.0,144.0,92.0
8.0,0.0,67.0,48.0,0.0,62.0,124.0,80.0
16.0,0.0,64.0,38.0,0.0,20.0,150.0,141.0
10.0,0.0,52.0,22.0,0.0,27.0,96.0,72.0
8.0,0.0,71.0,50.0,0.0,24.0,161.0,90.0
10.0,0.0,66.0,42.0,0.0,15.0,164.0,93.0
25.0,0.0,56.0,34.0,0.0,40.0,107.0,73.0
10.0,0.0,110.0,42.0,0.0,28.0,145.0,93.0
8.0,0.0,62.0,64.0,0.0,30.0,131.0,86.0
8.0,0.0,64.0,50.0,0.0,33.0,134.0,91.0
22.0,0.0,44.0,38.0,0.0,24.0,133.0,94.0
6.0,0.0,63.0,38.0,0.0,20.0,136.0,95.0
25.0,0.0,57.0,68.0,0.0,34.0,220.0,89.0
10.0,0.0,50.0,34.0,0.0,15.0,145.0,94.0
10.0,0.0,68.0,51.0,0.0,42.0,152.0,102.0
4.0,0.0,65.0,36.0,0.0,27.0,140.0,85.0
8.0,0.0,48.0,32.0,0.0,25.0,88.0,58.0
34.0,0.0,49.0,44.0,0.0,34.0,138.0,77.0
9.0,0.0,56.0,36.0,0.0,14.0,106.0,87.0
6.0,0.0,48.0,41.0,0.0,28.0,102.0,81.0
26.0,38.0,41.0,33.0,0.0,0.0,69.0,0.0
119.0,76.0,55.0,89.0,0.0,0.0,202.0,0.0
16.0,55.0,31.0,59.0,0.0,0.0,89.0,0.0
8.0,5.0,5.0,6.0,0.0,0.0,28.0,0.0
4.0,10.0,7.0,7.0,0.0,0.0,31.0,0.0
4.0,7.0,2.0,0.0,0.0,0.0,46.0,0.0
10.0,4.0,1.0,0.0,0.0,0.0,35.0,0.0
2.0,3.0,4.0,0.0,0.0,0.0,55.0,0.0
8.0,8.0,2.0,0.0,0.0,0.0,27.0,0.0
2.0,7.0,0.0,0.0,0.0,0.0,16.0,0.0
2.0,13.0,5.0,0.0,0.0,0.0,26.0,0.0
0.0,5.0,1.0,0.0,0.0,0.0,21.0,0.0
20.0,27.0,24.0,0.0,0.0,0.0,116.0,0.0
43.0,86.0,59.0,0.0,0.0,0.0,189.0,0.0
55.0,85.0,49.0,61.0,0.0,0.0,175.0,0.0
65.0,71.0,62.0,48.0,0.0,0.0,130.0,0.0
50.0,82.0,50.0,64.0,0.0,0.0,150.0,0.0
35.0,75.0,45.0,76.0,0.0,0.0,178.0,0.0
52.0,87.0,64.0,95.0,0.0,0.0,185.0,0.0
42.0,129.0,80.0,126.0,0.0,0.0,229.0,0.0
44.0,67.0,76.0,146.0,0.0,0.0,212.0,0.0
48.0,88.0,63.0,80.0,0.0,0.0,151.0,0.0
10.0,68.0,39.0,36.0,0.0,0.0,92.0,0.0
6.0,5.0,1.0,16.0,0.0,0.0,32.0,0.0
4.0,5.0,1.0,14.0,0.0,0.0,28.0,0.0
0.0,8.0,1.0,16.0,0.0,0.0,23.0,0.0
4.0,6.0,0.0,4.0,0.0,0.0,21.0,0.0
6.0,15.0,0.0,20.0,0.0,0.0,54.0,0.0
4.0,6.0,1.0,20.0,0.0,0.0,31.0,0.0
2.0,5.0,4.0,4.0,0.0,0.0,25.0,0.0
5.0,12.0,1.0,10.0,0.0,0.0,24.0,0.0
0.0,9.0,4.0,4.0,0.0,0.0,25.0,0.0
8.0,8.0,3.0,10.0,0.0,0.0,31.0,0.0
40.0,26.0,20.0,24.0,0.0,0.0,134.0,0.0
114.0,76.0,52.0,104.0,0.0,0.0,165.0,0.0
46.0,74.0,63.0,67.0,0.0,0.0,147.0,0.0
26.0,57.0,56.0,90.0,0.0,0.0,138.0,0.0
47.0,80.0,57.0,60.0,0.0,0.0,157.0,0.0
22.0,76.0,53.0,74.0,0.0,0.0,170.0,0.0
40.0,74.0,55.0,86.0,0.0,0.0,163.0,0.0
37.0,70.0,45.0,66.0,0.0,0.0,147.0,0.0
47.0,75.0,48.0,68.0,0.0,0.0,128.0,0.0
23.0,75.0,50.0,102.0,0.0,0.0,187.0,0.0
0.0,11.0,15.0,2.0,0.0,0.0,2.0,0.0
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
15.0,33.0,19.0,8.0,0.0,0.0,54.0,0.0
29.0,76.0,57.0,56.0,0.0,0.0,141.0,0.0
41.0,85.0,50.0,78.0,0.0,0.0,153.0,0.0
18.0,65.0,29.0,72.0,0.0,0.0,103.0,0.0
35.0,93.0,48.0,56.0,0.0,0.0,205.0,0.0
25.0,58.0,32.0,32.0,0.0,0.0,113.0,0.0
2.0,5.0,3.0,0.0,0.0,0.0,6.0,0.0
10.0,21.0,0.0,20.0,0.0,0.0,25.0,0.0
6.0,6.0,1.0,4.0,0.0,0.0,11.0,0.0
8.0,6.0,3.0,10.0,0.0,0.0,40.0,0.0
14.0,13.0,8.0,18.0,0.0,0.0,40.0,0.0
6.0,8.0,6.0,18.0,0.0,0.0,34.0,0.0
2.0,4.0,3.0,6.0,0.0,0.0,15.0,0.0
1.0,3.0,39.0,42.0,58.0,83.0,65.0,115.0
0.0,0.0,53.0,20.0,22.0,74.0,55.0,69.0
0.0,1.0,51.0,18.0,28.0,79.0,34.0,65.0
0.0,2.0,38.0,32.0,28.0,67.0,57.0,72.0
0.0,3.0,51.0,20.0,32.0,67.0,41.0,56.0
0.0,0.0,50.0,18.0,22.0,63.0,39.0,51.0
0.0,4.0,39.0,22.0,28.0,65.0,53.0,58.0
0.0,4.0,73.0,38.0,52.0,87.0,73.0,92.0
0.0,2.0,52.0,16.0,36.0,66.0,42.0,62.0
0.0,4.0,50.0,18.0,32.0,54.0,37.0,47.0
0.0,0.0,35.0,38.0,22.0,50.0,36.0,52.0
0.0,3.0,44.0,38.0,32.0,80.0,74.0,81.0
0.0,1.0,42.0,26.0,26.0,56.0,52.0,60.0
0.0,0.0,44.0,50.0,28.0,72.0,65.0,84.0
0.0,0.0,65.0,16.0,30.0,70.0,26.0,35.0
0.0,0.0,37.0,22.0,30.0,60.0,33.0,47.0
0.0,0.0,36.0,22.0,12.0,41.0,29.0,31.0
0.0,0.0,29.0,30.0,36.0,62.0,52.0,71.0
0.0,2.0,37.0,30.0,26.0,55.0,39.0,54.0
0.0,0.0,33.0,24.0,34.0,59.0,60.0,62.0
0.0,1.0,43.0,46.0,36.0,63.0,71.0,71.0
0.0,2.0,76.0,40.0,48.0,99.0,70.0,91.0
0.0,0.0,37.0,46.0,36.0,61.0,31.0,48.0
0.0,0.0,39.0,40.0,22.0,59.0,33.0,46.0
0.0,0.0,41.0,36.0,26.0,56.0,67.0,58.0
0.0,0.0,42.0,16.0,32.0,56.0,46.0,54.0
0.0,1.0,35.0,18.0,32.0,61.0,53.0,69.0
0.0,0.0,30.0,50.0,22.0,61.0,75.0,70.0
0.0,1.0,74.0,32.0,50.0,83.0,56.0,68.0
0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
0.0,0.0,26.0,30.0,15.0,37.0,47.0,38.0
0.0,0.0,41.0,24.0,14.0,51.0,53.0,50.0
0.0,1.0,32.0,44.0,36.0,55.0,50.0,55.0
0.0,0.0,60.0,40.0,44.0,68.0,60.0,69.0
0.0,3.0,45.0,27.0,38.0,84.0,74.0,81.0
0.0,1.0,63.0,14.0,32.0,75.0,43.0,69.0
0.0,1.0,45.0,22.0,32.0,64.0,43.0,67.0
0.0,0.0,42.0,42.0,26.0,70.0,62.0,77.0
0.0,0.0,39.0,16.0,16.0,47.0,44.0,46.0
0.0,0.0,35.0,54.0,26.0,62.0,60.0,63.0
0.0,1.0,19.0,6.0,14.0,25.0,19.0,21.0
16.48,31.84,51.64,42.06,24.98,75.72,86.84,74.28
17.6327,31.6122,51.7755,47.4694,20.6327,68.7551,83.449,74.7755
28.0,16.0,74.0,43.0,33.0,47.0,86.0,36.0
18.0,22.0,82.0,46.0,6.0,36.0,117.0,8.0
26.0,25.0,80.0,31.0,23.0,43.0,95.0,13.0
18.0,27.0,95.0,33.0,41.0,49.0,136.0,25.0
14.0,28.0,71.0,69.0,25.0,25.0,161.0,9.0
4.0,26.0,77.0,68.0,22.0,30.0,127.0,23.0
16.0,33.0,85.0,47.0,23.0,48.0,134.0,0.0
20.0,38.0,92.0,30.0,68.0,83.0,108.0,46.0
16.0,20.0,84.0,50.0,16.0,25.0,99.0,12.0
9.0,17.0,100.0,29.0,32.0,62.0,43.0,28.0
0.0,22.0,112.0,12.0,4.0,35.0,60.0,1.0
0.0,17.0,165.0,30.0,12.0,50.0,53.0,0.0
4.0,23.0,138.0,44.0,18.0,60.0,77.0,12.0
0.0,26.0,143.0,36.0,0.0,53.0,88.0,0.0
2.0,36.0,150.0,34.0,8.0,81.0,90.0,21.0
2.0,44.0,129.0,98.0,44.0,148.0,129.0,46.0
0.0,58.0,169.0,46.0,10.0,77.0,77.0,1.0
0.0,56.0,174.0,24.0,16.0,92.0,52.0,17.0
4.0,18.0,92.0,30.0,16.0,41.0,43.0,17.0
0.0,14.0,106.0,26.0,4.0,31.0,65.0,2.0
2.0,32.0,166.0,30.0,8.0,70.0,74.0,3.0
0.0,33.0,120.0,62.0,6.0,67.0,119.0,8.0
0.0,38.0,132.0,26.0,4.0,77.0,54.0,0.0
0.0,33.0,125.0,34.0,8.0,61.0,87.0,0.0
0.0,29.0,146.0,42.0,6.0,62.0,94.0,3.0
4.0,37.0,144.0,28.0,8.0,82.0,63.0,11.0
2.0,52.0,147.0,56.0,28.0,107.0,91.0,14.0
