back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge,back-door-count-max,back-door-count-mean,back-door-count-std,back-door-count-sum,bathroom-count-max,bathroom-count-mean,bathroom-count-std,bathroom-count-sum,bedroom-count-max,bedroom-count-mean,bedroom-count-std,bedroom-count-sum,fridge-door-count-max,fridge-door-count-mean,fridge-door-count-std,fridge-door-count-sum,front-door-count-max,front-door-count-mean,front-door-count-std,front-door-count-sum,hallway-count-max,hallway-count-mean,hallway-count-std,hallway-count-sum,kitchen-count-max,kitchen-count-mean,kitchen-count-std,kitchen-count-sum,lounge-count-max,lounge-count-mean,lounge-count-std,lounge-count-sum
1.0,0.0,0.0,0.0,6.0,17.0,36.0,31.0,1.0,0.0455,0.2132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2727,0.9351,6.0,6.0,0.7727,1.8755,17.0,15.0,1.6364,3.9466,36.0,10.0,1.4091,3.2169,31.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,9.0,18.0,19.0,7.0,19.0,44.0,4.0,3.0,0.3333,0.8681,8.0,5.0,0.375,1.1349,9.0,14.0,0.75,2.878,18.0,10.0,0.7917,2.3402,19.0,7.0,0.2917,1.4289,7.0,7.0,0.7917,2.0426,19.0,19.0,1.8333,4.8871,44.0,2.0,0.1667,0.4815,4.0
4.0,8.0,13.0,8.0,6.0,13.0,27.0,2.0,2.0,0.1667,0.5647,4.0,3.0,0.3333,0.8165,8.0,4.0,0.5417,1.2847,13.0,6.0,0.3333,1.274,8.0,4.0,0.25,0.8969,6.0,6.0,0.5417,1.5874,13.0,14.0,1.125,3.301,27.0,1.0,0.0833,0.2823,2.0
0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333,0.7614,8.0,4.0,0.4167,1.018,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,26.0,42.0,4.0,0.0,18.0,33.0,3.0,2.0,0.0833,0.4082,2.0,12.0,1.0833,2.7013,26.0,12.0,1.75,3.4798,42.0,2.0,0.1667,0.5647,4.0,0.0,0.0,0.0,0.0,7.0,0.75,1.8708,18.0,10.0,1.375,3.0333,33.0,2.0,0.125,0.4484,3.0
12.0,4.0,13.0,14.0,0.0,20.0,47.0,1.0,6.0,0.5,1.4744,12.0,2.0,0.1667,0.4815,4.0,5.0,0.5417,1.3181,13.0,8.0,0.5833,1.8158,14.0,0.0,0.0,0.0,0.0,7.0,0.8333,1.9927,20.0,24.0,1.9583,5.4731,47.0,1.0,0.0417,0.2041,1.0
0.0,4.0,20.0,4.0,6.0,12.0,24.0,5.0,0.0,0.0,0.0,0.0,2.0,0.1667,0.5647,4.0,8.0,0.8333,2.0144,20.0,4.0,0.1667,0.8165,4.0,6.0,0.25,1.2247,6.0,7.0,0.5,1.5604,12.0,14.0,1.0,3.1623,24.0,4.0,0.2083,0.833,5.0
0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1667,0.5647,4.0,2.0,0.2083,0.5882,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,13.0,33.0,6.0,0.0,15.0,19.0,3.0,2.0,0.0833,0.4082,2.0,5.0,0.5417,1.3507,13.0,14.0,1.375,3.524,33.0,6.0,0.25,1.2247,6.0,0.0,0.0,0.0,0.0,8.0,0.625,1.9068,15.0,14.0,0.7917,2.904,19.0,2.0,0.125,0.4484,3.0
6.0,7.0,14.0,34.0,0.0,16.0,37.0,2.0,4.0,0.25,0.8969,6.0,3.0,0.2917,0.7506,7.0,6.0,0.5833,1.4116,14.0,20.0,1.4167,4.4323,34.0,0.0,0.0,0.0,0.0,6.0,0.6667,1.4939,16.0,16.0,1.5417,4.0323,37.0,1.0,0.0833,0.2823,2.0
0.0,8.0,14.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.3333,1.4346,8.0,9.0,0.5833,1.8631,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0833,0.4082,2.0,1.0,0.0417,0.2041,1.0,1.0,0.0417,0.2041,1.0
0.0,10.0,11.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.4167,1.4421,10.0,5.0,0.4583,1.3181,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0417,0.2041,1.0,2.0,0.0833,0.4082,2.0,0.0,0.0,0.0,0.0
18.0,22.0,44.0,12.0,0.0,34.0,68.0,3.0,6.0,0.75,1.7508,18.0,9.0,0.9167,2.1653,22.0,12.0,1.8333,3.7261,44.0,4.0,0.5,1.2158,12.0,0.0,0.0,0.0,0.0,12.0,1.4167,3.1885,34.0,23.0,2.8333,6.6638,68.0,2.0,0.125,0.4484,3.0
7.0,10.0,16.0,36.0,1.0,22.0,49.0,0.0,3.0,0.2917,0.8065,7.0,4.0,0.4167,1.1389,10.0,9.0,0.6667,1.9486,16.0,12.0,1.5,3.5509,36.0,1.0,0.0417,0.2041,1.0,6.0,0.9167,2.1247,22.0,21.0,2.0417,5.3688,49.0,0.0,0.0,0.0,0.0
0.0,13.0,13.0,0.0,0.0,8.0,16.0,1.0,0.0,0.0,0.0,0.0,7.0,0.5417,1.5317,13.0,7.0,0.5417,1.5317,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.3333,1.1672,8.0,14.0,0.6667,2.8691,16.0,1.0,0.0417,0.2041,1.0
0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2917,0.9079,7.0,5.0,0.375,1.1349,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,29.0,39.0,8.0,0.0,19.0,27.0,3.0,2.0,0.0833,0.4082,2.0,8.0,1.2083,2.3587,29.0,8.0,1.625,2.9754,39.0,6.0,0.3333,1.274,8.0,0.0,0.0,0.0,0.0,6.0,0.7917,1.6676,19.0,11.0,1.125,2.5076,27.0,1.0,0.125,0.3378,3.0
2.0,17.0,18.0,6.0,0.0,20.0,34.0,2.0,2.0,0.0833,0.4082,2.0,5.0,0.7083,1.4289,17.0,5.0,0.75,1.6219,18.0,6.0,0.25,1.2247,6.0,0.0,0.0,0.0,0.0,9.0,0.8333,2.1602,20.0,19.0,1.4167,4.1485,34.0,1.0,0.0833,0.2823,2.0
0.0,10.0,20.0,2.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,0.4167,1.2129,10.0,9.0,0.8333,2.2778,20.0,2.0,0.0833,0.4082,2.0,0.0,0.0,0.0,0.0,2.0,0.0833,0.4082,2.0,4.0,0.1667,0.8165,4.0,1.0,0.0417,0.2041,1.0
0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.6757,6.0,3.0,0.375,0.9237,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,29.0,36.0,8.0,0.0,25.0,30.0,1.0,4.0,0.4167,1.0598,10.0,11.0,1.2083,2.7343,29.0,11.0,1.5,3.1347,36.0,2.0,0.3333,0.7614,8.0,0.0,0.0,0.0,0.0,7.0,1.0417,2.1362,25.0,10.0,1.25,2.6416,30.0,1.0,0.0417,0.2041,1.0
14.0,24.0,35.0,20.0,0.0,24.0,37.0,6.0,6.0,0.5833,1.5012,14.0,7.0,1.0,2.0851,24.0,12.0,1.4583,3.5872,35.0,10.0,0.8333,2.4257,20.0,0.0,0.0,0.0,0.0,7.0,1.0,2.1468,24.0,18.0,1.5417,4.1387,37.0,3.0,0.25,0.7372,6.0
0.0,13.0,15.0,4.0,0.0,5.0,21.0,2.0,0.0,0.0,0.0,0.0,7.0,0.5417,1.5317,13.0,7.0,0.625,1.6369,15.0,4.0,0.1667,0.8165,4.0,0.0,0.0,0.0,0.0,3.0,0.2083,0.7211,5.0,20.0,0.875,4.0787,21.0,1.0,0.0833,0.2823,2.0
0.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.3333,1.274,8.0,6.0,0.5417,1.5598,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,32.0,41.0,4.0,0.0,16.0,25.0,1.0,6.0,0.3333,1.274,8.0,10.0,1.3333,3.2123,32.0,14.0,1.7083,3.7704,41.0,4.0,0.1667,0.8165,4.0,0.0,0.0,0.0,0.0,8.0,0.6667,1.8098,16.0,12.0,1.0417,2.9114,25.0,1.0,0.0417,0.2041,1.0
10.0,22.0,28.0,8.0,0.0,33.0,54.0,4.0,5.0,0.4167,1.1389,10.0,7.0,0.9167,1.9763,22.0,9.0,1.1667,2.6649,28.0,4.0,0.3333,0.9631,8.0,0.0,0.0,0.0,0.0,20.0,1.375,4.1995,33.0,21.0,2.25,5.6434,54.0,3.0,0.1667,0.637,4.0
2.0,8.0,14.0,6.0,0.0,7.0,15.0,1.0,2.0,0.0833,0.4082,2.0,4.0,0.3333,1.1293,8.0,6.0,0.5833,1.6396,14.0,6.0,0.25,1.2247,6.0,0.0,0.0,0.0,0.0,5.0,0.2917,1.0826,7.0,14.0,0.625,2.8562,15.0,1.0,0.0417,0.2041,1.0
0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1667,0.5647,4.0,3.0,0.2083,0.7211,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,26.0,48.0,4.0,0.0,16.0,24.0,1.0,2.0,0.0833,0.4082,2.0,9.0,1.0833,2.2247,26.0,16.0,2.0,4.2426,48.0,4.0,0.1667,0.8165,4.0,0.0,0.0,0.0,0.0,5.0,0.6667,1.3406,16.0,13.0,1.0,2.7975,24.0,1.0,0.0417,0.2041,1.0
2.0,3.0,6.0,4.0,0.0,6.0,4.0,0.0,2.0,0.0833,0.4082,2.0,3.0,0.125,0.6124,3.0,6.0,0.25,1.2247,6.0,4.0,0.1667,0.8165,4.0,0.0,0.0,0.0,0.0,6.0,0.25,1.2247,6.0,4.0,0.1667,0.8165,4.0,0.0,0.0,0.0,0.0
5.0,6.0,12.0,0.0,0.0,10.0,10.0,1.0,3.0,0.2083,0.7211,5.0,3.0,0.25,0.7372,6.0,4.0,0.5,1.1795,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.4167,1.4116,10.0,6.0,0.4167,1.4421,10.0,1.0,0.0417,0.2041,1.0
0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2083,0.5882,5.0,3.0,0.4167,0.9743,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,27.0,30.0,6.0,0.0,6.0,18.0,0.0,4.0,0.1667,0.8165,4.0,10.0,1.125,2.8178,27.0,11.0,1.25,3.2202,30.0,6.0,0.25,1.2247,6.0,0.0,0.0,0.0,0.0,2.0,0.25,0.6079,6.0,15.0,0.75,3.0681,18.0,0.0,0.0,0.0,0.0
20.0,7.0,23.0,16.0,0.0,14.0,21.0,0.0,8.0,0.8333,2.1196,20.0,2.0,0.2917,0.6903,7.0,7.0,0.9583,2.0319,23.0,8.0,0.6667,2.0144,16.0,0.0,0.0,0.0,0.0,5.0,0.5833,1.316,14.0,8.0,0.875,1.963,21.0,0.0,0.0,0.0,0.0
10.0,14.0,16.0,6.0,0.0,12.0,21.0,0.0,6.0,0.4167,1.4421,10.0,4.0,0.5833,1.2482,14.0,9.0,0.6667,1.9262,16.0,4.0,0.25,0.8969,6.0,0.0,0.0,0.0,0.0,6.0,0.5,1.4744,12.0,14.0,0.875,2.9973,21.0,0.0,0.0,0.0,0.0
0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.125,0.6124,3.0,4.0,0.2917,0.9079,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,12.0,37.0,14.0,0.0,17.0,27.0,0.0,4.0,0.4167,0.9743,10.0,5.0,0.5,1.2854,12.0,13.0,1.5417,3.6473,37.0,6.0,0.5833,1.5012,14.0,0.0,0.0,0.0,0.0,7.0,0.7083,1.781,17.0,9.0,1.125,2.8332,27.0,0.0,0.0,0.0,0.0
14.0,13.0,33.0,16.0,0.0,36.0,65.0,2.0,4.0,0.5833,1.1389,14.0,5.0,0.5417,1.2504,13.0,14.0,1.375,3.5851,33.0,12.0,0.6667,2.4789,16.0,0.0,0.0,0.0,0.0,10.0,1.5,3.0217,36.0,22.0,2.7083,6.1395,65.0,2.0,0.0833,0.4082,2.0
4.0,20.0,35.0,2.0,0.0,7.0,10.0,2.0,4.0,0.1667,0.8165,4.0,14.0,0.8333,2.9439,20.0,13.0,1.4583,3.4764,35.0,2.0,0.0833,0.4082,2.0,0.0,0.0,0.0,0.0,7.0,0.2917,1.4289,7.0,10.0,0.4167,2.0412,10.0,2.0,0.0833,0.4082,2.0
0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1667,0.5647,4.0,3.0,0.3333,0.8681,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,7.0,35.0,6.0,1.0,16.0,16.0,0.0,1.0,0.0833,0.2823,2.0,4.0,0.2917,0.9991,7.0,19.0,1.4583,4.8273,35.0,4.0,0.25,0.8969,6.0,1.0,0.0417,0.2041,1.0,12.0,0.6667,2.4789,16.0,12.0,0.6667,2.4964,16.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4.0,9.0,12.0,2.0,10.0,9.0,1.0,2.0,0.0833,0.4082,2.0,4.0,0.1667,0.8165,4.0,8.0,0.375,1.6369,9.0,10.0,0.5,2.0642,12.0,2.0,0.0833,0.4082,2.0,6.0,0.4167,1.4421,10.0,7.0,0.375,1.4689,9.0,1.0,0.0417,0.2041,1.0
0.0,11.0,23.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.4583,1.3181,11.0,10.0,0.9583,2.4043,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0833,0.4082,2.0,2.0,0.0833,0.4082,2.0,0.0,0.0,0.0,0.0
0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0833,0.4082,2.0,3.0,0.25,0.7372,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,27.0,32.0,6.0,3.0,21.0,28.0,11.0,0.0,0.0,0.0,0.0,11.0,1.125,2.542,27.0,8.0,1.3333,2.632,32.0,6.0,0.25,1.2247,6.0,2.0,0.125,0.4484,3.0,9.0,0.875,2.0917,21.0,10.0,1.1667,2.632,28.0,7.0,0.4583,1.6146,11.0
10.0,6.0,12.0,12.0,0.0,20.0,34.0,0.0,2.0,0.4167,0.8297,10.0,3.0,0.25,0.6757,6.0,4.0,0.5,1.3513,12.0,8.0,0.5,1.7937,12.0,0.0,0.0,0.0,0.0,7.0,0.8333,1.9708,20.0,18.0,1.4167,4.2109,34.0,0.0,0.0,0.0,0.0
0.0,17.0,28.0,0.0,0.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,0.7083,1.4289,17.0,9.0,1.1667,2.4257,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.3333,1.274,8.0,5.0,0.25,1.0321,6.0,1.0,0.0417,0.2041,1.0
0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1667,0.4815,4.0,2.0,0.25,0.6079,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,26.0,39.0,6.0,0.0,19.0,18.0,0.0,4.0,0.5417,1.2151,13.0,14.0,1.0833,2.9915,26.0,10.0,1.625,3.3076,39.0,4.0,0.25,0.8969,6.0,0.0,0.0,0.0,0.0,6.0,0.7917,1.8877,19.0,7.0,0.75,2.027,18.0,0.0,0.0,0.0,0.0
7.0,6.0,5.0,4.0,2.0,16.0,27.0,1.0,3.0,0.2917,0.8065,7.0,3.0,0.25,0.847,6.0,3.0,0.2083,0.7211,5.0,4.0,0.1667,0.8165,4.0,2.0,0.0833,0.4082,2.0,10.0,0.6667,2.1803,16.0,18.0,1.125,3.9487,27.0,1.0,0.0417,0.2041,1.0
4.0,12.0,18.0,0.0,0.0,6.0,8.0,0.0,4.0,0.1667,0.8165,4.0,7.0,0.5,1.6151,12.0,10.0,0.75,2.172,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.25,0.8969,6.0,4.0,0.3333,1.1293,8.0,0.0,0.0,0.0,0.0
0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1667,0.5647,4.0,3.0,0.25,0.7372,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,11.0,29.0,10.0,0.0,14.0,25.0,2.0,4.0,0.25,0.8969,6.0,3.0,0.4583,0.9771,11.0,10.0,1.2083,2.7502,29.0,6.0,0.4167,1.4421,10.0,0.0,0.0,0.0,0.0,8.0,0.5833,1.7425,14.0,11.0,1.0417,2.9852,25.0,2.0,0.0833,0.4082,2.0
10.0,9.0,22.0,10.0,0.0,20.0,36.0,1.0,6.0,0.4167,1.2825,10.0,3.0,0.375,1.0135,9.0,9.0,0.9167,2.3015,22.0,6.0,0.4167,1.316,10.0,0.0,0.0,0.0,0.0,7.0,0.8333,1.8805,20.0,14.0,1.5,3.8786,36.0,1.0,0.0417,0.2041,1.0
0.0,6.0,13.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.847,6.0,5.0,0.5417,1.2504,13.0,2.0,0.0833,0.4082,2.0,0.0,0.0,0.0,0.0,3.0,0.1667,0.637,4.0,4.0,0.2083,0.833,5.0,0.0,0.0,0.0,0.0
0.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3333,0.9631,8.0,5.0,0.5833,1.3805,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,24.0,36.0,4.0,0.0,25.0,24.0,3.0,1.0,0.0833,0.2823,2.0,7.0,1.0,1.9781,24.0,9.0,1.5,2.8742,36.0,4.0,0.1667,0.8165,4.0,0.0,0.0,0.0,0.0,9.0,1.0417,2.4223,25.0,10.0,1.0,2.3591,24.0,2.0,0.125,0.4484,3.0
8.0,13.0,16.0,12.0,0.0,20.0,42.0,3.0,4.0,0.3333,0.9631,8.0,5.0,0.5417,1.2504,13.0,5.0,0.6667,1.4346,16.0,8.0,0.5,1.694,12.0,0.0,0.0,0.0,0.0,7.0,0.8333,1.8098,20.0,23.0,1.75,4.9189,42.0,1.0,0.125,0.3378,3.0
2.0,12.0,25.0,16.0,0.0,7.0,21.0,1.0,2.0,0.0833,0.4082,2.0,4.0,0.5,1.2158,12.0,6.0,1.0417,2.1765,25.0,16.0,0.6667,3.266,16.0,0.0,0.0,0.0,0.0,5.0,0.2917,1.0826,7.0,19.0,0.875,3.8821,21.0,1.0,0.0417,0.2041,1.0
0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1667,0.5647,4.0,2.0,0.2917,0.6903,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,26.0,33.0,8.0,0.0,24.0,36.0,1.0,4.0,0.5833,1.2129,14.0,9.0,1.0833,2.4122,26.0,11.0,1.375,3.0476,33.0,4.0,0.3333,0.9631,8.0,0.0,0.0,0.0,0.0,10.0,1.0,2.2842,24.0,11.0,1.5,3.3362,36.0,1.0,0.0417,0.2041,1.0
8.0,11.0,22.0,8.0,0.0,13.0,27.0,1.0,4.0,0.3333,1.1293,8.0,5.0,0.4583,1.3181,11.0,11.0,0.9167,2.6852,22.0,4.0,0.3333,1.1293,8.0,0.0,0.0,0.0,0.0,6.0,0.5417,1.5874,13.0,17.0,1.125,3.8483,27.0,1.0,0.0417,0.2041,1.0
0.0,16.0,19.0,4.0,0.0,8.0,13.0,2.0,0.0,0.0,0.0,0.0,6.0,0.6667,1.4939,16.0,7.0,0.7917,1.7688,19.0,4.0,0.1667,0.8165,4.0,0.0,0.0,0.0,0.0,6.0,0.3333,1.274,8.0,11.0,0.5417,2.2646,13.0,2.0,0.0833,0.4082,2.0
