id,date,6h,back-door-count-max,back-door-count-mean,back-door-count-std,back-door-count-sum,bedroom-count-max,bedroom-count-mean,bedroom-count-std,bedroom-count-sum,fridge-door-count-max,fridge-door-count-mean,fridge-door-count-std,fridge-door-count-sum,front-door-count-max,front-door-count-mean,front-door-count-std,front-door-count-sum,hallway-count-max,hallway-count-mean,hallway-count-std,hallway-count-sum,kitchen-count-max,kitchen-count-mean,kitchen-count-std,kitchen-count-sum,lounge-count-max,lounge-count-mean,lounge-count-std,lounge-count-sum
a380e,2019-05-06,00-06,0,0.0,0.0,0,5,0.58,1.47,14,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
a380e,2019-05-06,06-12,0,0.0,0.0,0,18,1.29,3.87,31,6,0.33,1.27,8,0,0.0,0.0,0,4,0.38,0.97,9,21,1.92,4.93,46,9,1.58,3.19,38
a380e,2019-05-06,12-18,6,0.5,1.47,12,4,0.29,0.86,7,8,0.83,2.12,20,0,0.0,0.0,0,2,0.17,0.48,4,11,2.17,4.32,52,10,1.33,2.88,32
a380e,2019-05-06,18-24,4,0.17,0.82,4,8,0.5,1.72,12,8,0.42,1.67,10,0,0.0,0.0,0,4,0.29,0.91,7,20,2.17,4.83,52,16,2.96,5.6,71
a380e,2019-05-07,00-06,0,0.0,0.0,0,5,0.67,1.46,16,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
a380e,2019-05-07,06-12,4,0.17,0.82,4,11,1.12,3.01,27,8,0.42,1.67,10,0,0.0,0.0,0,3,0.33,0.87,8,17,1.33,3.97,32,10,1.12,2.95,27
a380e,2019-05-07,12-18,4,0.25,0.9,6,9,0.38,1.84,9,4,0.33,0.96,8,0,0.0,0.0,0,11,0.79,2.4,19,9,1.12,2.69,27,11,1.08,2.89,26
a380e,2019-05-07,18-24,0,0.0,0.0,0,0,0.0,0.0,0,2,0.17,0.56,4,0,0.0,0.0,0,0,0.0,0.0,0,13,1.54,3.59,37,6,0.79,1.59,19
a380e,2019-05-08,00-06,0,0.0,0.0,0,13,0.75,2.8,18,8,0.33,1.63,8,0,0.0,0.0,0,2,0.17,0.56,4,11,0.5,2.25,12,6,0.29,1.23,7
a380e,2019-05-08,06-12,0,0.0,0.0,0,17,1.33,3.63,32,10,0.5,2.06,12,0,0.0,0.0,0,8,0.54,1.72,13,19,1.75,4.8,42,10,1.12,2.83,27
a380e,2019-05-08,12-18,4,0.17,0.82,4,0,0.0,0.0,0,6,0.5,1.35,12,0,0.0,0.0,0,0,0.0,0.0,0,16,2.17,4.22,52,6,1.04,2.12,25
a380e,2019-05-08,18-24,2,0.17,0.56,4,12,0.88,2.69,21,8,0.75,2.27,18,0,0.0,0.0,0,3,0.29,0.75,7,20,2.29,5.49,55,10,1.29,2.8,31
a380e,2019-05-09,00-06,0,0.0,0.0,0,5,0.54,1.32,13,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
a380e,2019-05-09,06-12,0,0.0,0.0,0,10,1.08,2.95,26,8,0.33,1.63,8,0,0.0,0.0,0,3,0.25,0.74,6,19,1.79,4.67,43,8,1.12,2.54,27
a380e,2019-05-09,12-18,4,0.17,0.82,4,7,0.5,1.72,12,4,0.5,1.22,12,0,0.0,0.0,0,3,0.25,0.74,6,20,2.38,5.27,57,11,1.38,2.93,33
a380e,2019-05-09,18-24,6,0.25,1.22,6,15,0.62,3.06,15,10,0.92,2.36,22,0,0.0,0.0,0,2,0.12,0.45,3,18,2.67,5.64,64,8,1.38,2.57,33
a380e,2019-05-10,00-06,0,0.0,0.0,0,5,0.46,1.22,11,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
a380e,2019-05-10,06-12,4,0.25,0.9,6,8,1.12,2.63,27,12,0.58,2.47,14,0,0.0,0.0,0,9,0.88,2.49,21,13,1.29,3.46,31,12,1.21,3.27,29
a380e,2019-05-10,12-18,7,0.62,1.76,15,0,0.0,0.0,0,6,0.33,1.27,8,0,0.0,0.0,0,2,0.08,0.41,2,17,1.62,4.52,39,7,0.62,1.86,15
a380e,2019-05-10,18-24,4,0.17,0.82,4,12,0.75,2.56,18,4,0.5,1.22,12,0,0.0,0.0,0,7,0.71,1.88,17,12,1.54,3.62,37,8,1.21,2.59,29
a380e,2019-05-11,00-06,0,0.0,0.0,0,5,0.62,1.35,15,0,0.0,0.0,0,0,0.0,0.0,0,1,0.04,0.2,1,9,0.38,1.84,9,5,0.21,1.02,5
a380e,2019-05-11,06-12,6,0.25,1.22,6,12,0.96,2.85,23,8,0.92,2.5,22,0,0.0,0.0,0,5,0.38,1.17,9,21,3.0,6.21,72,11,1.71,3.34,41
a380e,2019-05-11,12-18,2,0.17,0.56,4,7,0.92,2.26,22,8,0.75,1.94,18,0,0.0,0.0,0,3,0.33,0.76,8,13,2.0,3.76,48,7,1.46,2.64,35
a380e,2019-05-11,18-24,0,0.0,0.0,0,16,2.08,4.55,50,2,0.08,0.41,2,0,0.0,0.0,0,5,0.42,1.18,10,8,0.67,1.99,16,6,0.5,1.44,12
a380e,2019-05-12,00-06,0,0.0,0.0,0,4,0.54,1.18,13,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
a380e,2019-05-12,06-12,1,0.04,0.2,1,9,0.71,2.07,17,26,1.67,5.58,40,0,0.0,0.0,0,2,0.25,0.61,6,20,2.96,6.42,71,12,1.5,3.44,36
a380e,2019-05-12,12-18,3,0.12,0.61,3,11,0.83,2.84,20,8,0.58,1.82,14,0,0.0,0.0,0,7,0.62,1.79,15,11,1.04,2.91,25,11,0.92,2.75,22
a380e,2019-05-12,18-24,4,0.17,0.82,4,9,0.5,1.87,12,4,0.42,1.18,10,0,0.0,0.0,0,4,0.38,0.97,9,10,1.46,3.08,35,8,1.17,2.41,28
a380e,2019-05-13,00-06,0,0.0,0.0,0,6,0.54,1.41,13,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
a380e,2019-05-13,06-12,0,0.0,0.0,0,14,1.5,4.1,36,8,0.5,1.79,12,0,0.0,0.0,0,7,0.67,1.9,16,17,1.92,4.11,46,9,1.33,2.68,32
a380e,2019-05-13,12-18,4,0.25,0.9,6,2,0.08,0.41,2,12,1.25,3.27,30,0,0.0,0.0,0,7,0.42,1.53,10,17,2.12,4.97,51,13,1.46,3.61,35
a380e,2019-05-13,18-24,2,0.08,0.41,2,13,0.54,2.65,13,4,0.33,0.96,8,0,0.0,0.0,0,4,0.29,0.91,7,12,1.54,3.6,37,6,1.0,2.04,24
a380e,2019-05-14,00-06,0,0.0,0.0,0,5,0.42,1.21,10,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
a380e,2019-05-14,06-12,4,0.21,0.83,5,14,1.08,3.24,26,10,0.5,2.06,12,0,0.0,0.0,0,10,0.58,2.1,14,18,1.58,4.12,38,13,1.08,3.06,26
a380e,2019-05-14,12-18,6,0.46,1.56,11,4,0.21,0.83,5,10,0.92,2.57,22,0,0.0,0.0,0,3,0.21,0.72,5,17,2.33,5.39,56,16,1.62,3.74,39
a380e,2019-05-14,18-24,6,0.25,1.22,6,3,0.12,0.61,3,2,0.17,0.56,4,0,0.0,0.0,0,5,0.21,1.02,5,10,1.62,3.72,39,13,1.21,3.23,29
a380e,2019-05-15,00-06,0,0.0,0.0,0,7,0.88,1.92,21,4,0.17,0.82,4,0,0.0,0.0,0,1,0.04,0.2,1,4,0.17,0.82,4,2,0.08,0.41,2
a380e,2019-05-15,06-12,1,0.08,0.28,2,9,0.88,2.21,21,6,0.25,1.22,6,0,0.0,0.0,0,4,0.42,1.06,10,16,1.71,4.42,41,17,1.62,4.13,39
a380e,2019-05-15,12-18,0,0.0,0.0,0,2,0.08,0.41,2,4,0.17,0.82,4,0,0.0,0.0,0,6,0.25,1.22,6,16,1.25,4.25,30,13,1.04,3.53,25
a380e,2019-05-15,18-24,4,0.17,0.82,4,8,0.79,2.06,19,8,1.0,2.45,24,0,0.0,0.0,0,2,0.12,0.45,3,20,2.54,6.35,61,13,1.21,3.12,29
a380e,2019-05-16,00-06,0,0.0,0.0,0,5,0.75,1.57,18,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
a380e,2019-05-16,06-12,0,0.0,0.0,0,14,0.83,2.94,20,10,0.5,2.06,12,0,0.0,0.0,0,4,0.25,0.9,6,28,3.12,7.22,75,9,1.33,2.82,32
a380e,2019-05-16,12-18,12,0.67,2.55,16,2,0.12,0.45,3,17,1.17,3.62,28,0,0.0,0.0,0,7,0.71,1.71,17,17,3.0,5.61,72,7,1.21,2.28,29
a380e,2019-05-16,18-24,5,0.38,1.28,9,13,0.67,2.66,16,10,1.17,2.94,28,0,0.0,0.0,0,4,0.46,1.06,11,22,3.04,6.47,73,9,1.17,2.57,28
a380e,2019-05-17,00-06,0,0.0,0.0,0,5,0.71,1.43,17,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
a380e,2019-05-17,06-12,4,0.17,0.82,4,9,0.96,2.42,23,4,0.25,0.9,6,0,0.0,0.0,0,3,0.38,0.92,9,16,1.29,3.59,31,12,1.17,2.96,28
a380e,2019-05-17,12-18,2,0.08,0.41,2,0,0.0,0.0,0,8,0.67,1.83,16,0,0.0,0.0,0,2,0.12,0.45,3,14,2.25,4.34,54,17,1.88,4.41,45
a380e,2019-05-17,18-24,4,0.17,0.82,4,10,0.42,2.04,10,6,0.5,1.47,12,0,0.0,0.0,0,2,0.12,0.45,3,27,2.5,6.23,60,7,0.88,1.87,21
a380e,2019-05-18,00-06,0,0.0,0.0,0,5,0.79,1.61,19,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
a380e,2019-05-18,06-12,0,0.0,0.0,0,8,1.08,2.38,26,6,0.25,1.22,6,0,0.0,0.0,0,5,0.46,1.14,11,11,1.46,3.28,35,16,1.71,3.99,41
a380e,2019-05-18,12-18,2,0.17,0.56,4,5,0.25,1.03,6,6,0.96,1.94,23,0,0.0,0.0,0,11,1.04,2.6,25,18,2.54,5.39,61,9,1.29,2.73,31
a380e,2019-05-18,18-24,6,0.25,1.22,6,17,0.71,3.47,17,8,0.92,2.04,22,0,0.0,0.0,0,3,0.25,0.85,6,19,2.33,4.91,56,8,1.25,2.36,30
a380e,2019-05-19,00-06,0,0.0,0.0,0,4,0.46,1.06,11,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
a380e,2019-05-19,06-12,0,0.0,0.0,0,14,1.46,3.89,35,6,0.42,1.44,10,0,0.0,0.0,0,7,0.67,1.97,16,13,1.71,4.01,41,11,1.33,3.31,32
a380e,2019-05-19,12-18,4,0.17,0.82,4,4,0.17,0.82,4,10,0.5,2.06,12,0,0.0,0.0,0,5,0.29,1.08,7,19,1.96,4.89,47,8,0.79,2.02,19
a380e,2019-05-19,18-24,0,0.0,0.0,0,13,0.62,2.67,15,8,0.58,2.0,14,0,0.0,0.0,0,2,0.17,0.56,4,18,2.17,5.24,52,11,1.42,3.35,34
a380e,2019-05-20,00-06,0,0.0,0.0,0,6,0.71,1.57,17,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
a380e,2019-05-20,06-12,2,0.17,0.56,4,13,1.12,3.53,27,10,0.67,2.18,16,0,0.0,0.0,0,10,0.92,2.64,22,18,1.54,4.27,37,16,1.08,3.4,26
a380e,2019-05-20,12-18,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.04,0.2,1,2,0.08,0.41,2,1,0.04,0.2,1
a380e,2019-05-20,18-24,4,0.17,0.82,4,3,0.17,0.64,4,7,0.67,1.86,16,0,0.0,0.0,0,1,0.08,0.28,2,15,2.04,4.82,49,10,1.29,3.03,31
a380e,2019-05-21,00-06,0,0.0,0.0,0,6,0.67,1.49,16,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
a380e,2019-05-21,06-12,2,0.17,0.56,4,11,1.04,2.96,25,8,0.5,1.69,12,0,0.0,0.0,0,5,0.58,1.41,14,12,1.42,3.13,34,11,1.12,2.88,27
a380e,2019-05-21,12-18,9,0.5,1.87,12,2,0.08,0.41,2,8,0.92,2.12,22,0,0.0,0.0,0,9,0.54,1.89,13,22,3.21,7.32,77,14,1.54,3.81,37
a380e,2019-05-21,18-24,14,0.75,2.88,18,5,0.25,1.03,6,4,0.42,1.18,10,0,0.0,0.0,0,3,0.29,0.75,7,15,1.12,3.26,27,7,0.54,1.56,13
a380e,2019-05-22,00-06,0,0.0,0.0,0,2,0.25,0.68,6,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
a380e,2019-05-22,06-12,0,0.0,0.0,0,11,1.58,3.48,38,4,0.25,0.9,6,0,0.0,0.0,0,3,0.29,0.69,7,15,1.5,3.79,36,13,1.33,3.21,32
a380e,2019-05-22,12-18,5,0.21,1.02,5,9,0.38,1.84,9,6,0.58,1.72,14,0,0.0,0.0,0,4,0.21,0.83,5,13,1.04,3.39,25,12,1.08,3.39,26
a380e,2019-05-22,18-24,4,0.17,0.82,4,3,0.12,0.61,3,10,0.67,2.18,16,0,0.0,0.0,0,2,0.08,0.41,2,16,1.88,4.17,45,8,1.21,2.47,29
a380e,2019-05-23,00-06,0,0.0,0.0,0,8,0.88,2.05,21,0,0.0,0.0,0,0,0.0,0.0,0,2,0.08,0.41,2,7,0.29,1.43,7,10,0.42,2.04,10
a380e,2019-05-23,06-12,2,0.08,0.41,2,9,0.88,2.25,21,6,0.33,1.27,8,0,0.0,0.0,0,7,0.58,1.72,14,12,1.21,3.05,29,17,1.46,4.05,35
a380e,2019-05-23,12-18,0,0.0,0.0,0,0,0.0,0.0,0,6,0.25,1.22,6,0,0.0,0.0,0,2,0.08,0.41,2,19,0.83,3.87,20,15,0.62,3.06,15
a380e,2019-05-23,18-24,4,0.17,0.82,4,6,0.25,1.22,6,14,1.12,3.38,27,0,0.0,0.0,0,5,0.42,1.28,10,15,1.92,4.7,46,7,0.88,2.05,21
a380e,2019-05-24,00-06,0,0.0,0.0,0,7,0.79,1.77,19,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
a380e,2019-05-24,06-12,4,0.25,0.9,6,12,1.21,3.13,29,6,0.42,1.44,10,0,0.0,0.0,0,6,0.54,1.41,13,15,1.04,3.24,25,13,0.83,2.75,20
a380e,2019-05-24,12-18,0,0.0,0.0,0,1,0.08,0.28,2,0,0.0,0.0,0,0,0.0,0.0,0,6,0.29,1.23,7,8,0.33,1.63,8,15,0.62,3.06,15
a380e,2019-05-24,18-24,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
