id,date,6h,bathroom-count-max,bathroom-count-mean,bathroom-count-std,bathroom-count-sum,bedroom-count-max,bedroom-count-mean,bedroom-count-std,bedroom-count-sum,front-door-count-max,front-door-count-mean,front-door-count-std,front-door-count-sum,hallway-count-max,hallway-count-mean,hallway-count-std,hallway-count-sum,kitchen-count-max,kitchen-count-mean,kitchen-count-std,kitchen-count-sum
16f4b,2019-05-14,12-18,14,2.17,4.26,52,0,0.0,0.0,0,12,0.92,2.89,22,13,2.62,4.73,63,12,1.92,3.71,46
16f4b,2019-05-14,18-24,12,0.83,2.7,20,0,0.0,0.0,0,16,1.42,3.75,34,9,1.33,2.75,32,13,1.38,3.4,33
16f4b,2019-05-15,00-06,2,0.08,0.41,2,0,0.0,0.0,0,0,0.0,0.0,0,5,0.25,1.03,6,2,0.08,0.41,2
16f4b,2019-05-15,06-12,14,1.62,4.09,39,0,0.0,0.0,0,14,1.5,3.69,36,17,2.04,4.82,49,16,1.62,4.36,39
16f4b,2019-05-15,12-18,10,1.46,2.81,35,0,0.0,0.0,0,8,1.0,2.36,24,11,2.08,3.79,50,17,1.88,4.4,45
16f4b,2019-05-15,18-24,9,1.21,2.89,29,0,0.0,0.0,0,4,0.25,0.9,6,12,1.71,3.64,41,20,1.83,4.57,44
16f4b,2019-05-16,00-06,2,0.17,0.48,4,0,0.0,0.0,0,0,0.0,0.0,0,6,0.42,1.32,10,4,0.21,0.83,5
16f4b,2019-05-16,06-12,18,2.0,4.86,48,0,0.0,0.0,0,6,0.58,1.5,14,17,1.79,4.4,43,13,1.71,4.15,41
16f4b,2019-05-16,12-18,10,1.54,2.95,37,0,0.0,0.0,0,2,0.08,0.41,2,9,1.62,2.95,39,8,1.0,2.06,24
16f4b,2019-05-16,18-24,7,1.17,2.24,28,0,0.0,0.0,0,2,0.17,0.56,4,8,1.62,2.95,39,12,1.62,3.25,39
16f4b,2019-05-17,00-06,2,0.08,0.41,2,0,0.0,0.0,0,0,0.0,0.0,0,5,0.33,1.17,8,4,0.17,0.82,4
16f4b,2019-05-17,06-12,14,1.46,3.98,35,0,0.0,0.0,0,6,0.58,1.5,14,21,2.0,5.15,48,14,1.46,3.72,35
16f4b,2019-05-17,12-18,18,1.92,4.6,46,0,0.0,0.0,0,12,0.92,2.89,22,15,2.58,5.29,62,15,2.04,4.49,49
16f4b,2019-05-17,18-24,7,0.58,1.72,14,0,0.0,0.0,0,2,0.17,0.56,4,16,2.12,4.47,51,12,1.75,3.45,42
16f4b,2019-05-18,00-06,1,0.12,0.34,3,0,0.0,0.0,0,0,0.0,0.0,0,4,0.38,1.06,9,6,0.25,1.22,6
16f4b,2019-05-18,06-12,15,1.54,3.83,37,0,0.0,0.0,0,4,0.33,0.96,8,16,1.79,4.33,43,14,1.54,3.73,37
16f4b,2019-05-18,12-18,12,1.42,3.46,34,0,0.0,0.0,0,14,1.5,3.74,36,22,3.46,6.63,83,16,2.42,4.93,58
16f4b,2019-05-18,18-24,23,2.92,6.23,70,0,0.0,0.0,0,8,0.75,1.94,18,27,4.0,7.77,96,24,3.5,7.13,84
16f4b,2019-05-19,00-06,3,0.21,0.72,5,0,0.0,0.0,0,8,0.5,1.79,12,5,0.38,1.28,9,4,0.29,1.0,7
16f4b,2019-05-19,06-12,21,1.92,5.08,46,0,0.0,0.0,0,4,0.38,1.06,9,18,1.88,4.9,45,15,1.42,4.23,34
16f4b,2019-05-19,12-18,6,0.25,1.22,6,0,0.0,0.0,0,10,0.46,2.04,11,24,1.21,4.9,29,15,0.62,3.06,15
16f4b,2019-05-19,18-24,8,0.83,2.3,20,0,0.0,0.0,0,14,1.04,3.25,25,14,1.58,3.79,38,12,1.33,3.46,32
16f4b,2019-05-20,00-06,2,0.08,0.41,2,0,0.0,0.0,0,0,0.0,0.0,0,3,0.12,0.61,3,1,0.04,0.2,1
16f4b,2019-05-20,06-12,11,1.04,2.71,25,0,0.0,0.0,0,30,2.12,6.48,51,19,2.42,5.48,58,16,2.17,5.23,52
16f4b,2019-05-20,12-18,3,0.38,0.82,9,0,0.0,0.0,0,12,1.33,3.1,32,15,2.29,4.83,55,21,2.08,5.09,50
16f4b,2019-05-20,18-24,2,0.08,0.41,2,0,0.0,0.0,0,2,0.17,0.56,4,7,0.54,1.64,13,5,0.38,1.17,9
16f4b,2019-05-21,00-06,3,0.12,0.61,3,0,0.0,0.0,0,1,0.04,0.2,1,3,0.21,0.72,5,3,0.21,0.72,5
16f4b,2019-05-21,06-12,8,0.67,2.26,16,0,0.0,0.0,0,9,0.71,2.1,17,12,1.33,3.23,32,10,1.12,2.69,27
16f4b,2019-05-21,12-18,12,1.38,3.24,33,0,0.0,0.0,0,16,1.5,4.19,36,17,2.38,5.04,57,10,1.5,3.06,36
16f4b,2019-05-21,18-24,7,0.92,1.98,22,0,0.0,0.0,0,8,0.58,1.82,14,16,1.96,4.02,47,19,1.71,4.22,41
16f4b,2019-05-22,00-06,1,0.08,0.28,2,0,0.0,0.0,0,0,0.0,0.0,0,4,0.29,0.91,7,2,0.12,0.45,3
16f4b,2019-05-22,06-12,10,1.21,2.93,29,0,0.0,0.0,0,4,0.42,1.02,10,11,1.33,3.19,32,11,1.38,3.33,33
16f4b,2019-05-22,12-18,13,1.75,3.86,42,0,0.0,0.0,0,6,0.25,1.22,6,10,2.04,3.67,49,16,2.17,4.42,52
16f4b,2019-05-22,18-24,12,1.42,3.35,34,0,0.0,0.0,0,14,0.83,3.06,20,17,2.25,4.91,54,13,2.12,4.32,51
16f4b,2019-05-23,00-06,2,0.08,0.41,2,0,0.0,0.0,0,0,0.0,0.0,0,12,0.62,2.45,15,7,0.38,1.47,9
16f4b,2019-05-23,06-12,10,0.71,2.18,17,0,0.0,0.0,0,8,0.75,1.94,18,21,1.79,4.84,43,23,1.83,5.12,44
16f4b,2019-05-23,12-18,8,0.83,2.1,20,0,0.0,0.0,0,2,0.17,0.56,4,11,1.88,3.53,45,7,1.46,2.64,35
16f4b,2019-05-23,18-24,3,0.33,0.82,8,0,0.0,0.0,0,8,0.58,1.82,14,13,1.75,3.96,42,12,1.17,3.13,28
16f4b,2019-05-24,00-06,3,0.29,0.86,7,0,0.0,0.0,0,0,0.0,0.0,0,4,0.42,1.06,10,3,0.21,0.72,5
16f4b,2019-05-24,06-12,25,2.46,6.76,59,0,0.0,0.0,0,8,0.75,2.03,18,23,2.58,6.86,62,22,2.08,6.01,50
16f4b,2019-05-24,12-18,12,1.42,3.32,34,0,0.0,0.0,0,7,0.75,1.73,18,14,1.83,3.87,44,9,1.17,2.44,28
16f4b,2019-05-24,18-24,8,1.04,2.42,25,0,0.0,0.0,0,4,0.17,0.82,4,17,2.25,5.1,54,17,2.17,5.1,52
16f4b,2019-05-25,00-06,1,0.08,0.28,2,0,0.0,0.0,0,0,0.0,0.0,0,5,0.29,1.04,7,3,0.17,0.64,4
16f4b,2019-05-25,06-12,11,1.08,2.83,26,0,0.0,0.0,0,14,0.58,2.86,14,18,1.5,4.26,36,18,1.42,4.12,34
16f4b,2019-05-25,12-18,6,0.58,1.64,14,0,0.0,0.0,0,18,1.92,4.27,46,14,2.5,4.68,60,15,2.12,4.07,51
16f4b,2019-05-25,18-24,13,0.83,2.78,20,0,0.0,0.0,0,20,1.62,4.32,39,14,1.88,4.05,45,13,1.62,3.7,39
16f4b,2019-05-26,00-06,3,0.17,0.64,4,0,0.0,0.0,0,0,0.0,0.0,0,5,0.38,1.28,9,4,0.29,1.0,7
16f4b,2019-05-26,06-12,17,1.42,4.38,34,0,0.0,0.0,0,14,1.17,3.38,28,21,2.33,5.9,56,18,1.5,4.37,36
16f4b,2019-05-26,12-18,16,2.5,5.08,60,0,0.0,0.0,0,4,0.5,1.06,12,18,2.92,5.76,70,14,2.21,4.25,53
16f4b,2019-05-26,18-24,6,0.54,1.35,13,0,0.0,0.0,0,6,0.75,1.85,18,21,2.29,5.41,55,12,1.5,3.51,36
16f4b,2019-05-27,00-06,1,0.08,0.28,2,0,0.0,0.0,0,0,0.0,0.0,0,4,0.33,0.96,8,2,0.12,0.45,3
16f4b,2019-05-27,06-12,13,1.29,3.46,31,0,0.0,0.0,0,8,0.5,1.69,12,14,1.38,3.75,33,16,1.33,3.81,32
16f4b,2019-05-27,12-18,14,0.88,3.14,21,0,0.0,0.0,0,22,1.5,5.22,36,20,1.62,5.1,39,12,0.96,3.25,23
16f4b,2019-05-27,18-24,9,0.83,2.22,20,0,0.0,0.0,0,6,0.58,1.5,14,16,1.96,4.53,47,22,2.17,5.61,52
16f4b,2019-05-28,00-06,2,0.12,0.45,3,0,0.0,0.0,0,0,0.0,0.0,0,2,0.29,0.69,7,5,0.29,1.04,7
16f4b,2019-05-28,06-12,11,0.75,2.44,18,0,0.0,0.0,0,8,0.67,1.83,16,22,2.04,5.25,49,16,1.58,3.94,38
16f4b,2019-05-28,12-18,10,1.12,2.69,27,0,0.0,0.0,0,14,1.33,3.37,32,19,2.46,5.0,59,14,2.04,3.99,49
16f4b,2019-05-28,18-24,8,0.96,2.22,23,0,0.0,0.0,0,4,0.25,0.9,6,12,1.75,3.8,42,15,2.17,4.9,52
16f4b,2019-05-29,00-06,2,0.08,0.41,2,0,0.0,0.0,0,0,0.0,0.0,0,5,0.25,1.03,6,4,0.29,1.0,7
16f4b,2019-05-29,06-12,8,0.58,1.79,14,0,0.0,0.0,0,10,0.67,2.18,16,14,1.33,3.57,32,9,0.92,2.52,22
16f4b,2019-05-29,12-18,3,0.33,0.82,8,0,0.0,0.0,0,4,0.25,0.9,6,10,1.21,2.69,29,8,1.29,2.73,31
16f4b,2019-05-29,18-24,8,1.21,2.4,29,0,0.0,0.0,0,2,0.17,0.56,4,11,1.83,3.48,44,16,2.17,4.36,52
16f4b,2019-05-30,00-06,1,0.04,0.2,1,0,0.0,0.0,0,0,0.0,0.0,0,6,0.42,1.32,10,5,0.29,1.08,7
16f4b,2019-05-30,06-12,12,1.33,3.07,32,0,0.0,0.0,0,6,0.92,2.04,22,15,2.21,4.58,53,12,1.58,3.57,38
16f4b,2019-05-30,12-18,12,0.96,2.56,23,0,0.0,0.0,0,12,1.0,2.77,24,14,1.75,3.65,42,11,1.46,3.15,35
16f4b,2019-05-30,18-24,10,1.17,2.78,28,0,0.0,0.0,0,10,0.83,2.28,20,11,1.96,3.69,47,15,1.83,4.0,44
16f4b,2019-05-31,00-06,1,0.04,0.2,1,0,0.0,0.0,0,0,0.0,0.0,0,6,0.38,1.35,9,3,0.21,0.72,5
16f4b,2019-05-31,06-12,10,0.58,2.1,14,0,0.0,0.0,0,10,0.67,2.1,16,17,1.58,4.1,38,16,1.83,4.57,44
16f4b,2019-05-31,12-18,10,1.54,3.24,37,0,0.0,0.0,0,6,0.83,2.04,20,12,2.08,4.09,50,7,1.25,2.51,30
16f4b,2019-05-31,18-24,8,0.88,2.15,21,0,0.0,0.0,0,4,0.25,0.9,6,10,1.5,3.39,36,12,1.33,3.14,32
16f4b,2019-06-01,00-06,1,0.04,0.2,1,0,0.0,0.0,0,2,0.08,0.41,2,5,0.25,1.03,6,2,0.12,0.45,3
16f4b,2019-06-01,06-12,13,1.25,3.44,30,0,0.0,0.0,0,12,0.75,2.49,18,24,2.21,6.06,53,24,2.38,6.17,57
16f4b,2019-06-01,12-18,5,0.83,1.61,20,0,0.0,0.0,0,10,0.58,2.08,14,15,1.42,3.39,34,9,1.04,2.44,25
16f4b,2019-06-01,18-24,5,0.54,1.35,13,0,0.0,0.0,0,2,0.17,0.56,4,14,1.58,3.68,38,9,1.25,2.54,30
16f4b,2019-06-02,00-06,5,0.21,1.02,5,0,0.0,0.0,0,0,0.0,0.0,0,4,0.29,1.0,7,6,0.33,1.27,8
16f4b,2019-06-02,06-12,8,0.83,1.99,20,0,0.0,0.0,0,4,0.33,0.96,8,12,1.29,3.06,31,11,1.38,3.21,33
16f4b,2019-06-02,12-18,12,1.33,2.96,32,0,0.0,0.0,0,2,0.08,0.41,2,12,1.5,3.04,36,14,1.54,3.48,37
16f4b,2019-06-02,18-24,9,0.96,2.49,23,0,0.0,0.0,0,8,0.58,1.82,14,14,2.04,3.99,49,15,2.17,4.14,52
16f4b,2019-06-03,00-06,3,0.12,0.61,3,0,0.0,0.0,0,0,0.0,0.0,0,3,0.25,0.74,6,6,0.29,1.23,7
16f4b,2019-06-03,06-12,9,0.67,1.99,16,0,0.0,0.0,0,4,0.5,1.22,12,13,1.21,2.98,29,9,0.92,2.19,22
16f4b,2019-06-03,12-18,10,1.0,2.64,24,0,0.0,0.0,0,4,0.29,0.91,7,18,2.17,5.52,52,10,1.12,2.95,27
16f4b,2019-06-03,18-24,6,0.29,1.23,7,0,0.0,0.0,0,8,0.71,1.88,17,14,1.88,4.18,45,16,1.83,4.42,44
16f4b,2019-06-04,00-06,1,0.08,0.28,2,0,0.0,0.0,0,0,0.0,0.0,0,7,0.54,1.64,13,4,0.29,1.0,7
16f4b,2019-06-04,06-12,11,1.08,2.73,26,0,0.0,0.0,0,10,0.75,2.19,18,20,2.38,5.44,57,19,2.12,5.08,51
16f4b,2019-06-04,12-18,21,1.75,4.56,42,0,0.0,0.0,0,23,1.96,5.13,47,25,5.0,9.03,120,19,3.88,7.05,93
16f4b,2019-06-04,18-24,20,2.54,5.59,61,0,0.0,0.0,0,12,1.08,2.89,26,22,3.08,6.78,74,16,2.08,4.63,50
16f4b,2019-06-05,00-06,1,0.04,0.2,1,0,0.0,0.0,0,0,0.0,0.0,0,6,0.46,1.44,11,5,0.21,1.02,5
16f4b,2019-06-05,06-12,10,1.0,2.69,24,0,0.0,0.0,0,6,0.42,1.44,10,20,1.79,5.14,43,13,1.5,3.99,36
16f4b,2019-06-05,12-18,13,1.21,2.93,29,0,0.0,0.0,0,14,1.12,3.14,27,16,3.08,5.64,74,10,2.21,4.01,53
16f4b,2019-06-05,18-24,6,0.5,1.44,12,0,0.0,0.0,0,6,0.54,1.59,13,17,1.96,4.12,47,12,2.12,4.05,51
16f4b,2019-06-06,00-06,5,0.25,1.03,6,0,0.0,0.0,0,2,0.08,0.41,2,8,0.54,1.74,13,4,0.29,0.91,7
16f4b,2019-06-06,06-12,11,0.92,2.65,22,0,0.0,0.0,0,6,0.58,1.5,14,18,2.08,5.27,50,17,1.5,4.04,36
16f4b,2019-06-06,12-18,4,0.5,1.1,12,0,0.0,0.0,0,6,0.25,1.22,6,9,1.21,2.59,29,6,0.67,1.49,16
16f4b,2019-06-06,18-24,6,0.83,1.69,20,0,0.0,0.0,0,4,0.25,0.9,6,14,1.54,3.32,37,12,1.29,2.88,31
16f4b,2019-06-07,00-06,2,0.12,0.45,3,0,0.0,0.0,0,4,0.17,0.82,4,4,0.42,1.18,10,5,0.42,1.28,10
16f4b,2019-06-07,06-12,14,1.5,3.97,36,0,0.0,0.0,0,6,0.42,1.32,10,17,1.88,4.58,45,13,1.67,4.38,40
16f4b,2019-06-07,12-18,21,1.79,5.06,43,0,0.0,0.0,0,4,0.42,1.18,10,8,1.08,2.21,26,19,2.33,5.24,56
16f4b,2019-06-07,18-24,2,0.21,0.59,5,0,0.0,0.0,0,8,0.5,1.69,12,8,0.54,1.69,13,19,1.88,4.77,45
16f4b,2019-06-08,00-06,2,0.12,0.45,3,0,0.0,0.0,0,0,0.0,0.0,0,2,0.12,0.45,3,6,0.38,1.28,9
16f4b,2019-06-08,06-12,10,1.17,2.84,28,0,0.0,0.0,0,6,0.5,1.47,12,13,0.83,2.78,20,21,1.83,5.31,44
16f4b,2019-06-08,12-18,5,0.54,1.38,13,0,0.0,0.0,0,8,0.5,1.79,12,7,0.96,2.01,23,14,1.83,3.82,44
16f4b,2019-06-08,18-24,8,0.83,2.28,20,0,0.0,0.0,0,6,0.33,1.27,8,7,0.67,1.74,16,22,2.58,5.75,62
16f4b,2019-06-09,00-06,2,0.08,0.41,2,0,0.0,0.0,0,0,0.0,0.0,0,2,0.12,0.45,3,7,0.29,1.43,7
16f4b,2019-06-09,06-12,11,0.83,2.51,20,0,0.0,0.0,0,8,0.5,1.69,12,6,0.54,1.56,13,16,1.46,4.52,35
16f4b,2019-06-09,12-18,5,0.21,1.02,5,0,0.0,0.0,0,10,1.0,2.43,24,10,1.17,2.87,28,17,1.58,4.63,38
16f4b,2019-06-09,18-24,9,0.92,2.34,22,0,0.0,0.0,0,6,0.33,1.27,8,11,1.29,2.99,31,14,1.96,4.07,47
16f4b,2019-06-10,00-06,1,0.04,0.2,1,0,0.0,0.0,0,0,0.0,0.0,0,1,0.04,0.2,1,3,0.17,0.64,4
16f4b,2019-06-10,06-12,10,0.88,2.47,21,0,0.0,0.0,0,4,0.5,1.22,12,7,0.83,1.97,20,9,1.21,2.83,29
16f4b,2019-06-10,12-18,10,1.12,2.56,27,0,0.0,0.0,0,6,0.75,1.75,18,8,1.0,2.06,24,8,1.25,2.64,30
16f4b,2019-06-10,18-24,4,0.62,1.21,15,0,0.0,0.0,0,4,0.17,0.82,4,8,0.75,2.05,18,19,2.08,4.93,50
16f4b,2019-06-11,00-06,1,0.04,0.2,1,0,0.0,0.0,0,0,0.0,0.0,0,1,0.12,0.34,3,4,0.38,1.06,9
16f4b,2019-06-11,06-12,19,1.88,5.38,45,0,0.0,0.0,0,17,0.96,3.63,23,12,0.88,2.77,21,15,1.67,4.09,40
16f4b,2019-06-11,12-18,12,1.17,3.03,28,0,0.0,0.0,0,4,0.58,1.38,14,9,0.83,2.04,20,10,1.67,3.31,40
16f4b,2019-06-11,18-24,10,1.0,2.75,24,0,0.0,0.0,0,2,0.25,0.68,6,6,0.62,1.61,15,10,1.42,2.96,34
16f4b,2019-06-12,00-06,1,0.12,0.34,3,0,0.0,0.0,0,0,0.0,0.0,0,1,0.12,0.34,3,4,0.33,1.01,8
16f4b,2019-06-12,06-12,13,1.25,3.47,30,0,0.0,0.0,0,12,0.83,2.7,20,8,0.92,2.34,22,13,1.25,3.21,30
16f4b,2019-06-12,12-18,10,0.79,2.25,19,0,0.0,0.0,0,13,0.96,2.88,23,13,1.04,2.82,25,17,2.25,4.62,54
16f4b,2019-06-12,18-24,7,0.96,1.99,23,0,0.0,0.0,0,8,0.58,1.82,14,11,1.08,2.9,26,16,2.12,4.51,51
16f4b,2019-06-13,00-06,2,0.17,0.48,4,0,0.0,0.0,0,0,0.0,0.0,0,2,0.08,0.41,2,3,0.33,0.82,8
16f4b,2019-06-13,06-12,17,2.17,4.48,52,0,0.0,0.0,0,8,0.58,1.72,14,11,1.46,3.08,35,20,2.12,4.8,51
16f4b,2019-06-13,12-18,24,1.21,4.91,29,0,0.0,0.0,0,6,0.75,1.75,18,7,0.71,1.78,17,15,1.71,3.74,41
16f4b,2019-06-13,18-24,8,0.96,2.18,23,0,0.0,0.0,0,12,0.67,2.48,16,9,1.21,2.64,29,17,2.5,5.19,60
16f4b,2019-06-14,00-06,2,0.17,0.48,4,0,0.0,0.0,0,0,0.0,0.0,0,2,0.17,0.48,4,3,0.25,0.74,6
16f4b,2019-06-14,06-12,17,2.17,5.51,52,0,0.0,0.0,0,6,0.62,1.71,15,9,1.25,2.89,30,24,2.42,6.04,58
16f4b,2019-06-14,12-18,4,0.42,0.93,10,0,0.0,0.0,0,8,0.83,2.12,20,5,0.46,1.22,11,8,0.88,2.01,21
16f4b,2019-06-14,18-24,6,0.62,1.61,15,0,0.0,0.0,0,2,0.25,0.68,6,4,0.62,1.28,15,9,1.54,3.16,37
16f4b,2019-06-15,00-06,1,0.04,0.2,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
16f4b,2019-06-15,06-12,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
16f4b,2019-06-15,12-18,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
16f4b,2019-06-15,18-24,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
16f4b,2019-06-17,00-06,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
16f4b,2019-06-17,06-12,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
16f4b,2019-06-17,12-18,4,0.25,0.9,6,0,0.0,0.0,0,4,0.17,0.82,4,4,0.25,0.85,6,7,0.46,1.61,11
16f4b,2019-06-17,18-24,4,0.42,1.06,10,0,0.0,0.0,0,4,0.33,1.13,8,4,0.5,1.1,12,12,1.5,3.45,36
16f4b,2019-06-18,00-06,1,0.08,0.28,2,0,0.0,0.0,0,0,0.0,0.0,0,2,0.08,0.41,2,2,0.12,0.45,3
16f4b,2019-06-18,06-12,16,1.04,3.43,25,0,0.0,0.0,0,6,0.42,1.32,10,9,0.71,1.99,17,17,2.0,4.91,48
16f4b,2019-06-18,12-18,8,0.79,1.82,19,0,0.0,0.0,0,4,0.75,1.42,18,12,0.83,2.51,20,11,2.21,4.01,53
16f4b,2019-06-18,18-24,6,0.54,1.41,13,0,0.0,0.0,0,2,0.33,0.76,8,5,0.62,1.47,15,12,2.08,3.99,50
16f4b,2019-06-19,00-06,1,0.08,0.28,2,0,0.0,0.0,0,0,0.0,0.0,0,1,0.08,0.28,2,0,0.0,0.0,0
16f4b,2019-06-19,06-12,18,2.08,5.52,50,0,0.0,0.0,0,53,4.71,13.06,113,17,1.62,4.06,39,20,2.71,6.27,65
16f4b,2019-06-19,12-18,21,1.46,4.33,35,0,0.0,0.0,0,16,1.75,3.96,42,6,0.25,1.22,6,21,3.04,5.83,73
16f4b,2019-06-19,18-24,7,0.62,1.97,15,0,0.0,0.0,0,6,0.33,1.27,8,10,0.83,2.26,20,15,1.62,3.85,39
16f4b,2019-06-20,00-06,1,0.04,0.2,1,0,0.0,0.0,0,0,0.0,0.0,0,2,0.08,0.41,2,2,0.17,0.56,4
16f4b,2019-06-20,06-12,20,1.42,4.42,34,0,0.0,0.0,0,6,0.67,1.63,16,13,1.0,3.02,24,14,1.46,4.12,35
16f4b,2019-06-20,12-18,4,0.5,1.18,12,0,0.0,0.0,0,7,0.62,1.56,15,9,0.75,2.01,18,18,1.92,4.74,46
16f4b,2019-06-20,18-24,9,0.75,2.07,18,0,0.0,0.0,0,12,0.71,2.61,17,0,0.0,0.0,0,8,1.12,2.54,27
16f4b,2019-06-21,00-06,2,0.29,0.69,7,0,0.0,0.0,0,2,0.08,0.41,2,1,0.04,0.2,1,4,0.42,1.06,10
16f4b,2019-06-21,06-12,18,1.29,3.88,31,0,0.0,0.0,0,10,0.75,2.19,18,5,0.42,1.41,10,23,2.46,6.26,59
16f4b,2019-06-21,12-18,21,1.88,4.55,45,0,0.0,0.0,0,10,1.0,2.43,24,5,0.46,1.28,11,22,3.17,6.25,76
16f4b,2019-06-21,18-24,11,0.92,2.52,22,0,0.0,0.0,0,9,0.54,1.98,13,6,0.58,1.47,14,18,2.79,5.63,67
16f4b,2019-06-22,00-06,3,0.12,0.61,3,0,0.0,0.0,0,0,0.0,0.0,0,1,0.04,0.2,1,1,0.04,0.2,1
16f4b,2019-06-22,06-12,15,1.0,3.24,24,0,0.0,0.0,0,6,0.5,1.47,12,6,0.46,1.38,11,6,0.83,1.93,20
16f4b,2019-06-22,12-18,7,0.58,1.53,14,0,0.0,0.0,0,4,0.33,1.13,8,5,0.38,1.17,9,14,1.21,3.37,29
16f4b,2019-06-22,18-24,12,0.67,2.55,16,0,0.0,0.0,0,4,0.25,0.9,6,4,0.33,1.01,8,14,1.33,3.25,32
16f4b,2019-06-23,00-06,1,0.04,0.2,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,4,0.17,0.82,4
16f4b,2019-06-23,06-12,13,1.12,3.15,27,0,0.0,0.0,0,6,0.5,1.35,12,5,0.38,1.1,9,20,1.79,4.99,43
16f4b,2019-06-23,12-18,10,1.21,2.62,29,0,0.0,0.0,0,4,0.25,0.9,6,7,0.58,1.5,14,11,1.29,3.1,31
16f4b,2019-06-23,18-24,16,1.29,3.52,31,0,0.0,0.0,0,6,0.25,1.22,6,9,0.5,1.87,12,14,2.08,4.42,50
16f4b,2019-06-24,00-06,1,0.04,0.2,1,0,0.0,0.0,0,0,0.0,0.0,0,1,0.04,0.2,1,3,0.12,0.61,3
16f4b,2019-06-24,06-12,9,0.88,2.27,21,0,0.0,0.0,0,6,0.75,1.85,18,6,0.67,1.76,16,22,1.75,4.95,42
16f4b,2019-06-24,12-18,15,1.67,3.71,40,0,0.0,0.0,0,10,1.08,2.5,26,17,1.29,3.58,31,21,4.0,7.36,96
16f4b,2019-06-24,18-24,19,1.67,4.51,40,0,0.0,0.0,0,7,0.62,1.86,15,4,0.42,1.14,10,12,1.75,3.76,42
16f4b,2019-06-25,00-06,2,0.12,0.45,3,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,6,0.29,1.23,7
16f4b,2019-06-25,06-12,10,1.33,2.94,32,0,0.0,0.0,0,4,0.25,0.9,6,4,0.29,0.91,7,15,1.79,4.0,43
16f4b,2019-06-25,12-18,16,1.62,3.93,39,0,0.0,0.0,0,4,0.33,0.96,8,2,0.38,0.77,9,16,1.46,3.61,35
16f4b,2019-06-25,18-24,10,1.0,2.32,24,0,0.0,0.0,0,6,0.25,1.22,6,2,0.08,0.41,2,20,2.21,4.9,53
16f4b,2019-06-26,00-06,2,0.17,0.56,4,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.04,0.2,1
16f4b,2019-06-26,06-12,11,0.58,2.3,14,0,0.0,0.0,0,4,0.33,0.96,8,2,0.08,0.41,2,16,1.62,4.46,39
16f4b,2019-06-26,12-18,7,0.83,1.74,20,0,0.0,0.0,0,10,0.92,2.57,22,7,0.75,1.87,18,16,1.83,3.95,44
16f4b,2019-06-26,18-24,8,0.71,1.81,17,0,0.0,0.0,0,8,0.67,2.01,16,4,0.42,1.02,10,17,1.96,4.71,47
16f4b,2019-06-27,00-06,2,0.08,0.41,2,0,0.0,0.0,0,0,0.0,0.0,0,2,0.12,0.45,3,4,0.17,0.82,4
16f4b,2019-06-27,06-12,17,1.46,4.27,35,0,0.0,0.0,0,18,2.08,5.02,50,9,0.88,2.44,21,18,1.71,4.37,41
16f4b,2019-06-27,12-18,3,0.42,0.93,10,0,0.0,0.0,0,2,0.17,0.56,4,3,0.25,0.68,6,5,0.54,1.28,13
16f4b,2019-06-27,18-24,8,0.88,2.19,21,0,0.0,0.0,0,6,0.42,1.44,10,8,0.54,1.89,13,17,1.83,4.28,44
16f4b,2019-06-28,00-06,5,0.42,1.28,10,0,0.0,0.0,0,0,0.0,0.0,0,2,0.08,0.41,2,1,0.08,0.28,2
16f4b,2019-06-28,06-12,17,1.21,4.04,29,0,0.0,0.0,0,8,0.83,2.12,20,3,0.29,0.75,7,17,2.21,5.3,53
16f4b,2019-06-28,12-18,21,1.79,4.91,43,0,0.0,0.0,0,6,0.96,1.9,23,8,0.71,1.9,17,14,2.38,4.6,57
16f4b,2019-06-28,18-24,5,0.67,1.37,16,0,0.0,0.0,0,4,0.33,0.96,8,3,0.38,0.82,9,14,1.29,3.32,31
16f4b,2019-06-29,00-06,5,0.21,1.02,5,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.04,0.2,1
16f4b,2019-06-29,06-12,7,0.62,1.97,15,0,0.0,0.0,0,7,0.5,1.72,12,4,0.29,1.0,7,13,1.17,3.45,28
16f4b,2019-06-29,12-18,7,0.79,1.74,19,0,0.0,0.0,0,4,0.58,1.25,14,2,0.12,0.45,3,8,1.42,2.69,34
