id,day,quarter,back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
714d7,2019-05-14,12-18,7.0,7.9559,4,6.0,8.0,28.0,27.0,21.0
714d7,2019-05-14,18-24,2.0,7.9559,14,8.0,8.0,20.0,31.0,14.0
714d7,2019-05-15,00-06,0.0,7.4722,5,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-15,06-12,1.0,7.4722,23,24.0,4.0,17.0,44.0,2.0
714d7,2019-05-15,12-18,7.0,7.4722,2,14.0,14.0,26.0,28.0,21.0
714d7,2019-05-15,18-24,2.0,7.4722,32,2.0,2.0,26.0,22.0,21.0
714d7,2019-05-16,00-06,0.0,8.6939,1,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-16,06-12,1.0,8.6939,27,34.0,10.0,36.0,57.0,15.0
714d7,2019-05-16,12-18,5.0,8.6939,6,10.0,8.0,24.0,19.0,17.0
714d7,2019-05-16,18-24,2.0,8.6939,17,2.0,8.0,39.0,39.0,28.0
714d7,2019-05-17,00-06,0.0,8.1184,0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-17,06-12,0.0,8.1184,0,0.0,4.0,3.0,4.0,0.0
714d7,2019-05-17,12-18,0.0,8.1184,0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-17,18-24,0.0,8.1184,0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-18,00-06,0.0,8.4868,0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-18,06-12,0.0,8.4868,0,0.0,4.0,2.0,3.0,0.0
714d7,2019-05-18,12-18,0.0,8.4868,0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-18,18-24,0.0,8.4868,0,0.0,0.0,0.0,2.0,0.0
714d7,2019-05-19,00-06,0.0,8.1645,0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-19,06-12,0.0,8.1645,0,0.0,4.0,2.0,5.0,0.0
714d7,2019-05-19,12-18,0.0,8.1645,0,0.0,0.0,0.0,2.0,0.0
714d7,2019-05-19,18-24,0.0,8.1645,0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-20,00-06,0.0,7.8868,0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-20,06-12,0.0,7.8868,0,0.0,4.0,2.0,3.0,0.0
714d7,2019-05-20,12-18,0.0,7.8868,0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-20,18-24,0.0,7.8868,0,0.0,0.0,0.0,2.0,0.0
714d7,2019-05-21,00-06,0.0,8.3562,0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-21,06-12,0.0,8.3562,0,0.0,4.0,2.0,4.0,0.0
714d7,2019-05-21,12-18,0.0,8.3562,0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-21,18-24,0.0,8.3562,0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-22,00-06,0.0,8.0732,0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-22,06-12,0.0,8.0732,0,0.0,4.0,2.0,3.0,0.0
714d7,2019-05-22,12-18,0.0,8.0732,0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-22,18-24,0.0,8.0732,0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-23,00-06,0.0,7.9405,0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-23,06-12,0.0,7.9405,0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-23,12-18,0.0,7.9405,0,0.0,4.0,2.0,5.0,0.0
714d7,2019-05-23,18-24,0.0,7.9405,0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-24,00-06,0.0,8.5536,0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-24,06-12,1.0,8.5536,4,26.0,6.0,7.0,41.0,1.0
714d7,2019-05-24,12-18,3.0,8.5536,15,32.0,10.0,35.0,44.0,23.0
714d7,2019-05-24,18-24,0.0,8.5536,20,2.0,6.0,24.0,33.0,19.0
714d7,2019-05-25,00-06,0.0,8.1012,5,0.0,0.0,0.0,2.0,0.0
714d7,2019-05-25,06-12,1.0,8.1012,15,22.0,2.0,8.0,31.0,4.0
714d7,2019-05-25,12-18,0.0,8.1012,3,32.0,10.0,42.0,48.0,39.0
714d7,2019-05-25,18-24,3.0,8.1012,7,0.0,4.0,30.0,28.0,21.0
714d7,2019-05-26,00-06,0.0,8.2321,3,2.0,0.0,2.0,3.0,0.0
714d7,2019-05-26,06-12,1.0,8.2321,11,34.0,6.0,13.0,39.0,2.0
714d7,2019-05-26,12-18,5.0,8.2321,7,23.0,8.0,30.0,38.0,23.0
714d7,2019-05-26,18-24,0.0,8.2321,7,10.0,2.0,16.0,21.0,12.0
714d7,2019-05-27,00-06,0.0,7.4643,5,4.0,0.0,2.0,3.0,0.0
714d7,2019-05-27,06-12,1.0,7.4643,8,28.0,6.0,18.0,32.0,6.0
714d7,2019-05-27,12-18,0.0,7.4643,12,22.0,6.0,23.0,29.0,20.0
714d7,2019-05-27,18-24,3.0,7.4643,12,2.0,0.0,22.0,17.0,20.0
714d7,2019-05-28,00-06,0.0,7.9281,13,0.0,0.0,1.0,4.0,0.0
714d7,2019-05-28,06-12,5.0,7.9281,10,14.0,2.0,10.0,32.0,3.0
714d7,2019-05-28,12-18,7.0,7.9281,7,10.0,12.0,32.0,35.0,24.0
714d7,2019-05-28,18-24,4.0,7.9281,10,12.0,4.0,23.0,27.0,19.0
714d7,2019-05-29,00-06,0.0,7.9048,4,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-29,06-12,5.0,7.9048,33,26.0,12.0,30.0,44.0,7.0
714d7,2019-05-29,12-18,7.0,7.9048,4,16.0,6.0,21.0,29.0,21.0
714d7,2019-05-29,18-24,8.0,7.9048,9,4.0,4.0,11.0,16.0,7.0
714d7,2019-05-30,00-06,0.0,8.3198,3,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-30,06-12,3.0,8.3198,19,26.0,2.0,15.0,33.0,6.0
714d7,2019-05-30,12-18,0.0,8.3198,4,14.0,2.0,26.0,29.0,24.0
714d7,2019-05-30,18-24,9.0,8.3198,21,10.0,4.0,28.0,33.0,39.0
714d7,2019-05-31,00-06,0.0,7.4035,3,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-31,06-12,5.0,7.4035,22,16.0,14.0,38.0,43.0,17.0
714d7,2019-05-31,12-18,0.0,7.4035,10,24.0,8.0,44.0,55.0,38.0
714d7,2019-05-31,18-24,7.0,7.4035,22,4.0,4.0,35.0,35.0,19.0
714d7,2019-06-01,00-06,0.0,7.4244,5,0.0,0.0,0.0,0.0,0.0
714d7,2019-06-01,06-12,8.0,7.4244,39,16.0,10.0,50.0,68.0,20.0
714d7,2019-06-01,12-18,0.0,7.4244,0,0.0,0.0,0.0,1.0,0.0
714d7,2019-06-01,18-24,0.0,7.4244,0,0.0,0.0,0.0,1.0,0.0
714d7,2019-06-02,00-06,0.0,7.0407,0,0.0,0.0,0.0,0.0,0.0
714d7,2019-06-02,06-12,0.0,7.0407,0,0.0,4.0,2.0,3.0,0.0
714d7,2019-06-02,12-18,0.0,7.0407,0,0.0,0.0,0.0,2.0,0.0
714d7,2019-06-02,18-24,0.0,7.0407,0,0.0,0.0,0.0,1.0,0.0
714d7,2019-06-03,00-06,0.0,7.5116,0,0.0,0.0,0.0,0.0,0.0
714d7,2019-06-03,06-12,0.0,7.5116,0,0.0,0.0,0.0,0.0,0.0
714d7,2019-06-03,12-18,0.0,7.5116,0,0.0,4.0,2.0,2.0,0.0
714d7,2019-06-03,18-24,0.0,7.5116,0,0.0,0.0,0.0,1.0,0.0
714d7,2019-06-04,00-06,0.0,7.3953,0,0.0,0.0,0.0,0.0,0.0
714d7,2019-06-04,06-12,0.0,7.3953,0,0.0,0.0,0.0,0.0,0.0
714d7,2019-06-04,12-18,0.0,7.3953,0,0.0,4.0,2.0,5.0,0.0
714d7,2019-06-04,18-24,0.0,7.3953,0,0.0,0.0,0.0,0.0,0.0
714d7,2019-06-05,00-06,0.0,7.5,0,0.0,0.0,0.0,0.0,0.0
714d7,2019-06-05,06-12,0.0,7.5,0,0.0,0.0,0.0,2.0,0.0
714d7,2019-06-05,12-18,0.0,7.5,0,0.0,4.0,2.0,4.0,0.0
714d7,2019-06-05,18-24,0.0,7.5,0,0.0,0.0,0.0,0.0,0.0
714d7,2019-06-06,00-06,0.0,7.6316,0,0.0,0.0,0.0,2.0,0.0
714d7,2019-06-06,06-12,0.0,7.6316,0,0.0,0.0,0.0,2.0,0.0
714d7,2019-06-06,12-18,0.0,7.6316,0,0.0,0.0,0.0,0.0,0.0
714d7,2019-06-06,18-24,0.0,7.6316,0,0.0,4.0,3.0,4.0,1.0
714d7,2019-06-07,00-06,0.0,7.75,0,0.0,0.0,0.0,0.0,0.0
714d7,2019-06-07,06-12,0.0,7.75,0,0.0,0.0,0.0,0.0,0.0
714d7,2019-06-07,12-18,0.0,7.75,0,0.0,4.0,2.0,2.0,0.0
73f7c,2019-05-13,00-06,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
73f7c,2019-05-13,06-12,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
73f7c,2019-05-13,12-18,13.0,10.0,17,31.0,15.0,50.0,34.0,39.0
73f7c,2019-05-13,18-24,33.0,8.0,19,16.0,20.0,65.0,56.0,52.0
73f7c,2019-05-14,00-06,0.0,8.0,3,0.0,0.0,15.0,3.0,34.0
73f7c,2019-05-14,06-12,4.0,17.0,14,16.0,12.0,64.0,31.0,57.0
73f7c,2019-05-14,12-18,26.0,11.0,18,42.0,22.0,70.0,56.0,72.0
73f7c,2019-05-14,18-24,6.0,7.0,19,22.0,10.0,68.0,59.0,58.0
73f7c,2019-05-15,00-06,0.0,5.0,0,4.0,0.0,22.0,5.0,18.0
73f7c,2019-05-15,06-12,5.0,27.0,12,18.0,8.0,65.0,43.0,70.0
73f7c,2019-05-15,12-18,6.0,10.0,21,36.0,8.0,62.0,58.0,46.0
73f7c,2019-05-15,18-24,15.0,6.0,2,32.0,28.0,77.0,60.0,77.0
73f7c,2019-05-16,00-06,0.0,1.0,0,0.0,0.0,5.0,1.0,5.0
73f7c,2019-05-16,06-12,2.0,25.0,30,22.0,14.0,61.0,47.0,40.0
73f7c,2019-05-16,12-18,22.0,2.0,6,10.0,36.0,58.0,45.0,85.0
73f7c,2019-05-16,18-24,14.0,10.0,11,28.0,26.0,65.0,42.0,73.0
73f7c,2019-05-17,00-06,0.0,2.0,0,0.0,0.0,5.0,2.0,5.0
73f7c,2019-05-17,06-12,2.0,28.0,21,18.0,16.0,47.0,40.0,58.0
73f7c,2019-05-17,12-18,0.0,4.0,11,6.0,14.0,43.0,27.0,48.0
73f7c,2019-05-17,18-24,0.0,8.0,15,30.0,10.0,66.0,48.0,61.0
73f7c,2019-05-18,00-06,0.0,4.0,4,0.0,2.0,17.0,5.0,15.0
73f7c,2019-05-18,06-12,3.0,13.0,1,18.0,2.0,35.0,24.0,23.0
73f7c,2019-05-18,12-18,7.0,12.0,15,10.0,12.0,59.0,42.0,57.0
73f7c,2019-05-18,18-24,17.0,4.0,3,28.0,20.0,83.0,61.0,79.0
73f7c,2019-05-19,00-06,0.0,3.0,2,6.0,0.0,23.0,4.0,19.0
73f7c,2019-05-19,06-12,0.0,24.0,21,12.0,2.0,56.0,28.0,50.0
73f7c,2019-05-19,12-18,4.0,18.0,16,24.0,8.0,58.0,25.0,46.0
73f7c,2019-05-19,18-24,10.0,11.0,8,12.0,16.0,50.0,35.0,68.0
73f7c,2019-05-20,00-06,0.0,0.0,0,0.0,0.0,10.0,1.0,10.0
73f7c,2019-05-20,06-12,4.0,21.0,14,16.0,6.0,41.0,23.0,45.0
73f7c,2019-05-20,12-18,20.0,7.0,2,18.0,20.0,80.0,58.0,84.0
73f7c,2019-05-20,18-24,10.0,2.0,16,24.0,30.0,76.0,62.0,95.0
73f7c,2019-05-21,00-06,0.0,12.0,0,0.0,0.0,7.0,2.0,7.0
73f7c,2019-05-21,06-12,11.0,27.0,15,20.0,8.0,53.0,47.0,35.0
73f7c,2019-05-21,12-18,39.0,10.0,5,6.0,16.0,52.0,35.0,43.0
73f7c,2019-05-21,18-24,10.0,9.0,16,34.0,18.0,82.0,43.0,64.0
73f7c,2019-05-22,00-06,0.0,3.0,0,0.0,0.0,9.0,2.0,8.0
73f7c,2019-05-22,06-12,1.0,29.0,13,18.0,2.0,66.0,33.0,55.0
73f7c,2019-05-22,12-18,5.0,10.0,12,16.0,28.0,73.0,41.0,72.0
73f7c,2019-05-22,18-24,18.0,10.0,6,16.0,20.0,64.0,45.0,53.0
73f7c,2019-05-23,00-06,0.0,8.0,4,0.0,0.0,10.0,0.0,11.0
73f7c,2019-05-23,06-12,2.0,36.0,12,14.0,10.0,53.0,32.0,44.0
73f7c,2019-05-23,12-18,20.0,5.0,7,6.0,19.0,52.0,35.0,42.0
73f7c,2019-05-23,18-24,20.0,9.0,12,26.0,39.0,71.0,73.0,64.0
73f7c,2019-05-24,00-06,0.0,0.0,0,0.0,0.0,3.0,0.0,4.0
73f7c,2019-05-24,06-12,2.0,22.0,7,6.0,10.0,31.0,24.0,13.0
73f7c,2019-05-24,12-18,21.0,14.0,20,62.0,24.0,89.0,73.0,67.0
73f7c,2019-05-24,18-24,2.0,18.0,21,14.0,14.0,54.0,62.0,61.0
73f7c,2019-05-25,00-06,0.0,2.0,5,0.0,2.0,10.0,4.0,9.0
73f7c,2019-05-25,06-12,4.0,26.0,9,20.0,12.0,39.0,35.0,26.0
73f7c,2019-05-25,12-18,11.0,12.0,9,10.0,20.0,47.0,34.0,50.0
73f7c,2019-05-25,18-24,19.0,6.0,5,16.0,20.0,92.0,43.0,88.0
73f7c,2019-05-26,00-06,0.0,3.0,2,2.0,0.0,8.0,3.0,6.0
73f7c,2019-05-26,06-12,16.0,32.0,26,24.0,26.0,72.0,47.0,62.0
73f7c,2019-05-26,12-18,28.0,12.0,13,24.0,8.0,67.0,40.0,75.0
73f7c,2019-05-26,18-24,18.0,8.0,4,22.0,16.0,75.0,60.0,65.0
73f7c,2019-05-27,00-06,0.0,0.0,0,0.0,0.0,4.0,2.0,6.0
73f7c,2019-05-27,06-12,4.0,34.0,21,18.0,16.0,60.0,40.0,56.0
73f7c,2019-05-27,12-18,4.0,5.0,5,12.0,11.0,69.0,39.0,64.0
73f7c,2019-05-27,18-24,6.0,15.0,15,24.0,21.0,70.0,45.0,64.0
73f7c,2019-05-28,00-06,0.0,9.0,3,2.0,2.0,14.0,3.0,8.0
73f7c,2019-05-28,06-12,12.0,24.0,11,24.0,30.0,50.0,40.0,45.0
73f7c,2019-05-28,12-18,2.0,21.0,17,16.0,25.0,68.0,48.0,65.0
73f7c,2019-05-28,18-24,20.0,13.0,29,18.0,17.0,73.0,62.0,93.0
73f7c,2019-05-29,00-06,0.0,2.0,0,0.0,0.0,12.0,2.0,10.0
73f7c,2019-05-29,06-12,18.0,30.0,16,14.0,12.0,67.0,66.0,44.0
73f7c,2019-05-29,12-18,14.0,1.0,8,14.0,0.0,38.0,29.0,65.0
73f7c,2019-05-29,18-24,2.0,6.0,12,8.0,20.0,62.0,36.0,82.0
73f7c,2019-05-30,00-06,0.0,0.0,5,6.0,0.0,8.0,6.0,6.0
73f7c,2019-05-30,06-12,4.0,3.0,5,2.0,6.0,16.0,7.0,25.0
73f7c,2019-05-30,12-18,6.0,7.0,22,18.0,14.0,32.0,19.0,33.0
73f7c,2019-05-30,18-24,0.0,13.0,27,12.0,16.0,42.0,29.0,42.0
73f7c,2019-05-31,00-06,0.0,0.0,0,0.0,0.0,3.0,2.0,3.0
73f7c,2019-05-31,06-12,4.0,4.0,16,6.0,16.0,41.0,30.0,43.0
73f7c,2019-05-31,12-18,8.0,11.0,20,20.0,22.0,45.0,34.0,49.0
73f7c,2019-05-31,18-24,18.0,15.0,12,14.0,36.0,103.0,101.0,86.0
73f7c,2019-06-01,00-06,0.0,6.0,8,2.0,0.0,22.0,10.0,20.0
73f7c,2019-06-01,06-12,1.0,26.0,23,20.0,4.0,53.0,34.0,43.0
73f7c,2019-06-01,12-18,7.0,16.0,15,48.0,14.0,92.0,73.0,70.0
73f7c,2019-06-01,18-24,25.0,10.0,11,22.0,22.0,79.0,64.0,72.0
73f7c,2019-06-02,00-06,0.0,0.0,4,0.0,0.0,8.0,1.0,8.0
73f7c,2019-06-02,06-12,5.0,26.0,22,20.0,8.0,34.0,26.0,33.0
73f7c,2019-06-02,12-18,6.0,13.0,17,26.0,22.0,60.0,51.0,52.0
73f7c,2019-06-02,18-24,20.0,13.0,8,16.0,18.0,78.0,54.0,82.0
73f7c,2019-06-03,00-06,0.0,7.0,1,0.0,0.0,14.0,3.0,11.0
73f7c,2019-06-03,06-12,5.0,34.0,28,28.0,28.0,65.0,50.0,69.0
73f7c,2019-06-03,12-18,13.0,1.0,6,26.0,18.0,49.0,34.0,46.0
73f7c,2019-06-03,18-24,20.0,9.0,17,22.0,16.0,64.0,56.0,74.0
73f7c,2019-06-04,00-06,0.0,0.0,1,0.0,0.0,2.0,1.0,3.0
73f7c,2019-06-04,06-12,5.0,28.0,12,32.0,20.0,74.0,45.0,47.0
73f7c,2019-06-04,12-18,9.0,3.0,1,32.0,42.0,78.0,50.0,65.0
73f7c,2019-06-04,18-24,10.0,11.0,14,18.0,18.0,69.0,52.0,75.0
73f7c,2019-06-05,00-06,0.0,3.0,4,2.0,2.0,18.0,8.0,17.0
73f7c,2019-06-05,06-12,15.0,19.0,15,22.0,10.0,47.0,78.0,53.0
73f7c,2019-06-05,12-18,13.0,4.0,2,19.0,42.0,74.0,45.0,85.0
73f7c,2019-06-05,18-24,2.0,10.0,6,17.0,16.0,63.0,48.0,68.0
73f7c,2019-06-06,00-06,0.0,4.0,5,4.0,0.0,21.0,10.0,16.0
73f7c,2019-06-06,06-12,3.0,12.0,10,6.0,0.0,29.0,25.0,28.0
73f7c,2019-06-06,12-18,28.0,17.0,12,54.0,14.0,67.0,60.0,74.0
73f7c,2019-06-06,18-24,18.0,10.0,11,12.0,20.0,68.0,50.0,82.0
73f7c,2019-06-07,00-06,0.0,6.0,3,0.0,0.0,11.0,1.0,18.0
73f7c,2019-06-07,06-12,2.0,34.0,14,28.0,16.0,56.0,47.0,55.0
73f7c,2019-06-07,12-18,6.0,11.0,13,20.0,34.0,86.0,54.0,60.0
73f7c,2019-06-07,18-24,4.0,15.0,5,22.0,12.0,50.0,49.0,48.0
73f7c,2019-06-08,00-06,0.0,5.0,2,0.0,0.0,6.0,2.0,7.0
73f7c,2019-06-08,06-12,10.0,15.0,12,10.0,19.0,34.0,20.0,37.0
73f7c,2019-06-08,12-18,36.0,17.0,7,20.0,11.0,65.0,50.0,65.0
73f7c,2019-06-08,18-24,0.0,15.0,15,4.0,2.0,33.0,16.0,42.0
73f7c,2019-06-09,00-06,0.0,3.0,2,0.0,0.0,12.0,4.0,24.0
73f7c,2019-06-09,06-12,1.0,24.0,8,24.0,12.0,63.0,36.0,62.0
73f7c,2019-06-09,12-18,5.0,9.0,14,44.0,12.0,72.0,51.0,78.0
73f7c,2019-06-09,18-24,10.0,7.0,10,14.0,10.0,70.0,52.0,75.0
73f7c,2019-06-10,00-06,0.0,3.0,2,0.0,0.0,14.0,3.0,12.0
73f7c,2019-06-10,06-12,2.0,20.0,21,20.0,16.0,70.0,47.0,73.0
73f7c,2019-06-10,12-18,2.0,8.0,3,6.0,16.0,60.0,42.0,86.0
73f7c,2019-06-10,18-24,0.0,5.0,13,22.0,18.0,64.0,48.0,86.0
73f7c,2019-06-11,00-06,0.0,1.0,0,0.0,0.0,8.0,3.0,22.0
73f7c,2019-06-11,06-12,3.0,21.0,16,12.0,10.0,41.0,28.0,28.0
73f7c,2019-06-11,12-18,1.0,3.0,4,8.0,16.0,41.0,25.0,39.0
73f7c,2019-06-11,18-24,4.0,9.0,8,22.0,8.0,70.0,48.0,72.0
73f7c,2019-06-12,00-06,0.0,0.0,0,0.0,0.0,8.0,0.0,9.0
73f7c,2019-06-12,06-12,12.0,27.0,14,32.0,4.0,64.0,46.0,59.0
73f7c,2019-06-12,12-18,16.0,3.0,4,26.0,8.0,72.0,49.0,69.0
73f7c,2019-06-12,18-24,10.0,17.0,17,12.0,6.0,63.0,43.0,69.0
73f7c,2019-06-13,00-06,0.0,3.0,0,0.0,0.0,12.0,0.0,9.0
73f7c,2019-06-13,06-12,0.0,41.0,14,6.0,16.0,83.0,42.0,61.0
73f7c,2019-06-13,12-18,10.0,12.0,17,16.0,16.0,90.0,57.0,81.0
73f7c,2019-06-13,18-24,0.0,12.0,24,36.0,12.0,62.0,40.0,53.0
73f7c,2019-06-14,00-06,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0
73f7c,2019-06-14,06-12,6.0,36.0,21,16.0,8.0,73.0,48.0,48.0
73f7c,2019-06-14,12-18,12.0,25.0,17,18.0,22.0,82.0,46.0,73.0
73f7c,2019-06-14,18-24,4.0,10.0,14,14.0,16.0,66.0,58.0,55.0
73f7c,2019-06-15,00-06,0.0,3.0,7,0.0,0.0,8.0,2.0,7.0
73f7c,2019-06-15,06-12,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
73f7c,2019-06-15,12-18,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
73f7c,2019-06-17,00-06,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
73f7c,2019-06-17,06-12,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
73f7c,2019-06-17,12-18,0.0,8.0,8,8.0,8.0,43.0,25.0,35.0
73f7c,2019-06-17,18-24,12.0,15.0,14,12.0,20.0,69.0,44.0,74.0
73f7c,2019-06-18,00-06,0.0,3.0,0,0.0,0.0,3.0,2.0,5.0
73f7c,2019-06-18,06-12,6.0,26.0,16,14.0,20.0,55.0,55.0,43.0
73f7c,2019-06-18,12-18,10.0,5.0,14,4.0,16.0,44.0,32.0,66.0
73f7c,2019-06-18,18-24,0.0,11.0,7,30.0,12.0,68.0,39.0,74.0
73f7c,2019-06-19,00-06,0.0,2.0,0,0.0,0.0,5.0,0.0,6.0
73f7c,2019-06-19,06-12,4.0,23.0,27,18.0,14.0,60.0,35.0,39.0
73f7c,2019-06-19,12-18,10.0,9.0,2,32.0,14.0,81.0,47.0,84.0
73f7c,2019-06-19,18-24,18.0,10.0,13,24.0,16.0,75.0,67.0,75.0
73f7c,2019-06-20,00-06,0.0,0.0,0,0.0,0.0,7.0,0.0,6.0
73f7c,2019-06-20,06-12,3.0,31.0,37,10.0,12.0,51.0,48.0,62.0
73f7c,2019-06-20,12-18,13.0,2.0,14,32.0,12.0,75.0,55.0,84.0
73f7c,2019-06-20,18-24,30.0,12.0,8,18.0,16.0,73.0,60.0,95.0
73f7c,2019-06-21,00-06,0.0,1.0,3,2.0,2.0,11.0,3.0,7.0
73f7c,2019-06-21,06-12,4.0,21.0,19,24.0,12.0,65.0,38.0,50.0
73f7c,2019-06-21,12-18,31.0,7.0,8,30.0,12.0,87.0,83.0,65.0
73f7c,2019-06-21,18-24,24.0,8.0,11,12.0,12.0,73.0,60.0,79.0
73f7c,2019-06-22,00-06,0.0,3.0,0,0.0,0.0,5.0,1.0,5.0
73f7c,2019-06-22,06-12,5.0,30.0,18,8.0,10.0,39.0,40.0,32.0
73f7c,2019-06-22,12-18,3.0,1.0,5,12.0,12.0,43.0,36.0,30.0
73f7c,2019-06-22,18-24,6.0,6.0,14,8.0,6.0,72.0,33.0,98.0
73f7c,2019-06-23,00-06,0.0,2.0,9,4.0,0.0,26.0,6.0,19.0
73f7c,2019-06-23,06-12,2.0,34.0,13,17.0,2.0,37.0,32.0,28.0
73f7c,2019-06-23,12-18,18.0,7.0,4,4.0,8.0,54.0,31.0,49.0
73f7c,2019-06-23,18-24,10.0,18.0,13,42.0,2.0,99.0,66.0,83.0
73f7c,2019-06-24,00-06,0.0,0.0,0,0.0,0.0,3.0,1.0,3.0
73f7c,2019-06-24,06-12,4.0,25.0,11,22.0,16.0,43.0,38.0,46.0
73f7c,2019-06-24,12-18,14.0,1.0,4,2.0,8.0,51.0,31.0,57.0
73f7c,2019-06-24,18-24,15.0,7.0,12,18.0,14.0,79.0,67.0,82.0
73f7c,2019-06-25,00-06,0.0,2.0,4,0.0,0.0,6.0,2.0,6.0
73f7c,2019-06-25,06-12,3.0,21.0,3,18.0,16.0,52.0,38.0,32.0
73f7c,2019-06-25,12-18,2.0,8.0,12,4.0,16.0,47.0,33.0,41.0
73f7c,2019-06-25,18-24,21.0,14.0,9,18.0,24.0,82.0,47.0,84.0
73f7c,2019-06-26,00-06,0.0,0.0,1,0.0,0.0,10.0,2.0,10.0
73f7c,2019-06-26,06-12,11.0,22.0,8,14.0,12.0,56.0,39.0,58.0
73f7c,2019-06-26,12-18,10.0,15.0,24,2.0,8.0,56.0,28.0,46.0
73f7c,2019-06-26,18-24,12.0,10.0,3,16.0,12.0,62.0,48.0,54.0
73f7c,2019-06-27,00-06,0.0,8.0,1,0.0,0.0,9.0,1.0,10.0
73f7c,2019-06-27,06-12,4.0,16.0,3,14.0,8.0,65.0,34.0,66.0
73f7c,2019-06-27,12-18,11.0,10.0,16,4.0,10.0,48.0,28.0,42.0
73f7c,2019-06-27,18-24,40.0,9.0,3,34.0,12.0,81.0,57.0,92.0
73f7c,2019-06-28,00-06,0.0,3.0,4,0.0,0.0,17.0,4.0,14.0
73f7c,2019-06-28,06-12,2.0,33.0,20,8.0,12.0,46.0,32.0,39.0
73f7c,2019-06-28,12-18,4.0,8.0,14,22.0,19.0,68.0,55.0,57.0
73f7c,2019-06-28,18-24,12.0,18.0,9,16.0,15.0,55.0,50.0,69.0
73f7c,2019-06-29,00-06,0.0,1.0,0,0.0,0.0,7.0,4.0,10.0
73f7c,2019-06-29,06-12,2.0,26.0,13,28.0,12.0,54.0,51.0,54.0
73f7c,2019-06-29,12-18,3.0,2.0,4,0.0,16.0,31.0,21.0,36.0
73f7c,2019-06-29,18-24,3.0,25.0,22,38.0,6.0,68.0,44.0,58.0
73f7c,2019-06-30,00-06,0.0,0.0,1,0.0,0.0,14.0,0.0,10.0
73f7c,2019-06-30,06-12,7.0,31.0,21,16.0,2.0,55.0,47.0,49.0
73f7c,2019-06-30,12-18,6.0,4.0,10,0.0,10.0,54.0,24.0,38.0
76230,2019-06-25,00-06,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
76230,2019-06-25,06-12,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
76230,2019-06-25,12-18,10.0,1.0,7,6.0,19.0,32.0,19.0,45.0
76230,2019-06-25,18-24,0.0,7.0,9,14.0,2.0,10.0,14.0,7.0
76230,2019-06-26,00-06,0.0,5.0,7,0.0,0.0,0.0,0.0,0.0
76230,2019-06-26,06-12,0.0,12.0,17,10.0,6.0,9.0,14.0,3.0
76230,2019-06-26,12-18,1.0,0.0,1,24.0,12.0,19.0,25.0,14.0
76230,2019-06-26,18-24,7.0,5.0,6,20.0,4.0,20.0,20.0,32.0
76230,2019-06-27,00-06,0.0,3.0,8,0.0,0.0,0.0,0.0,0.0
76230,2019-06-27,06-12,3.0,15.0,14,12.0,6.0,22.0,32.0,19.0
76230,2019-06-27,12-18,2.0,1.0,7,30.0,23.0,39.0,21.0,43.0
76230,2019-06-27,18-24,1.0,0.0,0,32.0,22.0,17.0,20.0,23.0
76230,2019-06-28,00-06,0.0,11.0,15,0.0,0.0,2.0,3.0,1.0
76230,2019-06-28,06-12,5.0,25.0,40,10.0,7.0,17.0,19.0,10.0
76230,2019-06-28,12-18,1.0,2.0,33,20.0,39.0,32.0,22.0,29.0
76230,2019-06-28,18-24,5.0,1.0,23,24.0,8.0,26.0,28.0,30.0
76230,2019-06-29,00-06,0.0,3.0,14,0.0,0.0,2.0,1.0,3.0
