id,day,quarter,back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
1fbe4,2019-06-02,06-12,20.0,10.0,17,16.0,1.0,21.0,34.0,4.0
1fbe4,2019-06-02,12-18,22.0,11.0,16,13.0,5.0,43.0,60.0,30.0
1fbe4,2019-06-02,18-24,14.0,11.0,16,28.0,0.0,25.0,64.0,19.0
1fbe4,2019-06-03,00-06,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-03,06-12,50.0,27.0,27,44.0,10.0,55.0,91.0,19.0
1fbe4,2019-06-03,12-18,17.0,11.0,3,52.0,8.0,46.0,83.0,18.0
1fbe4,2019-06-03,18-24,15.0,15.0,11,10.0,0.0,26.0,35.0,26.0
1fbe4,2019-06-04,00-06,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-04,06-12,20.0,22.0,18,26.0,0.0,30.0,71.0,7.0
1fbe4,2019-06-04,12-18,26.0,12.0,3,38.0,0.0,30.0,78.0,12.0
1fbe4,2019-06-04,18-24,12.0,20.0,14,12.0,0.0,36.0,59.0,20.0
1fbe4,2019-06-05,00-06,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-05,06-12,11.0,18.0,16,14.0,2.0,28.0,40.0,14.0
1fbe4,2019-06-05,12-18,21.0,7.0,11,26.0,4.0,36.0,59.0,20.0
1fbe4,2019-06-05,18-24,18.0,15.0,15,30.0,0.0,32.0,63.0,33.0
1fbe4,2019-06-06,00-06,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-06,06-12,24.0,29.0,20,22.0,0.0,33.0,64.0,6.0
1fbe4,2019-06-06,12-18,45.0,9.0,12,44.0,2.0,39.0,62.0,20.0
1fbe4,2019-06-06,18-24,36.0,17.0,13,32.0,0.0,27.0,67.0,20.0
1fbe4,2019-06-07,00-06,0.0,16.0,13,0.0,0.0,3.0,0.0,0.0
1fbe4,2019-06-07,06-12,24.0,21.0,16,42.0,4.0,56.0,85.0,18.0
1fbe4,2019-06-07,12-18,8.0,0.0,2,0.0,0.0,6.0,4.0,3.0
1fbe4,2019-06-07,18-24,12.0,18.0,16,34.0,0.0,39.0,73.0,18.0
1fbe4,2019-06-08,00-06,0.0,4.0,17,0.0,0.0,4.0,0.0,0.0
1fbe4,2019-06-08,06-12,4.0,11.0,22,22.0,0.0,28.0,54.0,4.0
1fbe4,2019-06-08,12-18,12.0,3.0,5,0.0,12.0,6.0,11.0,1.0
1fbe4,2019-06-08,18-24,14.0,13.0,15,50.0,0.0,34.0,109.0,17.0
1fbe4,2019-06-09,00-06,0.0,3.0,14,0.0,0.0,3.0,0.0,0.0
1fbe4,2019-06-09,06-12,6.0,11.0,28,18.0,0.0,22.0,46.0,9.0
1fbe4,2019-06-09,12-18,28.0,16.0,8,26.0,6.0,39.0,77.0,11.0
1fbe4,2019-06-09,18-24,12.0,14.0,16,24.0,0.0,25.0,57.0,10.0
1fbe4,2019-06-10,00-06,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-10,06-12,6.0,17.0,22,14.0,0.0,31.0,39.0,5.0
1fbe4,2019-06-10,12-18,33.0,8.0,8,28.0,0.0,35.0,58.0,23.0
1fbe4,2019-06-10,18-24,10.0,11.0,15,20.0,2.0,26.0,47.0,16.0
1fbe4,2019-06-11,00-06,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-11,06-12,11.0,14.0,25,12.0,2.0,30.0,52.0,10.0
1fbe4,2019-06-11,12-18,19.0,8.0,19,30.0,0.0,49.0,73.0,19.0
1fbe4,2019-06-11,18-24,21.0,15.0,15,30.0,0.0,32.0,69.0,15.0
1fbe4,2019-06-12,00-06,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-12,06-12,10.0,17.0,22,20.0,2.0,22.0,36.0,2.0
1fbe4,2019-06-12,12-18,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-12,18-24,8.0,29.0,26,22.0,0.0,35.0,48.0,16.0
1fbe4,2019-06-13,00-06,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-13,06-12,16.0,24.0,35,14.0,2.0,40.0,43.0,5.0
1fbe4,2019-06-13,12-18,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-17,00-06,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-17,06-12,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-17,12-18,4.0,3.0,5,6.0,19.0,25.0,24.0,1.0
1fbe4,2019-06-17,18-24,23.0,22.0,16,8.0,1.0,31.0,58.0,10.0
1fbe4,2019-06-18,00-06,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-18,06-12,16.0,19.0,19,10.0,2.0,18.0,30.0,1.0
1fbe4,2019-06-18,12-18,28.0,14.0,11,28.0,4.0,31.0,70.0,7.0
1fbe4,2019-06-18,18-24,11.0,16.0,15,16.0,2.0,27.0,37.0,22.0
1fbe4,2019-06-19,00-06,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-19,06-12,7.0,20.0,20,8.0,0.0,23.0,60.0,3.0
1fbe4,2019-06-19,12-18,16.0,19.0,10,38.0,2.0,38.0,68.0,17.0
1fbe4,2019-06-19,18-24,11.0,10.0,15,10.0,4.0,29.0,49.0,16.0
1fbe4,2019-06-20,00-06,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-20,06-12,1.0,26.0,19,18.0,4.0,29.0,49.0,3.0
1fbe4,2019-06-20,12-18,13.0,5.0,8,12.0,4.0,38.0,64.0,19.0
1fbe4,2019-06-20,18-24,6.0,10.0,12,14.0,0.0,21.0,65.0,10.0
1fbe4,2019-06-21,00-06,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-21,06-12,18.0,25.0,25,14.0,0.0,38.0,48.0,9.0
1fbe4,2019-06-21,12-18,19.0,11.0,3,14.0,0.0,29.0,61.0,4.0
1fbe4,2019-06-21,18-24,36.0,21.0,15,20.0,0.0,33.0,58.0,17.0
1fbe4,2019-06-22,00-06,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-22,06-12,6.0,23.0,21,28.0,0.0,27.0,38.0,5.0
1fbe4,2019-06-22,12-18,0.0,18.0,10,40.0,2.0,47.0,65.0,8.0
1fbe4,2019-06-22,18-24,6.0,6.0,13,2.0,2.0,19.0,29.0,4.0
1fbe4,2019-06-23,00-06,16.0,7.0,20,4.0,0.0,12.0,21.0,2.0
1fbe4,2019-06-23,06-12,20.0,13.0,34,32.0,10.0,38.0,57.0,5.0
1fbe4,2019-06-23,12-18,3.0,12.0,11,14.0,0.0,27.0,29.0,8.0
1fbe4,2019-06-23,18-24,13.0,24.0,14,24.0,0.0,26.0,36.0,11.0
1fbe4,2019-06-24,00-06,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-24,06-12,3.0,18.0,20,18.0,0.0,25.0,43.0,2.0
1fbe4,2019-06-24,12-18,8.0,13.0,14,28.0,0.0,24.0,46.0,16.0
1fbe4,2019-06-24,18-24,7.0,14.0,13,24.0,0.0,27.0,42.0,12.0
1fbe4,2019-06-25,00-06,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-25,06-12,6.0,15.0,22,14.0,0.0,24.0,38.0,5.0
1fbe4,2019-06-25,12-18,1.0,12.0,8,18.0,0.0,24.0,34.0,13.0
1fbe4,2019-06-25,18-24,7.0,15.0,14,36.0,4.0,32.0,62.0,19.0
1fbe4,2019-06-26,00-06,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-26,06-12,12.0,19.0,14,16.0,0.0,18.0,30.0,7.0
1fbe4,2019-06-26,12-18,7.0,10.0,4,34.0,2.0,25.0,49.0,9.0
1fbe4,2019-06-26,18-24,19.0,9.0,17,24.0,0.0,17.0,46.0,5.0
1fbe4,2019-06-27,00-06,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-27,06-12,24.0,25.0,14,33.0,2.0,30.0,55.0,9.0
1fbe4,2019-06-27,12-18,5.0,7.0,5,31.0,2.0,28.0,74.0,10.0
1fbe4,2019-06-27,18-24,7.0,22.0,17,16.0,0.0,31.0,58.0,14.0
1fbe4,2019-06-28,00-06,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-28,06-12,10.0,26.0,19,16.0,0.0,22.0,45.0,2.0
1fbe4,2019-06-28,12-18,1.0,9.0,10,8.0,0.0,19.0,35.0,1.0
1fbe4,2019-06-28,18-24,3.0,9.0,12,18.0,0.0,18.0,31.0,12.0
1fbe4,2019-06-29,00-06,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-29,06-12,7.0,16.0,22,42.0,0.0,25.0,42.0,3.0
1fbe4,2019-06-29,12-18,0.0,12.0,6,6.0,2.0,25.0,41.0,13.0
1fbe4,2019-06-29,18-24,13.0,13.0,16,26.0,4.0,25.0,30.0,4.0
1fbe4,2019-06-30,00-06,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0
1fbe4,2019-06-30,06-12,22.0,22.0,23,12.0,0.0,23.0,44.0,5.0
1fbe4,2019-06-30,12-18,3.0,4.0,12,18.0,0.0,15.0,44.0,14.0
201d8,2019-04-18,00-06,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
201d8,2019-04-18,06-12,11.0,9.0,5,13.0,8.0,20.0,26.0,6.0
201d8,2019-04-18,12-18,0.0,5.0,6,26.0,2.0,9.0,34.0,9.0
201d8,2019-04-18,18-24,0.0,11.0,11,4.0,0.0,7.0,5.0,12.0
201d8,2019-04-19,00-06,0.0,7.0,8,0.0,0.0,0.0,0.0,0.0
201d8,2019-04-19,06-12,0.0,22.0,21,34.0,2.0,16.0,31.0,3.0
201d8,2019-04-19,12-18,0.0,12.0,9,20.0,2.0,6.0,32.0,14.0
201d8,2019-04-19,18-24,0.0,13.0,13,4.0,0.0,7.0,11.0,16.0
201d8,2019-04-20,00-06,0.0,6.0,6,0.0,0.0,0.0,0.0,0.0
201d8,2019-04-20,06-12,0.0,14.0,14,28.0,6.0,12.0,27.0,2.0
201d8,2019-04-20,12-18,0.0,12.0,10,20.0,0.0,16.0,25.0,9.0
201d8,2019-04-20,18-24,0.0,14.0,17,4.0,0.0,7.0,9.0,8.0
201d8,2019-04-21,00-06,0.0,4.0,5,0.0,0.0,1.0,0.0,0.0
201d8,2019-04-21,06-12,0.0,23.0,20,26.0,0.0,12.0,51.0,10.0
201d8,2019-04-21,12-18,0.0,12.0,8,16.0,0.0,6.0,30.0,8.0
201d8,2019-04-21,18-24,0.0,10.0,10,4.0,2.0,7.0,5.0,12.0
201d8,2019-04-22,00-06,0.0,9.0,8,0.0,0.0,0.0,0.0,0.0
201d8,2019-04-22,06-12,0.0,19.0,18,20.0,0.0,19.0,43.0,11.0
201d8,2019-04-22,12-18,0.0,11.0,8,22.0,0.0,6.0,31.0,8.0
201d8,2019-04-22,18-24,0.0,15.0,13,4.0,0.0,5.0,4.0,9.0
201d8,2019-04-23,00-06,0.0,5.0,5,0.0,0.0,0.0,0.0,0.0
201d8,2019-04-23,06-12,0.0,21.0,18,32.0,4.0,17.0,32.0,11.0
201d8,2019-04-23,12-18,0.0,13.0,7,38.0,3.0,8.0,24.0,13.0
201d8,2019-04-23,18-24,0.0,11.0,11,4.0,1.0,5.0,3.0,5.0
201d8,2019-04-24,00-06,0.0,4.0,5,0.0,0.0,1.0,0.0,0.0
201d8,2019-04-24,06-12,0.0,20.0,16,38.0,8.0,15.0,25.0,3.0
201d8,2019-04-24,12-18,0.0,10.0,8,26.0,6.0,9.0,33.0,11.0
201d8,2019-04-24,18-24,0.0,14.0,12,6.0,0.0,3.0,5.0,9.0
201d8,2019-04-25,00-06,0.0,5.0,4,0.0,0.0,0.0,0.0,0.0
201d8,2019-04-25,06-12,0.0,20.0,21,36.0,6.0,14.0,64.0,14.0
201d8,2019-04-25,12-18,0.0,10.0,6,22.0,8.0,7.0,57.0,10.0
201d8,2019-04-25,18-24,0.0,13.0,12,4.0,0.0,4.0,9.0,7.0
201d8,2019-04-26,00-06,0.0,9.0,9,0.0,0.0,0.0,0.0,0.0
201d8,2019-04-26,06-12,2.0,27.0,29,38.0,4.0,23.0,53.0,9.0
201d8,2019-04-26,12-18,0.0,19.0,12,12.0,2.0,10.0,33.0,9.0
201d8,2019-04-26,18-24,2.0,11.0,10,4.0,0.0,5.0,7.0,6.0
201d8,2019-04-27,00-06,0.0,9.0,9,0.0,0.0,0.0,0.0,0.0
201d8,2019-04-27,06-12,0.0,18.0,13,18.0,8.0,15.0,31.0,3.0
201d8,2019-04-27,12-18,0.0,11.0,11,36.0,11.0,24.0,43.0,48.0
201d8,2019-04-27,18-24,0.0,15.0,12,2.0,0.0,8.0,6.0,6.0
201d8,2019-04-28,00-06,0.0,8.0,8,0.0,0.0,1.0,0.0,0.0
201d8,2019-04-28,06-12,0.0,14.0,12,68.0,0.0,7.0,69.0,12.0
201d8,2019-04-28,12-18,0.0,12.0,7,18.0,0.0,5.0,30.0,8.0
201d8,2019-04-28,18-24,0.0,12.0,10,8.0,0.0,7.0,17.0,12.0
201d8,2019-04-29,00-06,0.0,6.0,6,0.0,0.0,0.0,0.0,0.0
201d8,2019-04-29,06-12,0.0,38.0,34,30.0,5.0,34.0,47.0,21.0
201d8,2019-04-29,12-18,0.0,14.0,10,20.0,2.0,9.0,21.0,15.0
201d8,2019-04-29,18-24,0.0,13.0,12,4.0,0.0,7.0,4.0,9.0
201d8,2019-04-30,00-06,0.0,4.0,5,0.0,0.0,1.0,0.0,0.0
201d8,2019-04-30,06-12,0.0,20.0,15,30.0,6.0,17.0,53.0,15.0
201d8,2019-04-30,12-18,0.0,9.0,10,28.0,4.0,5.0,28.0,9.0
201d8,2019-04-30,18-24,0.0,12.0,9,8.0,0.0,6.0,12.0,9.0
201d8,2019-05-01,00-06,0.0,4.0,5,0.0,0.0,0.0,0.0,0.0
201d8,2019-05-01,06-12,2.0,15.0,19,34.0,4.0,14.0,37.0,7.0
201d8,2019-05-01,12-18,0.0,9.0,8,32.0,6.0,11.0,35.0,10.0
201d8,2019-05-01,18-24,2.0,15.0,15,4.0,0.0,8.0,7.0,12.0
201d8,2019-05-02,00-06,0.0,6.0,5,0.0,0.0,0.0,0.0,0.0
201d8,2019-05-02,06-12,0.0,22.0,23,44.0,4.0,20.0,38.0,12.0
201d8,2019-05-02,12-18,0.0,6.0,8,30.0,2.0,6.0,31.0,8.0
201d8,2019-05-02,18-24,0.0,13.0,13,4.0,2.0,10.0,4.0,7.0
201d8,2019-05-03,00-06,0.0,4.0,6,0.0,0.0,1.0,0.0,0.0
201d8,2019-05-03,06-12,0.0,28.0,27,8.0,2.0,11.0,31.0,14.0
201d8,2019-05-03,12-18,0.0,11.0,10,36.0,6.0,15.0,32.0,10.0
201d8,2019-05-03,18-24,0.0,12.0,13,4.0,0.0,6.0,5.0,6.0
201d8,2019-05-04,00-06,0.0,2.0,3,0.0,0.0,0.0,0.0,0.0
201d8,2019-05-04,06-12,0.0,20.0,22,22.0,6.0,19.0,35.0,6.0
201d8,2019-05-04,12-18,0.0,14.0,12,32.0,2.0,6.0,29.0,9.0
201d8,2019-05-04,18-24,0.0,11.0,14,4.0,0.0,6.0,4.0,9.0
201d8,2019-05-05,00-06,0.0,7.0,8,0.0,0.0,0.0,0.0,0.0
201d8,2019-05-05,06-12,0.0,28.0,31,32.0,0.0,16.0,65.0,9.0
201d8,2019-05-05,12-18,0.0,14.0,12,26.0,2.0,8.0,35.0,10.0
201d8,2019-05-05,18-24,0.0,11.0,13,4.0,0.0,4.0,5.0,8.0
201d8,2019-05-06,00-06,0.0,6.0,6,0.0,0.0,0.0,0.0,0.0
201d8,2019-05-06,06-12,0.0,28.0,32,46.0,5.0,15.0,53.0,17.0
201d8,2019-05-06,12-18,0.0,6.0,5,40.0,2.0,8.0,32.0,9.0
201d8,2019-05-06,18-24,0.0,11.0,13,6.0,0.0,7.0,12.0,10.0
201d8,2019-05-07,00-06,0.0,8.0,8,0.0,0.0,0.0,0.0,0.0
201d8,2019-05-07,06-12,0.0,27.0,30,26.0,2.0,24.0,69.0,19.0
201d8,2019-05-07,12-18,0.0,7.0,6,20.0,4.0,7.0,24.0,6.0
201d8,2019-05-07,18-24,0.0,11.0,8,6.0,0.0,6.0,4.0,9.0
201d8,2019-05-08,00-06,0.0,6.0,6,0.0,0.0,0.0,0.0,0.0
201d8,2019-05-08,06-12,2.0,19.0,18,38.0,0.0,17.0,60.0,13.0
201d8,2019-05-08,12-18,0.0,11.0,8,18.0,2.0,9.0,32.0,9.0
201d8,2019-05-08,18-24,4.0,16.0,18,4.0,0.0,10.0,5.0,15.0
201d8,2019-05-09,00-06,0.0,7.0,7,0.0,0.0,0.0,0.0,0.0
201d8,2019-05-09,06-12,0.0,20.0,14,40.0,2.0,11.0,28.0,7.0
201d8,2019-05-09,12-18,0.0,16.0,15,30.0,4.0,18.0,37.0,12.0
201d8,2019-05-09,18-24,0.0,13.0,12,4.0,0.0,8.0,4.0,9.0
201d8,2019-05-10,00-06,0.0,4.0,5,0.0,0.0,0.0,0.0,0.0
201d8,2019-05-10,06-12,0.0,26.0,28,22.0,6.0,26.0,46.0,3.0
201d8,2019-05-10,12-18,0.0,13.0,10,20.0,2.0,10.0,25.0,9.0
201d8,2019-05-10,18-24,0.0,19.0,15,4.0,0.0,6.0,7.0,10.0
201d8,2019-05-11,00-06,0.0,5.0,5,0.0,0.0,1.0,0.0,0.0
201d8,2019-05-11,06-12,0.0,17.0,19,20.0,6.0,17.0,26.0,9.0
201d8,2019-05-11,12-18,0.0,11.0,8,30.0,2.0,6.0,22.0,8.0
201d8,2019-05-11,18-24,0.0,15.0,14,6.0,0.0,6.0,14.0,7.0
201d8,2019-05-12,00-06,0.0,6.0,6,0.0,0.0,0.0,0.0,0.0
201d8,2019-05-12,06-12,0.0,24.0,23,54.0,0.0,22.0,74.0,12.0
201d8,2019-05-12,12-18,0.0,17.0,13,14.0,0.0,8.0,32.0,19.0
201d8,2019-05-12,18-24,0.0,17.0,12,2.0,0.0,6.0,4.0,7.0
201d8,2019-05-13,00-06,0.0,10.0,10,0.0,0.0,0.0,0.0,0.0
201d8,2019-05-13,06-12,0.0,36.0,30,26.0,6.0,30.0,48.0,34.0
201d8,2019-05-13,12-18,0.0,15.0,17,26.0,2.0,6.0,31.0,11.0
201d8,2019-05-13,18-24,0.0,13.0,12,2.0,0.0,9.0,9.0,11.0
201d8,2019-05-14,00-06,0.0,6.0,7,0.0,0.0,0.0,0.0,0.0
201d8,2019-05-14,06-12,4.0,23.0,20,28.0,4.0,16.0,34.0,11.0
201d8,2019-05-14,12-18,4.0,13.0,13,35.0,6.0,14.0,32.0,13.0
201d8,2019-05-14,18-24,2.0,13.0,15,4.0,0.0,6.0,6.0,6.0
201d8,2019-05-15,00-06,0.0,4.0,4,0.0,0.0,0.0,0.0,0.0
201d8,2019-05-15,06-12,0.0,13.0,13,48.0,4.0,11.0,73.0,17.0
201d8,2019-05-15,12-18,0.0,22.0,16,42.0,4.0,11.0,59.0,23.0
201d8,2019-05-15,18-24,0.0,14.0,13,0.0,0.0,4.0,13.0,18.0
201d8,2019-05-16,00-06,0.0,4.0,5,0.0,0.0,1.0,0.0,0.0
201d8,2019-05-16,06-12,0.0,19.0,14,38.0,5.0,13.0,66.0,8.0
201d8,2019-05-16,12-18,4.0,8.0,6,20.0,0.0,7.0,30.0,11.0
201d8,2019-05-16,18-24,0.0,13.0,12,4.0,0.0,12.0,10.0,11.0
201d8,2019-05-17,00-06,0.0,7.0,8,0.0,0.0,0.0,0.0,0.0
201d8,2019-05-17,06-12,0.0,25.0,26,28.0,2.0,22.0,40.0,9.0
201d8,2019-05-17,12-18,0.0,8.0,9,28.0,4.0,14.0,36.0,7.0
201d8,2019-05-17,18-24,0.0,20.0,19,6.0,0.0,27.0,16.0,13.0
201d8,2019-05-18,00-06,0.0,6.0,7,0.0,0.0,0.0,0.0,0.0
201d8,2019-05-18,06-12,0.0,22.0,19,34.0,8.0,30.0,56.0,20.0
201d8,2019-05-18,12-18,4.0,3.0,2,40.0,4.0,23.0,48.0,32.0
201d8,2019-05-18,18-24,0.0,19.0,17,12.0,3.0,29.0,21.0,21.0
201d8,2019-05-19,00-06,0.0,6.0,6,0.0,0.0,2.0,0.0,0.0
201d8,2019-05-19,06-12,0.0,24.0,23,42.0,12.0,27.0,74.0,10.0
201d8,2019-05-19,12-18,0.0,14.0,9,30.0,6.0,22.0,36.0,8.0
201d8,2019-05-19,18-24,0.0,14.0,14,4.0,2.0,14.0,6.0,15.0
201d8,2019-05-20,00-06,0.0,6.0,6,0.0,0.0,2.0,0.0,0.0
201d8,2019-05-20,06-12,2.0,43.0,39,50.0,8.0,54.0,79.0,37.0
201d8,2019-05-20,12-18,0.0,19.0,10,20.0,6.0,18.0,39.0,23.0
201d8,2019-05-20,18-24,0.0,19.0,19,16.0,2.0,18.0,15.0,16.0
201d8,2019-05-21,00-06,0.0,5.0,6,0.0,0.0,2.0,0.0,0.0
201d8,2019-05-21,06-12,0.0,30.0,24,14.0,2.0,32.0,39.0,16.0
201d8,2019-05-21,12-18,0.0,14.0,12,34.0,8.0,26.0,50.0,25.0
201d8,2019-05-21,18-24,0.0,20.0,15,12.0,2.0,17.0,10.0,13.0
201d8,2019-05-22,00-06,0.0,6.0,8,0.0,0.0,4.0,0.0,0.0
201d8,2019-05-22,06-12,0.0,19.0,19,28.0,0.0,28.0,38.0,15.0
201d8,2019-05-22,12-18,0.0,12.0,8,48.0,2.0,22.0,37.0,22.0
201d8,2019-05-22,18-24,0.0,17.0,17,6.0,2.0,25.0,18.0,13.0
201d8,2019-05-23,00-06,0.0,9.0,9,0.0,0.0,4.0,0.0,0.0
201d8,2019-05-23,06-12,4.0,29.0,32,24.0,3.0,29.0,39.0,23.0
201d8,2019-05-23,12-18,0.0,16.0,14,26.0,8.0,30.0,48.0,17.0
201d8,2019-05-23,18-24,0.0,18.0,16,4.0,6.0,20.0,12.0,13.0
201d8,2019-05-24,00-06,0.0,4.0,4,0.0,0.0,2.0,0.0,0.0
201d8,2019-05-24,06-12,2.0,38.0,37,22.0,4.0,42.0,51.0,17.0
201d8,2019-05-24,12-18,0.0,10.0,7,24.0,0.0,9.0,27.0,10.0
201d8,2019-05-24,18-24,0.0,11.0,17,4.0,2.0,16.0,11.0,13.0
201d8,2019-05-25,00-06,0.0,7.0,7,0.0,0.0,0.0,0.0,0.0
201d8,2019-05-25,06-12,0.0,14.0,14,32.0,8.0,28.0,41.0,10.0
201d8,2019-05-25,12-18,0.0,15.0,8,34.0,6.0,31.0,39.0,19.0
201d8,2019-05-25,18-24,0.0,14.0,13,4.0,6.0,30.0,11.0,10.0
201d8,2019-05-26,00-06,0.0,8.0,8,0.0,0.0,4.0,0.0,0.0
201d8,2019-05-26,06-12,0.0,37.0,32,34.0,2.0,51.0,58.0,18.0
201d8,2019-05-26,12-18,0.0,15.0,13,24.0,8.0,26.0,28.0,14.0
201d8,2019-05-26,18-24,0.0,15.0,15,4.0,2.0,14.0,4.0,13.0
201d8,2019-05-27,00-06,0.0,6.0,6,0.0,0.0,0.0,0.0,0.0
201d8,2019-05-27,06-12,0.0,23.0,20,46.0,6.0,35.0,89.0,21.0
201d8,2019-05-27,12-18,0.0,14.0,12,30.0,6.0,14.0,31.0,11.0
201d8,2019-05-27,18-24,0.0,14.0,11,6.0,4.0,20.0,15.0,12.0
201d8,2019-05-28,00-06,0.0,5.0,5,0.0,0.0,2.0,0.0,0.0
201d8,2019-05-28,06-12,0.0,23.0,23,18.0,2.0,28.0,42.0,17.0
201d8,2019-05-28,12-18,0.0,12.0,11,34.0,6.0,33.0,54.0,23.0
201d8,2019-05-28,18-24,0.0,15.0,12,8.0,8.0,17.0,14.0,13.0
201d8,2019-05-29,00-06,0.0,6.0,6,0.0,0.0,2.0,0.0,0.0
201d8,2019-05-29,06-12,0.0,24.0,21,34.0,8.0,40.0,59.0,8.0
201d8,2019-05-29,12-18,0.0,9.0,9,18.0,2.0,12.0,32.0,7.0
201d8,2019-05-29,18-24,0.0,14.0,15,4.0,4.0,16.0,9.0,9.0
201d8,2019-05-30,00-06,0.0,8.0,8,0.0,0.0,6.0,1.0,0.0
201d8,2019-05-30,06-12,0.0,20.0,21,33.0,7.0,37.0,65.0,24.0
201d8,2019-05-30,12-18,0.0,11.0,10,24.0,3.0,16.0,27.0,13.0
201d8,2019-05-30,18-24,0.0,16.0,15,12.0,6.0,31.0,14.0,18.0
201d8,2019-05-31,00-06,0.0,8.0,8,0.0,0.0,2.0,0.0,0.0
201d8,2019-05-31,06-12,0.0,25.0,26,30.0,4.0,45.0,47.0,22.0
201d8,2019-05-31,12-18,1.0,15.0,12,64.0,14.0,40.0,49.0,19.0
201d8,2019-05-31,18-24,3.0,13.0,13,2.0,6.0,26.0,13.0,22.0
201d8,2019-06-01,00-06,0.0,5.0,5,0.0,0.0,2.0,0.0,0.0
201d8,2019-06-01,06-12,0.0,23.0,23,46.0,4.0,61.0,57.0,12.0
201d8,2019-06-01,12-18,0.0,9.0,10,50.0,8.0,31.0,51.0,24.0
201d8,2019-06-01,18-24,0.0,16.0,16,6.0,0.0,11.0,6.0,11.0
201d8,2019-06-02,00-06,0.0,6.0,6,0.0,0.0,0.0,0.0,0.0
201d8,2019-06-02,06-12,2.0,23.0,18,38.0,6.0,36.0,58.0,20.0
201d8,2019-06-02,12-18,2.0,9.0,6,28.0,4.0,18.0,37.0,17.0
201d8,2019-06-02,18-24,0.0,16.0,12,4.0,0.0,22.0,13.0,20.0
201d8,2019-06-03,00-06,0.0,8.0,8,0.0,0.0,8.0,0.0,0.0
201d8,2019-06-03,06-12,0.0,37.0,33,56.0,12.0,51.0,65.0,29.0
201d8,2019-06-03,12-18,0.0,13.0,10,16.0,4.0,13.0,32.0,8.0
201d8,2019-06-03,18-24,0.0,12.0,11,4.0,0.0,12.0,3.0,14.0
201d8,2019-06-04,00-06,0.0,8.0,8,0.0,0.0,0.0,0.0,0.0
201d8,2019-06-04,06-12,0.0,18.0,16,28.0,4.0,18.0,41.0,12.0
201d8,2019-06-04,12-18,0.0,15.0,12,22.0,2.0,16.0,30.0,10.0
201d8,2019-06-04,18-24,0.0,13.0,12,4.0,0.0,9.0,4.0,7.0
201d8,2019-06-05,00-06,0.0,7.0,7,0.0,0.0,0.0,0.0,0.0
201d8,2019-06-05,06-12,0.0,22.0,21,34.0,4.0,27.0,39.0,16.0
201d8,2019-06-05,12-18,0.0,13.0,13,22.0,6.0,21.0,36.0,7.0
201d8,2019-06-05,18-24,0.0,9.0,9,6.0,0.0,8.0,7.0,9.0
201d8,2019-06-06,00-06,0.0,6.0,7,0.0,0.0,0.0,0.0,0.0
201d8,2019-06-06,06-12,0.0,19.0,18,42.0,6.0,29.0,54.0,12.0
201d8,2019-06-06,12-18,0.0,9.0,5,16.0,0.0,7.0,29.0,7.0
201d8,2019-06-06,18-24,0.0,13.0,12,4.0,0.0,10.0,9.0,11.0
201d8,2019-06-07,00-06,0.0,4.0,5,0.0,0.0,0.0,0.0,0.0
201d8,2019-06-07,06-12,0.0,29.0,23,36.0,0.0,15.0,54.0,11.0
201d8,2019-06-07,12-18,0.0,9.0,9,20.0,4.0,14.0,25.0,17.0
201d8,2019-06-07,18-24,0.0,18.0,19,4.0,0.0,15.0,9.0,13.0
