auc-roc,auc-pr,accuracy,precision,recall,f1-score,sensitivity,specificity,tn,fp,fn,tp
0.8501,0.0845,0.9000,0.0844,0.6889,0.1504,0.6889,0.9027,9366,1009,42,93
