id,date,6h,back-door,bathroom,bedroom,fridge-door,front-door,hallway,lounge
f220c,2019-06-09,06-12,0.0,3.0,10.0,4.0,4.0,4.0,0.0
f220c,2019-06-09,12-18,6.0,4.0,31.0,18.0,17.0,18.0,0.0
f220c,2019-06-09,18-24,0.0,2.0,5.0,2.0,0.0,5.0,0.0
f220c,2019-06-10,00-06,0.0,3.0,5.0,2.0,0.0,5.0,0.0
f220c,2019-06-10,06-12,0.0,4.0,8.0,0.0,3.0,2.0,0.0
f220c,2019-06-10,12-18,1.0,4.0,12.0,12.0,14.0,8.0,0.0
f220c,2019-06-10,18-24,0.0,5.0,3.0,0.0,2.0,5.0,0.0
f220c,2019-06-11,00-06,0.0,6.0,10.0,2.0,0.0,8.0,0.0
f220c,2019-06-11,06-12,0.0,3.0,22.0,0.0,5.0,3.0,0.0
f220c,2019-06-11,12-18,0.0,5.0,17.0,5.0,13.0,9.0,0.0
f220c,2019-06-11,18-24,0.0,3.0,2.0,0.0,0.0,3.0,0.0
f220c,2019-06-12,00-06,0.0,4.0,7.0,0.0,0.0,3.0,0.0
f220c,2019-06-12,06-12,0.0,5.0,17.0,0.0,0.0,4.0,0.0
f220c,2019-06-12,12-18,0.0,0.0,9.0,0.0,6.0,2.0,0.0
f220c,2019-06-12,18-24,0.0,3.0,9.0,0.0,0.0,4.0,0.0
f220c,2019-06-13,00-06,0.0,0.0,3.0,0.0,0.0,0.0,0.0
f220c,2019-06-13,06-12,0.0,4.0,17.0,0.0,2.0,5.0,0.0
f220c,2019-06-13,12-18,0.0,2.0,6.0,0.0,4.0,5.0,0.0
f220c,2019-06-13,18-24,0.0,3.0,2.0,0.0,0.0,4.0,0.0
f220c,2019-06-14,00-06,0.0,7.0,18.0,0.0,0.0,6.0,0.0
f220c,2019-06-14,06-12,0.0,4.0,11.0,0.0,2.0,3.0,0.0
f220c,2019-06-14,12-18,0.0,9.0,19.0,0.0,19.0,16.0,0.0
f220c,2019-06-14,18-24,0.0,5.0,16.0,0.0,2.0,10.0,0.0
f220c,2019-06-15,00-06,0.0,5.0,7.0,0.0,0.0,3.0,0.0
f220c,2019-06-15,06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f220c,2019-06-15,12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f220c,2019-06-15,18-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f220c,2019-06-17,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f220c,2019-06-17,06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f220c,2019-06-17,12-18,0.0,0.0,4.0,1.0,6.0,3.0,0.0
f220c,2019-06-17,18-24,0.0,5.0,1.0,0.0,0.0,6.0,0.0
f220c,2019-06-18,00-06,0.0,5.0,12.0,4.0,0.0,10.0,0.0
f220c,2019-06-18,06-12,0.0,4.0,12.0,0.0,5.0,4.0,0.0
f220c,2019-06-18,12-18,0.0,3.0,13.0,8.0,14.0,9.0,0.0
f220c,2019-06-18,18-24,0.0,4.0,2.0,4.0,2.0,11.0,0.0
f220c,2019-06-19,00-06,0.0,7.0,9.0,6.0,0.0,13.0,0.0
f220c,2019-06-19,06-12,0.0,1.0,6.0,0.0,0.0,2.0,0.0
f220c,2019-06-19,12-18,0.0,3.0,45.0,18.0,15.0,20.0,0.0
f220c,2019-06-19,18-24,0.0,5.0,3.0,0.0,0.0,6.0,0.0
f220c,2019-06-20,00-06,0.0,1.0,16.0,2.0,0.0,3.0,0.0
f220c,2019-06-20,06-12,0.0,5.0,14.0,0.0,0.0,3.0,0.0
f220c,2019-06-20,12-18,0.0,4.0,11.0,8.0,4.0,7.0,0.0
f220c,2019-06-20,18-24,0.0,3.0,1.0,2.0,0.0,4.0,0.0
f220c,2019-06-21,00-06,0.0,5.0,13.0,4.0,0.0,4.0,0.0
f220c,2019-06-21,06-12,0.0,5.0,6.0,2.0,0.0,1.0,0.0
f220c,2019-06-21,12-18,0.0,3.0,21.0,28.0,23.0,18.0,0.0
f220c,2019-06-21,18-24,0.0,3.0,2.0,0.0,0.0,7.0,0.0
f220c,2019-06-22,00-06,0.0,0.0,18.0,4.0,0.0,7.0,0.0
f220c,2019-06-22,06-12,0.0,0.0,22.0,6.0,2.0,7.0,0.0
f220c,2019-06-22,12-18,0.0,0.0,9.0,10.0,19.0,17.0,0.0
f220c,2019-06-22,18-24,0.0,0.0,3.0,2.0,0.0,2.0,0.0
f220c,2019-06-23,00-06,0.0,0.0,6.0,4.0,0.0,3.0,0.0
f220c,2019-06-23,06-12,0.0,0.0,16.0,2.0,2.0,4.0,0.0
f220c,2019-06-23,12-18,0.0,0.0,29.0,20.0,27.0,23.0,0.0
f220c,2019-06-23,18-24,0.0,0.0,4.0,4.0,0.0,5.0,0.0
f220c,2019-06-24,00-06,0.0,0.0,9.0,0.0,0.0,6.0,0.0
f220c,2019-06-24,06-12,0.0,2.0,21.0,0.0,0.0,2.0,0.0
f220c,2019-06-24,12-18,0.0,4.0,9.0,14.0,4.0,5.0,0.0
f220c,2019-06-24,18-24,0.0,3.0,7.0,0.0,0.0,2.0,0.0
f220c,2019-06-25,00-06,0.0,2.0,9.0,0.0,0.0,2.0,0.0
f220c,2019-06-25,06-12,0.0,4.0,19.0,0.0,6.0,6.0,0.0
f220c,2019-06-25,12-18,0.0,4.0,18.0,6.0,8.0,4.0,0.0
f220c,2019-06-25,18-24,0.0,2.0,5.0,0.0,0.0,4.0,0.0
f220c,2019-06-26,00-06,0.0,6.0,30.0,4.0,0.0,3.0,0.0
f220c,2019-06-26,06-12,0.0,7.0,26.0,0.0,0.0,0.0,0.0
f220c,2019-06-26,12-18,0.0,5.0,21.0,12.0,8.0,6.0,0.0
f220c,2019-06-26,18-24,0.0,0.0,7.0,2.0,0.0,0.0,0.0
f220c,2019-06-27,00-06,0.0,8.0,8.0,0.0,0.0,4.0,0.0
f220c,2019-06-27,06-12,0.0,2.0,14.0,2.0,2.0,0.0,0.0
f220c,2019-06-27,12-18,0.0,3.0,3.0,12.0,6.0,4.0,0.0
f220c,2019-06-27,18-24,0.0,0.0,3.0,0.0,0.0,1.0,0.0
f220c,2019-06-28,00-06,0.0,4.0,10.0,0.0,0.0,7.0,0.0
f220c,2019-06-28,06-12,0.0,0.0,7.0,0.0,0.0,0.0,0.0
f220c,2019-06-28,12-18,0.0,7.0,16.0,18.0,17.0,15.0,0.0
f220c,2019-06-28,18-24,0.0,0.0,1.0,0.0,0.0,2.0,0.0
f220c,2019-06-29,00-06,0.0,8.0,7.0,2.0,2.0,5.0,0.0
f220c,2019-06-29,06-12,0.0,4.0,18.0,4.0,2.0,4.0,0.0
f220c,2019-06-29,12-18,0.0,5.0,43.0,16.0,16.0,30.0,0.0
f220c,2019-06-29,18-24,0.0,4.0,6.0,4.0,0.0,7.0,0.0
f220c,2019-06-30,00-06,0.0,4.0,9.0,2.0,0.0,5.0,0.0
f220c,2019-06-30,06-12,0.0,3.0,14.0,2.0,5.0,4.0,0.0
f220c,2019-06-30,12-18,0.0,5.0,34.0,20.0,13.0,18.0,0.0
f220c,2019-06-30,18-24,0.0,0.0,4.0,0.0,0.0,5.0,0.0
