id,location_name,date,day,half
0697d,kitchen,2019-06-30 08:27:59,2019-06-30,00-12
0697d,kitchen,2019-06-30 08:29:24,2019-06-30,00-12
0697d,kitchen,2019-06-30 08:31:10,2019-06-30,00-12
0697d,lounge,2019-06-30 08:31:51,2019-06-30,00-12
0697d,hallway,2019-06-30 08:32:05,2019-06-30,00-12
0697d,bedroom,2019-06-30 08:33:11,2019-06-30,00-12
0697d,bedroom,2019-06-30 08:39:39,2019-06-30,00-12
0697d,bedroom,2019-06-30 08:43:08,2019-06-30,00-12
0697d,bedroom,2019-06-30 08:45:23,2019-06-30,00-12
0697d,bedroom,2019-06-30 08:46:33,2019-06-30,00-12
0697d,bedroom,2019-06-30 08:48:30,2019-06-30,00-12
0697d,bedroom,2019-06-30 08:50:00,2019-06-30,00-12
0697d,bedroom,2019-06-30 08:51:58,2019-06-30,00-12
0697d,hallway,2019-06-30 08:52:47,2019-06-30,00-12
0697d,lounge,2019-06-30 08:52:52,2019-06-30,00-12
0697d,kitchen,2019-06-30 08:53:05,2019-06-30,00-12
0697d,kitchen,2019-06-30 08:54:11,2019-06-30,00-12
0697d,lounge,2019-06-30 08:54:50,2019-06-30,00-12
0697d,hallway,2019-06-30 08:54:58,2019-06-30,00-12
0697d,bedroom,2019-06-30 08:55:49,2019-06-30,00-12
0697d,bathroom,2019-06-30 08:56:36,2019-06-30,00-12
0697d,bedroom,2019-06-30 08:57:16,2019-06-30,00-12
0697d,bathroom,2019-06-30 08:58:01,2019-06-30,00-12
0697d,bedroom,2019-06-30 08:59:41,2019-06-30,00-12
0697d,bathroom,2019-06-30 09:00:54,2019-06-30,00-12
0697d,bathroom,2019-06-30 09:02:51,2019-06-30,00-12
0697d,bathroom,2019-06-30 09:05:41,2019-06-30,00-12
0697d,bathroom,2019-06-30 09:09:10,2019-06-30,00-12
0697d,bathroom,2019-06-30 09:10:47,2019-06-30,00-12
0697d,bathroom,2019-06-30 09:13:14,2019-06-30,00-12
0697d,bedroom,2019-06-30 09:16:28,2019-06-30,00-12
0697d,bathroom,2019-06-30 09:18:19,2019-06-30,00-12
0697d,bathroom,2019-06-30 09:20:07,2019-06-30,00-12
0697d,bathroom,2019-06-30 09:21:51,2019-06-30,00-12
0697d,bedroom,2019-06-30 09:24:12,2019-06-30,00-12
0697d,bathroom,2019-06-30 09:25:34,2019-06-30,00-12
0697d,bedroom,2019-06-30 09:29:42,2019-06-30,00-12
0697d,bedroom,2019-06-30 09:32:29,2019-06-30,00-12
0697d,bedroom,2019-06-30 09:37:13,2019-06-30,00-12
0697d,bedroom,2019-06-30 09:38:29,2019-06-30,00-12
0697d,bedroom,2019-06-30 09:40:06,2019-06-30,00-12
0697d,bedroom,2019-06-30 09:43:04,2019-06-30,00-12
0697d,bedroom,2019-06-30 09:46:26,2019-06-30,00-12
0697d,hallway,2019-06-30 09:47:25,2019-06-30,00-12
0697d,lounge,2019-06-30 09:47:29,2019-06-30,00-12
0697d,kitchen,2019-06-30 09:48:09,2019-06-30,00-12
0697d,lounge,2019-06-30 09:48:32,2019-06-30,00-12
0697d,kitchen,2019-06-30 09:49:12,2019-06-30,00-12
0697d,back-door,2019-06-30 09:49:24,2019-06-30,00-12
0697d,kitchen,2019-06-30 09:50:32,2019-06-30,00-12
0697d,kitchen,2019-06-30 09:53:07,2019-06-30,00-12
0697d,lounge,2019-06-30 09:54:09,2019-06-30,00-12
0697d,hallway,2019-06-30 09:54:14,2019-06-30,00-12
0697d,kitchen,2019-06-30 09:54:55,2019-06-30,00-12
0697d,kitchen,2019-06-30 09:56:18,2019-06-30,00-12
0697d,kitchen,2019-06-30 10:01:43,2019-06-30,00-12
0697d,kitchen,2019-06-30 10:12:13,2019-06-30,00-12
0697d,kitchen,2019-06-30 10:14:28,2019-06-30,00-12
0697d,lounge,2019-06-30 10:14:39,2019-06-30,00-12
0697d,kitchen,2019-06-30 10:28:03,2019-06-30,00-12
0697d,kitchen,2019-06-30 10:32:35,2019-06-30,00-12
0697d,kitchen,2019-06-30 10:36:03,2019-06-30,00-12
0697d,kitchen,2019-06-30 10:45:46,2019-06-30,00-12
0697d,kitchen,2019-06-30 10:47:02,2019-06-30,00-12
0697d,kitchen,2019-06-30 10:49:23,2019-06-30,00-12
0697d,kitchen,2019-06-30 10:50:28,2019-06-30,00-12
0697d,lounge,2019-06-30 10:52:45,2019-06-30,00-12
0697d,hallway,2019-06-30 10:53:31,2019-06-30,00-12
0697d,kitchen,2019-06-30 10:53:52,2019-06-30,00-12
0697d,hallway,2019-06-30 10:55:32,2019-06-30,00-12
0697d,lounge,2019-06-30 10:55:34,2019-06-30,00-12
0697d,bedroom,2019-06-30 10:56:26,2019-06-30,00-12
0697d,bathroom,2019-06-30 10:56:37,2019-06-30,00-12
0697d,lounge,2019-06-30 10:57:03,2019-06-30,00-12
0697d,hallway,2019-06-30 10:57:32,2019-06-30,00-12
0697d,bedroom,2019-06-30 11:02:29,2019-06-30,00-12
0697d,hallway,2019-06-30 11:03:10,2019-06-30,00-12
0697d,hallway,2019-06-30 11:07:10,2019-06-30,00-12
0697d,lounge,2019-06-30 11:07:53,2019-06-30,00-12
0697d,bedroom,2019-06-30 11:09:45,2019-06-30,00-12
0697d,bedroom,2019-06-30 11:15:49,2019-06-30,00-12
0697d,bedroom,2019-06-30 11:16:56,2019-06-30,00-12
0697d,hallway,2019-06-30 11:16:58,2019-06-30,00-12
0697d,lounge,2019-06-30 11:17:56,2019-06-30,00-12
0697d,kitchen,2019-06-30 11:18:52,2019-06-30,00-12
0697d,back-door,2019-06-30 11:20:24,2019-06-30,00-12
0697d,kitchen,2019-06-30 11:21:13,2019-06-30,00-12
0697d,lounge,2019-06-30 11:21:34,2019-06-30,00-12
0697d,kitchen,2019-06-30 11:24:11,2019-06-30,00-12
0697d,lounge,2019-06-30 11:25:18,2019-06-30,00-12
0697d,hallway,2019-06-30 11:25:24,2019-06-30,00-12
0697d,lounge,2019-06-30 11:26:42,2019-06-30,00-12
0697d,kitchen,2019-06-30 11:27:18,2019-06-30,00-12
0697d,lounge,2019-06-30 11:28:34,2019-06-30,00-12
0697d,hallway,2019-06-30 11:30:05,2019-06-30,00-12
0697d,lounge,2019-06-30 11:30:12,2019-06-30,00-12
0697d,kitchen,2019-06-30 11:30:16,2019-06-30,00-12
0697d,hallway,2019-06-30 11:31:50,2019-06-30,00-12
0697d,front-door,2019-06-30 11:32:15,2019-06-30,00-12
0697d,front-door,2019-06-30 11:32:30,2019-06-30,00-12
0697d,front-door,2019-06-30 14:09:48,2019-06-30,12-24
0697d,hallway,2019-06-30 14:09:54,2019-06-30,12-24
0697d,front-door,2019-06-30 14:10:00,2019-06-30,12-24
0697d,lounge,2019-06-30 14:10:11,2019-06-30,12-24
0697d,kitchen,2019-06-30 14:10:18,2019-06-30,12-24
0697d,back-door,2019-06-30 14:10:54,2019-06-30,12-24
0697d,hallway,2019-06-30 14:11:29,2019-06-30,12-24
0697d,lounge,2019-06-30 14:12:01,2019-06-30,12-24
0697d,lounge,2019-06-30 14:13:43,2019-06-30,12-24
0697d,hallway,2019-06-30 14:14:37,2019-06-30,12-24
0697d,kitchen,2019-06-30 14:14:44,2019-06-30,12-24
0697d,lounge,2019-06-30 14:16:41,2019-06-30,12-24
0697d,kitchen,2019-06-30 14:16:52,2019-06-30,12-24
0697d,lounge,2019-06-30 14:18:49,2019-06-30,12-24
0697d,kitchen,2019-06-30 14:19:21,2019-06-30,12-24
0697d,lounge,2019-06-30 14:21:30,2019-06-30,12-24
0697d,kitchen,2019-06-30 14:21:35,2019-06-30,12-24
0697d,kitchen,2019-06-30 14:22:49,2019-06-30,12-24
0697d,lounge,2019-06-30 14:23:21,2019-06-30,12-24
0697d,kitchen,2019-06-30 14:24:08,2019-06-30,12-24
0697d,hallway,2019-06-30 14:25:12,2019-06-30,12-24
0697d,lounge,2019-06-30 14:26:17,2019-06-30,12-24
0697d,kitchen,2019-06-30 14:26:30,2019-06-30,12-24
0697d,kitchen,2019-06-30 14:29:05,2019-06-30,12-24
0697d,kitchen,2019-06-30 14:32:22,2019-06-30,12-24
0697d,kitchen,2019-06-30 14:35:51,2019-06-30,12-24
0697d,kitchen,2019-06-30 14:49:42,2019-06-30,12-24
0697d,kitchen,2019-06-30 14:51:29,2019-06-30,12-24
0697d,lounge,2019-06-30 14:51:41,2019-06-30,12-24
0697d,kitchen,2019-06-30 14:52:41,2019-06-30,12-24
0697d,lounge,2019-06-30 14:58:58,2019-06-30,12-24
0697d,hallway,2019-06-30 14:59:02,2019-06-30,12-24
0697d,kitchen,2019-06-30 14:59:12,2019-06-30,12-24
0697d,kitchen,2019-06-30 15:02:31,2019-06-30,12-24
0697d,kitchen,2019-06-30 15:04:53,2019-06-30,12-24
0697d,kitchen,2019-06-30 15:07:02,2019-06-30,12-24
0697d,kitchen,2019-06-30 15:09:33,2019-06-30,12-24
0697d,kitchen,2019-06-30 15:10:49,2019-06-30,12-24
0697d,kitchen,2019-06-30 15:13:35,2019-06-30,12-24
0697d,kitchen,2019-06-30 15:16:10,2019-06-30,12-24
0697d,kitchen,2019-06-30 15:18:37,2019-06-30,12-24
0697d,lounge,2019-06-30 15:19:22,2019-06-30,12-24
0697d,lounge,2019-06-30 15:25:03,2019-06-30,12-24
0697d,lounge,2019-06-30 15:53:48,2019-06-30,12-24
0697d,kitchen,2019-06-30 15:54:26,2019-06-30,12-24
0697d,hallway,2019-06-30 15:55:24,2019-06-30,12-24
0697d,lounge,2019-06-30 15:59:15,2019-06-30,12-24
0697d,kitchen,2019-06-30 15:59:38,2019-06-30,12-24
0697d,lounge,2019-06-30 16:00:55,2019-06-30,12-24
0697d,front-door,2019-06-30 16:01:04,2019-06-30,12-24
0697d,front-door,2019-06-30 16:01:11,2019-06-30,12-24
0697d,front-door,2019-06-30 16:15:22,2019-06-30,12-24
0697d,front-door,2019-06-30 16:15:30,2019-06-30,12-24
0697d,lounge,2019-06-30 16:15:38,2019-06-30,12-24
0697d,kitchen,2019-06-30 16:15:56,2019-06-30,12-24
0697d,kitchen,2019-06-30 16:17:02,2019-06-30,12-24
0697d,lounge,2019-06-30 16:17:27,2019-06-30,12-24
0697d,kitchen,2019-06-30 16:19:22,2019-06-30,12-24
0697d,lounge,2019-06-30 16:19:57,2019-06-30,12-24
0697d,kitchen,2019-06-30 16:20:51,2019-06-30,12-24
0697d,lounge,2019-06-30 16:22:07,2019-06-30,12-24
0697d,kitchen,2019-06-30 16:22:12,2019-06-30,12-24
0697d,hallway,2019-06-30 16:23:03,2019-06-30,12-24
0697d,hallway,2019-06-30 16:29:16,2019-06-30,12-24
0697d,lounge,2019-06-30 16:29:18,2019-06-30,12-24
0697d,hallway,2019-06-30 16:33:03,2019-06-30,12-24
0697d,lounge,2019-06-30 16:34:31,2019-06-30,12-24
0697d,hallway,2019-06-30 16:34:36,2019-06-30,12-24
0697d,hallway,2019-06-30 16:35:39,2019-06-30,12-24
0697d,lounge,2019-06-30 16:35:46,2019-06-30,12-24
0697d,lounge,2019-06-30 16:37:39,2019-06-30,12-24
0697d,hallway,2019-06-30 17:14:16,2019-06-30,12-24
0697d,lounge,2019-06-30 17:14:56,2019-06-30,12-24
0697d,lounge,2019-06-30 17:16:00,2019-06-30,12-24
0697d,kitchen,2019-06-30 17:16:12,2019-06-30,12-24
0697d,hallway,2019-06-30 17:30:01,2019-06-30,12-24
0697d,hallway,2019-06-30 17:40:55,2019-06-30,12-24
0697d,hallway,2019-06-30 17:42:34,2019-06-30,12-24
0697d,hallway,2019-06-30 17:45:14,2019-06-30,12-24
0697d,lounge,2019-06-30 17:45:24,2019-06-30,12-24
0697d,kitchen,2019-06-30 17:45:41,2019-06-30,12-24
0697d,lounge,2019-06-30 17:46:34,2019-06-30,12-24
0697d,lounge,2019-06-30 17:49:19,2019-06-30,12-24
0697d,kitchen,2019-06-30 17:50:32,2019-06-30,12-24
0697d,lounge,2019-06-30 17:51:24,2019-06-30,12-24
0697d,lounge,2019-06-30 17:52:42,2019-06-30,12-24
0697d,kitchen,2019-06-30 17:54:23,2019-06-30,12-24
0697d,hallway,2019-06-30 17:54:34,2019-06-30,12-24
0697d,kitchen,2019-06-30 17:56:52,2019-06-30,12-24
0697d,kitchen,2019-06-30 17:59:29,2019-06-30,12-24
0697d,lounge,2019-06-30 17:59:46,2019-06-30,12-24
0697d,kitchen,2019-06-30 18:00:44,2019-06-30,12-24
0697d,hallway,2019-06-30 18:01:14,2019-06-30,12-24
0697d,lounge,2019-06-30 18:01:19,2019-06-30,12-24
0697d,kitchen,2019-06-30 18:04:39,2019-06-30,12-24
0697d,lounge,2019-06-30 18:05:20,2019-06-30,12-24
0697d,hallway,2019-06-30 18:05:26,2019-06-30,12-24
0697d,kitchen,2019-06-30 18:05:57,2019-06-30,12-24
0697d,kitchen,2019-06-30 18:07:03,2019-06-30,12-24
0697d,hallway,2019-06-30 18:10:27,2019-06-30,12-24
0697d,hallway,2019-06-30 18:11:54,2019-06-30,12-24
0697d,lounge,2019-06-30 18:12:17,2019-06-30,12-24
0697d,lounge,2019-06-30 18:14:55,2019-06-30,12-24
0697d,kitchen,2019-06-30 18:17:57,2019-06-30,12-24
0697d,kitchen,2019-06-30 18:21:33,2019-06-30,12-24
0697d,lounge,2019-06-30 18:23:02,2019-06-30,12-24
0697d,kitchen,2019-06-30 18:24:00,2019-06-30,12-24
0697d,hallway,2019-06-30 18:24:40,2019-06-30,12-24
0697d,kitchen,2019-06-30 18:26:28,2019-06-30,12-24
0697d,hallway,2019-06-30 18:27:16,2019-06-30,12-24
0697d,lounge,2019-06-30 18:27:36,2019-06-30,12-24
0697d,lounge,2019-06-30 18:30:19,2019-06-30,12-24
0697d,lounge,2019-06-30 18:31:20,2019-06-30,12-24
0697d,kitchen,2019-06-30 18:32:13,2019-06-30,12-24
0697d,kitchen,2019-06-30 18:33:38,2019-06-30,12-24
0697d,lounge,2019-06-30 18:36:07,2019-06-30,12-24
0697d,hallway,2019-06-30 18:36:16,2019-06-30,12-24
0697d,kitchen,2019-06-30 18:38:31,2019-06-30,12-24
0697d,lounge,2019-06-30 18:38:35,2019-06-30,12-24
0697d,kitchen,2019-06-30 18:42:15,2019-06-30,12-24
0697d,kitchen,2019-06-30 18:44:18,2019-06-30,12-24
0697d,lounge,2019-06-30 18:44:49,2019-06-30,12-24
0697d,hallway,2019-06-30 18:45:00,2019-06-30,12-24
0697d,lounge,2019-06-30 18:48:06,2019-06-30,12-24
0697d,lounge,2019-06-30 18:50:46,2019-06-30,12-24
0697d,hallway,2019-06-30 18:50:57,2019-06-30,12-24
0697d,hallway,2019-06-30 18:52:00,2019-06-30,12-24
0697d,lounge,2019-06-30 18:52:06,2019-06-30,12-24
0697d,kitchen,2019-06-30 18:52:20,2019-06-30,12-24
0697d,kitchen,2019-06-30 18:53:57,2019-06-30,12-24
0697d,lounge,2019-06-30 18:55:27,2019-06-30,12-24
0697d,kitchen,2019-06-30 18:56:59,2019-06-30,12-24
0697d,lounge,2019-06-30 18:58:21,2019-06-30,12-24
0697d,kitchen,2019-06-30 18:59:07,2019-06-30,12-24
0697d,lounge,2019-06-30 19:00:05,2019-06-30,12-24
0697d,back-door,2019-06-30 19:02:54,2019-06-30,12-24
0697d,kitchen,2019-06-30 19:03:50,2019-06-30,12-24
0697d,kitchen,2019-06-30 19:04:56,2019-06-30,12-24
0697d,lounge,2019-06-30 19:05:09,2019-06-30,12-24
0697d,lounge,2019-06-30 19:10:30,2019-06-30,12-24
0697d,kitchen,2019-06-30 19:10:51,2019-06-30,12-24
0697d,kitchen,2019-06-30 19:16:06,2019-06-30,12-24
0697d,kitchen,2019-06-30 19:22:11,2019-06-30,12-24
0697d,lounge,2019-06-30 19:25:31,2019-06-30,12-24
0697d,lounge,2019-06-30 19:37:39,2019-06-30,12-24
0697d,hallway,2019-06-30 19:50:19,2019-06-30,12-24
0697d,lounge,2019-06-30 19:50:23,2019-06-30,12-24
0697d,lounge,2019-06-30 19:51:25,2019-06-30,12-24
0697d,kitchen,2019-06-30 19:51:47,2019-06-30,12-24
0697d,kitchen,2019-06-30 19:53:16,2019-06-30,12-24
0697d,lounge,2019-06-30 19:53:26,2019-06-30,12-24
0697d,kitchen,2019-06-30 19:56:38,2019-06-30,12-24
0697d,lounge,2019-06-30 19:57:24,2019-06-30,12-24
0697d,lounge,2019-06-30 19:59:15,2019-06-30,12-24
0697d,hallway,2019-06-30 19:59:27,2019-06-30,12-24
0697d,kitchen,2019-06-30 20:00:25,2019-06-30,12-24
0697d,kitchen,2019-06-30 20:03:25,2019-06-30,12-24
0697d,kitchen,2019-06-30 20:06:00,2019-06-30,12-24
0697d,kitchen,2019-06-30 20:07:56,2019-06-30,12-24
0697d,kitchen,2019-06-30 20:11:43,2019-06-30,12-24
0697d,kitchen,2019-06-30 20:15:39,2019-06-30,12-24
0697d,kitchen,2019-06-30 20:17:27,2019-06-30,12-24
0697d,kitchen,2019-06-30 20:19:01,2019-06-30,12-24
0697d,lounge,2019-06-30 20:21:06,2019-06-30,12-24
0697d,lounge,2019-06-30 20:41:09,2019-06-30,12-24
0697d,kitchen,2019-06-30 20:41:30,2019-06-30,12-24
0697d,kitchen,2019-06-30 20:44:08,2019-06-30,12-24
0697d,lounge,2019-06-30 20:45:01,2019-06-30,12-24
0697d,kitchen,2019-06-30 20:45:10,2019-06-30,12-24
0697d,kitchen,2019-06-30 20:47:14,2019-06-30,12-24
0697d,lounge,2019-06-30 20:47:41,2019-06-30,12-24
0697d,lounge,2019-06-30 21:01:28,2019-06-30,12-24
0697d,lounge,2019-06-30 22:12:55,2019-06-30,12-24
0697d,hallway,2019-06-30 22:15:23,2019-06-30,12-24
0697d,hallway,2019-06-30 22:18:38,2019-06-30,12-24
0697d,lounge,2019-06-30 22:19:22,2019-06-30,12-24
0697d,kitchen,2019-06-30 22:19:51,2019-06-30,12-24
0697d,lounge,2019-06-30 22:21:11,2019-06-30,12-24
0697d,lounge,2019-06-30 22:40:13,2019-06-30,12-24
0697d,lounge,2019-06-30 22:44:27,2019-06-30,12-24
0697d,kitchen,2019-06-30 22:46:24,2019-06-30,12-24
0697d,lounge,2019-06-30 22:47:14,2019-06-30,12-24
0697d,lounge,2019-06-30 22:58:07,2019-06-30,12-24
0697d,lounge,2019-06-30 23:05:12,2019-06-30,12-24
0697d,kitchen,2019-06-30 23:05:41,2019-06-30,12-24
0697d,lounge,2019-06-30 23:08:47,2019-06-30,12-24
0697d,kitchen,2019-06-30 23:09:20,2019-06-30,12-24
0697d,lounge,2019-06-30 23:10:21,2019-06-30,12-24
0697d,kitchen,2019-06-30 23:11:32,2019-06-30,12-24
0697d,lounge,2019-06-30 23:12:00,2019-06-30,12-24
0697d,hallway,2019-06-30 23:12:16,2019-06-30,12-24
0697d,kitchen,2019-06-30 23:13:05,2019-06-30,12-24
0697d,kitchen,2019-06-30 23:14:20,2019-06-30,12-24
0697d,lounge,2019-06-30 23:14:39,2019-06-30,12-24
0697d,kitchen,2019-06-30 23:21:03,2019-06-30,12-24
0697d,lounge,2019-06-30 23:21:37,2019-06-30,12-24
0697d,hallway,2019-06-30 23:22:49,2019-06-30,12-24
0697d,lounge,2019-06-30 23:23:07,2019-06-30,12-24
0697d,bedroom,2019-06-30 23:23:39,2019-06-30,12-24
0697d,bedroom,2019-06-30 23:25:23,2019-06-30,12-24
0697d,bedroom,2019-06-30 23:27:32,2019-06-30,12-24
0697d,hallway,2019-06-30 23:28:56,2019-06-30,12-24
0697d,bedroom,2019-06-30 23:29:09,2019-06-30,12-24
0697d,lounge,2019-06-30 23:29:24,2019-06-30,12-24
0697d,lounge,2019-06-30 23:30:29,2019-06-30,12-24
0697d,hallway,2019-06-30 23:30:53,2019-06-30,12-24
0697d,bedroom,2019-06-30 23:31:38,2019-06-30,12-24
0697d,bedroom,2019-06-30 23:34:32,2019-06-30,12-24
0697d,bedroom,2019-06-30 23:36:57,2019-06-30,12-24
0697d,bedroom,2019-06-30 23:38:44,2019-06-30,12-24
0697d,bedroom,2019-06-30 23:39:49,2019-06-30,12-24
0697d,bedroom,2019-06-30 23:44:25,2019-06-30,12-24
