id,location_name,date,day,half
0697d,fridge-door,2019-06-28 13:03:29,2019-06-28,12-24
0697d,kitchen,2019-06-28 13:11:44,2019-06-28,12-24
0697d,front-door,2019-06-28 13:13:50,2019-06-28,12-24
0697d,bedroom,2019-06-28 13:13:53,2019-06-28,12-24
0697d,fridge-door,2019-06-28 13:14:09,2019-06-28,12-24
0697d,back-door,2019-06-28 13:14:21,2019-06-28,12-24
0697d,back-door,2019-06-28 13:15:01,2019-06-28,12-24
0697d,fridge-door,2019-06-28 13:15:01,2019-06-28,12-24
0697d,front-door,2019-06-28 13:15:01,2019-06-28,12-24
0697d,back-door,2019-06-28 13:15:02,2019-06-28,12-24
0697d,bathroom,2019-06-28 13:15:04,2019-06-28,12-24
0697d,lounge,2019-06-28 13:15:21,2019-06-28,12-24
0697d,hallway,2019-06-28 13:15:25,2019-06-28,12-24
0697d,bathroom,2019-06-28 13:16:14,2019-06-28,12-24
0697d,bathroom,2019-06-28 13:18:59,2019-06-28,12-24
0697d,bedroom,2019-06-28 13:19:01,2019-06-28,12-24
0697d,bedroom,2019-06-28 13:20:22,2019-06-28,12-24
0697d,lounge,2019-06-28 13:20:45,2019-06-28,12-24
0697d,front-door,2019-06-28 13:20:56,2019-06-28,12-24
0697d,back-door,2019-06-28 13:20:57,2019-06-28,12-24
0697d,fridge-door,2019-06-28 13:20:57,2019-06-28,12-24
0697d,fridge-door,2019-06-28 13:20:58,2019-06-28,12-24
0697d,back-door,2019-06-28 13:20:59,2019-06-28,12-24
0697d,hallway,2019-06-28 13:21:15,2019-06-28,12-24
0697d,front-door,2019-06-28 13:22:32,2019-06-28,12-24
0697d,front-door,2019-06-28 13:22:39,2019-06-28,12-24
0697d,front-door,2019-06-28 13:22:40,2019-06-28,12-24
0697d,lounge,2019-06-28 13:23:05,2019-06-28,12-24
0697d,kitchen,2019-06-28 13:23:06,2019-06-28,12-24
0697d,fridge-door,2019-06-28 13:24:50,2019-06-28,12-24
0697d,fridge-door,2019-06-28 13:25:05,2019-06-28,12-24
0697d,fridge-door,2019-06-28 13:25:06,2019-06-28,12-24
0697d,fridge-door,2019-06-28 13:25:08,2019-06-28,12-24
0697d,fridge-door,2019-06-28 13:25:09,2019-06-28,12-24
0697d,fridge-door,2019-06-28 13:25:10,2019-06-28,12-24
0697d,fridge-door,2019-06-28 13:25:11,2019-06-28,12-24
0697d,fridge-door,2019-06-28 13:25:12,2019-06-28,12-24
0697d,kitchen,2019-06-28 13:25:19,2019-06-28,12-24
0697d,fridge-door,2019-06-28 13:25:31,2019-06-28,12-24
0697d,fridge-door,2019-06-28 13:25:32,2019-06-28,12-24
0697d,fridge-door,2019-06-28 13:25:33,2019-06-28,12-24
0697d,fridge-door,2019-06-28 13:25:34,2019-06-28,12-24
0697d,fridge-door,2019-06-28 13:25:35,2019-06-28,12-24
0697d,fridge-door,2019-06-28 13:25:36,2019-06-28,12-24
0697d,hallway,2019-06-28 13:25:40,2019-06-28,12-24
0697d,fridge-door,2019-06-28 13:25:45,2019-06-28,12-24
0697d,fridge-door,2019-06-28 13:25:46,2019-06-28,12-24
0697d,lounge,2019-06-28 13:26:19,2019-06-28,12-24
0697d,kitchen,2019-06-28 13:27:18,2019-06-28,12-24
0697d,back-door,2019-06-28 13:27:37,2019-06-28,12-24
0697d,back-door,2019-06-28 13:27:40,2019-06-28,12-24
0697d,back-door,2019-06-28 13:27:42,2019-06-28,12-24
0697d,hallway,2019-06-28 13:28:05,2019-06-28,12-24
0697d,front-door,2019-06-28 13:28:13,2019-06-28,12-24
0697d,back-door,2019-06-28 13:28:16,2019-06-28,12-24
0697d,lounge,2019-06-28 13:28:18,2019-06-28,12-24
0697d,back-door,2019-06-28 13:28:23,2019-06-28,12-24
0697d,back-door,2019-06-28 13:28:24,2019-06-28,12-24
0697d,front-door,2019-06-28 13:28:48,2019-06-28,12-24
0697d,front-door,2019-06-28 13:29:17,2019-06-28,12-24
0697d,front-door,2019-06-28 13:29:21,2019-06-28,12-24
0697d,front-door,2019-06-28 13:29:22,2019-06-28,12-24
0697d,hallway,2019-06-28 13:29:59,2019-06-28,12-24
0697d,front-door,2019-06-28 13:30:48,2019-06-28,12-24
0697d,front-door,2019-06-28 13:30:52,2019-06-28,12-24
0697d,hallway,2019-06-28 13:31:03,2019-06-28,12-24
0697d,lounge,2019-06-28 13:31:08,2019-06-28,12-24
0697d,bedroom,2019-06-28 13:31:33,2019-06-28,12-24
0697d,bathroom,2019-06-28 13:31:33,2019-06-28,12-24
0697d,bathroom,2019-06-28 13:32:44,2019-06-28,12-24
0697d,bedroom,2019-06-28 13:36:04,2019-06-28,12-24
0697d,bedroom,2019-06-28 13:39:11,2019-06-28,12-24
0697d,hallway,2019-06-28 13:41:11,2019-06-28,12-24
0697d,lounge,2019-06-28 13:41:15,2019-06-28,12-24
0697d,lounge,2019-06-28 13:42:38,2019-06-28,12-24
0697d,lounge,2019-06-28 13:44:17,2019-06-28,12-24
0697d,kitchen,2019-06-28 13:45:54,2019-06-28,12-24
0697d,lounge,2019-06-28 13:46:56,2019-06-28,12-24
0697d,lounge,2019-06-28 13:48:31,2019-06-28,12-24
0697d,kitchen,2019-06-28 13:48:47,2019-06-28,12-24
0697d,kitchen,2019-06-28 13:50:11,2019-06-28,12-24
0697d,lounge,2019-06-28 13:50:18,2019-06-28,12-24
0697d,bedroom,2019-06-28 13:50:30,2019-06-28,12-24
0697d,hallway,2019-06-28 13:50:33,2019-06-28,12-24
0697d,kitchen,2019-06-28 13:53:06,2019-06-28,12-24
0697d,lounge,2019-06-28 13:55:16,2019-06-28,12-24
0697d,hallway,2019-06-28 13:55:20,2019-06-28,12-24
0697d,bedroom,2019-06-28 13:55:28,2019-06-28,12-24
0697d,kitchen,2019-06-28 13:56:15,2019-06-28,12-24
0697d,bedroom,2019-06-28 13:57:49,2019-06-28,12-24
0697d,kitchen,2019-06-28 13:57:51,2019-06-28,12-24
0697d,lounge,2019-06-28 13:58:17,2019-06-28,12-24
0697d,bedroom,2019-06-28 13:59:59,2019-06-28,12-24
0697d,lounge,2019-06-28 14:00:17,2019-06-28,12-24
0697d,kitchen,2019-06-28 14:00:59,2019-06-28,12-24
0697d,lounge,2019-06-28 14:02:37,2019-06-28,12-24
0697d,lounge,2019-06-28 14:08:07,2019-06-28,12-24
0697d,hallway,2019-06-28 14:08:10,2019-06-28,12-24
0697d,lounge,2019-06-28 14:09:55,2019-06-28,12-24
0697d,kitchen,2019-06-28 14:10:15,2019-06-28,12-24
0697d,kitchen,2019-06-28 14:12:53,2019-06-28,12-24
0697d,kitchen,2019-06-28 14:14:22,2019-06-28,12-24
0697d,lounge,2019-06-28 14:14:26,2019-06-28,12-24
0697d,hallway,2019-06-28 14:14:29,2019-06-28,12-24
0697d,bedroom,2019-06-28 14:14:38,2019-06-28,12-24
0697d,kitchen,2019-06-28 14:15:30,2019-06-28,12-24
0697d,lounge,2019-06-28 14:18:18,2019-06-28,12-24
0697d,bedroom,2019-06-28 14:18:30,2019-06-28,12-24
0697d,kitchen,2019-06-28 14:18:53,2019-06-28,12-24
0697d,bedroom,2019-06-28 14:20:00,2019-06-28,12-24
0697d,bedroom,2019-06-28 14:21:31,2019-06-28,12-24
0697d,hallway,2019-06-28 14:21:44,2019-06-28,12-24
0697d,lounge,2019-06-28 14:21:50,2019-06-28,12-24
0697d,fridge-door,2019-06-28 14:22:44,2019-06-28,12-24
0697d,lounge,2019-06-28 14:23:10,2019-06-28,12-24
0697d,hallway,2019-06-28 14:23:39,2019-06-28,12-24
0697d,front-door,2019-06-28 14:23:48,2019-06-28,12-24
0697d,fridge-door,2019-06-28 14:23:56,2019-06-28,12-24
0697d,front-door,2019-06-28 14:24:09,2019-06-28,12-24
0697d,front-door,2019-06-28 14:24:11,2019-06-28,12-24
0697d,front-door,2019-06-28 14:24:36,2019-06-28,12-24
0697d,front-door,2019-06-28 14:24:41,2019-06-28,12-24
0697d,lounge,2019-06-28 14:24:48,2019-06-28,12-24
0697d,kitchen,2019-06-28 14:26:07,2019-06-28,12-24
0697d,lounge,2019-06-28 14:26:57,2019-06-28,12-24
0697d,hallway,2019-06-28 14:26:59,2019-06-28,12-24
0697d,bedroom,2019-06-28 14:27:09,2019-06-28,12-24
0697d,hallway,2019-06-28 14:28:04,2019-06-28,12-24
0697d,lounge,2019-06-28 14:28:06,2019-06-28,12-24
0697d,kitchen,2019-06-28 14:30:06,2019-06-28,12-24
0697d,lounge,2019-06-28 14:31:12,2019-06-28,12-24
0697d,kitchen,2019-06-28 14:31:39,2019-06-28,12-24
0697d,hallway,2019-06-28 14:31:41,2019-06-28,12-24
0697d,bedroom,2019-06-28 14:31:50,2019-06-28,12-24
0697d,lounge,2019-06-28 14:35:08,2019-06-28,12-24
0697d,kitchen,2019-06-28 14:36:10,2019-06-28,12-24
0697d,bedroom,2019-06-28 14:36:34,2019-06-28,12-24
0697d,hallway,2019-06-28 14:37:10,2019-06-28,12-24
0697d,kitchen,2019-06-28 14:37:27,2019-06-28,12-24
0697d,kitchen,2019-06-28 14:39:16,2019-06-28,12-24
0697d,kitchen,2019-06-28 14:40:21,2019-06-28,12-24
0697d,lounge,2019-06-28 14:42:05,2019-06-28,12-24
0697d,kitchen,2019-06-28 14:43:51,2019-06-28,12-24
0697d,kitchen,2019-06-28 14:45:17,2019-06-28,12-24
0697d,kitchen,2019-06-28 14:48:38,2019-06-28,12-24
0697d,kitchen,2019-06-28 14:50:20,2019-06-28,12-24
0697d,lounge,2019-06-28 14:51:51,2019-06-28,12-24
0697d,hallway,2019-06-28 14:52:13,2019-06-28,12-24
0697d,front-door,2019-06-28 14:52:36,2019-06-28,12-24
0697d,front-door,2019-06-28 14:52:44,2019-06-28,12-24
0697d,kitchen,2019-06-28 14:54:13,2019-06-28,12-24
0697d,kitchen,2019-06-28 14:55:14,2019-06-28,12-24
0697d,lounge,2019-06-28 14:55:22,2019-06-28,12-24
0697d,kitchen,2019-06-28 14:57:29,2019-06-28,12-24
0697d,lounge,2019-06-28 15:00:15,2019-06-28,12-24
0697d,kitchen,2019-06-28 15:00:27,2019-06-28,12-24
0697d,kitchen,2019-06-28 15:03:28,2019-06-28,12-24
0697d,lounge,2019-06-28 15:04:22,2019-06-28,12-24
0697d,hallway,2019-06-28 15:05:16,2019-06-28,12-24
0697d,lounge,2019-06-28 15:05:25,2019-06-28,12-24
0697d,kitchen,2019-06-28 15:06:21,2019-06-28,12-24
0697d,lounge,2019-06-28 15:06:51,2019-06-28,12-24
0697d,kitchen,2019-06-28 15:07:23,2019-06-28,12-24
0697d,lounge,2019-06-28 15:11:09,2019-06-28,12-24
0697d,kitchen,2019-06-28 15:11:39,2019-06-28,12-24
0697d,hallway,2019-06-28 15:12:58,2019-06-28,12-24
0697d,hallway,2019-06-28 15:18:27,2019-06-28,12-24
0697d,lounge,2019-06-28 15:18:33,2019-06-28,12-24
0697d,lounge,2019-06-28 16:40:20,2019-06-28,12-24
0697d,kitchen,2019-06-28 16:41:02,2019-06-28,12-24
0697d,kitchen,2019-06-28 16:42:22,2019-06-28,12-24
0697d,lounge,2019-06-28 16:43:23,2019-06-28,12-24
0697d,lounge,2019-06-28 16:44:31,2019-06-28,12-24
0697d,lounge,2019-06-28 16:45:35,2019-06-28,12-24
0697d,kitchen,2019-06-28 16:45:54,2019-06-28,12-24
0697d,kitchen,2019-06-28 16:47:08,2019-06-28,12-24
0697d,kitchen,2019-06-28 16:48:50,2019-06-28,12-24
0697d,lounge,2019-06-28 16:49:35,2019-06-28,12-24
0697d,kitchen,2019-06-28 16:52:38,2019-06-28,12-24
0697d,lounge,2019-06-28 16:53:09,2019-06-28,12-24
0697d,kitchen,2019-06-28 16:53:59,2019-06-28,12-24
0697d,kitchen,2019-06-28 16:55:04,2019-06-28,12-24
0697d,kitchen,2019-06-28 16:56:21,2019-06-28,12-24
0697d,kitchen,2019-06-28 16:59:25,2019-06-28,12-24
0697d,lounge,2019-06-28 17:01:06,2019-06-28,12-24
0697d,hallway,2019-06-28 17:02:41,2019-06-28,12-24
0697d,kitchen,2019-06-28 17:03:25,2019-06-28,12-24
0697d,kitchen,2019-06-28 17:07:14,2019-06-28,12-24
0697d,kitchen,2019-06-28 17:09:44,2019-06-28,12-24
0697d,kitchen,2019-06-28 17:12:41,2019-06-28,12-24
0697d,kitchen,2019-06-28 17:14:59,2019-06-28,12-24
0697d,lounge,2019-06-28 17:16:39,2019-06-28,12-24
0697d,hallway,2019-06-28 17:16:52,2019-06-28,12-24
0697d,kitchen,2019-06-28 17:17:18,2019-06-28,12-24
0697d,bedroom,2019-06-28 17:18:03,2019-06-28,12-24
0697d,kitchen,2019-06-28 17:21:06,2019-06-28,12-24
0697d,kitchen,2019-06-28 17:24:37,2019-06-28,12-24
0697d,hallway,2019-06-28 17:25:14,2019-06-28,12-24
0697d,lounge,2019-06-28 17:25:19,2019-06-28,12-24
0697d,kitchen,2019-06-28 17:26:25,2019-06-28,12-24
0697d,back-door,2019-06-28 17:26:26,2019-06-28,12-24
0697d,kitchen,2019-06-28 17:28:20,2019-06-28,12-24
0697d,lounge,2019-06-28 17:29:01,2019-06-28,12-24
0697d,hallway,2019-06-28 17:29:17,2019-06-28,12-24
0697d,lounge,2019-06-28 17:30:15,2019-06-28,12-24
0697d,hallway,2019-06-28 17:30:50,2019-06-28,12-24
0697d,lounge,2019-06-28 17:31:22,2019-06-28,12-24
0697d,kitchen,2019-06-28 17:31:37,2019-06-28,12-24
0697d,hallway,2019-06-28 17:32:00,2019-06-28,12-24
0697d,front-door,2019-06-28 17:32:20,2019-06-28,12-24
0697d,front-door,2019-06-28 17:32:40,2019-06-28,12-24
0697d,front-door,2019-06-28 17:33:27,2019-06-28,12-24
0697d,hallway,2019-06-28 17:33:37,2019-06-28,12-24
0697d,front-door,2019-06-28 17:33:39,2019-06-28,12-24
0697d,lounge,2019-06-28 17:33:46,2019-06-28,12-24
0697d,kitchen,2019-06-28 17:34:01,2019-06-28,12-24
0697d,hallway,2019-06-28 17:35:52,2019-06-28,12-24
0697d,front-door,2019-06-28 17:35:55,2019-06-28,12-24
0697d,front-door,2019-06-28 17:36:17,2019-06-28,12-24
0697d,front-door,2019-06-28 17:59:49,2019-06-28,12-24
0697d,hallway,2019-06-28 17:59:54,2019-06-28,12-24
0697d,front-door,2019-06-28 18:00:00,2019-06-28,12-24
0697d,lounge,2019-06-28 18:00:13,2019-06-28,12-24
0697d,kitchen,2019-06-28 18:00:22,2019-06-28,12-24
0697d,back-door,2019-06-28 18:00:55,2019-06-28,12-24
0697d,kitchen,2019-06-28 18:03:18,2019-06-28,12-24
0697d,lounge,2019-06-28 18:04:06,2019-06-28,12-24
0697d,hallway,2019-06-28 18:04:18,2019-06-28,12-24
0697d,hallway,2019-06-28 18:05:37,2019-06-28,12-24
0697d,kitchen,2019-06-28 18:06:08,2019-06-28,12-24
0697d,lounge,2019-06-28 18:06:55,2019-06-28,12-24
0697d,kitchen,2019-06-28 18:07:28,2019-06-28,12-24
0697d,kitchen,2019-06-28 18:10:45,2019-06-28,12-24
0697d,lounge,2019-06-28 18:11:10,2019-06-28,12-24
0697d,lounge,2019-06-28 18:13:22,2019-06-28,12-24
0697d,lounge,2019-06-28 18:18:17,2019-06-28,12-24
0697d,kitchen,2019-06-28 18:18:24,2019-06-28,12-24
0697d,lounge,2019-06-28 18:21:26,2019-06-28,12-24
0697d,kitchen,2019-06-28 18:23:10,2019-06-28,12-24
0697d,kitchen,2019-06-28 18:24:12,2019-06-28,12-24
0697d,lounge,2019-06-28 18:25:59,2019-06-28,12-24
0697d,kitchen,2019-06-28 18:27:05,2019-06-28,12-24
0697d,lounge,2019-06-28 18:28:53,2019-06-28,12-24
0697d,lounge,2019-06-28 18:30:15,2019-06-28,12-24
0697d,kitchen,2019-06-28 18:30:42,2019-06-28,12-24
0697d,lounge,2019-06-28 18:31:53,2019-06-28,12-24
0697d,kitchen,2019-06-28 18:33:37,2019-06-28,12-24
0697d,lounge,2019-06-28 18:34:16,2019-06-28,12-24
0697d,kitchen,2019-06-28 18:34:43,2019-06-28,12-24
0697d,kitchen,2019-06-28 18:36:11,2019-06-28,12-24
0697d,lounge,2019-06-28 18:38:22,2019-06-28,12-24
0697d,lounge,2019-06-28 18:43:24,2019-06-28,12-24
0697d,kitchen,2019-06-28 18:43:34,2019-06-28,12-24
0697d,kitchen,2019-06-28 18:44:47,2019-06-28,12-24
0697d,kitchen,2019-06-28 18:47:16,2019-06-28,12-24
0697d,lounge,2019-06-28 18:48:10,2019-06-28,12-24
0697d,kitchen,2019-06-28 18:48:25,2019-06-28,12-24
0697d,lounge,2019-06-28 18:49:51,2019-06-28,12-24
0697d,kitchen,2019-06-28 18:51:12,2019-06-28,12-24
0697d,kitchen,2019-06-28 19:16:58,2019-06-28,12-24
0697d,kitchen,2019-06-28 19:19:13,2019-06-28,12-24
0697d,kitchen,2019-06-28 19:20:55,2019-06-28,12-24
0697d,kitchen,2019-06-28 19:22:11,2019-06-28,12-24
0697d,kitchen,2019-06-28 19:23:56,2019-06-28,12-24
0697d,kitchen,2019-06-28 19:25:46,2019-06-28,12-24
0697d,kitchen,2019-06-28 19:28:27,2019-06-28,12-24
0697d,kitchen,2019-06-28 19:30:28,2019-06-28,12-24
0697d,kitchen,2019-06-28 19:32:01,2019-06-28,12-24
0697d,kitchen,2019-06-28 19:34:50,2019-06-28,12-24
0697d,lounge,2019-06-28 19:36:07,2019-06-28,12-24
0697d,kitchen,2019-06-28 19:36:41,2019-06-28,12-24
0697d,kitchen,2019-06-28 19:37:44,2019-06-28,12-24
0697d,kitchen,2019-06-28 19:38:45,2019-06-28,12-24
0697d,lounge,2019-06-28 19:39:54,2019-06-28,12-24
0697d,hallway,2019-06-28 19:40:28,2019-06-28,12-24
0697d,lounge,2019-06-28 20:12:08,2019-06-28,12-24
0697d,kitchen,2019-06-28 20:12:20,2019-06-28,12-24
0697d,kitchen,2019-06-28 20:14:26,2019-06-28,12-24
0697d,kitchen,2019-06-28 20:16:19,2019-06-28,12-24
0697d,kitchen,2019-06-28 20:17:38,2019-06-28,12-24
0697d,back-door,2019-06-28 20:17:59,2019-06-28,12-24
0697d,kitchen,2019-06-28 20:20:05,2019-06-28,12-24
0697d,lounge,2019-06-28 20:20:51,2019-06-28,12-24
0697d,lounge,2019-06-28 22:44:31,2019-06-28,12-24
0697d,kitchen,2019-06-28 22:44:42,2019-06-28,12-24
0697d,kitchen,2019-06-28 22:45:48,2019-06-28,12-24
0697d,kitchen,2019-06-28 22:48:31,2019-06-28,12-24
0697d,kitchen,2019-06-28 22:50:34,2019-06-28,12-24
0697d,kitchen,2019-06-28 22:52:32,2019-06-28,12-24
0697d,kitchen,2019-06-28 22:53:42,2019-06-28,12-24
0697d,lounge,2019-06-28 22:55:39,2019-06-28,12-24
0697d,hallway,2019-06-28 22:56:08,2019-06-28,12-24
0697d,hallway,2019-06-28 23:02:37,2019-06-28,12-24
0697d,lounge,2019-06-28 23:03:09,2019-06-28,12-24
0697d,kitchen,2019-06-28 23:04:02,2019-06-28,12-24
0697d,lounge,2019-06-28 23:05:32,2019-06-28,12-24
0697d,kitchen,2019-06-28 23:06:26,2019-06-28,12-24
0697d,lounge,2019-06-28 23:08:25,2019-06-28,12-24
0697d,lounge,2019-06-28 23:09:45,2019-06-28,12-24
0697d,hallway,2019-06-28 23:11:41,2019-06-28,12-24
0697d,lounge,2019-06-28 23:11:47,2019-06-28,12-24
0697d,kitchen,2019-06-28 23:12:04,2019-06-28,12-24
