id,date,hour,back-door,bedroom,fridge-door,front-door,hallway,kitchen,lounge
714d7,2019-05-04,11,16.0,1.0,4.0,4.0,16.0,19.0,14.0
714d7,2019-05-04,12,2.0,0.0,6.0,0.0,1.0,5.0,1.0
714d7,2019-05-04,13,1.0,1.0,6.0,4.0,3.0,6.0,1.0
714d7,2019-05-04,14,1.0,0.0,0.0,0.0,1.0,1.0,2.0
714d7,2019-05-04,15,0.0,0.0,0.0,2.0,2.0,2.0,1.0
714d7,2019-05-04,16,0.0,0.0,2.0,4.0,5.0,7.0,4.0
714d7,2019-05-04,17,0.0,0.0,0.0,0.0,12.0,12.0,6.0
714d7,2019-05-04,18,0.0,2.0,0.0,0.0,2.0,4.0,3.0
714d7,2019-05-04,19,2.0,0.0,0.0,0.0,2.0,3.0,2.0
714d7,2019-05-04,20,0.0,9.0,0.0,0.0,6.0,6.0,6.0
714d7,2019-05-04,21,0.0,3.0,0.0,2.0,6.0,4.0,4.0
714d7,2019-05-05,4,0.0,2.0,4.0,0.0,2.0,5.0,0.0
714d7,2019-05-05,5,0.0,2.0,4.0,0.0,3.0,3.0,0.0
714d7,2019-05-05,7,0.0,3.0,0.0,0.0,2.0,2.0,0.0
714d7,2019-05-05,8,1.0,7.0,10.0,2.0,6.0,14.0,0.0
714d7,2019-05-05,9,0.0,1.0,4.0,0.0,0.0,1.0,0.0
714d7,2019-05-05,10,0.0,0.0,4.0,0.0,0.0,3.0,0.0
714d7,2019-05-05,11,0.0,1.0,4.0,0.0,0.0,7.0,0.0
714d7,2019-05-05,12,0.0,4.0,2.0,0.0,2.0,7.0,1.0
714d7,2019-05-05,13,2.0,3.0,8.0,4.0,13.0,14.0,9.0
714d7,2019-05-05,14,7.0,2.0,4.0,0.0,7.0,9.0,4.0
714d7,2019-05-05,15,10.0,2.0,2.0,7.0,9.0,7.0,7.0
714d7,2019-05-05,19,0.0,1.0,0.0,2.0,5.0,5.0,6.0
714d7,2019-05-05,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-05,21,0.0,2.0,0.0,2.0,2.0,4.0,1.0
714d7,2019-05-06,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-06,7,0.0,2.0,0.0,2.0,4.0,8.0,0.0
714d7,2019-05-06,8,0.0,2.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-06,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-06,10,0.0,2.0,0.0,0.0,1.0,1.0,0.0
714d7,2019-05-06,11,0.0,2.0,2.0,2.0,4.0,3.0,5.0
714d7,2019-05-06,12,0.0,1.0,2.0,0.0,4.0,6.0,5.0
714d7,2019-05-06,13,0.0,2.0,0.0,4.0,8.0,7.0,3.0
714d7,2019-05-06,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0
714d7,2019-05-06,17,2.0,0.0,0.0,2.0,2.0,3.0,2.0
714d7,2019-05-06,18,0.0,0.0,2.0,2.0,9.0,9.0,8.0
714d7,2019-05-06,19,0.0,2.0,4.0,0.0,14.0,9.0,14.0
714d7,2019-05-06,20,4.0,0.0,0.0,0.0,4.0,6.0,7.0
714d7,2019-05-06,21,0.0,2.0,0.0,0.0,7.0,5.0,8.0
714d7,2019-05-06,22,0.0,6.0,0.0,0.0,1.0,1.0,1.0
714d7,2019-05-07,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-07,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-07,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-07,5,0.0,4.0,0.0,0.0,1.0,2.0,0.0
714d7,2019-05-07,6,0.0,7.0,6.0,2.0,5.0,6.0,0.0
714d7,2019-05-07,7,1.0,6.0,2.0,0.0,1.0,6.0,0.0
714d7,2019-05-07,8,0.0,2.0,8.0,0.0,2.0,14.0,0.0
714d7,2019-05-07,9,0.0,0.0,0.0,0.0,1.0,5.0,1.0
714d7,2019-05-07,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0
714d7,2019-05-07,11,1.0,2.0,2.0,0.0,2.0,4.0,1.0
714d7,2019-05-07,12,0.0,4.0,6.0,0.0,4.0,8.0,4.0
714d7,2019-05-07,13,0.0,0.0,4.0,2.0,8.0,11.0,9.0
714d7,2019-05-07,14,0.0,2.0,2.0,4.0,5.0,6.0,5.0
714d7,2019-05-07,16,1.0,0.0,12.0,4.0,5.0,13.0,1.0
714d7,2019-05-07,17,1.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-07,18,4.0,0.0,0.0,0.0,6.0,7.0,6.0
714d7,2019-05-07,19,0.0,3.0,0.0,0.0,4.0,5.0,4.0
714d7,2019-05-07,20,0.0,1.0,4.0,2.0,9.0,8.0,14.0
714d7,2019-05-07,21,0.0,2.0,0.0,0.0,3.0,5.0,13.0
714d7,2019-05-07,22,0.0,4.0,0.0,0.0,4.0,4.0,6.0
714d7,2019-05-07,23,0.0,1.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-08,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-08,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-08,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-08,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-08,6,0.0,2.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-08,7,0.0,2.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-08,8,0.0,2.0,4.0,0.0,5.0,4.0,4.0
714d7,2019-05-08,9,0.0,9.0,0.0,6.0,6.0,4.0,1.0
714d7,2019-05-08,10,1.0,4.0,2.0,2.0,6.0,8.0,1.0
714d7,2019-05-08,11,0.0,0.0,6.0,2.0,4.0,6.0,1.0
714d7,2019-05-08,12,1.0,0.0,4.0,0.0,0.0,3.0,3.0
714d7,2019-05-08,13,2.0,0.0,4.0,0.0,4.0,5.0,3.0
714d7,2019-05-08,14,2.0,0.0,4.0,0.0,1.0,2.0,2.0
714d7,2019-05-08,15,0.0,0.0,0.0,0.0,1.0,0.0,2.0
714d7,2019-05-08,16,2.0,0.0,4.0,0.0,3.0,7.0,3.0
714d7,2019-05-08,17,0.0,2.0,2.0,0.0,4.0,4.0,6.0
714d7,2019-05-08,18,0.0,0.0,12.0,0.0,8.0,6.0,11.0
714d7,2019-05-08,19,0.0,0.0,0.0,4.0,8.0,7.0,7.0
714d7,2019-05-08,20,2.0,1.0,0.0,0.0,4.0,4.0,3.0
714d7,2019-05-08,21,0.0,0.0,0.0,0.0,8.0,9.0,8.0
714d7,2019-05-08,22,0.0,2.0,0.0,0.0,1.0,1.0,0.0
714d7,2019-05-08,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-09,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-09,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-09,5,0.0,3.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-09,6,0.0,2.0,0.0,0.0,1.0,2.0,1.0
714d7,2019-05-09,7,0.0,3.0,4.0,0.0,1.0,4.0,0.0
714d7,2019-05-09,8,0.0,11.0,0.0,0.0,8.0,9.0,8.0
714d7,2019-05-09,9,2.0,1.0,2.0,2.0,4.0,4.0,3.0
714d7,2019-05-09,10,1.0,2.0,0.0,2.0,9.0,8.0,5.0
714d7,2019-05-09,11,0.0,0.0,4.0,4.0,13.0,14.0,9.0
714d7,2019-05-09,12,1.0,6.0,4.0,0.0,9.0,11.0,11.0
714d7,2019-05-09,13,1.0,1.0,10.0,2.0,10.0,10.0,9.0
714d7,2019-05-09,14,0.0,0.0,0.0,2.0,1.0,0.0,0.0
714d7,2019-05-09,15,3.0,0.0,4.0,0.0,2.0,5.0,2.0
714d7,2019-05-09,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0
714d7,2019-05-09,17,0.0,0.0,0.0,2.0,6.0,6.0,7.0
714d7,2019-05-09,18,8.0,5.0,0.0,0.0,7.0,13.0,8.0
714d7,2019-05-09,19,0.0,0.0,0.0,2.0,7.0,5.0,7.0
714d7,2019-05-09,22,0.0,4.0,0.0,2.0,4.0,5.0,2.0
714d7,2019-05-09,23,0.0,4.0,0.0,0.0,2.0,1.0,0.0
714d7,2019-05-10,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-10,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-10,7,0.0,6.0,4.0,0.0,3.0,5.0,1.0
714d7,2019-05-10,8,0.0,7.0,4.0,6.0,3.0,6.0,1.0
714d7,2019-05-10,9,1.0,3.0,6.0,0.0,1.0,9.0,0.0
714d7,2019-05-10,10,0.0,1.0,4.0,0.0,2.0,5.0,0.0
714d7,2019-05-10,11,1.0,0.0,0.0,10.0,6.0,5.0,2.0
714d7,2019-05-10,12,0.0,0.0,0.0,1.0,1.0,1.0,0.0
714d7,2019-05-10,13,1.0,10.0,12.0,7.0,21.0,19.0,9.0
714d7,2019-05-10,14,0.0,0.0,0.0,0.0,0.0,2.0,0.0
714d7,2019-05-10,15,0.0,0.0,0.0,0.0,0.0,3.0,0.0
714d7,2019-05-10,16,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-10,17,1.0,0.0,0.0,0.0,1.0,6.0,1.0
714d7,2019-05-10,18,0.0,0.0,0.0,0.0,6.0,5.0,7.0
714d7,2019-05-10,19,0.0,0.0,0.0,0.0,1.0,1.0,1.0
714d7,2019-05-10,20,4.0,4.0,0.0,0.0,4.0,5.0,2.0
714d7,2019-05-11,5,0.0,3.0,2.0,0.0,2.0,2.0,0.0
714d7,2019-05-11,8,1.0,5.0,8.0,0.0,3.0,12.0,0.0
714d7,2019-05-11,9,1.0,0.0,2.0,2.0,3.0,6.0,0.0
714d7,2019-05-11,16,1.0,1.0,8.0,2.0,4.0,11.0,0.0
714d7,2019-05-11,17,1.0,0.0,2.0,0.0,1.0,4.0,1.0
714d7,2019-05-11,18,0.0,0.0,8.0,0.0,5.0,6.0,6.0
714d7,2019-05-11,19,1.0,0.0,0.0,0.0,1.0,2.0,1.0
714d7,2019-05-11,20,2.0,2.0,0.0,0.0,2.0,2.0,1.0
714d7,2019-05-12,6,2.0,1.0,2.0,0.0,2.0,7.0,0.0
714d7,2019-05-12,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-12,9,1.0,3.0,16.0,0.0,1.0,7.0,0.0
714d7,2019-05-12,10,0.0,0.0,4.0,0.0,0.0,5.0,0.0
714d7,2019-05-12,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-12,12,0.0,7.0,12.0,2.0,10.0,13.0,7.0
714d7,2019-05-12,13,0.0,1.0,4.0,2.0,8.0,15.0,4.0
714d7,2019-05-12,14,0.0,1.0,6.0,4.0,4.0,6.0,0.0
714d7,2019-05-12,15,1.0,1.0,2.0,0.0,3.0,9.0,1.0
714d7,2019-05-12,17,4.0,0.0,0.0,0.0,2.0,1.0,2.0
714d7,2019-05-12,18,0.0,0.0,0.0,0.0,1.0,1.0,1.0
714d7,2019-05-12,19,0.0,0.0,8.0,2.0,12.0,12.0,15.0
714d7,2019-05-12,20,0.0,0.0,0.0,0.0,4.0,4.0,12.0
714d7,2019-05-12,21,0.0,8.0,0.0,0.0,5.0,8.0,4.0
714d7,2019-05-12,22,0.0,3.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-13,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-13,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-13,5,0.0,4.0,0.0,0.0,1.0,2.0,0.0
714d7,2019-05-13,6,2.0,7.0,8.0,2.0,6.0,8.0,0.0
714d7,2019-05-13,7,1.0,4.0,4.0,0.0,1.0,5.0,0.0
714d7,2019-05-13,8,0.0,0.0,4.0,0.0,0.0,6.0,0.0
714d7,2019-05-13,9,0.0,0.0,4.0,0.0,0.0,3.0,0.0
714d7,2019-05-13,10,0.0,0.0,4.0,0.0,0.0,3.0,0.0
714d7,2019-05-13,11,0.0,0.0,6.0,0.0,2.0,7.0,1.0
714d7,2019-05-13,13,1.0,2.0,0.0,2.0,4.0,3.0,3.0
714d7,2019-05-13,14,1.0,2.0,0.0,4.0,6.0,4.0,7.0
714d7,2019-05-13,15,1.0,0.0,0.0,2.0,1.0,2.0,5.0
714d7,2019-05-13,16,0.0,0.0,2.0,2.0,7.0,8.0,5.0
714d7,2019-05-13,17,0.0,0.0,4.0,0.0,10.0,8.0,11.0
714d7,2019-05-13,18,0.0,6.0,0.0,0.0,4.0,3.0,4.0
714d7,2019-05-13,19,4.0,2.0,0.0,0.0,2.0,4.0,2.0
714d7,2019-05-13,20,0.0,0.0,0.0,0.0,2.0,1.0,2.0
714d7,2019-05-13,21,0.0,2.0,0.0,0.0,7.0,8.0,4.0
714d7,2019-05-13,22,0.0,3.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-14,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-14,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-14,5,0.0,2.0,0.0,0.0,1.0,3.0,0.0
714d7,2019-05-14,6,1.0,5.0,4.0,2.0,4.0,5.0,0.0
714d7,2019-05-14,7,1.0,1.0,2.0,0.0,1.0,2.0,0.0
714d7,2019-05-14,8,1.0,3.0,4.0,0.0,2.0,5.0,0.0
714d7,2019-05-14,9,0.0,0.0,2.0,0.0,2.0,6.0,0.0
714d7,2019-05-14,10,0.0,0.0,4.0,0.0,0.0,2.0,0.0
714d7,2019-05-14,11,0.0,0.0,6.0,0.0,0.0,6.0,1.0
714d7,2019-05-14,12,1.0,0.0,0.0,0.0,2.0,3.0,2.0
714d7,2019-05-14,13,0.0,0.0,0.0,0.0,0.0,0.0,2.0
714d7,2019-05-14,14,0.0,2.0,6.0,6.0,11.0,9.0,6.0
714d7,2019-05-14,15,0.0,0.0,0.0,0.0,3.0,5.0,2.0
714d7,2019-05-14,16,4.0,2.0,0.0,2.0,10.0,9.0,7.0
714d7,2019-05-14,17,2.0,0.0,0.0,0.0,2.0,1.0,2.0
714d7,2019-05-14,18,0.0,0.0,0.0,2.0,6.0,6.0,7.0
714d7,2019-05-14,19,1.0,4.0,4.0,4.0,8.0,12.0,7.0
714d7,2019-05-14,20,1.0,3.0,4.0,0.0,3.0,7.0,0.0
714d7,2019-05-14,21,0.0,2.0,0.0,2.0,3.0,4.0,0.0
714d7,2019-05-14,22,0.0,5.0,0.0,0.0,0.0,2.0,0.0
714d7,2019-05-15,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-15,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-15,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-15,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-15,7,0.0,7.0,4.0,0.0,3.0,4.0,0.0
714d7,2019-05-15,8,1.0,11.0,4.0,2.0,5.0,11.0,0.0
714d7,2019-05-15,9,0.0,0.0,8.0,0.0,0.0,10.0,0.0
714d7,2019-05-15,10,0.0,5.0,6.0,0.0,7.0,11.0,0.0
714d7,2019-05-15,11,0.0,0.0,2.0,2.0,2.0,8.0,2.0
714d7,2019-05-15,12,4.0,0.0,4.0,8.0,6.0,3.0,5.0
714d7,2019-05-15,13,0.0,2.0,0.0,0.0,2.0,1.0,2.0
714d7,2019-05-15,14,2.0,0.0,4.0,4.0,5.0,7.0,4.0
714d7,2019-05-15,15,0.0,0.0,2.0,0.0,2.0,1.0,2.0
714d7,2019-05-15,16,0.0,0.0,2.0,0.0,1.0,4.0,1.0
714d7,2019-05-15,17,1.0,0.0,2.0,2.0,10.0,12.0,7.0
714d7,2019-05-15,18,0.0,1.0,2.0,0.0,7.0,9.0,7.0
714d7,2019-05-15,19,2.0,7.0,0.0,0.0,6.0,5.0,4.0
714d7,2019-05-15,20,0.0,9.0,0.0,2.0,5.0,3.0,4.0
714d7,2019-05-15,21,0.0,7.0,0.0,0.0,8.0,5.0,6.0
714d7,2019-05-15,22,0.0,8.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-16,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-16,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0
714d7,2019-05-16,7,0.0,2.0,3.0,0.0,1.0,3.0,0.0
714d7,2019-05-16,8,1.0,13.0,3.0,2.0,8.0,13.0,1.0
714d7,2019-05-16,9,0.0,5.0,10.0,6.0,15.0,22.0,10.0
714d7,2019-05-16,10,0.0,6.0,12.0,2.0,10.0,14.0,4.0
714d7,2019-05-16,11,0.0,0.0,6.0,0.0,2.0,5.0,0.0
714d7,2019-05-16,12,0.0,0.0,0.0,2.0,2.0,3.0,2.0
714d7,2019-05-16,13,1.0,6.0,2.0,4.0,14.0,8.0,8.0
714d7,2019-05-16,17,4.0,0.0,8.0,2.0,8.0,8.0,7.0
714d7,2019-05-16,18,0.0,7.0,0.0,2.0,6.0,8.0,3.0
714d7,2019-05-16,19,0.0,9.0,0.0,0.0,13.0,12.0,10.0
714d7,2019-05-16,20,2.0,1.0,2.0,2.0,19.0,17.0,12.0
714d7,2019-05-16,21,0.0,0.0,0.0,4.0,1.0,2.0,3.0
714d7,2019-05-17,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-17,8,0.0,0.0,0.0,4.0,3.0,2.0,0.0
714d7,2019-05-17,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-17,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-17,21,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-18,11,0.0,0.0,0.0,4.0,2.0,3.0,0.0
714d7,2019-05-18,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-18,20,0.0,0.0,0.0,0.0,0.0,2.0,0.0
714d7,2019-05-19,9,0.0,0.0,0.0,4.0,2.0,2.0,0.0
714d7,2019-05-19,10,0.0,0.0,0.0,0.0,0.0,3.0,0.0
714d7,2019-05-19,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-19,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-20,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-20,7,0.0,0.0,0.0,4.0,2.0,2.0,0.0
714d7,2019-05-20,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-20,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-20,22,0.0,0.0,0.0,0.0,0.0,2.0,0.0
714d7,2019-05-21,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-21,10,0.0,0.0,0.0,4.0,2.0,3.0,0.0
714d7,2019-05-21,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-21,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-22,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-22,9,0.0,0.0,0.0,4.0,2.0,3.0,0.0
714d7,2019-05-22,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-23,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-23,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-23,15,0.0,0.0,0.0,4.0,2.0,4.0,0.0
714d7,2019-05-23,22,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-24,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714d7,2019-05-24,7,1.0,2.0,4.0,6.0,4.0,13.0,0.0
714d7,2019-05-24,8,0.0,2.0,8.0,0.0,3.0,12.0,1.0
714d7,2019-05-24,9,0.0,0.0,8.0,0.0,0.0,8.0,0.0
714d7,2019-05-24,10,0.0,0.0,4.0,0.0,0.0,4.0,0.0
714d7,2019-05-24,11,0.0,0.0,2.0,0.0,0.0,4.0,0.0
714d7,2019-05-24,12,0.0,6.0,6.0,0.0,3.0,12.0,2.0
714d7,2019-05-24,13,0.0,0.0,0.0,0.0,1.0,2.0,1.0
714d7,2019-05-24,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0
714d7,2019-05-24,15,1.0,6.0,16.0,8.0,16.0,13.0,8.0
714d7,2019-05-24,16,1.0,0.0,10.0,2.0,7.0,8.0,5.0
714d7,2019-05-24,17,1.0,3.0,0.0,0.0,8.0,9.0,6.0
714d7,2019-05-24,18,0.0,1.0,0.0,4.0,6.0,7.0,4.0
714d7,2019-05-24,19,0.0,2.0,0.0,0.0,6.0,6.0,7.0
714d7,2019-05-24,20,0.0,9.0,0.0,2.0,7.0,6.0,4.0
