id,date,hour,back-door,bathroom,bedroom,fridge-door,kitchen
a539e,2019-06-02,15,5.0,6.0,0.0,8.0,11.0
a539e,2019-06-02,16,0.0,2.0,0.0,2.0,7.0
a539e,2019-06-03,7,0.0,0.0,1.0,0.0,1.0
a539e,2019-06-03,11,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-03,12,0.0,2.0,1.0,0.0,5.0
a539e,2019-06-03,13,0.0,3.0,0.0,2.0,5.0
a539e,2019-06-03,17,0.0,1.0,0.0,0.0,0.0
a539e,2019-06-03,19,0.0,2.0,0.0,0.0,2.0
a539e,2019-06-03,20,0.0,0.0,0.0,0.0,3.0
a539e,2019-06-03,21,0.0,1.0,0.0,0.0,6.0
a539e,2019-06-03,22,0.0,0.0,1.0,2.0,3.0
a539e,2019-06-04,0,0.0,1.0,0.0,0.0,0.0
a539e,2019-06-04,10,0.0,1.0,1.0,0.0,2.0
a539e,2019-06-04,11,2.0,1.0,0.0,0.0,3.0
a539e,2019-06-04,12,0.0,2.0,1.0,0.0,4.0
a539e,2019-06-04,16,0.0,0.0,0.0,0.0,1.0
a539e,2019-06-04,17,0.0,1.0,0.0,0.0,2.0
a539e,2019-06-04,19,2.0,0.0,0.0,10.0,13.0
a539e,2019-06-04,20,1.0,0.0,0.0,0.0,1.0
a539e,2019-06-04,21,3.0,2.0,0.0,0.0,5.0
a539e,2019-06-04,23,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-05,0,0.0,0.0,0.0,0.0,3.0
a539e,2019-06-05,2,0.0,0.0,0.0,0.0,1.0
a539e,2019-06-05,9,0.0,0.0,1.0,0.0,2.0
a539e,2019-06-05,11,0.0,2.0,0.0,2.0,4.0
a539e,2019-06-05,12,0.0,0.0,0.0,2.0,7.0
a539e,2019-06-05,13,0.0,0.0,0.0,6.0,9.0
a539e,2019-06-05,14,6.0,4.0,2.0,2.0,11.0
a539e,2019-06-05,15,6.0,1.0,1.0,2.0,16.0
a539e,2019-06-05,16,8.0,3.0,5.0,0.0,11.0
a539e,2019-06-05,17,0.0,0.0,1.0,2.0,8.0
a539e,2019-06-05,18,3.0,3.0,2.0,0.0,11.0
a539e,2019-06-05,19,3.0,4.0,0.0,7.0,22.0
a539e,2019-06-05,20,2.0,0.0,1.0,1.0,14.0
a539e,2019-06-05,21,4.0,2.0,2.0,0.0,4.0
a539e,2019-06-05,22,6.0,2.0,1.0,0.0,6.0
a539e,2019-06-05,23,2.0,5.0,4.0,0.0,5.0
a539e,2019-06-06,0,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-06,2,0.0,2.0,3.0,0.0,0.0
a539e,2019-06-06,3,0.0,2.0,2.0,0.0,2.0
a539e,2019-06-06,4,0.0,1.0,2.0,0.0,2.0
a539e,2019-06-06,5,0.0,2.0,3.0,0.0,0.0
a539e,2019-06-06,6,0.0,0.0,0.0,0.0,2.0
a539e,2019-06-06,7,0.0,3.0,0.0,0.0,2.0
a539e,2019-06-06,8,7.0,19.0,5.0,0.0,9.0
a539e,2019-06-06,9,3.0,8.0,4.0,12.0,7.0
a539e,2019-06-06,10,6.0,11.0,12.0,0.0,13.0
a539e,2019-06-06,11,37.0,3.0,5.0,2.0,11.0
a539e,2019-06-06,12,16.0,2.0,0.0,8.0,14.0
a539e,2019-06-06,13,5.0,5.0,1.0,0.0,9.0
a539e,2019-06-06,14,2.0,2.0,0.0,6.0,10.0
a539e,2019-06-06,16,12.0,5.0,1.0,0.0,11.0
a539e,2019-06-06,17,8.0,1.0,1.0,6.0,6.0
a539e,2019-06-06,18,4.0,0.0,1.0,24.0,14.0
a539e,2019-06-06,19,0.0,0.0,0.0,2.0,8.0
a539e,2019-06-06,20,4.0,1.0,0.0,10.0,14.0
a539e,2019-06-06,21,4.0,2.0,3.0,10.0,9.0
a539e,2019-06-06,22,4.0,0.0,3.0,6.0,10.0
a539e,2019-06-06,23,2.0,7.0,5.0,18.0,12.0
a539e,2019-06-07,0,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-07,1,0.0,0.0,3.0,0.0,0.0
a539e,2019-06-07,2,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-07,3,0.0,0.0,2.0,0.0,0.0
a539e,2019-06-07,4,0.0,2.0,5.0,2.0,4.0
a539e,2019-06-07,5,4.0,2.0,1.0,0.0,4.0
a539e,2019-06-07,6,0.0,0.0,1.0,0.0,2.0
a539e,2019-06-07,7,0.0,2.0,3.0,4.0,6.0
a539e,2019-06-07,8,0.0,12.0,9.0,2.0,12.0
a539e,2019-06-07,9,6.0,13.0,4.0,6.0,11.0
a539e,2019-06-07,10,0.0,4.0,2.0,2.0,9.0
a539e,2019-06-07,11,0.0,5.0,3.0,4.0,10.0
a539e,2019-06-07,12,0.0,0.0,1.0,0.0,7.0
a539e,2019-06-07,13,0.0,8.0,5.0,10.0,15.0
a539e,2019-06-07,14,8.0,6.0,0.0,4.0,9.0
a539e,2019-06-07,16,8.0,3.0,1.0,16.0,11.0
a539e,2019-06-07,17,0.0,1.0,0.0,0.0,2.0
a539e,2019-06-07,18,4.0,5.0,3.0,2.0,8.0
a539e,2019-06-07,19,10.0,1.0,1.0,7.0,12.0
a539e,2019-06-07,20,2.0,2.0,4.0,8.0,7.0
a539e,2019-06-07,21,2.0,3.0,3.0,0.0,8.0
a539e,2019-06-07,22,2.0,0.0,4.0,0.0,7.0
a539e,2019-06-07,23,0.0,5.0,6.0,0.0,3.0
a539e,2019-06-08,0,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-08,1,0.0,5.0,4.0,0.0,0.0
a539e,2019-06-08,2,0.0,1.0,2.0,0.0,0.0
a539e,2019-06-08,3,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-08,5,0.0,4.0,2.0,2.0,4.0
a539e,2019-06-08,6,0.0,1.0,7.0,8.0,2.0
a539e,2019-06-08,7,0.0,1.0,4.0,2.0,2.0
a539e,2019-06-08,8,0.0,16.0,9.0,2.0,4.0
a539e,2019-06-08,9,2.0,4.0,1.0,16.0,16.0
a539e,2019-06-08,10,0.0,7.0,0.0,2.0,11.0
a539e,2019-06-08,11,0.0,0.0,1.0,0.0,1.0
a539e,2019-06-08,12,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-08,13,0.0,1.0,1.0,16.0,15.0
a539e,2019-06-08,14,0.0,0.0,0.0,0.0,1.0
a539e,2019-06-08,15,2.0,3.0,3.0,6.0,9.0
a539e,2019-06-08,16,6.0,3.0,3.0,4.0,9.0
a539e,2019-06-08,17,4.0,1.0,7.0,4.0,5.0
a539e,2019-06-08,18,2.0,0.0,2.0,2.0,7.0
a539e,2019-06-08,19,0.0,4.0,2.0,8.0,17.0
a539e,2019-06-08,20,0.0,0.0,0.0,0.0,9.0
a539e,2019-06-08,21,4.0,1.0,0.0,6.0,14.0
a539e,2019-06-08,22,6.0,0.0,1.0,10.0,7.0
a539e,2019-06-08,23,0.0,5.0,4.0,2.0,5.0
a539e,2019-06-09,0,0.0,0.0,2.0,0.0,0.0
a539e,2019-06-09,1,0.0,5.0,4.0,0.0,0.0
a539e,2019-06-09,3,0.0,1.0,3.0,0.0,0.0
a539e,2019-06-09,4,0.0,3.0,1.0,2.0,2.0
a539e,2019-06-09,5,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-09,6,2.0,4.0,1.0,0.0,6.0
a539e,2019-06-09,7,2.0,3.0,6.0,8.0,12.0
a539e,2019-06-09,8,0.0,9.0,9.0,0.0,5.0
a539e,2019-06-09,9,2.0,21.0,5.0,0.0,5.0
a539e,2019-06-09,10,4.0,4.0,2.0,8.0,10.0
a539e,2019-06-09,11,9.0,3.0,3.0,0.0,20.0
a539e,2019-06-09,12,1.0,6.0,2.0,2.0,18.0
a539e,2019-06-09,13,0.0,2.0,2.0,8.0,10.0
a539e,2019-06-09,14,1.0,3.0,2.0,2.0,7.0
a539e,2019-06-09,15,4.0,2.0,2.0,4.0,6.0
a539e,2019-06-09,16,0.0,2.0,2.0,0.0,6.0
a539e,2019-06-09,18,1.0,1.0,0.0,0.0,2.0
a539e,2019-06-09,19,1.0,2.0,1.0,18.0,21.0
a539e,2019-06-09,20,8.0,2.0,2.0,0.0,9.0
a539e,2019-06-09,21,8.0,1.0,2.0,6.0,11.0
a539e,2019-06-09,22,4.0,1.0,2.0,2.0,6.0
a539e,2019-06-09,23,0.0,5.0,3.0,0.0,1.0
a539e,2019-06-10,0,0.0,2.0,3.0,0.0,0.0
a539e,2019-06-10,1,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-10,2,0.0,2.0,3.0,0.0,1.0
a539e,2019-06-10,4,0.0,2.0,2.0,0.0,1.0
a539e,2019-06-10,6,4.0,5.0,2.0,2.0,5.0
a539e,2019-06-10,7,0.0,11.0,0.0,0.0,3.0
a539e,2019-06-10,8,0.0,12.0,6.0,10.0,10.0
a539e,2019-06-10,9,2.0,10.0,5.0,0.0,15.0
a539e,2019-06-10,10,6.0,8.0,4.0,2.0,12.0
a539e,2019-06-10,11,0.0,1.0,1.0,4.0,6.0
a539e,2019-06-10,12,0.0,4.0,0.0,2.0,20.0
a539e,2019-06-10,13,0.0,2.0,0.0,18.0,16.0
a539e,2019-06-10,14,2.0,1.0,2.0,0.0,11.0
a539e,2019-06-10,15,0.0,1.0,1.0,6.0,8.0
a539e,2019-06-10,16,0.0,5.0,5.0,0.0,7.0
a539e,2019-06-10,17,0.0,0.0,3.0,0.0,3.0
a539e,2019-06-10,18,0.0,2.0,1.0,0.0,0.0
a539e,2019-06-10,19,0.0,1.0,1.0,18.0,17.0
a539e,2019-06-10,20,0.0,1.0,4.0,0.0,15.0
a539e,2019-06-10,21,4.0,0.0,2.0,6.0,13.0
a539e,2019-06-10,22,4.0,3.0,5.0,2.0,6.0
a539e,2019-06-10,23,0.0,3.0,2.0,4.0,1.0
a539e,2019-06-11,0,0.0,2.0,3.0,0.0,0.0
a539e,2019-06-11,1,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-11,2,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-11,4,0.0,2.0,2.0,0.0,0.0
a539e,2019-06-11,5,0.0,2.0,2.0,2.0,2.0
a539e,2019-06-11,6,0.0,4.0,4.0,12.0,11.0
a539e,2019-06-11,7,0.0,8.0,5.0,6.0,14.0
a539e,2019-06-11,8,10.0,14.0,4.0,14.0,14.0
a539e,2019-06-11,9,0.0,5.0,0.0,12.0,15.0
a539e,2019-06-11,10,2.0,4.0,10.0,0.0,16.0
a539e,2019-06-11,11,0.0,0.0,2.0,6.0,5.0
a539e,2019-06-11,12,0.0,3.0,3.0,0.0,6.0
a539e,2019-06-11,13,1.0,2.0,1.0,12.0,11.0
a539e,2019-06-11,14,9.0,5.0,2.0,0.0,10.0
a539e,2019-06-11,16,0.0,3.0,0.0,0.0,1.0
a539e,2019-06-11,17,8.0,6.0,4.0,0.0,12.0
a539e,2019-06-11,18,0.0,0.0,2.0,0.0,9.0
a539e,2019-06-11,19,0.0,1.0,0.0,16.0,15.0
a539e,2019-06-11,20,0.0,3.0,1.0,6.0,12.0
a539e,2019-06-11,21,8.0,2.0,0.0,0.0,3.0
a539e,2019-06-11,22,2.0,4.0,6.0,0.0,7.0
a539e,2019-06-11,23,0.0,4.0,2.0,0.0,0.0
a539e,2019-06-12,0,0.0,3.0,3.0,0.0,1.0
a539e,2019-06-12,2,0.0,2.0,2.0,0.0,0.0
a539e,2019-06-12,3,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-12,4,0.0,3.0,2.0,2.0,2.0
a539e,2019-06-12,5,0.0,2.0,2.0,0.0,2.0
a539e,2019-06-12,7,0.0,1.0,1.0,0.0,0.0
a539e,2019-06-12,8,0.0,6.0,4.0,4.0,8.0
a539e,2019-06-12,9,2.0,17.0,6.0,0.0,10.0
a539e,2019-06-12,10,0.0,2.0,0.0,8.0,15.0
a539e,2019-06-12,11,1.0,3.0,3.0,0.0,10.0
a539e,2019-06-12,12,6.0,5.0,4.0,0.0,14.0
a539e,2019-06-12,13,4.0,4.0,0.0,14.0,9.0
a539e,2019-06-12,14,0.0,0.0,2.0,2.0,8.0
a539e,2019-06-12,15,0.0,3.0,1.0,4.0,6.0
a539e,2019-06-12,16,4.0,4.0,1.0,0.0,6.0
a539e,2019-06-12,17,2.0,0.0,2.0,6.0,8.0
a539e,2019-06-12,18,8.0,5.0,0.0,14.0,14.0
a539e,2019-06-12,19,0.0,1.0,1.0,2.0,16.0
a539e,2019-06-12,20,2.0,0.0,1.0,0.0,5.0
a539e,2019-06-12,21,6.0,2.0,1.0,4.0,8.0
a539e,2019-06-12,22,2.0,7.0,7.0,6.0,5.0
a539e,2019-06-12,23,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-13,0,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-13,1,0.0,2.0,2.0,0.0,0.0
a539e,2019-06-13,3,0.0,3.0,2.0,0.0,0.0
a539e,2019-06-13,5,0.0,3.0,2.0,0.0,0.0
a539e,2019-06-13,6,2.0,4.0,3.0,2.0,4.0
a539e,2019-06-13,7,2.0,7.0,10.0,4.0,10.0
a539e,2019-06-13,8,8.0,17.0,3.0,8.0,9.0
a539e,2019-06-13,9,8.0,4.0,1.0,10.0,15.0
a539e,2019-06-13,10,0.0,10.0,9.0,0.0,17.0
a539e,2019-06-13,11,7.0,2.0,1.0,2.0,6.0
a539e,2019-06-13,12,0.0,0.0,0.0,6.0,2.0
a539e,2019-06-13,15,0.0,2.0,0.0,0.0,0.0
a539e,2019-06-13,16,6.0,3.0,2.0,4.0,10.0
a539e,2019-06-13,17,2.0,3.0,2.0,3.0,8.0
a539e,2019-06-13,18,4.0,1.0,1.0,19.0,17.0
a539e,2019-06-13,19,0.0,3.0,0.0,4.0,8.0
a539e,2019-06-13,20,0.0,0.0,0.0,2.0,4.0
a539e,2019-06-13,21,8.0,2.0,1.0,4.0,10.0
a539e,2019-06-13,22,0.0,4.0,3.0,0.0,6.0
a539e,2019-06-13,23,0.0,5.0,5.0,0.0,2.0
a539e,2019-06-14,0,0.0,3.0,2.0,0.0,0.0
a539e,2019-06-14,2,0.0,3.0,2.0,2.0,1.0
a539e,2019-06-14,4,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-14,5,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-14,6,4.0,2.0,1.0,4.0,19.0
a539e,2019-06-14,7,0.0,9.0,5.0,4.0,8.0
a539e,2019-06-14,8,0.0,17.0,8.0,6.0,14.0
a539e,2019-06-14,9,0.0,3.0,1.0,12.0,14.0
a539e,2019-06-14,10,0.0,4.0,3.0,0.0,11.0
a539e,2019-06-14,11,0.0,3.0,0.0,4.0,12.0
a539e,2019-06-14,12,3.0,5.0,0.0,28.0,19.0
a539e,2019-06-14,13,4.0,6.0,6.0,0.0,12.0
a539e,2019-06-14,15,4.0,2.0,2.0,6.0,10.0
a539e,2019-06-14,16,2.0,3.0,2.0,0.0,4.0
a539e,2019-06-14,17,0.0,4.0,0.0,2.0,7.0
a539e,2019-06-14,18,0.0,2.0,0.0,6.0,9.0
a539e,2019-06-14,19,0.0,1.0,1.0,10.0,14.0
a539e,2019-06-14,20,0.0,2.0,1.0,12.0,19.0
a539e,2019-06-14,21,6.0,0.0,2.0,6.0,10.0
a539e,2019-06-14,22,0.0,3.0,7.0,0.0,3.0
a539e,2019-06-14,23,0.0,3.0,5.0,0.0,1.0
a539e,2019-06-15,0,0.0,5.0,5.0,0.0,0.0
a539e,2019-06-15,1,0.0,2.0,6.0,0.0,0.0
a539e,2019-06-15,2,0.0,0.0,2.0,0.0,0.0
a539e,2019-06-15,3,0.0,3.0,1.0,2.0,1.0
a539e,2019-06-15,4,0.0,1.0,1.0,0.0,1.0
a539e,2019-06-17,14,0.0,3.0,0.0,0.0,7.0
a539e,2019-06-17,15,1.0,4.0,1.0,4.0,13.0
a539e,2019-06-17,16,1.0,1.0,1.0,0.0,4.0
a539e,2019-06-17,17,0.0,5.0,2.0,0.0,7.0
a539e,2019-06-17,18,0.0,3.0,0.0,0.0,4.0
a539e,2019-06-17,19,9.0,7.0,5.0,0.0,12.0
a539e,2019-06-17,22,4.0,2.0,0.0,2.0,6.0
a539e,2019-06-17,23,0.0,8.0,10.0,2.0,1.0
a539e,2019-06-18,0,0.0,3.0,3.0,0.0,0.0
a539e,2019-06-18,1,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-18,2,0.0,0.0,2.0,0.0,0.0
a539e,2019-06-18,3,0.0,0.0,3.0,0.0,1.0
a539e,2019-06-18,4,0.0,2.0,2.0,2.0,2.0
a539e,2019-06-18,5,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-18,6,0.0,1.0,3.0,2.0,3.0
a539e,2019-06-18,7,0.0,3.0,3.0,4.0,8.0
a539e,2019-06-18,8,0.0,19.0,11.0,4.0,12.0
a539e,2019-06-18,9,4.0,8.0,2.0,6.0,12.0
a539e,2019-06-18,10,0.0,8.0,1.0,0.0,7.0
a539e,2019-06-18,11,2.0,5.0,0.0,4.0,8.0
a539e,2019-06-18,12,0.0,0.0,1.0,0.0,2.0
a539e,2019-06-18,13,0.0,2.0,1.0,16.0,9.0
a539e,2019-06-18,14,2.0,7.0,0.0,0.0,9.0
a539e,2019-06-18,16,5.0,3.0,2.0,0.0,7.0
a539e,2019-06-18,17,2.0,1.0,0.0,6.0,9.0
a539e,2019-06-18,18,4.0,0.0,2.0,2.0,8.0
a539e,2019-06-18,19,2.0,4.0,4.0,6.0,20.0
a539e,2019-06-18,20,4.0,3.0,3.0,0.0,13.0
a539e,2019-06-18,21,2.0,0.0,1.0,2.0,6.0
a539e,2019-06-18,22,2.0,4.0,8.0,2.0,5.0
a539e,2019-06-18,23,0.0,3.0,3.0,0.0,0.0
a539e,2019-06-19,1,0.0,2.0,5.0,0.0,0.0
a539e,2019-06-19,2,0.0,2.0,3.0,0.0,0.0
a539e,2019-06-19,3,0.0,4.0,4.0,0.0,0.0
a539e,2019-06-19,5,4.0,5.0,3.0,2.0,7.0
a539e,2019-06-19,6,0.0,1.0,4.0,0.0,1.0
a539e,2019-06-19,7,0.0,18.0,8.0,4.0,10.0
a539e,2019-06-19,8,2.0,9.0,1.0,10.0,10.0
a539e,2019-06-19,9,0.0,8.0,5.0,0.0,10.0
a539e,2019-06-19,10,8.0,1.0,0.0,0.0,5.0
a539e,2019-06-19,11,5.0,6.0,0.0,8.0,8.0
a539e,2019-06-19,12,9.0,1.0,1.0,0.0,8.0
a539e,2019-06-19,13,1.0,0.0,0.0,6.0,14.0
a539e,2019-06-19,14,0.0,8.0,1.0,14.0,12.0
a539e,2019-06-19,15,0.0,1.0,1.0,0.0,6.0
a539e,2019-06-19,16,0.0,2.0,0.0,6.0,9.0
a539e,2019-06-19,17,0.0,1.0,1.0,0.0,3.0
a539e,2019-06-19,18,0.0,4.0,2.0,4.0,6.0
a539e,2019-06-19,19,0.0,3.0,1.0,10.0,15.0
a539e,2019-06-19,20,2.0,2.0,1.0,0.0,13.0
a539e,2019-06-19,21,8.0,0.0,2.0,6.0,8.0
a539e,2019-06-19,22,2.0,2.0,5.0,8.0,5.0
a539e,2019-06-19,23,0.0,5.0,2.0,0.0,3.0
a539e,2019-06-20,0,0.0,0.0,2.0,0.0,0.0
a539e,2019-06-20,2,0.0,2.0,2.0,0.0,0.0
a539e,2019-06-20,3,0.0,0.0,0.0,0.0,1.0
a539e,2019-06-20,5,4.0,4.0,3.0,2.0,6.0
a539e,2019-06-20,6,0.0,6.0,3.0,0.0,1.0
a539e,2019-06-20,7,2.0,19.0,4.0,7.0,10.0
a539e,2019-06-20,8,1.0,13.0,4.0,17.0,20.0
a539e,2019-06-20,9,5.0,1.0,0.0,0.0,3.0
a539e,2019-06-20,10,0.0,1.0,2.0,10.0,14.0
a539e,2019-06-20,15,0.0,3.0,0.0,0.0,1.0
a539e,2019-06-20,16,0.0,2.0,0.0,4.0,4.0
a539e,2019-06-20,17,4.0,4.0,0.0,4.0,9.0
a539e,2019-06-20,18,0.0,0.0,0.0,0.0,1.0
a539e,2019-06-20,19,0.0,3.0,1.0,14.0,17.0
a539e,2019-06-20,20,0.0,0.0,1.0,0.0,6.0
a539e,2019-06-20,21,2.0,1.0,1.0,10.0,5.0
a539e,2019-06-20,22,0.0,2.0,4.0,4.0,5.0
a539e,2019-06-20,23,0.0,4.0,2.0,0.0,0.0
a539e,2019-06-21,1,0.0,3.0,2.0,0.0,0.0
a539e,2019-06-21,4,0.0,3.0,3.0,0.0,0.0
a539e,2019-06-21,5,2.0,3.0,2.0,0.0,4.0
a539e,2019-06-21,6,0.0,3.0,1.0,0.0,5.0
a539e,2019-06-21,7,0.0,1.0,3.0,4.0,8.0
a539e,2019-06-21,8,6.0,19.0,6.0,12.0,17.0
a539e,2019-06-21,9,1.0,6.0,2.0,8.0,12.0
a539e,2019-06-21,10,1.0,3.0,2.0,0.0,20.0
a539e,2019-06-21,11,9.0,1.0,1.0,4.0,9.0
a539e,2019-06-21,12,1.0,9.0,5.0,0.0,13.0
a539e,2019-06-21,13,0.0,3.0,1.0,8.0,15.0
a539e,2019-06-21,14,0.0,11.0,5.0,4.0,17.0
a539e,2019-06-21,15,0.0,5.0,5.0,0.0,16.0
a539e,2019-06-21,16,1.0,0.0,0.0,0.0,4.0
a539e,2019-06-21,17,8.0,6.0,4.0,2.0,17.0
a539e,2019-06-21,18,2.0,0.0,1.0,0.0,8.0
a539e,2019-06-21,19,0.0,4.0,1.0,10.0,18.0
a539e,2019-06-21,20,0.0,3.0,1.0,0.0,7.0
a539e,2019-06-21,21,4.0,2.0,0.0,2.0,9.0
a539e,2019-06-21,22,0.0,1.0,1.0,0.0,5.0
a539e,2019-06-21,23,0.0,7.0,2.0,2.0,1.0
a539e,2019-06-22,0,0.0,2.0,2.0,0.0,0.0
a539e,2019-06-22,2,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-22,4,0.0,4.0,2.0,2.0,8.0
a539e,2019-06-22,5,2.0,5.0,2.0,8.0,12.0
a539e,2019-06-22,6,5.0,2.0,0.0,0.0,21.0
a539e,2019-06-22,7,1.0,16.0,6.0,4.0,10.0
a539e,2019-06-22,8,2.0,14.0,8.0,4.0,12.0
a539e,2019-06-22,9,5.0,4.0,3.0,8.0,20.0
a539e,2019-06-22,10,8.0,9.0,6.0,2.0,20.0
a539e,2019-06-22,19,0.0,0.0,2.0,0.0,1.0
a539e,2019-06-22,20,2.0,2.0,0.0,4.0,3.0
a539e,2019-06-22,21,0.0,0.0,0.0,0.0,4.0
a539e,2019-06-22,22,0.0,0.0,0.0,0.0,1.0
a539e,2019-06-22,23,0.0,0.0,0.0,0.0,1.0
a539e,2019-06-23,4,0.0,2.0,0.0,0.0,0.0
a539e,2019-06-23,5,0.0,0.0,0.0,0.0,2.0
a539e,2019-06-23,19,2.0,0.0,2.0,0.0,4.0
a539e,2019-06-23,20,0.0,1.0,0.0,0.0,0.0
a539e,2019-06-23,21,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-23,23,0.0,2.0,0.0,0.0,0.0
a539e,2019-06-24,4,0.0,2.0,0.0,0.0,0.0
a539e,2019-06-24,10,0.0,1.0,0.0,2.0,1.0
a539e,2019-06-24,11,2.0,4.0,0.0,0.0,6.0
a539e,2019-06-24,12,0.0,10.0,0.0,0.0,0.0
a539e,2019-06-24,13,0.0,0.0,0.0,0.0,2.0
a539e,2019-06-24,14,3.0,0.0,0.0,0.0,4.0
a539e,2019-06-24,15,3.0,1.0,0.0,16.0,7.0
a539e,2019-06-24,16,2.0,3.0,0.0,2.0,3.0
a539e,2019-06-24,17,0.0,0.0,0.0,0.0,1.0
a539e,2019-06-24,19,0.0,0.0,0.0,0.0,1.0
a539e,2019-06-25,4,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-25,8,4.0,0.0,0.0,2.0,6.0
a539e,2019-06-25,12,0.0,1.0,0.0,0.0,0.0
a539e,2019-06-25,16,2.0,5.0,0.0,2.0,5.0
a539e,2019-06-26,5,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-26,7,4.0,0.0,0.0,0.0,9.0
a539e,2019-06-26,12,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-26,13,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-26,15,1.0,4.0,0.0,0.0,5.0
a539e,2019-06-26,17,0.0,0.0,0.0,2.0,6.0
a539e,2019-06-26,18,2.0,1.0,0.0,6.0,10.0
a539e,2019-06-26,19,1.0,0.0,0.0,2.0,6.0
a539e,2019-06-26,21,0.0,0.0,0.0,0.0,3.0
a539e,2019-06-26,22,0.0,1.0,0.0,0.0,1.0
a539e,2019-06-27,4,0.0,2.0,0.0,0.0,0.0
a539e,2019-06-27,5,0.0,0.0,2.0,0.0,0.0
a539e,2019-06-27,7,2.0,1.0,1.0,14.0,12.0
a539e,2019-06-27,8,2.0,6.0,1.0,0.0,3.0
a539e,2019-06-27,9,2.0,0.0,0.0,4.0,3.0
a539e,2019-06-27,10,4.0,2.0,1.0,0.0,1.0
a539e,2019-06-27,11,2.0,0.0,0.0,0.0,1.0
a539e,2019-06-27,12,0.0,0.0,2.0,0.0,0.0
a539e,2019-06-27,17,2.0,0.0,0.0,0.0,4.0
a539e,2019-06-27,18,0.0,0.0,1.0,0.0,1.0
a539e,2019-06-27,19,0.0,0.0,0.0,0.0,1.0
a539e,2019-06-27,20,0.0,2.0,0.0,0.0,9.0
a539e,2019-06-27,21,0.0,0.0,0.0,0.0,1.0
a539e,2019-06-27,22,0.0,0.0,0.0,0.0,3.0
a539e,2019-06-27,23,0.0,0.0,0.0,0.0,1.0
a539e,2019-06-28,9,0.0,1.0,0.0,4.0,6.0
a539e,2019-06-28,10,2.0,2.0,0.0,0.0,7.0
a539e,2019-06-28,11,1.0,0.0,0.0,12.0,13.0
a539e,2019-06-28,12,0.0,0.0,2.0,0.0,2.0
a539e,2019-06-28,14,3.0,2.0,2.0,0.0,4.0
a539e,2019-06-28,15,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-28,16,0.0,3.0,0.0,2.0,2.0
a539e,2019-06-28,18,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-29,5,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-29,8,2.0,0.0,0.0,4.0,7.0
a539e,2019-06-29,9,0.0,0.0,0.0,0.0,1.0
a539e,2019-06-29,16,0.0,4.0,1.0,2.0,7.0
a539e,2019-06-29,17,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-30,5,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-30,8,2.0,0.0,1.0,0.0,11.0
a539e,2019-06-30,9,2.0,1.0,1.0,0.0,6.0
a539e,2019-06-30,10,2.0,0.0,0.0,10.0,9.0
a539e,2019-06-30,11,0.0,0.0,0.0,0.0,2.0
a539e,2019-06-30,16,0.0,7.0,0.0,0.0,3.0
a539e,2019-06-30,17,0.0,1.0,0.0,2.0,3.0
