id,date,hour,back-door,bathroom,bedroom,fridge-door,kitchen
a539e,2019-05-09,9,6.0,0.0,0.0,0.0,15.0
a539e,2019-05-09,10,0.0,0.0,0.0,0.0,2.0
a539e,2019-05-09,12,0.0,2.0,0.0,0.0,1.0
a539e,2019-05-09,14,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-09,16,0.0,1.0,0.0,0.0,2.0
a539e,2019-05-09,17,2.0,0.0,0.0,0.0,2.0
a539e,2019-05-10,0,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-10,2,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-10,7,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-10,8,0.0,0.0,0.0,0.0,11.0
a539e,2019-05-10,10,0.0,0.0,1.0,0.0,3.0
a539e,2019-05-10,11,0.0,0.0,1.0,0.0,8.0
a539e,2019-05-10,12,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-10,13,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-10,14,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-10,15,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-10,19,2.0,2.0,1.0,0.0,15.0
a539e,2019-05-10,20,0.0,0.0,0.0,0.0,2.0
a539e,2019-05-10,21,0.0,0.0,0.0,0.0,5.0
a539e,2019-05-10,22,0.0,1.0,1.0,0.0,4.0
a539e,2019-05-11,0,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-11,3,2.0,2.0,0.0,0.0,5.0
a539e,2019-05-11,4,2.0,1.0,1.0,0.0,6.0
a539e,2019-05-11,19,2.0,0.0,0.0,0.0,2.0
a539e,2019-05-11,20,2.0,0.0,0.0,0.0,6.0
a539e,2019-05-11,21,0.0,1.0,0.0,0.0,6.0
a539e,2019-05-11,22,0.0,4.0,1.0,0.0,1.0
a539e,2019-05-12,0,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-12,4,0.0,6.0,0.0,0.0,4.0
a539e,2019-05-12,8,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-12,9,0.0,0.0,0.0,0.0,2.0
a539e,2019-05-12,13,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-12,15,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-12,19,2.0,0.0,0.0,0.0,3.0
a539e,2019-05-12,20,0.0,0.0,0.0,0.0,3.0
a539e,2019-05-12,23,0.0,1.0,0.0,0.0,0.0
a539e,2019-05-13,6,0.0,9.0,0.0,0.0,4.0
a539e,2019-05-13,7,0.0,0.0,1.0,0.0,0.0
a539e,2019-05-13,8,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-13,9,0.0,1.0,2.0,0.0,8.0
a539e,2019-05-13,10,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-13,13,0.0,0.0,1.0,0.0,2.0
a539e,2019-05-13,14,0.0,1.0,1.0,0.0,2.0
a539e,2019-05-13,16,2.0,2.0,0.0,0.0,6.0
a539e,2019-05-13,22,0.0,0.0,0.0,0.0,2.0
a539e,2019-05-14,2,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-14,7,0.0,2.0,0.0,0.0,5.0
a539e,2019-05-14,8,0.0,0.0,1.0,0.0,10.0
a539e,2019-05-14,9,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-14,16,0.0,3.0,0.0,0.0,3.0
a539e,2019-05-14,20,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-15,7,0.0,0.0,0.0,0.0,2.0
a539e,2019-05-15,8,1.0,0.0,2.0,0.0,14.0
a539e,2019-05-15,9,1.0,0.0,1.0,0.0,3.0
a539e,2019-05-15,10,0.0,1.0,2.0,0.0,6.0
a539e,2019-05-15,12,2.0,2.0,2.0,0.0,8.0
a539e,2019-05-15,14,1.0,1.0,0.0,0.0,7.0
a539e,2019-05-15,15,0.0,3.0,2.0,0.0,15.0
a539e,2019-05-15,16,0.0,1.0,3.0,0.0,11.0
a539e,2019-05-15,17,0.0,0.0,0.0,0.0,6.0
a539e,2019-05-15,18,3.0,4.0,1.0,0.0,9.0
a539e,2019-05-15,19,2.0,3.0,2.0,0.0,12.0
a539e,2019-05-15,20,0.0,2.0,4.0,0.0,10.0
a539e,2019-05-15,21,6.0,3.0,1.0,0.0,6.0
a539e,2019-05-15,22,2.0,2.0,0.0,0.0,2.0
a539e,2019-05-15,23,2.0,5.0,4.0,0.0,5.0
a539e,2019-05-16,0,0.0,0.0,3.0,0.0,0.0
a539e,2019-05-16,1,0.0,0.0,1.0,0.0,0.0
a539e,2019-05-16,2,0.0,1.0,5.0,0.0,1.0
a539e,2019-05-16,3,0.0,0.0,1.0,0.0,0.0
a539e,2019-05-16,4,0.0,4.0,3.0,0.0,6.0
a539e,2019-05-16,5,0.0,4.0,1.0,0.0,10.0
a539e,2019-05-16,6,0.0,0.0,0.0,0.0,5.0
a539e,2019-05-16,7,0.0,8.0,6.0,0.0,7.0
a539e,2019-05-16,8,6.0,20.0,8.0,0.0,13.0
a539e,2019-05-16,9,0.0,6.0,0.0,0.0,20.0
a539e,2019-05-16,10,8.0,9.0,3.0,0.0,15.0
a539e,2019-05-16,12,0.0,1.0,0.0,0.0,0.0
a539e,2019-05-16,13,4.0,1.0,1.0,0.0,9.0
a539e,2019-05-16,14,0.0,8.0,2.0,0.0,19.0
a539e,2019-05-16,15,0.0,2.0,5.0,0.0,14.0
a539e,2019-05-16,16,0.0,1.0,1.0,0.0,12.0
a539e,2019-05-16,17,1.0,2.0,5.0,0.0,6.0
a539e,2019-05-16,18,5.0,5.0,2.0,0.0,4.0
a539e,2019-05-16,19,13.0,3.0,4.0,0.0,19.0
a539e,2019-05-16,20,2.0,1.0,0.0,0.0,20.0
a539e,2019-05-16,21,2.0,0.0,0.0,0.0,3.0
a539e,2019-05-16,22,2.0,2.0,3.0,0.0,1.0
a539e,2019-05-16,23,0.0,8.0,5.0,0.0,5.0
a539e,2019-05-17,1,0.0,2.0,2.0,0.0,0.0
a539e,2019-05-17,3,0.0,0.0,1.0,0.0,0.0
a539e,2019-05-17,4,0.0,2.0,0.0,0.0,0.0
a539e,2019-05-17,5,0.0,2.0,3.0,0.0,4.0
a539e,2019-05-17,6,0.0,3.0,3.0,0.0,12.0
a539e,2019-05-17,7,0.0,5.0,8.0,0.0,14.0
a539e,2019-05-17,8,0.0,21.0,4.0,0.0,14.0
a539e,2019-05-17,9,0.0,4.0,1.0,3.0,15.0
a539e,2019-05-17,10,6.0,7.0,0.0,0.0,11.0
a539e,2019-05-17,11,0.0,4.0,4.0,12.0,15.0
a539e,2019-05-17,12,2.0,4.0,3.0,16.0,15.0
a539e,2019-05-17,13,8.0,8.0,2.0,2.0,12.0
a539e,2019-05-17,14,0.0,0.0,0.0,2.0,2.0
a539e,2019-05-17,15,2.0,5.0,1.0,6.0,8.0
a539e,2019-05-17,16,0.0,3.0,0.0,2.0,2.0
a539e,2019-05-17,17,4.0,1.0,1.0,6.0,6.0
a539e,2019-05-17,18,2.0,3.0,1.0,2.0,7.0
a539e,2019-05-17,19,2.0,2.0,3.0,8.0,10.0
a539e,2019-05-17,20,7.0,0.0,1.0,0.0,10.0
a539e,2019-05-17,21,18.0,3.0,3.0,2.0,14.0
a539e,2019-05-17,22,4.0,6.0,7.0,0.0,4.0
a539e,2019-05-17,23,0.0,0.0,1.0,0.0,0.0
a539e,2019-05-18,1,0.0,0.0,1.0,0.0,0.0
a539e,2019-05-18,3,0.0,4.0,5.0,4.0,2.0
a539e,2019-05-18,4,0.0,0.0,1.0,2.0,2.0
a539e,2019-05-18,5,3.0,5.0,3.0,0.0,9.0
a539e,2019-05-18,6,0.0,2.0,1.0,0.0,5.0
a539e,2019-05-18,7,0.0,0.0,4.0,4.0,2.0
a539e,2019-05-18,8,5.0,17.0,10.0,0.0,9.0
a539e,2019-05-18,9,4.0,14.0,3.0,14.0,13.0
a539e,2019-05-18,10,4.0,2.0,5.0,2.0,16.0
a539e,2019-05-18,11,5.0,6.0,10.0,2.0,8.0
a539e,2019-05-18,14,0.0,5.0,0.0,4.0,3.0
a539e,2019-05-18,15,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-18,16,0.0,2.0,0.0,2.0,1.0
a539e,2019-05-18,17,17.0,5.0,4.0,2.0,11.0
a539e,2019-05-18,18,2.0,2.0,2.0,0.0,6.0
a539e,2019-05-18,19,8.0,2.0,2.0,12.0,16.0
a539e,2019-05-18,20,0.0,1.0,3.0,0.0,9.0
a539e,2019-05-18,21,17.0,3.0,1.0,0.0,11.0
a539e,2019-05-18,22,0.0,1.0,5.0,0.0,5.0
a539e,2019-05-18,23,0.0,0.0,2.0,0.0,1.0
a539e,2019-05-19,0,0.0,5.0,6.0,0.0,2.0
a539e,2019-05-19,1,0.0,0.0,1.0,0.0,0.0
a539e,2019-05-19,2,0.0,3.0,4.0,0.0,0.0
a539e,2019-05-19,3,0.0,2.0,2.0,2.0,1.0
a539e,2019-05-19,6,0.0,0.0,1.0,0.0,0.0
a539e,2019-05-19,7,0.0,8.0,8.0,6.0,8.0
a539e,2019-05-19,8,4.0,24.0,7.0,6.0,16.0
a539e,2019-05-19,9,4.0,3.0,1.0,10.0,13.0
a539e,2019-05-19,10,6.0,5.0,1.0,2.0,12.0
a539e,2019-05-19,11,3.0,1.0,0.0,4.0,13.0
a539e,2019-05-19,12,0.0,6.0,0.0,0.0,4.0
a539e,2019-05-19,13,0.0,1.0,1.0,0.0,1.0
a539e,2019-05-19,14,4.0,7.0,0.0,16.0,19.0
a539e,2019-05-19,15,9.0,0.0,2.0,6.0,8.0
a539e,2019-05-19,16,2.0,2.0,2.0,0.0,5.0
a539e,2019-05-19,17,2.0,0.0,1.0,0.0,2.0
a539e,2019-05-19,18,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-19,19,0.0,9.0,0.0,4.0,20.0
a539e,2019-05-19,20,6.0,1.0,3.0,2.0,12.0
a539e,2019-05-19,21,8.0,1.0,2.0,0.0,8.0
a539e,2019-05-19,22,2.0,1.0,3.0,6.0,5.0
a539e,2019-05-19,23,0.0,3.0,5.0,0.0,0.0
a539e,2019-05-20,0,0.0,2.0,2.0,0.0,0.0
a539e,2019-05-20,1,0.0,2.0,3.0,0.0,0.0
a539e,2019-05-20,2,0.0,2.0,3.0,0.0,0.0
a539e,2019-05-20,4,2.0,4.0,2.0,2.0,6.0
a539e,2019-05-20,5,0.0,2.0,2.0,2.0,2.0
a539e,2019-05-20,6,0.0,0.0,1.0,0.0,2.0
a539e,2019-05-20,7,2.0,8.0,5.0,4.0,8.0
a539e,2019-05-20,8,0.0,20.0,7.0,18.0,19.0
a539e,2019-05-20,9,3.0,2.0,2.0,8.0,13.0
a539e,2019-05-20,10,8.0,5.0,5.0,0.0,12.0
a539e,2019-05-20,11,4.0,4.0,1.0,4.0,15.0
a539e,2019-05-20,12,0.0,4.0,0.0,2.0,4.0
a539e,2019-05-20,13,0.0,1.0,1.0,6.0,4.0
a539e,2019-05-20,14,7.0,0.0,0.0,2.0,16.0
a539e,2019-05-20,15,0.0,1.0,0.0,4.0,13.0
a539e,2019-05-20,16,0.0,2.0,0.0,0.0,2.0
a539e,2019-05-20,17,0.0,3.0,0.0,0.0,5.0
a539e,2019-05-20,18,0.0,4.0,1.0,0.0,11.0
a539e,2019-05-20,19,1.0,2.0,2.0,18.0,26.0
a539e,2019-05-20,20,4.0,0.0,1.0,0.0,6.0
a539e,2019-05-20,21,4.0,0.0,2.0,4.0,11.0
a539e,2019-05-20,22,0.0,2.0,0.0,2.0,2.0
a539e,2019-05-20,23,0.0,5.0,5.0,0.0,1.0
a539e,2019-05-21,0,0.0,3.0,3.0,0.0,0.0
a539e,2019-05-21,5,0.0,3.0,5.0,2.0,5.0
a539e,2019-05-21,6,0.0,2.0,6.0,0.0,3.0
a539e,2019-05-21,7,0.0,5.0,10.0,4.0,9.0
a539e,2019-05-21,8,4.0,19.0,4.0,2.0,8.0
a539e,2019-05-21,9,7.0,5.0,4.0,12.0,14.0
a539e,2019-05-21,10,5.0,10.0,3.0,0.0,10.0
a539e,2019-05-21,11,11.0,8.0,1.0,14.0,18.0
a539e,2019-05-21,13,1.0,7.0,0.0,20.0,22.0
a539e,2019-05-21,14,0.0,3.0,7.0,4.0,14.0
a539e,2019-05-21,15,0.0,2.0,2.0,17.0,15.0
a539e,2019-05-21,16,0.0,2.0,1.0,0.0,5.0
a539e,2019-05-21,17,3.0,0.0,0.0,0.0,10.0
a539e,2019-05-21,18,4.0,1.0,0.0,0.0,4.0
a539e,2019-05-21,19,7.0,9.0,4.0,12.0,19.0
a539e,2019-05-21,20,4.0,0.0,1.0,4.0,13.0
a539e,2019-05-21,21,6.0,1.0,5.0,2.0,8.0
a539e,2019-05-21,22,0.0,6.0,7.0,2.0,8.0
a539e,2019-05-21,23,0.0,1.0,1.0,0.0,0.0
a539e,2019-05-22,0,0.0,0.0,2.0,0.0,0.0
a539e,2019-05-22,1,0.0,2.0,2.0,0.0,0.0
a539e,2019-05-22,3,0.0,2.0,4.0,0.0,0.0
a539e,2019-05-22,4,0.0,2.0,5.0,2.0,8.0
a539e,2019-05-22,5,0.0,5.0,1.0,0.0,14.0
a539e,2019-05-22,6,5.0,1.0,6.0,0.0,6.0
a539e,2019-05-22,7,1.0,17.0,7.0,4.0,7.0
a539e,2019-05-22,8,4.0,10.0,3.0,24.0,18.0
a539e,2019-05-22,9,4.0,6.0,5.0,2.0,16.0
a539e,2019-05-22,10,1.0,8.0,2.0,18.0,15.0
a539e,2019-05-22,11,0.0,10.0,2.0,18.0,15.0
a539e,2019-05-22,12,1.0,12.0,8.0,10.0,17.0
a539e,2019-05-22,13,4.0,2.0,2.0,3.0,9.0
a539e,2019-05-22,14,0.0,4.0,4.0,7.0,7.0
a539e,2019-05-22,15,2.0,6.0,5.0,0.0,6.0
a539e,2019-05-22,16,4.0,5.0,3.0,6.0,9.0
a539e,2019-05-22,17,1.0,7.0,3.0,8.0,10.0
a539e,2019-05-22,18,1.0,4.0,1.0,2.0,19.0
a539e,2019-05-22,19,4.0,5.0,5.0,6.0,13.0
a539e,2019-05-22,20,0.0,4.0,0.0,2.0,15.0
a539e,2019-05-22,21,10.0,4.0,3.0,12.0,15.0
a539e,2019-05-22,22,0.0,13.0,5.0,2.0,10.0
a539e,2019-05-22,23,0.0,0.0,2.0,0.0,0.0
a539e,2019-05-23,0,0.0,3.0,3.0,0.0,0.0
a539e,2019-05-23,1,0.0,0.0,1.0,0.0,0.0
a539e,2019-05-23,2,0.0,0.0,1.0,0.0,0.0
a539e,2019-05-23,4,2.0,6.0,4.0,0.0,6.0
a539e,2019-05-23,5,1.0,17.0,2.0,10.0,9.0
a539e,2019-05-23,6,3.0,5.0,1.0,6.0,3.0
a539e,2019-05-23,7,0.0,4.0,7.0,4.0,6.0
a539e,2019-05-23,8,0.0,13.0,2.0,10.0,10.0
a539e,2019-05-23,9,2.0,1.0,5.0,16.0,13.0
a539e,2019-05-23,10,2.0,1.0,4.0,12.0,6.0
a539e,2019-05-23,11,1.0,0.0,6.0,14.0,10.0
a539e,2019-05-23,12,0.0,0.0,3.0,16.0,14.0
a539e,2019-05-23,13,3.0,3.0,3.0,4.0,8.0
a539e,2019-05-23,14,0.0,0.0,3.0,18.0,10.0
a539e,2019-05-23,15,0.0,3.0,1.0,16.0,8.0
a539e,2019-05-23,16,0.0,1.0,2.0,6.0,22.0
a539e,2019-05-23,17,4.0,0.0,7.0,0.0,26.0
a539e,2019-05-23,18,0.0,0.0,3.0,2.0,8.0
a539e,2019-05-23,19,4.0,1.0,5.0,4.0,19.0
a539e,2019-05-23,20,2.0,1.0,4.0,2.0,15.0
a539e,2019-05-23,21,10.0,1.0,2.0,2.0,9.0
a539e,2019-05-23,22,10.0,4.0,3.0,4.0,10.0
a539e,2019-05-23,23,0.0,3.0,4.0,0.0,0.0
a539e,2019-05-24,0,0.0,0.0,1.0,0.0,0.0
a539e,2019-05-24,1,0.0,2.0,2.0,0.0,0.0
a539e,2019-05-24,2,0.0,0.0,1.0,0.0,1.0
a539e,2019-05-24,3,0.0,2.0,2.0,0.0,0.0
a539e,2019-05-24,4,0.0,0.0,1.0,0.0,0.0
a539e,2019-05-24,5,2.0,4.0,3.0,2.0,4.0
a539e,2019-05-24,6,0.0,2.0,6.0,4.0,7.0
a539e,2019-05-24,7,5.0,16.0,6.0,4.0,10.0
a539e,2019-05-24,8,0.0,10.0,3.0,12.0,14.0
a539e,2019-05-24,9,0.0,1.0,5.0,10.0,12.0
a539e,2019-05-24,10,7.0,8.0,3.0,0.0,12.0
a539e,2019-05-24,11,4.0,5.0,4.0,12.0,14.0
a539e,2019-05-24,12,4.0,2.0,2.0,4.0,10.0
a539e,2019-05-24,13,0.0,1.0,0.0,0.0,4.0
a539e,2019-05-24,14,4.0,5.0,0.0,0.0,4.0
a539e,2019-05-24,15,0.0,4.0,0.0,0.0,2.0
a539e,2019-05-24,16,2.0,7.0,2.0,4.0,5.0
a539e,2019-05-24,17,6.0,0.0,1.0,0.0,3.0
a539e,2019-05-24,18,0.0,0.0,1.0,8.0,11.0
a539e,2019-05-24,19,2.0,2.0,3.0,8.0,16.0
a539e,2019-05-24,20,6.0,5.0,7.0,4.0,9.0
a539e,2019-05-24,21,6.0,6.0,4.0,6.0,10.0
a539e,2019-05-24,22,0.0,2.0,3.0,2.0,2.0
a539e,2019-05-24,23,0.0,4.0,3.0,0.0,1.0
a539e,2019-05-25,0,0.0,0.0,1.0,0.0,0.0
a539e,2019-05-25,1,0.0,2.0,6.0,0.0,0.0
a539e,2019-05-25,2,0.0,2.0,5.0,0.0,0.0
a539e,2019-05-25,3,0.0,2.0,0.0,0.0,0.0
a539e,2019-05-25,4,2.0,4.0,2.0,2.0,9.0
a539e,2019-05-25,5,0.0,3.0,0.0,2.0,6.0
a539e,2019-05-25,6,2.0,3.0,4.0,2.0,9.0
a539e,2019-05-25,7,0.0,10.0,10.0,6.0,10.0
a539e,2019-05-25,8,2.0,19.0,4.0,0.0,7.0
a539e,2019-05-25,9,3.0,5.0,0.0,12.0,18.0
a539e,2019-05-25,10,0.0,14.0,4.0,6.0,15.0
a539e,2019-05-25,11,1.0,1.0,2.0,2.0,7.0
a539e,2019-05-25,19,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-25,20,0.0,1.0,0.0,4.0,4.0
a539e,2019-05-25,21,0.0,1.0,0.0,0.0,3.0
a539e,2019-05-25,22,0.0,1.0,0.0,0.0,2.0
a539e,2019-05-25,23,0.0,0.0,1.0,0.0,1.0
a539e,2019-05-26,4,0.0,1.0,0.0,0.0,2.0
a539e,2019-05-26,5,0.0,3.0,0.0,2.0,2.0
a539e,2019-05-26,8,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-26,13,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-26,19,2.0,0.0,1.0,0.0,4.0
a539e,2019-05-26,20,1.0,1.0,0.0,2.0,8.0
a539e,2019-05-26,21,3.0,0.0,0.0,12.0,12.0
a539e,2019-05-26,22,0.0,0.0,0.0,0.0,2.0
a539e,2019-05-27,9,1.0,2.0,1.0,0.0,5.0
a539e,2019-05-27,10,0.0,0.0,0.0,12.0,12.0
a539e,2019-05-27,11,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-27,12,1.0,0.0,0.0,0.0,1.0
a539e,2019-05-27,15,2.0,3.0,0.0,0.0,6.0
a539e,2019-05-27,16,0.0,0.0,0.0,2.0,2.0
a539e,2019-05-27,19,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-28,7,0.0,0.0,0.0,16.0,8.0
a539e,2019-05-28,8,0.0,5.0,0.0,0.0,10.0
a539e,2019-05-28,9,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-28,15,0.0,1.0,0.0,0.0,1.0
a539e,2019-05-28,16,0.0,2.0,1.0,0.0,3.0
a539e,2019-05-29,8,2.0,0.0,0.0,2.0,5.0
a539e,2019-05-29,9,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-29,11,0.0,2.0,0.0,0.0,0.0
a539e,2019-05-29,13,0.0,0.0,0.0,0.0,2.0
a539e,2019-05-29,14,0.0,3.0,0.0,0.0,2.0
a539e,2019-05-29,16,0.0,1.0,0.0,0.0,0.0
a539e,2019-05-29,17,0.0,0.0,0.0,0.0,2.0
a539e,2019-05-29,20,0.0,0.0,0.0,0.0,3.0
a539e,2019-05-29,21,2.0,0.0,0.0,2.0,6.0
a539e,2019-05-30,0,0.0,1.0,0.0,0.0,4.0
a539e,2019-05-30,6,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-30,8,0.0,3.0,0.0,2.0,2.0
a539e,2019-05-30,10,0.0,1.0,0.0,0.0,2.0
a539e,2019-05-30,11,0.0,2.0,0.0,0.0,1.0
a539e,2019-05-30,12,0.0,2.0,0.0,0.0,2.0
a539e,2019-05-30,15,0.0,0.0,0.0,0.0,2.0
a539e,2019-05-30,16,0.0,0.0,0.0,0.0,8.0
a539e,2019-05-30,17,0.0,2.0,0.0,0.0,5.0
a539e,2019-05-30,18,2.0,0.0,0.0,0.0,2.0
a539e,2019-05-30,19,1.0,0.0,0.0,8.0,11.0
a539e,2019-05-30,20,1.0,1.0,0.0,10.0,9.0
a539e,2019-05-30,21,0.0,3.0,0.0,0.0,1.0
a539e,2019-05-30,22,2.0,0.0,0.0,0.0,2.0
a539e,2019-05-30,23,0.0,0.0,0.0,0.0,2.0
a539e,2019-05-31,9,0.0,0.0,0.0,0.0,2.0
a539e,2019-05-31,10,0.0,1.0,1.0,0.0,6.0
a539e,2019-05-31,11,2.0,2.0,0.0,10.0,12.0
a539e,2019-05-31,12,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-31,13,0.0,1.0,0.0,6.0,4.0
a539e,2019-05-31,14,0.0,0.0,0.0,2.0,1.0
a539e,2019-05-31,15,0.0,0.0,0.0,0.0,1.0
a539e,2019-05-31,16,2.0,2.0,0.0,2.0,4.0
a539e,2019-06-01,6,0.0,0.0,0.0,0.0,1.0
a539e,2019-06-01,7,0.0,0.0,0.0,0.0,1.0
a539e,2019-06-01,8,2.0,0.0,2.0,2.0,7.0
a539e,2019-06-01,12,0.0,3.0,0.0,0.0,3.0
a539e,2019-06-01,13,0.0,0.0,1.0,0.0,1.0
a539e,2019-06-01,16,0.0,2.0,1.0,2.0,8.0
a539e,2019-06-01,17,0.0,0.0,0.0,0.0,1.0
a539e,2019-06-01,18,0.0,0.0,0.0,0.0,1.0
a539e,2019-06-01,19,0.0,0.0,0.0,0.0,1.0
a539e,2019-06-01,23,0.0,0.0,0.0,0.0,1.0
a539e,2019-06-02,8,0.0,3.0,0.0,0.0,4.0
a539e,2019-06-02,9,0.0,0.0,1.0,0.0,0.0
a539e,2019-06-02,12,0.0,0.0,0.0,0.0,1.0
a539e,2019-06-02,14,0.0,1.0,0.0,0.0,1.0
