id,date,hour,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
d93d8,2019-05-14,13,1.0,1.0,0.0,0.0,3.0,1.0,11.0
d93d8,2019-05-14,14,2.0,2.0,0.0,12.0,10.0,7.0,10.0
d93d8,2019-05-14,15,2.0,0.0,0.0,7.0,6.0,5.0,3.0
d93d8,2019-05-14,16,1.0,0.0,0.0,16.0,5.0,9.0,3.0
d93d8,2019-05-14,17,14.0,7.0,0.0,10.0,15.0,9.0,5.0
d93d8,2019-05-14,18,1.0,0.0,0.0,8.0,6.0,15.0,5.0
d93d8,2019-05-14,19,1.0,0.0,0.0,2.0,4.0,1.0,5.0
d93d8,2019-05-14,20,2.0,0.0,0.0,8.0,5.0,3.0,5.0
d93d8,2019-05-14,21,0.0,0.0,0.0,0.0,1.0,0.0,8.0
d93d8,2019-05-14,22,2.0,3.0,0.0,0.0,4.0,2.0,7.0
d93d8,2019-05-14,23,0.0,1.0,0.0,2.0,2.0,3.0,4.0
d93d8,2019-05-15,0,2.0,5.0,0.0,6.0,7.0,5.0,6.0
d93d8,2019-05-15,1,1.0,11.0,0.0,0.0,2.0,0.0,1.0
d93d8,2019-05-15,2,1.0,9.0,0.0,0.0,1.0,0.0,0.0
d93d8,2019-05-15,3,2.0,5.0,0.0,0.0,3.0,0.0,0.0
d93d8,2019-05-15,4,3.0,4.0,0.0,4.0,4.0,8.0,0.0
d93d8,2019-05-15,5,1.0,7.0,0.0,0.0,2.0,0.0,2.0
d93d8,2019-05-15,6,3.0,11.0,0.0,4.0,7.0,7.0,3.0
d93d8,2019-05-15,7,2.0,3.0,0.0,0.0,2.0,1.0,0.0
d93d8,2019-05-15,8,7.0,9.0,0.0,12.0,10.0,14.0,4.0
d93d8,2019-05-15,9,14.0,12.0,4.0,4.0,15.0,4.0,7.0
d93d8,2019-05-15,10,3.0,7.0,2.0,17.0,11.0,14.0,2.0
d93d8,2019-05-15,11,3.0,2.0,4.0,5.0,12.0,8.0,5.0
d93d8,2019-05-15,15,1.0,6.0,4.0,14.0,15.0,11.0,11.0
d93d8,2019-05-15,16,2.0,14.0,0.0,6.0,12.0,8.0,7.0
d93d8,2019-05-15,17,2.0,3.0,0.0,2.0,9.0,6.0,14.0
d93d8,2019-05-15,18,6.0,12.0,4.0,4.0,19.0,10.0,12.0
d93d8,2019-05-15,20,1.0,2.0,2.0,14.0,9.0,9.0,10.0
d93d8,2019-05-15,21,0.0,0.0,0.0,0.0,1.0,1.0,5.0
d93d8,2019-05-15,22,0.0,1.0,0.0,8.0,3.0,4.0,6.0
d93d8,2019-05-15,23,2.0,3.0,0.0,0.0,6.0,5.0,7.0
d93d8,2019-05-16,0,3.0,5.0,0.0,2.0,6.0,3.0,4.0
d93d8,2019-05-16,1,1.0,12.0,0.0,0.0,1.0,0.0,0.0
d93d8,2019-05-16,2,0.0,12.0,0.0,6.0,3.0,5.0,1.0
d93d8,2019-05-16,3,1.0,12.0,0.0,2.0,4.0,4.0,0.0
d93d8,2019-05-16,4,0.0,8.0,0.0,0.0,0.0,0.0,0.0
d93d8,2019-05-16,5,2.0,11.0,0.0,5.0,7.0,11.0,1.0
d93d8,2019-05-16,6,2.0,11.0,0.0,3.0,4.0,8.0,1.0
d93d8,2019-05-16,7,0.0,6.0,0.0,0.0,3.0,0.0,0.0
d93d8,2019-05-16,8,12.0,18.0,0.0,4.0,16.0,14.0,5.0
d93d8,2019-05-16,9,6.0,9.0,6.0,4.0,13.0,5.0,11.0
d93d8,2019-05-16,14,1.0,6.0,2.0,2.0,6.0,5.0,9.0
d93d8,2019-05-16,15,3.0,7.0,2.0,2.0,15.0,6.0,12.0
d93d8,2019-05-16,16,5.0,4.0,0.0,10.0,12.0,12.0,10.0
d93d8,2019-05-16,17,2.0,5.0,0.0,0.0,10.0,1.0,10.0
d93d8,2019-05-16,18,0.0,2.0,4.0,4.0,15.0,23.0,13.0
d93d8,2019-05-16,19,1.0,0.0,0.0,18.0,5.0,6.0,5.0
d93d8,2019-05-16,20,1.0,0.0,0.0,8.0,6.0,4.0,7.0
d93d8,2019-05-16,21,2.0,0.0,0.0,0.0,2.0,1.0,7.0
d93d8,2019-05-16,22,3.0,3.0,0.0,6.0,5.0,3.0,5.0
d93d8,2019-05-16,23,1.0,1.0,0.0,2.0,2.0,5.0,5.0
d93d8,2019-05-17,0,1.0,3.0,0.0,2.0,3.0,3.0,4.0
d93d8,2019-05-17,1,3.0,10.0,0.0,4.0,5.0,2.0,3.0
d93d8,2019-05-17,2,1.0,9.0,0.0,0.0,3.0,0.0,0.0
d93d8,2019-05-17,3,2.0,9.0,0.0,6.0,3.0,5.0,0.0
d93d8,2019-05-17,4,1.0,2.0,0.0,0.0,1.0,0.0,0.0
d93d8,2019-05-17,5,1.0,5.0,0.0,2.0,3.0,1.0,0.0
d93d8,2019-05-17,6,2.0,7.0,0.0,0.0,3.0,1.0,0.0
d93d8,2019-05-17,7,0.0,7.0,0.0,0.0,0.0,0.0,0.0
d93d8,2019-05-17,8,5.0,8.0,2.0,12.0,16.0,18.0,4.0
d93d8,2019-05-17,9,8.0,8.0,6.0,0.0,11.0,1.0,3.0
d93d8,2019-05-17,14,1.0,2.0,2.0,0.0,3.0,2.0,3.0
d93d8,2019-05-17,15,7.0,5.0,0.0,4.0,15.0,8.0,14.0
d93d8,2019-05-17,16,1.0,6.0,0.0,8.0,11.0,5.0,8.0
d93d8,2019-05-17,17,6.0,7.0,0.0,14.0,11.0,11.0,7.0
d93d8,2019-05-17,18,6.0,10.0,2.0,0.0,16.0,3.0,9.0
d93d8,2019-05-17,20,1.0,1.0,4.0,6.0,7.0,5.0,5.0
d93d8,2019-05-17,21,0.0,0.0,0.0,0.0,0.0,0.0,4.0
d93d8,2019-05-17,22,1.0,0.0,0.0,0.0,5.0,3.0,6.0
d93d8,2019-05-17,23,1.0,4.0,0.0,2.0,8.0,8.0,6.0
d93d8,2019-05-18,0,2.0,5.0,0.0,4.0,5.0,2.0,4.0
d93d8,2019-05-18,1,1.0,8.0,0.0,2.0,3.0,3.0,0.0
d93d8,2019-05-18,2,1.0,14.0,0.0,0.0,3.0,3.0,0.0
d93d8,2019-05-18,3,1.0,6.0,0.0,0.0,2.0,0.0,0.0
d93d8,2019-05-18,4,0.0,3.0,0.0,0.0,0.0,0.0,0.0
d93d8,2019-05-18,5,1.0,11.0,0.0,6.0,3.0,7.0,0.0
d93d8,2019-05-18,6,1.0,5.0,0.0,0.0,2.0,0.0,1.0
d93d8,2019-05-18,7,2.0,8.0,0.0,0.0,5.0,3.0,0.0
d93d8,2019-05-18,8,11.0,11.0,3.0,0.0,16.0,4.0,5.0
d93d8,2019-05-18,11,1.0,1.0,2.0,2.0,4.0,3.0,3.0
d93d8,2019-05-18,12,5.0,9.0,2.0,8.0,20.0,7.0,17.0
d93d8,2019-05-18,13,6.0,6.0,6.0,11.0,16.0,13.0,28.0
d93d8,2019-05-18,14,2.0,6.0,0.0,13.0,13.0,6.0,22.0
d93d8,2019-05-18,15,3.0,5.0,4.0,12.0,18.0,12.0,20.0
d93d8,2019-05-18,16,3.0,8.0,0.0,4.0,5.0,7.0,5.0
d93d8,2019-05-18,17,4.0,5.0,0.0,4.0,8.0,4.0,9.0
d93d8,2019-05-18,18,2.0,3.0,0.0,4.0,10.0,15.0,5.0
d93d8,2019-05-18,19,0.0,0.0,0.0,4.0,6.0,3.0,7.0
d93d8,2019-05-18,20,1.0,1.0,0.0,0.0,1.0,0.0,4.0
d93d8,2019-05-18,21,3.0,4.0,4.0,4.0,8.0,7.0,9.0
d93d8,2019-05-18,22,0.0,0.0,0.0,0.0,0.0,0.0,2.0
d93d8,2019-05-18,23,2.0,5.0,0.0,6.0,8.0,9.0,5.0
d93d8,2019-05-19,0,1.0,8.0,0.0,4.0,4.0,2.0,3.0
d93d8,2019-05-19,1,1.0,10.0,0.0,0.0,2.0,0.0,0.0
d93d8,2019-05-19,2,1.0,4.0,0.0,0.0,2.0,0.0,0.0
d93d8,2019-05-19,3,1.0,5.0,0.0,0.0,1.0,0.0,0.0
d93d8,2019-05-19,4,1.0,7.0,0.0,8.0,3.0,8.0,0.0
d93d8,2019-05-19,5,0.0,3.0,0.0,0.0,0.0,0.0,0.0
d93d8,2019-05-19,6,1.0,5.0,0.0,0.0,2.0,0.0,0.0
d93d8,2019-05-19,7,1.0,6.0,0.0,0.0,2.0,0.0,1.0
d93d8,2019-05-19,8,2.0,3.0,0.0,0.0,5.0,6.0,2.0
d93d8,2019-05-19,9,2.0,3.0,0.0,0.0,2.0,11.0,0.0
d93d8,2019-05-19,10,2.0,2.0,0.0,12.0,6.0,16.0,4.0
d93d8,2019-05-19,11,1.0,2.0,0.0,2.0,6.0,1.0,5.0
d93d8,2019-05-19,12,4.0,0.0,0.0,14.0,9.0,19.0,5.0
d93d8,2019-05-19,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0
d93d8,2019-05-19,14,2.0,2.0,0.0,8.0,9.0,7.0,8.0
d93d8,2019-05-19,15,3.0,1.0,0.0,5.0,7.0,3.0,6.0
d93d8,2019-05-19,16,1.0,1.0,0.0,7.0,8.0,4.0,7.0
d93d8,2019-05-19,17,4.0,1.0,0.0,10.0,13.0,16.0,9.0
d93d8,2019-05-19,18,1.0,0.0,0.0,8.0,9.0,18.0,4.0
d93d8,2019-05-19,19,1.0,1.0,0.0,7.0,4.0,4.0,9.0
d93d8,2019-05-19,20,0.0,0.0,0.0,1.0,2.0,1.0,4.0
d93d8,2019-05-19,21,1.0,0.0,0.0,0.0,2.0,1.0,6.0
d93d8,2019-05-19,22,1.0,0.0,0.0,0.0,2.0,2.0,4.0
d93d8,2019-05-19,23,4.0,3.0,0.0,2.0,4.0,3.0,6.0
d93d8,2019-05-20,0,1.0,11.0,0.0,6.0,6.0,3.0,9.0
d93d8,2019-05-20,1,1.0,14.0,0.0,0.0,2.0,0.0,0.0
d93d8,2019-05-20,2,1.0,7.0,0.0,0.0,4.0,0.0,0.0
d93d8,2019-05-20,3,1.0,15.0,0.0,2.0,2.0,2.0,0.0
d93d8,2019-05-20,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0
d93d8,2019-05-20,5,3.0,10.0,0.0,4.0,5.0,5.0,0.0
d93d8,2019-05-20,6,1.0,6.0,0.0,0.0,1.0,0.0,1.0
d93d8,2019-05-20,7,6.0,7.0,0.0,2.0,8.0,3.0,1.0
d93d8,2019-05-20,8,5.0,4.0,0.0,8.0,7.0,14.0,1.0
d93d8,2019-05-20,9,5.0,9.0,2.0,6.0,18.0,7.0,10.0
d93d8,2019-05-20,10,0.0,0.0,0.0,0.0,0.0,0.0,2.0
d93d8,2019-05-20,11,1.0,1.0,2.0,0.0,4.0,3.0,7.0
d93d8,2019-05-20,12,1.0,2.0,0.0,18.0,9.0,16.0,15.0
d93d8,2019-05-20,13,6.0,9.0,4.0,12.0,13.0,8.0,8.0
d93d8,2019-05-20,14,0.0,1.0,0.0,14.0,3.0,11.0,4.0
d93d8,2019-05-20,15,4.0,0.0,0.0,2.0,4.0,5.0,7.0
d93d8,2019-05-20,16,3.0,1.0,4.0,10.0,11.0,11.0,12.0
d93d8,2019-05-20,17,0.0,0.0,0.0,6.0,9.0,19.0,10.0
d93d8,2019-05-20,18,4.0,5.0,0.0,8.0,13.0,7.0,8.0
d93d8,2019-05-20,19,0.0,0.0,0.0,6.0,4.0,4.0,3.0
d93d8,2019-05-20,20,2.0,1.0,0.0,0.0,1.0,2.0,5.0
d93d8,2019-05-20,21,0.0,0.0,0.0,0.0,2.0,1.0,10.0
d93d8,2019-05-20,22,1.0,4.0,0.0,2.0,8.0,3.0,7.0
d93d8,2019-05-20,23,0.0,0.0,0.0,6.0,4.0,4.0,5.0
d93d8,2019-05-21,0,1.0,1.0,0.0,4.0,3.0,2.0,3.0
d93d8,2019-05-21,1,2.0,17.0,0.0,0.0,2.0,0.0,0.0
d93d8,2019-05-21,2,1.0,13.0,0.0,8.0,3.0,7.0,0.0
d93d8,2019-05-21,3,2.0,5.0,0.0,0.0,2.0,0.0,0.0
d93d8,2019-05-21,4,1.0,3.0,0.0,0.0,1.0,0.0,0.0
d93d8,2019-05-21,5,4.0,10.0,0.0,8.0,6.0,7.0,2.0
d93d8,2019-05-21,6,2.0,6.0,0.0,4.0,5.0,2.0,3.0
d93d8,2019-05-21,7,3.0,3.0,0.0,8.0,14.0,11.0,19.0
d93d8,2019-05-21,8,5.0,6.0,2.0,4.0,10.0,4.0,3.0
d93d8,2019-05-21,9,2.0,2.0,0.0,6.0,6.0,5.0,6.0
d93d8,2019-05-21,10,1.0,4.0,2.0,0.0,2.0,1.0,0.0
d93d8,2019-05-21,11,1.0,1.0,0.0,10.0,4.0,6.0,4.0
d93d8,2019-05-21,12,8.0,7.0,0.0,8.0,14.0,5.0,12.0
d93d8,2019-05-21,13,7.0,8.0,0.0,4.0,19.0,3.0,21.0
d93d8,2019-05-21,14,2.0,2.0,2.0,4.0,10.0,11.0,9.0
d93d8,2019-05-21,15,3.0,1.0,2.0,12.0,12.0,13.0,11.0
d93d8,2019-05-21,16,2.0,1.0,0.0,6.0,5.0,5.0,7.0
d93d8,2019-05-21,17,2.0,2.0,0.0,2.0,10.0,4.0,10.0
d93d8,2019-05-21,18,3.0,4.0,0.0,20.0,13.0,17.0,10.0
d93d8,2019-05-21,19,2.0,0.0,0.0,0.0,3.0,0.0,4.0
d93d8,2019-05-21,20,3.0,0.0,2.0,8.0,8.0,5.0,7.0
d93d8,2019-05-21,21,0.0,1.0,0.0,0.0,1.0,1.0,5.0
d93d8,2019-05-21,22,2.0,3.0,0.0,0.0,7.0,1.0,6.0
d93d8,2019-05-21,23,0.0,2.0,0.0,8.0,3.0,5.0,3.0
d93d8,2019-05-22,0,2.0,14.0,0.0,2.0,5.0,1.0,7.0
d93d8,2019-05-22,1,1.0,7.0,0.0,0.0,2.0,0.0,0.0
d93d8,2019-05-22,2,2.0,4.0,0.0,6.0,8.0,9.0,7.0
d93d8,2019-05-22,3,1.0,9.0,0.0,0.0,1.0,0.0,1.0
d93d8,2019-05-22,4,2.0,18.0,0.0,0.0,2.0,0.0,0.0
d93d8,2019-05-22,5,1.0,5.0,0.0,0.0,3.0,0.0,1.0
d93d8,2019-05-22,6,3.0,4.0,0.0,0.0,6.0,6.0,0.0
d93d8,2019-05-22,7,8.0,16.0,0.0,28.0,14.0,20.0,8.0
d93d8,2019-05-22,8,10.0,5.0,0.0,2.0,13.0,4.0,13.0
d93d8,2019-05-22,9,2.0,1.0,8.0,12.0,17.0,14.0,21.0
d93d8,2019-05-22,10,3.0,4.0,0.0,8.0,11.0,4.0,12.0
d93d8,2019-05-22,11,2.0,5.0,3.0,10.0,11.0,6.0,8.0
d93d8,2019-05-22,12,1.0,1.0,0.0,6.0,5.0,5.0,4.0
d93d8,2019-05-22,13,1.0,0.0,0.0,6.0,11.0,10.0,3.0
d93d8,2019-05-22,14,3.0,1.0,4.0,10.0,15.0,15.0,6.0
d93d8,2019-05-22,15,2.0,3.0,0.0,2.0,9.0,12.0,3.0
d93d8,2019-05-22,16,0.0,2.0,0.0,6.0,12.0,17.0,6.0
d93d8,2019-05-22,17,0.0,2.0,0.0,2.0,5.0,9.0,9.0
d93d8,2019-05-22,18,1.0,1.0,0.0,0.0,7.0,11.0,5.0
d93d8,2019-05-22,19,1.0,1.0,0.0,4.0,5.0,2.0,4.0
d93d8,2019-05-22,20,1.0,1.0,0.0,2.0,4.0,2.0,9.0
d93d8,2019-05-22,21,2.0,0.0,0.0,2.0,4.0,4.0,8.0
d93d8,2019-05-22,22,3.0,1.0,0.0,4.0,4.0,3.0,8.0
d93d8,2019-05-22,23,0.0,1.0,0.0,0.0,1.0,0.0,3.0
d93d8,2019-05-23,0,2.0,6.0,0.0,0.0,3.0,0.0,2.0
d93d8,2019-05-23,1,0.0,5.0,0.0,0.0,2.0,0.0,0.0
d93d8,2019-05-23,2,1.0,17.0,0.0,0.0,2.0,0.0,0.0
d93d8,2019-05-23,3,1.0,9.0,0.0,6.0,7.0,7.0,3.0
d93d8,2019-05-23,4,0.0,12.0,0.0,2.0,1.0,1.0,1.0
d93d8,2019-05-23,5,2.0,5.0,0.0,0.0,2.0,0.0,0.0
