auc-roc,auc-pr,accuracy,precision,recall,f1-score,sensitivity,specificity,tn,fp,fn,tp
0.8841,0.3165,0.7588,0.0450,0.9037,0.0857,0.9037,0.7569,8065,2590,13,122
