auc-roc,auc-pr,accuracy,precision,recall,f1-score,sensitivity,specificity,tn,fp,fn,tp
0.8916,0.3247,0.7649,0.0461,0.9037,0.0877,0.9037,0.7631,8131,2524,13,122
